$ LITTLE GOOSE_OUTFLOW.npt based on $//LITTLE GOOSE_OUT/FLOW//1DAY/F0UMFE_EO40/ ; Units in metric!,
# From Crosswalk12_6_2017.DSS ; Julian Day 1 is 1899-12-31,
JDAY,FLOW
1387.000000,433.721
1388.000000,442.688
1389.000000,471.887
1390.000000,430.406
1391.000000,496.003
1392.000000,486.804
1393.000000,450.05
1394.000000,473.973
1395.000000,519.745
1396.000000,601.178
1397.000000,568.114
1398.000000,560.125
1399.000000,513.042
1400.000000,582.112
1401.000000,624.758
1402.000000,509.969
1403.000000,577.175
1404.000000,582.588
1405.000000,571.918
1406.000000,606.901
1407.000000,603.535
1408.000000,569.824
1409.000000,520.585
1410.000000,666.829
1411.000000,567.908
1412.000000,616.265
1413.000000,568.739
1414.000000,605.514
1415.000000,550.574
1416.000000,589.634
1417.000000,550.299
1418.000000,523.525
1419.000000,464.569
1420.000000,560.069
1421.000000,568.56
1422.000000,499.583
1423.000000,454.926
1424.000000,524.208
1425.000000,486.143
1426.000000,601.435
1427.000000,808.857
1428.000000,865.258
1429.000000,692.722
1430.000000,854.306
1431.000000,911.962
1432.000000,860.693
1433.000000,717.546
1434.000000,683.132
1435.000000,653.242
1436.000000,642.348
1437.000000,701.1
1438.000000,669.264
1439.000000,696.229
1440.000000,742.181
1441.000000,791.608
1442.000000,741.426
1443.000000,734.191
1444.000000,820.261
1445.000000,685.618
1446.000000,703.457
1447.000000,765.15
1448.000000,802.826
1449.000000,750.465
1450.000000,745.648
1451.000000,772.808
1452.000000,872.21
1453.000000,1151.12
1454.000000,1018.623
1455.000000,892.227
1456.000000,850.122
1457.000000,901.785
1458.000000,934.606
1459.000000,917.51
1460.000000,855.784
1461.000000,656.98
1462.000000,760.732
1463.000000,703.952
1464.000000,650.08
1465.000000,878.561
1466.000000,680.621
1467.000000,743.083
1468.000000,779.12
1469.000000,888.778
1470.000000,1020.878
1471.000000,1015.576
1472.000000,920.123
1473.000000,849.652
1474.000000,878.863
1475.000000,845.265
1476.000000,821.382
1477.000000,779.635
1478.000000,825.41
1479.000000,757.102
1480.000000,864.441
1481.000000,1052.557
1482.000000,1137.851
1483.000000,1058.191
1484.000000,1019.444
1485.000000,989.387
1486.000000,932.143
1487.000000,970.641
1488.000000,993.756
1489.000000,1006.222
1490.000000,1063.426
1491.000000,996.553
1492.000000,1053.422
1493.000000,1135.516
1494.000000,1011.029
1495.000000,1074.088
1496.000000,990.062
1497.000000,1127.13
1498.000000,984.317
1499.000000,1172.057
1500.000000,1291.242
1501.000000,1749.068
1502.000000,1859.079
1503.000000,2084.889
1504.000000,2119.563
1505.000000,2057.856
1506.000000,1683.892
1507.000000,1740.328
1508.000000,1760.752
1509.000000,1765.628
1510.000000,1714.402
1511.000000,1673.281
1512.000000,1403.269
1513.000000,1422.755
1514.000000,1389.806
1515.000000,1378.864
1516.000000,1198.496
1517.000000,1316.942
1518.000000,1163.326
1519.000000,1076.906
1520.000000,872.152
1521.000000,1066.811
1522.000000,1010.591
1523.000000,1008.122
1524.000000,867.878
1525.000000,901.427
1526.000000,902.399
1527.000000,945.964
1528.000000,892.543
1529.000000,681.6
1530.000000,768.738
1531.000000,707.797
1532.000000,745.958
1533.000000,849.822
1534.000000,878.442
1535.000000,875.481
1536.000000,939.508
1537.000000,1182.19
1538.000000,1274.477
1539.000000,1154.04
1540.000000,1342.426
1541.000000,1354.469
1542.000000,1449.698
1543.000000,1387.239
1544.000000,1269.034
1545.000000,1464.673
1546.000000,1379.071
1547.000000,1282.927
1548.000000,1521.439
1549.000000,1617.134
1550.000000,1615.563
1551.000000,1653.891
1552.000000,1706.289
1553.000000,1803.028
1554.000000,1421.805
1555.000000,1928.964
1556.000000,1867.55
1557.000000,1516.968
1558.000000,1515.678
1559.000000,1339.615
1560.000000,1253.309
1561.000000,1281.001
1562.000000,1250.7
1563.000000,1227.334
1564.000000,1232.184
1565.000000,1195.526
1566.000000,1112.633
1567.000000,1162.759
1568.000000,1163.609
1569.000000,1073.022
1570.000000,1066.537
1571.000000,1197.537
1572.000000,1250.745
1573.000000,1313.649
1574.000000,1418.637
1575.000000,1431.327
1576.000000,1551.433
1577.000000,1551.558
1578.000000,1485.577
1579.000000,1412.389
1580.000000,1314.954
1581.000000,1351.087
1582.000000,1363.951
1583.000000,1423.341
1584.000000,1499.874
1585.000000,1548.848
1586.000000,1482.616
1587.000000,1658.324
1588.000000,1671.719
1589.000000,1834.82
1590.000000,1804.12
1591.000000,1693.752
1592.000000,1608.979
1593.000000,1481.156
1594.000000,1414.929
1595.000000,1453.673
1596.000000,1540.597
1597.000000,1578.611
1598.000000,1583.949
1599.000000,1790.326
1600.000000,1950.111
1601.000000,1954.625
1602.000000,1802.682
1603.000000,1715.858
1604.000000,1810.286
1605.000000,1759.326
1606.000000,1820.508
1607.000000,1781.042
1608.000000,1805.51
1609.000000,1768.709
1610.000000,1806.739
1611.000000,1754.861
1612.000000,1693.453
1613.000000,1670.526
1614.000000,1691.279
1615.000000,1730.014
1616.000000,1803.344
1617.000000,1636.403
1618.000000,1616.769
1619.000000,1486.665
1620.000000,1357.308
1621.000000,1418.06
1622.000000,1360.113
1623.000000,1347.11
1624.000000,1328.993
1625.000000,1214.401
1626.000000,1187.786
1627.000000,1086.263
1628.000000,924.085
1629.000000,902.381
1630.000000,884.902
1631.000000,874.056
1632.000000,876.907
1633.000000,874.275
1634.000000,849.17
1635.000000,803.862
1636.000000,837.608
1637.000000,807.057
1638.000000,830.226
1639.000000,856.565
1640.000000,884.604
1641.000000,850.277
1642.000000,949.906
1643.000000,968.433
1644.000000,905.128
1645.000000,835.289
1646.000000,816.872
1647.000000,703.197
1648.000000,597.657
1649.000000,590.564
1650.000000,669.011
1651.000000,734.672
1652.000000,711.702
1653.000000,729.386
1654.000000,811.881
1655.000000,883.059
1656.000000,881.918
1657.000000,821.842
1658.000000,808.105
1659.000000,768.778
1660.000000,722.471
1661.000000,787.907
1662.000000,857.304
1663.000000,860.622
1664.000000,790.927
1665.000000,848.959
1666.000000,828.139
1667.000000,911.087
1668.000000,763.013
1669.000000,763.576
1670.000000,752.948
1671.000000,710.434
1672.000000,851.92
1673.000000,797.562
1674.000000,891.056
1675.000000,821.233
1676.000000,865.31
1677.000000,869.315
1678.000000,798.853
1679.000000,742.591
1680.000000,689.809
1681.000000,674.013
1682.000000,585.933
1683.000000,578.236
1684.000000,529.644
1685.000000,548.656
1686.000000,501.118
1687.000000,549.999
1688.000000,512.517
1689.000000,592.532
1690.000000,557.018
1691.000000,602.941
1692.000000,537.166
1693.000000,521.393
1694.000000,486.797
1695.000000,520.147
1696.000000,541.989
1697.000000,447.552
1698.000000,474.405
1699.000000,537.913
1700.000000,573.01
1701.000000,473.745
1702.000000,458.623
1703.000000,544.708
1704.000000,551.171
1705.000000,529.434
1706.000000,494.189
1707.000000,505.449
1708.000000,491.213
1709.000000,373.546
1710.000000,427.621
1711.000000,471.016
1712.000000,592.451
1713.000000,505.361
1714.000000,521.786
1715.000000,566.891
1716.000000,547.482
1717.000000,494.449
1718.000000,550.327
1719.000000,516.198
1720.000000,573.186
1721.000000,598.595
1722.000000,708.987
1723.000000,716.41
1724.000000,597.116
1725.000000,614.56
1726.000000,479.33
1727.000000,518.565
1728.000000,570.182
1729.000000,516.256
1730.000000,491.22
1731.000000,499.455
1732.000000,377.42
1733.000000,353.067
1734.000000,362.992
1735.000000,381.354
1736.000000,457.575
1737.000000,456.575
1738.000000,432.141
1739.000000,386.346
1740.000000,389.055
1741.000000,448.083
1742.000000,468.669
1743.000000,488.684
1744.000000,521.824
1745.000000,508.32
1746.000000,464.572
1747.000000,409.54
1748.000000,364.754
1749.000000,419.296
1750.000000,472.279
1751.000000,532.838
1752.000000,363.153
1753.000000,363.122
1754.000000,369.298
1755.000000,387.702
1756.000000,463.785
1757.000000,487.105
1758.000000,441.879
1759.000000,468.907
1760.000000,431.957
1761.000000,482.102
1762.000000,495.394
1763.000000,517.637
1764.000000,419.811
1765.000000,420.501
1766.000000,481.651
1767.000000,598.291
1768.000000,628.608
1769.000000,578.322
1770.000000,552.015
1771.000000,568.926
1772.000000,520.801
1773.000000,578.06
1774.000000,506.204
1775.000000,480.635
1776.000000,448.307
1777.000000,534.515
1778.000000,490.878
1779.000000,530.645
1780.000000,504.276
1781.000000,484.786
1782.000000,647.588
1783.000000,445.377
1784.000000,472.095
1785.000000,440.595
1786.000000,537.875
1787.000000,518.323
1788.000000,490.301
1789.000000,447.303
1790.000000,463.453
1791.000000,535.588
1792.000000,497.966
1793.000000,431.538
1794.000000,400.573
1795.000000,377.529
1796.000000,506.878
1797.000000,484.03
1798.000000,430.056
1799.000000,388.544
1800.000000,381.949
1801.000000,409.744
1802.000000,485.906
1803.000000,564.371
1804.000000,653.563
1805.000000,803.028
1806.000000,880.263
1807.000000,819.182
1808.000000,729.148
1809.000000,722.571
1810.000000,683.956
1811.000000,679.791
1812.000000,862.993
1813.000000,596.222
1814.000000,662.577
1815.000000,616.78
1816.000000,611.485
1817.000000,651.35
1818.000000,702.637
1819.000000,695.057
1820.000000,694.154
1821.000000,602.927
1822.000000,579.921
1823.000000,522.966
1824.000000,594.989
1825.000000,691.425
1826.000000,652.723
1827.000000,562.192
