$ QGT_LMN_2011_2015_daily_DSS-scaled.csv based on GDACS spill ratios in  QGT_LMN_2011_2015_daily_ave.csv ; all outlets scaled to total flow from LOWER MONUMENTAL_OUTFLOW.csv
#Units in cubic meters per second; Julian Day 1 is 1899-12-31; The following days have missing data chunks 41141, 41921, 42296 that are  3, 4, 14 days long
"JDAY","POW","SPB1","SPB2","SPB3","SPB4","SPB5","SPB6","SPB7","SPB8.RSW","MISC"
377.000000,717.51,0,0,0,0,0,0,0,0,5.437
378.000000,711.101,0,0,0,0,0,0,0,0,6.256
379.000000,857.93,0,0,0,0,0,0,0,0,5.211
380.000000,758.937,0,0,0,0,0,0,0,0,7.92
381.000000,579.928,0,0,0,0,0,0,0,0,4.434
382.000000,465.516,0,0,0,0,0,0,0,0,4.98
383.000000,666.007,0,0,0,0,0,0,0,0,7.126
384.000000,606.402,0,0,0,0,0,0,0,0,4.529
385.000000,825.96,0,0,0,0,0,0,0,0,6.245
386.000000,945.851,0,0,0,0,0,0,0,0,4.971
387.000000,941.488,0,0,0,0,0,0,0,0,4.829
388.000000,913.383,0,0,0,0,0,0,0,0,7.472
389.000000,899.658,0,0,0,0,0,0,0,0,4.496
390.000000,900.008,0,0,0,0,0,0,0,0,13.547
391.000000,911.153,0,0,0,0,0,0,0,0,2.94
392.000000,911.743,0,0,0,0,0,0,0,0,4.403
393.000000,1114.124,0,0,0,0,0,0,0,0,1.822
394.000000,1002.973,0,0,0,0,0,0,0,0,3.801
395.000000,1030.871,0,0,0,0,0,0,0,0,0
396.000000,832.979,0,0,0,0,0,0,0,0,4.482
397.000000,966.839,0,0,0,0,0,0,0,0,8.378
398.000000,977.503,0,0,0,0,0,0,0,0,1.714
399.000000,855.335,0,0,0,0,0,0,0,0,2.651
400.000000,874.587,0,0,0,0,0,0,0,0,1.536
401.000000,1151.439,0,0,0,0,0,0,0,0,0
402.000000,1091.11,0,0,0,0,0,0,0,0,2.552
403.000000,964.76,0,0,0,0,0,0,0,0,4.737
404.000000,716.979,0,0,0,0,0,0,0,0,3.377
405.000000,828.226,0,0,0,0,0,0,0,0,5.949
406.000000,985.951,0,0,0,0,0,0,0,0,13.508
407.000000,976.131,0,0,0,0,0,0,0,0,11.212
408.000000,761.261,0,0,0,0,0,0,0,0,10.846
409.000000,808.418,0,0,0,0,0,0,0,0,6.691
410.000000,726.729,0.726,0,0,0,2.504,0,0,0,7.751
411.000000,672.4,0,0,0,0,0,0,0,0,6.55
412.000000,1051.182,0,0,0,0,0,0,0,0,15.018
413.000000,833.085,0,0,0,0,0,0,0,0,10.284
414.000000,996.932,0,0,0,0,0,0,0,0,11.213
415.000000,858.82,0,0,0,0,0,0,0,0,10.434
416.000000,795.782,0,0,0,0,0,0,0,0,8.019
417.000000,873.894,0,0,0,0,0,0,0,0,12.907
418.000000,842.437,0,0,0,0,0,0,0,0,7.234
419.000000,1098.106,14.807,17.449,0,0,0,0,0,0,5.252
420.000000,1681.286,0,0,0,0,0,0,0,0,10.929
421.000000,1643.278,0,0,0,0,0,0,0,0,16.348
422.000000,1594.518,0,0,0,0,0,0,0,0,16.116
423.000000,1077.961,0,0,0,0,0,0,0,0,8.174
424.000000,987.072,0,0,0,0,0,0,0,0,13.111
425.000000,1089.959,0,0,0,0,0,0,0,0,16.271
426.000000,1011.678,0,0,0,0,0,0,0,0,13.438
427.000000,1077.789,0,0,0,0,0,0,0,0,13.374
428.000000,1162.24,0,0,0,0,0,0,0,0,17.218
429.000000,1047.046,0,0,0,0,0,0,0,0,10.136
430.000000,1016.88,0,0,0,0,0,0,0,0,8.52
431.000000,942.953,0,0,0,0,0,0,0,0,7.547
432.000000,1278.954,0,0,0,0,0,0,0,0,9.981
433.000000,1251.331,0,0,0,0,0,0,0,0,12.476
434.000000,1063.288,0,0,0,0,0,0,0,0,8.491
435.000000,1026.549,0,0,0,0,0,0,0,0,7.139
436.000000,1017.158,0,0,0,0,0,0,0,0,10.231
437.000000,1303.904,0,0,0,0,0,0,0,0,7.767
438.000000,1141.207,0,0,0,0,0,0,0,0,6.007
439.000000,1233.799,0,0,0,0,0,0,0,0,6.343
440.000000,1617.939,0,0,0,0,0,0,0,0,8.514
441.000000,1669.142,0,0,0,0,0,0,0,0,7.238
442.000000,2050.876,0,0,0,0,0,0,0,0,8.956
443.000000,2505.495,0,0,0,0,0,0,0,0,11.818
444.000000,2094.462,0,0,0,0,0,0,0,0,12.135
445.000000,1378.48,0,0,0,0,0,0,0,0,5.819
446.000000,1845.9,0,0,0,0,0,0,0,0,8.267
447.000000,1970.975,0,0,0,0,0,0,0,0,10.482
448.000000,2194.054,0,0,0,0,0,0,0,0,11.144
449.000000,2346.991,0,0,0,0,0,0,0,0,12.443
450.000000,2223.056,0,0,0,0,0,0,0,0,17.044
451.000000,1986.06,12.589,55.936,0.187,0.185,12.063,96.044,0,43.243,17.951
452.000000,2176.172,0,75.229,0,0.039,38.333,37.099,0,67.886,16.814
453.000000,2378.574,0,49.824,0,0,0,44.697,0,120.309,25.319
454.000000,2626.778,0,0,0,0,0,0,0,0,24.876
455.000000,2265.194,33.792,52.515,33.693,58.004,67.061,194.584,0,32.407,22.01
456.000000,2193.605,63.414,71.067,59.512,82.416,121.116,215.048,16.146,127.207,17.23
457.000000,2138.623,98.957,99.22,75.405,96.447,175.661,186.317,56.44,184.435,14.369
458.000000,2700.999,101.149,82.603,68.403,107.096,235.788,232.349,29.453,245.259,20.868
459.000000,2893.626,83.44,81.532,72.556,76.876,133.899,314.642,21.796,267.907,22.062
460.000000,2627.335,59.846,59.165,58.084,59.928,105.744,308.301,0,250.794,22.929
461.000000,2349.116,52.759,51.099,52.646,55.068,89.278,275.774,0,226.677,26.52
462.000000,2125.628,47.307,49.609,49.465,49.801,87.67,249.012,0,197.151,20.383
463.000000,2151.741,54.654,56.871,56.429,55.836,98.817,281.808,0,223.075,23.437
464.000000,2093.478,55.615,59.244,56.235,56.088,99.242,285.999,0,224.719,21.747
465.000000,1960.238,55.863,57.223,56.176,54.894,98.161,285.806,0,223.647,21.669
466.000000,1883.721,53.992,56.796,56.462,55.53,76.856,284.087,0,213.674,28.559
467.000000,1941.063,52.203,53.827,53.106,52.166,55.901,266.182,0,202.113,25.14
468.000000,1917.403,42.036,40.338,52.269,72.516,101.864,243.878,0,189.876,22.348
469.000000,2162.355,68.583,65.8,60.06,64.501,99.452,241.437,0,189.931,20.703
470.000000,2356.296,65.228,64.17,59.275,62.843,82.017,265.835,16.234,203.52,18.666
471.000000,2387.517,58.565,56.872,58.855,58.415,57.633,284.893,0,220.096,23.861
472.000000,2215.379,55.974,56.049,57.762,58.12,56.592,283.556,0,218.508,24.07
473.000000,2125.027,53.897,52.165,52.152,53.787,53.337,262.342,0,204.165,22.365
474.000000,2056.12,55.481,55.229,52.695,54.123,56.552,256.32,3.02,199.002,23.065
475.000000,2168.858,50.87,50.227,50.553,50.035,50.91,253.616,0,196.11,22.851
476.000000,2123.569,67.236,67.958,60.53,65.036,81.688,265.431,16.143,207.421,20.95
477.000000,2266.04,48.754,52.959,50.262,52.972,52.62,265.534,0,202.166,20.867
478.000000,2364.034,46.285,51.962,49.948,50.292,49.623,253.123,0,193.36,18.184
479.000000,2617.528,45.966,75.52,32.41,31.903,47.681,232.1,1.443,186.225,17.118
480.000000,1797.969,182.158,213.121,202.328,201.051,230.463,258.379,214.18,177.863,22.801
481.000000,2255.311,223.637,249.841,241.872,230.835,246.384,249.232,220.115,173.624,20.907
482.000000,2731.77,227.855,259.134,249.381,241.065,250.17,260.717,217.322,200.042,23.454
483.000000,2571.197,285.741,313.335,311.026,299.711,312.883,313.043,276.531,183.496,26.355
484.000000,3163.938,226.721,254.679,249.06,239.773,252.276,258.365,218.232,204.416,26.397
485.000000,3635.226,153.307,190.778,157.524,157.555,176.597,190.478,144.536,238.286,21.851
486.000000,3290.033,122.426,171.942,124.408,124.012,155.278,173.511,122.161,255.125,20.45
487.000000,2711.336,148.919,160.276,151.582,151.791,154.996,160.997,128.172,212.516,26.578
488.000000,2645.478,127.046,138.694,131.442,130.959,135.934,138.711,117.645,212.781,25.121
489.000000,2552.024,117.721,134.762,117.703,118.172,130.202,134.683,108.659,221.14,27.927
490.000000,2211.079,155.515,166.396,155.855,156.031,162.915,167.483,139.608,222.791,24.173
491.000000,2249.593,106.4,138.129,105.798,106.046,126.679,138.327,99.34,235.65,32.038
492.000000,2339.231,58.282,105.247,59.016,57.578,88.366,103.521,58.179,228.708,23.076
493.000000,2105.655,57.091,76.076,53.785,74.471,150.793,161.817,28.013,205.359,22.697
494.000000,1844.947,57.757,55.346,55.301,80.919,177.396,243.789,3.607,209.289,18.755
495.000000,1607.006,82.329,79.819,79.866,79.707,150.606,259.231,44.072,190.533,25.455
496.000000,1882.478,49.187,48.001,47.281,47.461,72.662,247.412,0,188.08,22.817
497.000000,2005.085,49.008,48.807,48.001,47.424,62.776,248.965,0,189.76,21.118
498.000000,1978.332,53.273,51.658,51.764,51.887,49.797,268.201,0,203.098,20.555
499.000000,2126.049,54.926,53.948,55.105,54.599,54.595,279.55,1.619,212.594,24.059
500.000000,2057.774,53.697,62.744,44.749,44.097,49.705,239.69,2.233,195.985,24.553
501.000000,2080.554,46.695,59.239,59.798,49.829,57.907,166.78,15.212,182.376,20.242
502.000000,2194.689,52.705,81.657,81.324,74.595,80.983,82.483,49.168,171.637,17.655
503.000000,2110.284,114.388,137.41,132.615,129.696,135.522,137.242,105.151,168.623,19.406
504.000000,2524.188,83.033,113.429,110.221,98.666,109.619,109.207,75.991,184.793,23.089
505.000000,2699.883,74.857,119.3,118.827,107.643,119.096,119.808,73.793,239.685,29.304
506.000000,2669.827,57.808,101.636,102.113,89.768,101.196,102.495,56.256,224.596,22.772
507.000000,2314.878,54.758,97.287,79.149,70.99,90.307,95.542,51.867,212.755,23.723
508.000000,2261.49,48.229,83.031,45.227,46.27,68.307,80.513,45.312,169.474,16.546
509.000000,2301.963,84.794,102.593,94.187,85.804,99.172,102.88,81.679,161.307,23.851
510.000000,2746.643,51.495,92.592,91.851,55.255,91.882,91.697,50.569,200.853,22.744
511.000000,2843.105,62.633,83.07,82.288,62.768,82.995,224.141,27.012,242.351,29.43
512.000000,2350.354,62.484,65.235,59.355,59.598,61.098,315.928,0,238.654,42.308
513.000000,1816.84,63.565,65.944,63.98,63.907,80.953,314.562,5.298,231.162,22.517
514.000000,1630.178,61.451,62.693,62.378,61.836,93.149,310.839,3.56,229.814,26.164
515.000000,1435.02,48.749,48.085,49.522,54.069,79.282,254.344,0,191.285,22.599
516.000000,1357.119,53.997,54.586,49.871,58.894,84.975,245.17,3.553,181.716,20.944
517.000000,1425.522,52.103,52.576,53.453,65.665,93.218,273.646,0,205.77,20.249
518.000000,1485.829,54.721,56.392,55.016,62.713,80.625,270.361,3.609,199.599,19.755
519.000000,1608.161,45.115,45.314,46.689,44.627,45.348,237.609,0,179.427,19.571
520.000000,1836.488,44.331,44.5,44.966,43.41,43.757,232.884,0,177.344,15.755
521.000000,2068.373,48.29,49.068,48.92,48.164,48.504,255.112,0,192.282,20.964
522.000000,2144.677,67.27,62.773,65.779,66.73,106.001,229.36,23.144,180.862,15.276
523.000000,1878.9,104.308,103.83,104.197,104.567,204.461,227.175,125.132,170.699,18.387
524.000000,2401.297,69.512,68.299,67.252,67.03,83.427,284.435,23.152,217.387,22.246
525.000000,1705.148,152.551,171.613,170.4,171.33,259.192,334.794,231.467,253.243,25.563
526.000000,959.875,189.964,205.586,211.098,219.662,289.565,288.49,281.812,218.437,22.713
527.000000,1515.283,88.643,97.629,97.187,96.724,131.897,283.305,93.71,212.22,19.57
528.000000,1757.817,62.981,65.556,66.357,66.472,71.899,266.334,23.764,201.179,20.155
529.000000,1447.385,78.627,79.945,87.629,88.933,110.661,303.034,43.93,226.383,23.198
530.000000,856.513,148.064,165.412,183.192,184.429,225.3,285.936,205.143,214.595,21.56
531.000000,1643.93,42.979,41.924,42.969,42.644,42.833,222.594,0,166.634,16.941
532.000000,1819.846,53.706,91.356,34.942,32.803,53.797,251.717,2.917,199.977,20.687
533.000000,1836.304,58.328,153.799,0,0,57.985,250.981,0,222.776,22.269
534.000000,1758.065,56.058,144.43,2.871,2.913,57.561,232.32,2.819,205.404,19.683
535.000000,1595.039,54.562,140.726,0,0,55.841,226.937,0,204.721,18.317
536.000000,1806.176,56.87,99.435,19.592,20.434,46.485,206.135,2.879,168.411,23.017
537.000000,1565.816,49.942,48.556,48.52,51.14,50.732,259.651,0,194.023,23.323
538.000000,1953.412,0,134.702,0,0,0,189.395,0,221.048,22.469
539.000000,1646.364,26.322,91.58,26.339,26.717,27.717,231.6,0,213.621,21.342
540.000000,1688.315,28.341,85.214,24.289,24.527,25.03,212.416,0,196.008,20.085
541.000000,1706.528,15.653,80.027,16.267,15.28,16.26,193.469,0,191.806,20.678
542.000000,1885.398,5.391,99.65,5.435,5.264,5.468,192.021,0,212.915,23.6
543.000000,1670.819,35.601,68.918,33.939,34.805,34.607,233.744,0,206.209,20.808
544.000000,1831.442,6.25,92.505,6.365,6.434,6.325,180.051,0,201.77,16.308
545.000000,1682.909,2.729,94.275,2.763,2.784,9.485,204.798,0,227.103,26.714
546.000000,1620.254,5.225,114.768,5.148,5.126,5.254,219.22,0,246.63,20.701
547.000000,1237.486,44.609,67.129,45.078,44.69,43.494,273.162,0,221.917,20.371
548.000000,1163.315,29.24,76.964,28.18,28.283,28.309,229.639,0,207.133,21.216
549.000000,1147.505,25.784,74.378,26.1,25.491,25.462,219.323,0,199.293,16.675
550.000000,1132.616,16.615,86.632,16.712,15.849,16.334,207.761,0,207.758,19.484
551.000000,1229.532,0,104.796,0,0,0,180.021,0,210.45,21.061
552.000000,1001.501,20.273,106.581,19.495,15.185,15.049,210.082,0,217.011,21.569
553.000000,991.153,0,111.316,0,0,0,190.567,0,220.846,20.414
554.000000,991.278,1.687,105.756,1.715,1.633,1.622,171.818,1.446,200.936,21.21
555.000000,858.054,0,111.603,0,0,0,161.154,0,201.377,20.125
556.000000,864.281,0,124.885,0,0,3.022,188.474,0,238.415,22.313
557.000000,827.203,0,88.838,0,0,0,152.372,0,176.384,15.981
558.000000,809.482,6.934,72.261,7.164,7.011,6.973,148.516,0,161.578,16.489
559.000000,910.763,0.05,99.195,0,0,0,172.185,0,198.548,23.543
560.000000,889.833,4.014,106.782,3.968,3.949,3.987,186.816,0,208.502,21.489
561.000000,732.991,0,130.828,0,0,5.192,220.977,0,252.237,30.057
562.000000,715.36,2.515,123.217,2.497,2.493,22.179,216.822,0,224.821,22.865
563.000000,700.46,11.751,81.843,11.627,11.482,11.778,179.655,0,183.141,17.245
564.000000,694.012,0,88.691,0,0,0,146.629,0,171.605,19.206
565.000000,802.453,0,109.776,0,0,0,186.547,0,215.842,21.71
566.000000,779.867,0,103.39,0,0,0,175.31,0,204.811,23.017
567.000000,652.272,12.967,127.535,0,0,13.239,216.469,0,239.382,21.682
568.000000,682.436,14.204,81.409,14.069,15.97,19.98,187.783,0,191.954,21.178
569.000000,514.201,17.383,85.588,16.915,20.824,28.657,205.76,0,203.289,18.63
570.000000,589.86,2.119,104.641,2.018,2.074,1.914,163.063,1.82,200.913,22.937
571.000000,588.73,0,122.489,0,0,0,210.37,0,243.279,24.754
572.000000,547.412,0.261,98.827,0.269,0.296,0.251,167.571,0,193.943,19.65
573.000000,585.809,0,96.935,0,0,0,164.854,0,191.026,24.42
574.000000,547.128,0,98.144,0,0,13.386,163.665,0,178.125,16.645
575.000000,493.812,6.931,112.478,6.642,6.854,18.766,211.727,0,225.579,27.964
576.000000,536.834,3.144,127.172,0,0,0.444,215.859,0,254.752,24.181
577.000000,312.297,34.093,105.581,9.641,33.147,80.105,207.036,0,223.229,28.343
578.000000,538.208,0.146,80.761,0,0,0.145,140.51,0,163.912,17.589
579.000000,423.646,0,103.106,0,0,0,174.989,0,203.274,18.176
580.000000,517.38,0,104.946,0,0,0,177.079,0,208.868,27.345
581.000000,455.866,2.812,108.831,2.063,0,3.57,191.174,0,216.273,21.736
582.000000,432.463,0,95.645,0,0,0,162.323,0,193.561,19.52
583.000000,428.679,0,122.796,0,0,0,144.536,0,255.453,27.904
584.000000,372.863,0,107.609,0,0,0,185.914,0,218.031,24.091
585.000000,397.208,0,97.342,0,0,0,169.813,0,197.64,23.591
586.000000,336.578,0,88.001,0,0,0,137.637,1.856,185.815,20.945
587.000000,412.233,0,88.302,0,0,0,85.914,0,225.437,27.591
588.000000,366.846,0,98.188,0,0,0,176.655,0,212.955,34.624
589.000000,301.074,0,88.621,0,0,0,156.06,0,182.938,18.48
590.000000,345.655,0,102.994,0,0,0,163.728,0,211.275,21.64
591.000000,393.702,0,111.775,0,0,0,90.764,0,225.586,28.774
592.000000,367.773,0,109.501,0,0,0,112.691,0,208.443,23.033
593.000000,323.152,0,97.814,0,0,0,98.656,0,181.754,21.004
594.000000,357.517,0,93.748,0,0,0,72.573,0,193.89,24.723
595.000000,337.179,0,98.782,0,0,0,69.285,0,219.522,26.661
596.000000,320.275,0,98.201,0,0,0,17.553,0,242.742,23.067
597.000000,365.194,0,96.611,0,0,0,40.222,0,230.48,26.548
598.000000,370.447,0,100.832,0,0,0,54.313,0,235.317,21.228
599.000000,322.072,0,86.224,0,0,0,55.408,0,196.75,21.579
600.000000,318.277,0,83.775,0,0,0,62.894,0,186.64,24.43
601.000000,340.125,0,87.986,0,0,0,75.962,0,191.075,29.445
602.000000,380.744,0,105.896,0,0,0,0,0,230.642,23.696
603.000000,329.937,0,90.836,0,0,0,79.478,0,200.14,23.548
604.000000,320.645,0,87.99,0,0,0,49.524,0,193.498,20.519
605.000000,338.515,0,85.193,0,0,0,23.977,0,205.44,22.124
606.000000,371.841,0,92.58,0,0,0,20.708,0,229.427,24.885
607.000000,372.972,0,87.916,0,0,0,11.837,0,226.94,22.809
608.000000,320.134,0,82.264,0,0,0,86.582,0,180.141,19.722
609.000000,278.84,0.897,73.941,0,0.899,0.874,77.668,0,168.642,14.043
610.000000,690.618,0,0,0,0,0,0,0,0,28.428
611.000000,720.925,0,0,0,0,0,0,0,0,32.112
612.000000,555.622,0,0,0,0,0,0,0,0,42.769
613.000000,539.958,0,0,0,0,0,0,0,0,20.174
614.000000,438.99,0,0,0,0,0,0,0,0,13.478
615.000000,382.148,0,0,0,0,0,0,0,0,7.613
616.000000,767.316,0,0,0,0,0,0,0,0,16.812
617.000000,923.069,0,0,0,0,0,0,0,0,28.378
618.000000,856.825,0,0,0,0,0,0,0,0,21.27
619.000000,680.502,0,0,0,0,0,0,0,0,19.437
620.000000,682.509,0,0,0,0,0,0,0,0,19.415
621.000000,741.96,0,0,0,0,0,0,0,0,25.89
622.000000,801.642,0,0,0,0,0,0,0,0,24.323
623.000000,787.171,0,0,0,0,0,0,0,0,25.42
624.000000,718.667,0,0,0,0,0,0,0,0,29.134
625.000000,643.974,0,0,0,0,0,0,0,0,20.708
626.000000,609.812,0,0,0,0,0,0,0,0,14.526
627.000000,560.337,0,0,0,0,0,0,0,0,18.688
628.000000,750.535,0,0,0,0,0,0,0,0,27.19
629.000000,693.399,0,0,0,0,0,0,0,0,24.403
630.000000,601.481,0,0,0,0,0,0,0,0,26.002
631.000000,622.986,0,0,0,0,0,0,0,0,38.163
632.000000,513.404,0,0,0,0,0,0,0,0,16.711
633.000000,390.046,0,0,0,0,0,0,0,0,17.177
634.000000,469.787,0,0,0,0,0,0,0,0,16.385
635.000000,579.525,0,0,0,0,0,0,0,0,29.427
636.000000,467.297,0,0,0,0,0,0,0,0,25.808
637.000000,485.91,0,0,0,0,0,0,0,0,23.963
638.000000,381.58,0,0,0,0,0,0,0,0,17.335
639.000000,387.939,0,0,0,0,0,0,0,0,13.623
640.000000,332.364,0,0,0,0,0,0,0,0,9.614
641.000000,442.538,0,0,0,0,0,0,0,0,23.455
642.000000,813.184,0,0,0,0,0,0,0,0,34.626
643.000000,450.358,0,0,0,0,0,0,0,0,16.197
644.000000,430.469,0,0,0,0,0,0,0,0,16.881
645.000000,630.905,0,0,0,0,0,0,0,0,29.211
646.000000,576.439,0,0,0,0,0,0,0,0,22.599
647.000000,468.795,0,0,0,0,0,0,0,0,22.029
648.000000,422.735,0,0,0,0,0,0,0,0,22.953
649.000000,437.815,0,0,0,0,0,0,0,0,16.291
650.000000,425.051,0,0,0,0,0,0,0,0,17.038
651.000000,504.357,0,0,0,0,0,0,0,0,23.108
652.000000,475.05,0,0,0,0,0,0,0,0,26.164
653.000000,519.9,0,0,0,0,0,0,0,0,29.576
654.000000,373.276,0,0,0,0,0,0,0,0,14.561
655.000000,353.593,0,0,0,0,0,0,0,0,20.504
656.000000,421.994,0,0,0,0,0,0,0,0,12.396
657.000000,409.779,0,0,0,0,0,0,0,0,15.942
658.000000,477.64,0,0,0,0,0,0,0,0,17.067
659.000000,567.458,0,0,0,0,0,0,0,0,33.1
660.000000,556.54,0,0,0,0,0,0,0,0,21.636
661.000000,435.007,0,0,0,0,0,0,0,0,17.751
662.000000,378.52,0,0,0,0,0,0,0,0,13.131
663.000000,518.719,0,0,0,0,0,0,0,0,16.147
664.000000,488.727,0,0,0,0,0,0,0,0,22.865
665.000000,545.208,0,0,0,0,0,0,0,0,20.013
666.000000,543.137,0,0,0,0,0,0,0,0,22.333
667.000000,486.922,0,0,0,0,0,0,0,0,15.543
668.000000,439.949,0,0,0,0,0,0,0,0,13.633
669.000000,623.933,0,0,0,0,0,0,0,0,15.421
670.000000,750.716,0,0,0,0,0,0,0,0,17.966
671.000000,784.444,0,0,0,0,0,0,0,0,22.802
672.000000,713.259,0,0,0,0,0,0,0,0,19.489
673.000000,730.713,0,0,0,0,0,0,0,0,19.3
674.000000,614.303,0,0,0,0,0,0,0,0,18.35
675.000000,589.278,0,0,0,0,0,0,0,0,24.946
676.000000,657.589,0,0,0,0,0,0,0,0,19.522
677.000000,550.09,0,0,0,0,0,0,0,0,19.849
678.000000,526.25,0,0,0,0,0,0,0,0,17.289
679.000000,614.141,0,0,0,0,0,0,0,0,16.801
680.000000,580.636,0,0,0,0,0,0,0,0,27.498
681.000000,675.408,0,0,0,0,0,0,0,0,29.103
682.000000,573.364,0,0,0,0,0,0,0,0,22.14
683.000000,399.453,0,0,0,0,0,0,0,0,14.908
684.000000,473.601,0,0,0,0,0,0,0,0,14.369
685.000000,464.741,0,0,0,0,0,0,0,0,12.782
686.000000,660.475,0,0,0,0,0,0,0,0,17.22
687.000000,698.769,0,0,0,0,0,0,0,0,27.874
688.000000,663.562,0,0,0,0,0,0,0,0,24.008
689.000000,577.612,0,0,0,0,0,0,0,0,15.665
690.000000,451.79,0,0,0,0,0,0,0,0,14.172
691.000000,647.825,0,0,0,0,0,0,0,0,30.333
692.000000,803.769,0,0,0,0,0,0,0,0,20.62
693.000000,651.634,0,0,0,0,0,0,0,0,15.323
694.000000,530.003,0,0,0,0,0,0,0,0,16.35
695.000000,635.001,0,0,0,0,0,0,0,0,16.971
696.000000,631.927,0,0,0,0,0,0,0,0,15.995
697.000000,544.235,0,0,0,0,0,0,0,0,14.034
698.000000,567.106,0,0,0,0,0,0,0,0,15.394
699.000000,646.45,0,0,0,0,0,0,0,0,17.554
700.000000,725.471,0,0,0,0,0,0,0,0,27.225
701.000000,738.166,0,0,0,0,0,0,0,0,21.18
702.000000,674.797,0,0,0,0,0,0,0,0,22.343
703.000000,813.365,0,0,0,0,0,0,0,0,15.085
704.000000,975.628,0,0,0,0,0,0,0,0,13.26
705.000000,1003.698,0,0,0,0,0,0,0,0,20.993
706.000000,1072.078,0,0,0,0,0,0,0,0,17.396
707.000000,1151.485,0,0,0,0,0,0,0,0,18.663
708.000000,1168.752,0,0,0,0,0,0,0,0,18.893
709.000000,1135.832,0,0,0,0,0,0,0,0,20.395
710.000000,1039.595,0,0,0,0,0,0,0,0,24.071
711.000000,929.058,0,0,0,0,0,0,0,0,20.229
712.000000,788.485,0,0,0,0,0,0,0,0,18.597
713.000000,1007.078,0,0,0,0,0,0,0,0,21.175
714.000000,881.962,0,0,0,0,0,0,0,0,15.881
715.000000,817.405,0,0,0,0,0,0,0,0,28.15
716.000000,1030.922,0,0,0,0,0,0,0,0,25.251
717.000000,734.422,0,0,0,0,0,0,0,0,18.806
718.000000,596.935,0,0,0,0,0,0,0,0,16.541
719.000000,728.949,0,0,0,0,0,0,0,0,24.194
720.000000,807.28,0,0,0,0,0,0,0,0,24.37
721.000000,678.973,0,0,0,0,0,0,0,0,17.638
722.000000,630.844,0,0,0,0,0,0,0,0,15.109
723.000000,680.491,0,0,0,0,0,0,0,0,15.869
724.000000,890.602,0,0,0,0,0,0,0,0,23.613
725.000000,691.399,0,0,0,0,0,0,0,0,21.825
726.000000,695.921,0,0,0,0,0,0,0,0,18.284
727.000000,664.03,0,0,0,0,0,0,0,0,17.15
728.000000,714.957,0,0,0,0,0,0,0,0,16.922
729.000000,746.016,0,0,0,0,0,0,0,0,17.913
730.000000,805.43,0,0,0,0,0,0,0,0,17.772
731.000000,820.007,0,0,0,0,0,0,0,0,18.765
732.000000,664.937,0,0,0,0,0,0,0,0,19.981
733.000000,866.507,0,0,0,0,0,0,0,0,18.097
734.000000,641.889,0,0,0,0,0,0,0,0,16.664
735.000000,708.963,0,0,0,0,0,0,0,0,21.624
736.000000,820.769,0,0,0,0,0,0,0,0,22.477
737.000000,670.52,0,0,0,0,0,0,0,0,38.003
738.000000,609.728,0,0,0,0,0,0,0,0,21.033
739.000000,593.896,0,0,0,0,0,0,0,0,13.826
740.000000,539.881,0,0,0,0,0,0,0,0,14.47
741.000000,731.377,0,0,0,0,0,0,0,0,20.999
742.000000,784.504,0,0,0,0,0,0,0,0,18.972
743.000000,747.139,0,0,0,0,0,0,0,0,17.275
744.000000,764.854,0,0,0,0,0,0,0,0,24.977
745.000000,949.256,0,0,0,0,0,0,0,0,22.502
746.000000,595.937,0,0,0,0,0,0,0,0,12.296
747.000000,705.531,0,0,0,0,0,0,0,0,21.409
748.000000,922.09,0,0,0,0,0,0,0,0,26.329
749.000000,872.566,0,0,0,0,0,0,0,0,23.275
750.000000,691.52,0,0,0,0,0,0,0,0,21.177
751.000000,776.366,0,0,0,0,0,0,0,0,36.707
752.000000,740.043,0,0,0,0,0,0,0,0,17.111
753.000000,428.721,0,0,0,0,0,0,0,0,13.305
754.000000,645.758,0,0,0,0,0,0,0,0,21.775
755.000000,674.819,0,0,0,0,0,0,0,0,26.648
756.000000,636.425,0,0,0,0,0,0,0,0,34.925
757.000000,684.04,0,0,0,0,0,0,0,0,18.351
758.000000,517.802,0,0,0,0,0,0,0,0,18.842
759.000000,632.738,0,0,0,0,0,0,0,0,17.994
760.000000,611.17,0,0,0,0,0,0,0,0,18.942
761.000000,792.668,0,0,0,0,0,0,0,0,23.637
762.000000,698.663,0,0,0,0,0,0,0,0,19.992
763.000000,736.435,0,0,0,0,0,0,0,0,17.599
764.000000,791.543,0,0,0,0,0,0,0,0,18.454
765.000000,944.796,0,0,0,0,0,0,0,0,8.538
766.000000,920.112,0,0,0,0,0,0,0,13.731,4.696
767.000000,742.739,0,0,0,0,0,0,0,0,7.052
768.000000,881.959,0.467,0,0.003,0,0,0.005,0,0,6.408
769.000000,894.49,0,0,0,0,0,0,0,0,4.865
770.000000,866.69,0,0,0,0,0,0,0,0,8.489
771.000000,918.203,0,0,0,0,0,0,0,0,4.496
772.000000,874.257,0,0,0,0,0,0,0,0,7.458
773.000000,880.499,0,0,0,0,0,0,0,0,6.74
774.000000,864.575,0,0,0,0,0,0,0,0,12.596
775.000000,794.229,0,0,0,0,0,0,0,0,9.631
776.000000,730.94,0,0,0,0,0,0,0,0,10.164
777.000000,872.29,0,0,0,0,0,0,0,0,10.306
778.000000,910.223,0,0,0,0,0,0,0,0,8.958
