$ DWR N2 - Assuming % saturation and wtemp at DWQI,,
See 'DWR-estimateTDG-BC.xlsm.',,
JDAY,N2,O2
390.541670,20.07820517,12.40523144
390.583330,20.04708619,12.39333311
390.625000,19.97123463,12.34575568
390.666670,19.91474347,12.31780686
390.708330,19.79238225,12.24625767
390.750000,19.73860456,12.210487
390.791670,19.75548417,12.22240795
390.833330,19.79508114,12.24625096
390.875000,19.77863909,12.23431772
390.916670,19.79533948,12.24623306
390.958330,19.8715571,12.29392119
391.000000,19.90265395,12.31776297
391.041670,19.96034522,12.35353124
391.083330,20.05460772,12.41314686
391.125000,20.01451008,12.38929383
391.166670,20.01924416,12.38929044
391.208330,19.97628163,12.3654363
391.250000,19.99863564,12.37735601
391.291670,19.95720953,12.3535019
391.333330,19.95720769,12.35350077
391.375000,20.0082869,12.38135222
391.416670,20.063064,12.41702995
391.458330,20.07299299,12.42892025
391.500000,20.0497449,12.40512944
391.541670,20.10416767,12.42891117
391.583330,20.06845668,12.40511698
391.625000,20.04127256,12.36943139
391.666670,19.99235755,12.35346579
391.708330,19.86987805,12.26999194
391.750000,19.77686442,12.21036876
391.791670,19.74547562,12.18652038
391.833330,19.75706493,12.19844568
391.875000,19.79840116,12.22980505
391.916670,19.73877034,12.1939394
391.958330,19.70672221,12.17002194
392.000000,19.68600943,12.15806599
392.041670,19.74489645,12.19393049
392.083330,19.74869196,12.19393495
392.125000,19.67157204,12.14611671
392.166670,19.6530597,12.13416963
392.208330,19.61649693,12.11026768
392.250000,19.64209842,12.12948239
392.291670,19.66380521,12.14147469
392.333330,19.70316938,12.16545046
392.375000,19.69170701,12.15811042
392.416670,19.76534241,12.20593216
392.458330,19.82096916,12.24179904
392.500000,19.87102505,12.27003342
392.541670,19.94274255,12.31773146
392.583330,19.93501181,12.31773146
392.625000,19.92237879,12.30580948
392.666670,19.85179467,12.25811478
392.708330,19.80035558,12.22234207
392.750000,19.78873881,12.21790043
392.791670,19.74886766,12.1940029
392.833330,19.74623895,12.1940107
392.875000,19.7890843,12.21791494
392.916670,19.83477307,12.24938257
392.958330,19.8352151,12.24938593
393.000000,19.85629134,12.26137275
393.041670,19.85865002,12.26137611
393.083330,19.8762613,12.27336518
393.125000,19.80230339,12.2254257
393.166670,19.76313047,12.2014565
393.208330,19.7828404,12.21344556
393.250000,19.78365115,12.21344668
393.291670,19.76365811,12.20145985
393.333330,19.82143897,12.23741923
393.375000,19.87511259,12.27337415
393.416670,19.92631744,12.3016139
393.458330,20.04023904,12.3733423
393.500000,20.07093543,12.38932326
393.541670,20.10958714,12.41318202
393.583330,20.07121547,12.38932892
393.625000,19.88326409,12.27771976
393.666670,19.70547903,12.170132
393.708330,19.66696893,12.14622212
393.750000,19.66364093,12.1535403
393.791670,19.60798056,12.1175875
393.833330,19.57989411,12.10559955
393.875000,19.62325868,12.12957546
393.916670,19.66003453,12.15355029
393.958330,19.67356108,12.16553604
394.000000,19.67442601,12.16553493
394.041670,19.67244706,12.16553493
394.083330,19.67196906,12.16553604
394.125000,19.92080286,12.32135079
394.166670,19.98018297,12.35730803
394.208330,19.9593053,12.34532003
394.250000,19.9775918,12.35730578
394.291670,19.99612014,12.36929039
394.333330,20.01951445,12.38127614
394.375000,20.02788727,12.38533456
394.416670,20.08236329,12.42119943
394.458330,20.15985634,12.46901925
394.500000,20.196348,12.49292916
394.541670,20.210346,12.496668
394.583330,20.22677457,12.50859231
394.625000,20.231032,12.51684136
394.666670,20.15308951,12.46902381
394.708330,20.05647835,12.409249
394.750000,19.95846769,12.3494742
394.791670,19.92916862,12.33751586
394.833330,19.96321687,12.3614269
394.875000,20.03992544,12.40924674
394.916670,20.09113168,12.44510138
394.958330,20.11659875,12.45704836
395.000000,20.11288168,12.45703926
395.041670,20.13588227,12.46898963
395.083330,20.13856944,12.46898166
395.125000,20.0772104,12.43311122
395.166670,20.05894058,12.42115063
395.208330,20.02063816,12.39723968
395.250000,20.0374339,12.40919459
395.291670,19.96343051,12.36136818
395.333330,19.94225051,12.34940651
395.375000,19.9480635,12.34939974
395.416670,19.9500501,12.34939523
395.458330,20.04051268,12.40916171
395.500000,20.01360896,12.38925535
395.541670,20.04840226,12.41310037
395.583330,20.05021307,12.4130947
395.625000,19.96524248,12.36539563
395.666670,20.02901751,12.40913337
395.708330,19.83876519,12.28957702
395.750000,19.7291822,12.21784574
395.791670,19.72584041,12.21784463
395.833330,19.81880434,12.27761321
395.875000,19.84130731,12.28956018
395.916670,19.90434784,12.32542241
395.958330,19.92396181,12.3373761
396.000000,19.95329193,12.35716805
396.041670,19.93453595,12.34518244
396.083330,19.95500034,12.35718047
396.125000,19.95878818,12.35717031
396.166670,19.90193739,12.32120221
396.208330,19.78765468,12.24928522
396.250000,19.74657972,12.22531401
396.291670,19.70748735,12.20134615
396.333330,19.74857754,12.2253263
396.375000,19.84444666,12.28525774
396.416670,19.85398551,12.28956467
396.458330,19.83130374,12.27761209
396.500000,19.90443345,12.31767745
396.541670,19.95323847,12.35345225
396.583330,19.87418074,12.30576002
396.625000,19.88687685,12.32544493
396.666670,19.83703958,12.28958264
396.708330,19.74942754,12.2298084
396.750000,19.77575734,12.24932662
396.791670,19.81041588,12.26131338
396.833330,19.82914787,12.27330463
396.875000,19.79960948,12.26131898
396.916670,19.82013565,12.27330127
396.958330,19.88398066,12.30926383
397.000000,19.82495722,12.27330912
397.041670,19.80648839,12.2612921
397.083330,19.82892923,12.27328333
397.125000,19.87232904,12.30497589
397.166670,19.89566032,12.31700372
397.208330,19.89867859,12.31700709
397.250000,19.83351717,12.27331921
397.291670,19.83172833,12.27332257
397.333330,19.83209452,12.27332594
397.375000,19.92674558,12.33325654
397.416670,20.00187324,12.37330387
397.458330,20.07446331,12.42113134
397.500000,20.24750189,12.52872994
397.541670,20.77769881,12.86346229
397.583330,20.87893372,12.92324029
397.625000,20.86145354,12.91128657
397.666670,20.82522535,12.88737561
397.708330,20.76746656,12.85150975
397.750000,20.7917285,12.87262354
397.791670,20.78980932,12.87262001
397.833330,20.76913051,12.86063433
397.875000,20.74803131,12.84864865
397.916670,20.76436363,12.86063316
397.958330,20.74522184,12.84864748
398.000000,20.72334157,12.83666532
398.041670,20.70537201,12.82468198
398.083330,20.70891779,12.82468198
398.125000,20.70788859,12.8246855
398.166670,20.7078905,12.82468667
398.208330,20.72879502,12.83667236
398.250000,20.70954891,12.82469018
398.291670,20.67083948,12.8007188
398.333330,20.69050382,12.81270566
398.375000,20.7249547,12.83668056
398.416670,20.77475603,12.8634764
398.458330,20.85209859,12.91129955
398.500000,20.87097829,12.92325564
398.541670,20.9188169,12.94716664
398.583330,20.90165562,12.94716664
398.625000,20.89496468,12.93521527
398.666670,20.81635929,12.8873968
398.708330,20.74376873,12.83957832
398.750000,20.74223489,12.83669346
398.791670,20.74573537,12.84578996
398.833330,20.7288014,12.83377215
398.875000,20.73579498,12.83376863
398.916670,20.77226396,12.85780073
398.958330,20.76751716,12.85780073
399.000000,20.76911687,12.85780073
399.041670,20.79195383,12.86981854
399.083330,20.83359673,12.89385417
399.125000,20.99346425,12.98998729
399.166670,21.01574588,13.00200512
399.208330,21.05723091,13.02604078
399.250000,20.9222536,12.94192546
399.291670,20.7914362,12.8578113
399.333330,20.77177178,12.845797
399.375000,20.78487529,12.85781835
399.416670,20.92613186,12.94458139
399.458330,21.00248077,12.99253022
399.500000,21.124097,13.06675154
399.541670,21.09827171,13.04517157
399.583330,20.98218236,12.97362584
399.625000,20.89613664,12.92592869
399.666670,20.83551053,12.89938353
399.708330,20.73166136,12.82765387
399.750000,20.70864063,12.81275482
399.791670,20.67277029,12.78878451
399.833330,20.6940009,12.80077142
399.875000,20.69487489,12.80077142
399.916670,20.65612424,12.77680227
399.958330,20.67749014,12.78878919
400.000000,20.698999,12.8007761
400.041670,20.69883005,12.8007761
400.083330,20.67749204,12.78879035
400.125000,20.68012296,12.78879035
400.166670,20.66125158,12.77680928
400.208330,20.62594607,12.75283894
400.250000,20.6287601,12.75284244
400.291670,20.59101843,12.72887674
400.333330,20.63167614,12.75285292
400.375000,20.6618677,12.77682912
400.416670,20.71707048,12.81279228
400.458330,20.81311863,12.87272703
400.500000,20.89141233,12.92334418
400.541670,20.95497276,12.95921034
400.583330,20.97041684,12.97116533
400.625000,20.91395689,12.92597947
400.666670,20.81587213,12.87551481
400.708330,20.71556388,12.81573288
400.750000,20.65961411,12.77683729
400.791670,20.64109984,12.76486551
400.833330,20.58059629,12.72891395
400.875000,20.60277123,12.74090324
400.916670,20.62130545,12.75288438
400.958330,20.64169078,12.76486784
401.000000,20.66462601,12.7768548
401.041670,20.64294371,12.76487017
401.083330,20.6436854,12.76486901
401.125000,20.68795612,12.79781108
401.166670,20.6275034,12.76175508
401.208330,20.65139114,12.7737718
401.250000,20.65292459,12.7737718
401.291670,20.65648055,12.7737718
401.333330,20.71648425,12.80982312
401.375000,20.72383483,12.81280984
401.416670,20.76024376,12.83678845
401.458330,20.85218394,12.89672804
401.500000,20.87577278,12.91141868
401.541670,20.93311293,12.94728373
401.583330,20.95520513,12.95924112
401.625000,20.89104574,12.91408226
401.666670,20.89535935,12.92336189
401.708330,20.84285501,12.88749452
401.750000,20.83442195,12.88473517
401.791670,20.72222963,12.81282505
401.833330,20.72338045,12.81282973
401.875000,20.60420789,12.74091721
401.916670,20.66842667,12.77687464
401.958330,20.69108825,12.78886045
402.000000,20.74825574,12.82481671
402.041670,20.75003179,12.82481789
402.083330,20.71624756,12.80084276
402.125000,20.71977043,12.80983834
402.166670,20.70054786,12.79781576
402.208330,20.71832942,12.80983132
402.250000,20.71749345,12.80983132
402.291670,20.69659779,12.79781225
402.333330,20.71763829,12.80982664
402.375000,20.82389557,12.87273761
402.416670,20.8339857,12.88472929
402.458330,20.91507124,12.93267837
402.500000,20.93722452,12.94728137
402.541670,20.99110325,12.98315116
402.583330,21.04587615,13.01901265
402.625000,20.98876483,12.97370525
402.666670,20.9815723,12.98314048
402.708330,20.87296676,12.91140924
402.750000,20.83272213,12.88474459
402.791670,20.71653989,12.81283442
402.833330,20.77459575,12.8487942
402.875000,20.7885216,12.86077884
402.916670,20.813176,12.87276231
402.958330,20.85123266,12.89672922
403.000000,20.89283017,12.92069847
403.041670,21.11141679,13.05253995
403.083330,21.13004699,13.06451979
403.125000,21.09299368,13.04053985
403.166670,21.09614337,13.04053866
403.208330,21.09518229,13.04053866
403.250000,21.11945996,13.05252445
403.291670,21.0797423,13.02855168
403.333330,21.13642616,13.06450666
403.375000,21.18539414,13.10046043
403.416670,21.27554361,13.16038693
403.458330,21.17503628,13.10046282
403.500000,20.91039507,12.92335008
403.541670,20.48855363,12.6636464
403.583330,20.17761018,12.47284675
403.625000,20.02746101,12.37745213
403.666670,20.20165693,12.49295655
403.708330,20.45970494,12.64836901
403.750000,20.53860813,12.69293802
403.791670,20.53491067,12.69294498
403.833330,20.61576642,12.74089975
403.875000,20.55615754,12.70494469
403.916670,20.59493707,12.72891279
403.958330,20.63627766,12.75288321
404.000000,20.36540058,12.58507867
404.041670,19.95794583,12.33337484
404.083330,19.76398743,12.21351474
404.125000,19.7061484,12.17755405
404.166670,19.68787619,12.16557049
404.208330,19.68569708,12.1655716
404.250000,19.69022521,12.17293587
404.291670,19.67113444,12.16091582
404.333330,19.72858929,12.1969604
404.375000,19.71316536,12.1895376
404.416670,19.77226012,12.21800089
404.458330,19.84436686,12.26582085
404.500000,19.82090428,12.25386138
404.541670,19.80917745,12.24189857
404.583330,19.77712781,12.22994694
404.625000,19.77670846,12.22995141
404.666670,19.67765226,12.17018092
404.708330,19.65894851,12.15823926
404.750000,19.67933257,12.17757852
404.791670,19.7229331,12.20155459
404.833330,19.70176272,12.1895699
404.875000,19.69993642,12.18956767
404.916670,19.70582391,12.1895621
404.958330,19.73528738,12.2135259
405.000000,19.73598894,12.21351697
405.041670,19.77053568,12.23748072
405.083330,19.72956722,12.21349912
405.125000,19.6709995,12.1775318
405.166670,19.64783866,12.16553493
405.208330,19.66496625,12.17751511
405.250000,19.70846371,12.20148103
405.291670,19.70798194,12.20147545
405.333330,19.72003909,12.21344891
405.375000,19.71328891,12.20597788
405.416670,19.7464457,12.22988996
405.458330,19.76311011,12.24184824
405.500000,19.75728298,12.23430655
405.541670,19.74037424,12.22238227
405.583330,19.73716631,12.22238339
405.625000,19.79978412,12.26576258
405.666670,19.74646024,12.2298989
405.708330,19.65057773,12.17012756
405.750000,19.60444706,12.14622101
405.791670,19.58698507,12.13426718
405.833330,19.60820291,12.14622212
405.875000,19.59225708,12.13426496
405.916670,19.56990699,12.12230337
405.958330,19.60986277,12.14620436
406.000000,19.6486607,12.17010532
406.041670,19.70947869,12.20596338
406.083330,19.66868217,12.18205134
406.125000,19.63581373,12.1654838
406.166670,19.6580343,12.17747173
406.208330,19.65182034,12.17747284
406.250000,19.65905289,12.17747506
406.291670,19.63839358,12.16549381
406.333330,19.69094393,12.20145427
406.375000,19.72331981,12.21792834
406.416670,19.82948326,12.28966123
406.458330,19.86472919,12.31357332
406.500000,19.87645981,12.31777197
406.541670,19.95200351,12.36547245
406.583330,19.95140544,12.36547245
406.625000,19.88461254,12.32193545
406.666670,19.87337207,12.31777647
406.708330,19.78535981,12.2581551
406.750000,19.71932832,12.2179395
406.791670,19.64889064,12.17011755
406.833330,19.67275271,12.18207359
406.875000,19.73586664,12.22543352
406.916670,19.75873105,12.23741253
406.958330,19.77342052,12.24939376
407.000000,19.73635839,12.22542346
407.041670,19.70272123,12.20596673
407.083330,19.6899712,12.1940107
407.125000,19.73430904,12.225419
407.166670,19.70026167,12.20144647
407.208330,19.66056424,12.17747729
407.250000,19.71639608,12.21343552
407.291670,19.71659944,12.21343552
407.333330,19.75117629,12.23740917
407.375000,19.70561314,12.20597007
407.416670,19.72224531,12.21792834
407.458330,19.77708647,12.25379422
407.500000,19.85315732,12.3016139
407.541670,19.94452785,12.36138851
407.583330,19.94140332,12.36139077
407.625000,19.90572829,12.33748317
407.666670,19.82891707,12.28966347
407.708330,19.71566175,12.2179328
407.750000,19.64311276,12.17010977
407.791670,19.62936669,12.15815485
407.833330,19.64537632,12.17010866
407.875000,19.66573822,12.18206024
407.916670,19.74726864,12.23741029
407.958330,19.74938776,12.23740694
408.000000,19.74917287,12.2374047
408.041670,19.74778776,12.23740135
408.083330,19.73087701,12.22541565
408.125000,19.73014092,12.22541565
408.166670,19.98213448,12.38122864
408.208330,20.04016216,12.41718347
408.250000,19.97793088,12.37332534
408.291670,19.97750594,12.37332534
408.333330,19.99583952,12.38527572
408.375000,20.04549478,12.42114042
408.416670,20.09772472,12.44891166
408.458330,20.19555953,12.50852946
408.500000,20.25354048,12.54430104
408.541670,20.27838172,12.55977279
408.583330,20.2437168,12.5359842
408.625000,20.24698101,12.54430104
408.666670,20.20411494,12.52872994
408.708330,20.12084225,12.46895546
408.750000,20.05734747,12.42113588
408.791670,20.10519675,12.45313032
408.833330,20.0885891,12.44114464
408.875000,20.09256308,12.44114236
408.916670,20.12999299,12.46511374
408.958330,20.11191638,12.45312577
409.000000,20.13242615,12.45699601
409.041670,20.15146506,12.46895204
409.083330,20.11784462,12.44504453
409.125000,20.09925064,12.43309191
409.166670,20.09925064,12.43309191
409.208330,20.09687692,12.43309532
409.250000,20.05951087,12.40918439
409.291670,20.0668899,12.4171778
409.333330,20.04380119,12.4051921
409.375000,20.09613677,12.43309532
409.416670,20.01252498,12.38528025
409.458330,19.97485051,12.36137044
409.500000,20.00960661,12.38528251
409.541670,19.97352699,12.35352786
409.583330,19.96810501,12.35353237
409.625000,19.94331877,12.34942569
409.666670,19.85451662,12.28965
409.708330,19.75872944,12.22987767
409.750000,19.69736705,12.19401516
409.791670,19.71772058,12.21343999
409.833330,19.69957381,12.20145316
409.875000,19.70067043,12.20145316
409.916670,19.70166072,12.20145316
409.958330,19.70076612,12.20145093
410.000000,19.77777298,12.24939153
410.041670,19.89125192,12.32130689
410.083330,20.00898679,12.39322226
410.125000,20.03599399,12.40521024
410.166670,20.03609092,12.40521024
410.208330,20.01961049,12.39322566
410.250000,20.01300883,12.39322453
410.291670,19.99266169,12.38123995
410.333330,20.03384769,12.40521137
410.375000,20.09933669,12.44507296
410.416670,20.08329458,12.43311803
410.458330,20.06428802,12.42116425
410.500000,20.06144799,12.42116765
410.541670,20.07118124,12.42509041
410.583330,20.04915389,12.41316614
410.625000,19.98922522,12.37739446
410.666670,19.91836653,12.33748768
410.708330,19.79631309,12.25380429
410.750000,19.79745575,12.26139627
410.791670,19.74333355,12.22544133
410.833330,19.68252625,12.18948081
410.875000,19.68584247,12.18948304
410.916670,19.72270649,12.21345226
410.958330,19.74254805,12.22543687
411.000000,19.7062585,12.20146988
411.041670,19.68536164,12.18948415
411.083330,19.68449079,12.18948527
411.125000,19.64665084,12.16551381
411.166670,19.6489508,12.16551492
411.208330,19.62959764,12.15353252
411.250000,19.61023906,12.14154679
411.291670,19.60795265,12.14155123
411.333330,19.61564018,12.1415479
411.375000,19.65363735,12.16552159
411.416670,19.67797965,12.17750844
411.458330,19.76018813,12.22545138
411.500000,19.78337853,12.22990672
411.541670,19.88533628,12.28968368
411.583330,19.85085523,12.26577491
411.625000,19.76763797,12.21795624
411.666670,19.73760043,12.21347123
411.708330,19.64163084,12.15354474
411.750000,19.61451633,12.1368458
411.791670,19.57818291,12.11281244
411.833330,19.54045259,12.08878019
411.875000,19.52575592,12.07676241
411.916670,19.58472556,12.11281244
411.958330,19.62598751,12.1368458
412.000000,19.67034475,12.16823435
412.041670,19.6723799,12.16823546
412.083330,19.65587912,12.1561877
412.125000,19.63757876,12.14413995
412.166670,19.64210492,12.14414216
412.208330,19.61988169,12.13209662
412.250000,19.62216153,12.13209773
412.291670,19.64204432,12.14414549
412.333330,19.67948835,12.16824435
412.375000,19.76614438,12.22097595
412.416670,19.82055816,12.24944748
412.458330,19.97239142,12.34533582
412.500000,19.92546777,12.31362169
412.541670,19.90612448,12.30166784
412.583330,19.82587289,12.25385243
412.625000,19.80904355,12.24946202
412.666670,19.77217613,12.22549159
412.708330,19.72081985,12.20152115
412.750000,19.65571979,12.16556605
412.791670,19.67526206,12.18494814
412.833330,19.63636179,12.16091471
412.875000,19.63700826,12.16091249
412.916670,19.61527122,12.14889578
412.958330,19.65482339,12.17292698
413.000000,19.65463212,12.17292475
413.041670,19.67505564,12.18493589
413.083330,19.67316633,12.18492921
413.125000,19.59517404,12.13685689
413.166670,19.5386495,12.1008035
413.208330,19.53668075,12.1008024
413.250000,19.55749429,12.1128213
413.291670,19.61466425,12.14887025
413.333330,19.690457,12.196937
413.375000,19.70281707,12.20149886
413.416670,19.71008448,12.20601802
413.458330,19.76696184,12.24188403
413.500000,19.77760614,12.25384347
413.541670,19.77938283,12.25819541
413.583330,19.82744261,12.28204853
413.625000,19.83746706,12.29397285
413.666670,19.84023033,12.30166784
413.708330,19.80970851,12.2777579
413.750000,19.78985801,12.26143996
413.791670,19.78700681,12.26143996
413.833330,19.70750308,12.21349689
413.875000,19.77351877,12.24945419
413.916670,19.75293508,12.23746842
413.958330,19.76723854,12.24945419
414.000000,19.80708991,12.27342348
414.041670,19.72939736,12.22547819
414.083330,19.68836668,12.20150443
414.125000,20.13482317,12.47717351
414.166670,20.1569622,12.48915585
414.208330,20.07830129,12.44121283
414.250000,19.96287704,12.36929604
414.291670,19.94636676,12.35730465
414.333330,20.00112721,12.39326076
414.375000,20.05182774,12.42921686
414.416670,20.04923457,12.42921345
414.458330,20.17293412,12.5011279
414.500000,20.22298899,12.50858316
414.541670,20.24909539,12.53243175
414.583330,20.17605608,12.49665887
414.625000,20.24694295,12.54073982
414.666670,20.1089092,12.4570586
414.708330,20.09403225,12.44510024
414.750000,20.06337954,12.42921345
414.791670,20.0138555,12.39325849
414.833330,19.99351444,12.38127501
414.875000,19.97266573,12.36928926
414.916670,20.0369249,12.40524763
414.958330,20.0372175,12.4052499
415.000000,20.05385804,12.41723678
415.041670,20.03875089,12.40525103
415.083330,20.03508764,12.40525103
415.125000,19.98038058,12.36929265
415.166670,19.92286798,12.33333654
415.208330,19.92343387,12.33333654
415.250000,19.9648356,12.36516496
415.375000,20.06203642,12.42524723
415.416670,20.11426364,12.45318948
415.458330,20.24290488,12.53709199
415.500000,20.26754303,12.54436406
415.541670,20.25421006,12.53244091
415.583330,20.19809387,12.49667143
415.625000,20.24750251,12.54075128
415.666670,20.18895361,12.50488869
415.708330,20.08132973,12.43316006
415.750000,20.03174281,12.4052567
415.791670,19.97447875,12.36930282
415.833330,19.97732123,12.36930282
415.875000,20.10047873,12.44929424
415.916670,20.09795662,12.44929538
415.958330,20.06528535,12.42526312
416.000000,20.04829692,12.41324756
416.041670,20.03243332,12.40123087
416.083330,20.07533436,12.42526653
416.125000,20.04557326,12.4052703
416.166670,20.09270113,12.42924524
416.208330,20.05513997,12.4052737
416.250000,20.07904583,12.42527334
416.291670,20.0815667,12.42527334
416.333330,20.06072441,12.41325663
416.375000,20.02997194,12.39328793
416.416670,20.06079406,12.41725947
416.458330,20.21284583,12.51314564
416.500000,20.28348939,12.55273146
416.541670,20.29179242,12.55631934
416.583330,20.2748288,12.54439386
416.625000,20.27833847,12.5527349
416.666670,20.21162145,12.51687109
416.708330,20.11393594,12.4570973
416.750000,20.08373142,12.44124011
416.791670,20.02846498,12.40528617
416.833330,20.03178888,12.40528503
416.875000,20.05547048,12.41726855
416.916670,20.03707839,12.40528277
416.958330,20.07762019,12.42925433
417.000000,20.07781078,12.42925433
417.041670,20.09754563,12.44123556
417.083330,20.0981113,12.44123329
417.333330,20.00005809,12.38129763
417.375000,19.92147116,12.33335344
417.416670,19.91809038,12.33335118
417.458330,19.91808854,12.33335006
417.500000,19.97319284,12.36930621
417.541670,19.98705741,12.38128971
417.583330,19.96718632,12.36930056
417.625000,19.90820279,12.33333879
417.666670,19.83069616,12.2853868
417.708330,19.80945871,12.27338985
417.750000,19.77395501,12.24940719
417.791670,19.75721479,12.23740358
417.833330,19.73240529,12.22539219
417.875000,19.79029016,12.2613201
417.916670,19.80958081,12.27327212
417.958330,19.80795439,12.2732396
418.000000,19.80810855,12.27320485
418.041670,19.80972055,12.2731656
418.083330,19.80446149,12.27312075
418.125000,19.82575169,12.28505572
418.166670,19.82276554,12.28499961
418.208330,19.82157677,12.28493563
418.250000,19.74445486,12.26089446
418.291670,19.72220435,12.24881411
418.333330,19.74172181,12.26068725
418.375000,19.81594428,12.29652102
418.416670,19.84168715,12.30067218
418.458330,19.90051924,12.33641812
418.500000,19.90457669,12.32851923
418.541670,19.9510956,12.35226619
418.583330,20.01955978,12.37601616
418.625000,20.02333766,12.36400172
418.666670,19.99224452,12.34789032
418.708330,19.89609118,12.28803225
418.750000,20.01369862,12.37540992
418.791670,19.99065648,12.36335882
418.833330,19.9743657,12.35131907
418.875000,19.91963334,12.32300877
418.916670,19.81853939,12.25514611
418.958330,19.77929237,12.23115217
419.000000,19.75564387,12.21919645
419.041670,19.73790235,12.21469229
419.083330,19.69900414,12.19062024
419.125000,19.6785111,12.17861979
419.166670,19.65948728,12.16645697
419.208330,19.63917812,12.15452201
419.250000,19.6368112,12.15464083
419.291670,19.64089768,12.15470856
419.333330,19.62313395,12.14270664
419.375000,19.64173328,12.14746968
419.416670,19.71747071,12.18813791
419.458330,19.84967855,12.27207022
419.500000,19.92552694,12.31229437
419.541670,19.92783574,12.31233036
419.583330,19.91161064,12.30040698
419.625000,19.8943151,12.29616492
419.666670,19.89466662,12.30389565
419.708330,19.84271429,12.2678771
419.750000,19.80387372,12.25143817
419.791670,19.75569268,12.22737169
419.833330,19.74373933,12.21534734
419.875000,19.76512365,12.23493781
419.916670,20.00190385,12.37989101
419.958330,20.07790933,12.42821981
420.000000,20.03937514,12.40407975
420.041670,20.07796464,12.42825387
420.083330,20.07713669,12.42827203
420.125000,20.00805733,12.38412323
420.166670,20.02917968,12.39618703
420.208330,19.99148155,12.37210807
420.250000,20.01000544,12.38416962
420.291670,20.02753762,12.3962312
420.333330,20.11643597,12.45648263
420.375000,20.17224569,12.48444328
420.416670,20.26466851,12.53621814
420.458330,20.40670645,12.6201229
420.500000,20.40963628,12.61162266
420.541670,20.38890752,12.59968348
420.583330,20.35771222,12.58774082
420.625000,20.45238326,12.64752207
420.666670,20.47649734,12.65948781
420.708330,20.38457671,12.59972952
420.750000,20.34882025,12.5926996
420.791670,20.31188571,12.56867577
420.833330,20.31699029,12.56868496
420.875000,20.38993526,12.61676029
420.916670,20.30536103,12.56031992
420.958330,20.32283856,12.5723107
421.000000,20.27388324,12.54834634
421.041670,20.28425594,12.56033369
421.208330,20.29633451,12.58075378
421.250000,20.25540924,12.55672751
421.291670,20.19330854,12.5086692
421.333330,20.23426613,12.53270237
421.375000,20.23755758,12.53271038
421.416670,20.29217732,12.55674357
421.458330,20.38100242,12.60481342
421.500000,20.32180928,12.56038532
421.541670,20.34121526,12.57237961
421.583330,20.36642951,12.59635328
421.625000,20.38306916,12.59636249
421.666670,20.36232598,12.59282845
421.708330,20.21956042,12.5207424
421.750000,20.16516307,12.49289035
421.791670,20.14487507,12.48085119
421.833330,20.10666821,12.45676826
421.875000,20.10687781,12.45678078
421.916670,20.08904247,12.44474156
421.958330,20.07026019,12.43270233
422.000000,20.12814269,12.46884732
422.041670,20.11266466,12.45680468
422.083330,20.11385206,12.4568115
422.125000,20.11350227,12.45681833
422.166670,20.05361349,12.42068123
422.208330,20.05489935,12.42069144
422.250000,20.07722342,12.43274549
422.291670,20.06049094,12.42070393
422.333330,20.1583118,12.4809481
422.375000,20.18539514,12.49682671
422.416670,20.30530642,12.56892838
422.458330,20.36427593,12.60498615
422.500000,20.33976372,12.58452797
422.541670,20.32238581,12.5689479
422.583330,20.29409956,12.55693514
422.625000,20.30783916,12.56895594
422.666670,20.26787166,12.54492925
422.708330,20.14490585,12.47283879
422.750000,20.11191943,12.4569071
422.791670,20.0947402,12.44486321
422.833330,20.03594024,12.40872584
422.875000,20.05912793,12.42077655
422.916670,20.10202486,12.44487571
422.958330,20.14703756,12.46897604
423.000000,20.12983245,12.45693213
423.041670,20.13111178,12.45693782
423.083330,20.13704525,12.45694124
423.125000,20.1763759,12.48103932
423.166670,20.12112299,12.44490073
423.208330,20.08418395,12.42081059
423.250000,20.10946195,12.44092058
423.291670,20.07448483,12.41676685
423.333330,20.13401919,12.4530071
423.375000,20.22157355,12.50516027
423.416670,20.27329864,12.54500718
423.458330,20.37305245,12.59307464
423.500000,20.37105726,12.58816631
423.541670,20.46733128,12.64794958
423.583330,20.50365206,12.67187148
423.625000,20.46246154,12.64796922
423.666670,20.40234072,12.62062789
423.708330,20.21463791,12.50077958
423.750000,20.16494422,12.4811237
423.791670,20.14688008,12.4690797
423.833330,20.0702325,12.42089115
423.875000,19.68770345,12.18734199
423.916670,19.29213426,11.94576385
423.958330,19.04085483,11.78873952
424.000000,18.88613263,11.69210838
424.041670,18.79202611,11.63171738
424.083330,18.73384968,11.59548574
424.125000,18.69771628,11.57133059
424.166670,18.6581959,11.54717438
424.208330,18.63535553,11.53509785
424.250000,18.6373585,11.53510312
424.291670,18.60308206,11.51094899
424.333330,18.64145881,11.53511366
424.375000,18.64262128,11.53512314
424.416670,18.68347788,11.55928997
424.458330,18.68256282,11.55929842
424.500000,18.67517558,11.55352644
424.541670,18.73598326,11.58967309
424.583330,18.73246968,11.58967627
424.625000,18.74882505,11.60172799
424.666670,18.73053258,11.58968368
424.708330,18.72995179,11.5896858
424.750000,18.75291107,11.60763966
424.791670,18.77379301,11.61972155
424.833330,18.79279914,11.63179495
424.875000,18.80953886,11.64386515
424.916670,18.83329227,11.65593107
424.958330,18.85237539,11.66800549
425.000000,18.83476437,11.65592787
425.041670,18.8747132,11.68008951
425.083330,18.88838268,11.6921714
