Seg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,,,,,,,
DLX,1948.3,1948.3,1912.3,1883.7,2028.4,2269.5,2038.2,2047.6,2308.9,2166.7,2560,1914.3,1674.9,1301.1,1502.1,1731,1545.3,1234.3,1259.1,1622.8,1768.4,1779.4,1999.8,1721.2,2223.6,2217.4,3033.4,2953.4,2920.8,3812.1,2044.7,1909.4,1888.8,2022.8,3075.2,1724.3,2050,2185.1,1225.4,1548.1,1939.7,2500,1350,700,600,9.9,9.9,2037.6,1829.2,1797.7,1498.1,2425.9,1170.1,1616.4,1456,1645.9,1643.5,1232.1,1362.5,9.9,9.9,5522.1,3950.6,9.9,,,,,,,
ELWS,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,,,,,,,
PHIO,2.237,2.443460953,1.308996939,2.094395102,1.658062789,1.221730476,1.745329252,1.584758961,1.396263402,0.872664626,0.733038286,1.134464014,1.047197551,0.872664626,0.74,0.698131701,0.174532925,0.535,6.021385919,0.34906585,0.903,0.698131701,0.261799388,5.410520681,6.108652382,0.404,0.948,0.523598776,1.308996939,1.696,0.872664626,1.907,1.946,1.745329252,1.584758961,0.785398163,5.585053606,5.793,5.585053606,0.087266463,1.584758961,0.698131701,5.585053606,0.087266463,0.436332313,0,1.689,1.8,1.317,1.33,0.957,1.022,0.523598776,1.396263402,0.436332313,0.698131701,5.934119457,0.174532925,6.108652382,0,0.745,5.934119457,0.785398163,0,,,,,,,
FRICT,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,,,,,,,
LAYERH,,BR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR2,,,,,,,,,,,,,,BR3,,,,K,Area,Volume (m^3),Volume(af),Bottom Elevation(m),Bottom Elevation(ft)
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.6748693,110.6748693,121.2519318,118.8730077,109.0279218,140.2467259,150.9701838,151.6655616,151.6655616,185.3730862,445.554186,254.5282437,259.1197336,206.3076184,210.9190713,210.9190713,213.7005825,229.987063,386.455604,458.2967097,512.1341869,458.5134719,332.834889,378.7396396,392.1166839,553.0449568,306.0796952,324.3334073,628.5484948,671.5807252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,297.3,0,,107,16468982.23,466360283,378084.9977,389.52584,1277.971916
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.3546232,107.3546232,117.6143739,117.6842776,107.9376426,138.8442586,149.4604819,150.148906,150.148906,183.5193554,441.0986441,251.9829613,256.5285362,204.2445422,208.8098806,208.8098806,211.5635767,227.6871923,378.726492,449.1307755,501.8915032,449.3432024,326.1781912,371.1648469,384.2743502,547.5145072,305.2263794,322.7935736,626.0410758,669.639407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,297.3,0,,108,16249249.64,449891300.8,364733.3567,388.52584,1274.691076
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.3546232,107.3546232,117.6143739,117.6842776,107.9376426,138.8442586,149.4604819,150.148906,150.148906,183.5193554,441.0986441,251.9829613,256.5285362,204.2445422,208.8098806,208.8098806,211.5635767,227.6871923,371.1519621,440.14816,491.8536731,440.3563384,319.6546274,363.7415499,376.5888632,547.5145072,304.3730637,321.2537398,623.5336567,667.6980888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,297.3,0,,109,16128192.14,433642051.1,351559.856,387.52584,1271.410236
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.1339845,104.1339845,114.0859427,116.5074349,106.8582662,137.455816,147.9658771,148.6474169,148.6474169,181.6841618,436.6876577,249.4631317,253.9632509,202.2020968,206.7217818,206.7217818,209.4479409,225.4103204,363.7289229,431.3451968,482.0165997,431.5492116,313.2615348,356.4667189,369.0570859,542.0393622,303.5197479,319.7139061,621.0262376,665.7567707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,281.2,0,,110,15914333.93,417513859,338484.4983,386.52584,1268.129396
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.1339845,104.1339845,114.0859427,116.5074349,106.8582662,137.455816,147.9658771,148.6474169,148.6474169,181.6841618,436.6876577,249.4631317,253.9632509,202.2020968,206.7217818,206.7217818,209.4479409,225.4103204,356.4543444,422.7182929,472.3762677,422.9182274,306.9963041,349.3373845,361.6759442,542.0393622,303.5197479,319.7139061,621.0262376,665.7567707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,281.2,0,,111,15804919.93,401599525.1,325582.5186,385.52584,1264.848556
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.009965,101.009965,110.6633644,115.3423605,105.7896835,136.0812579,146.4862183,147.1609427,147.1609427,179.8673202,432.3207811,246.9685003,251.4236184,200.1800758,204.6545639,204.6545639,207.3534615,223.1562172,349.3252575,414.263927,462.9287423,414.4598628,300.8563781,342.3506368,354.4424253,536.6189685,300.4845504,316.516767,614.8159753,659.099203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,281.2,0,,112,15583618.06,385794605.1,312769.2424,384.52584,1261.567717
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.009965,101.009965,110.6633644,115.3423605,105.7896835,136.0812579,146.4862183,147.1609427,147.1609427,179.8673202,432.3207811,246.9685003,251.4236184,200.1800758,204.6545639,204.6545639,207.3534615,223.1562172,342.3387524,405.9786485,453.6701675,406.1706656,294.8392505,335.5036241,347.3535768,536.6189685,300.4845504,316.516767,614.8159753,659.099203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,281.2,0,,113,15478536.85,370210987.1,300135.3788,383.52584,1258.286877
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.59702794,114.1889369,104.7317867,134.7204453,145.0213561,145.6893333,145.6893333,178.068647,427.9975733,244.4988153,248.9093822,198.1782751,202.6080183,202.6080183,205.2799269,220.924655,335.4919773,397.8590755,444.5967641,398.0472523,288.9424655,328.7935516,340.4065053,531.2527789,297.4797049,313.3515994,608.6678155,652.5082109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,262.8,0,,114,14932338.87,354732450.2,287586.7061,382.52584,1255.006037
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.59702794,114.1889369,104.7317867,134.7204453,145.0213561,145.6893333,145.6893333,178.068647,427.9975733,244.4988153,248.9093822,198.1782751,202.6080183,202.6080183,205.2799269,220.924655,328.7821378,389.901894,435.7048289,390.0863072,283.1636162,322.2176806,333.5983752,531.2527789,297.4797049,313.3515994,608.6678155,652.5082109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,262.8,0,,115,14831418.88,339800111.4,275480.8439,381.52584,1251.725197
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.63732515,102.7700432,94.25860799,130.6788319,140.6707155,141.3186533,144.23244,176.2879605,423.7175975,242.0538272,246.4202884,196.1964923,200.5819381,200.5819381,203.2271277,218.7154085,322.206495,382.1038561,426.9907323,382.2845811,277.5003438,315.773327,326.9264077,525.9402511,294.5049079,310.2180834,602.5811374,645.9831288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,262.8,0,,116,14578601.09,324968692.5,263456.799,380.52584,1248.444357
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.63732515,102.7700432,94.25860799,130.6788319,140.6707155,141.3186533,144.23244,176.2879605,423.7175975,242.0538272,246.4202884,196.1964923,200.5819381,200.5819381,203.2271277,218.7154085,315.7623651,374.461779,418.4509176,374.6388895,271.950337,309.4578604,320.3878795,525.9402511,294.5049079,310.2180834,602.5811374,645.9831288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,262.8,0,,117,14481677.53,310390091.4,251637.7172,379.52584,1245.163517
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.83274719,126.758467,136.450594,137.0790937,142.7901156,174.5250809,419.4804216,239.6332889,243.9560855,194.2345274,198.5761187,198.5761187,201.1948564,216.5282544,309.4471178,366.9725434,410.0818993,367.1461117,266.5113302,303.2687032,313.9801219,520.6808486,291.5598588,307.1159025,596.555326,639.5232975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,247.6,0,,118,14022684.6,295908413.9,239897.2127,378.52584,1241.882677
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.83274719,126.758467,136.450594,137.0790937,142.7901156,174.5250809,419.4804216,239.6332889,243.9560855,194.2345274,198.5761187,198.5761187,201.1948564,216.5282544,303.2581755,359.6330926,401.8802613,359.8031894,261.1811036,297.2033292,307.7005195,520.6808486,291.5598588,307.1159025,596.555326,639.5232975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,247.6,0,,119,13929599.21,281885729.3,228528.8203,377.52584,1238.601837
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.955713,132.3570762,135.7083028,141.3622144,172.7798301,415.2856174,237.236956,241.5165246,192.2921821,196.5903575,196.5903575,199.1829078,214.3629719,297.193012,352.4404307,393.8426561,352.6071257,255.9574816,291.2592626,301.5465091,515.4740401,288.6442602,304.0447435,590.5897727,633.1280646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,247.6,0,,120,13599062.26,267956130.1,217235.8936,376.52584,1235.320997
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.955713,132.3570762,135.7083028,141.3622144,172.7798301,415.2856174,237.236956,241.5165246,192.2921821,196.5903575,196.5903575,199.1829078,214.3629719,291.2491517,345.3916221,385.9658029,345.5549831,250.8383319,285.4340773,295.5155789,515.4740401,288.6442602,304.0447435,590.5897727,633.1280646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,247.6,0,,121,13509663.06,254357067.8,206210.938,375.52584,1232.040157
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2670416,128.3863639,134.3512197,139.9485923,171.0520318,411.1327612,234.8645865,239.1013594,190.3692603,194.624454,194.624454,197.1910787,212.2193421,285.4241687,338.4837897,378.2464869,338.6438835,245.8215653,279.7253958,289.6052673,510.3192997,285.7578176,301.0042961,584.683875,626.7967839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,232.4,0,,122,13321701.79,240847404.7,195258.4596,374.52584,1228.759318
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2670416,128.3863639,134.3512197,139.9485923,171.0520318,411.1327612,234.8645865,239.1013594,190.3692603,194.624454,194.624454,197.1910787,212.2193421,279.7156853,331.7141139,370.6815571,331.8710058,240.905134,274.1308879,283.813162,510.3192997,285.7578176,301.0042961,584.683875,626.7967839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,232.4,0,,123,13235842.8,227525702.9,184458.3641,373.52584,1225.478478
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.6890303,124.534773,133.0077075,138.5491063,169.3415115,407.0214336,232.5159406,236.7103458,188.4655677,192.6782094,192.6782094,195.2191679,210.0971487,274.1213716,325.0798316,363.267926,325.2335857,236.0870313,268.6482701,278.1368988,505.2161067,282.9002394,297.9942531,578.8370363,620.5288161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,232.4,0,,124,13052626.21,214289860.1,173727.8757,372.52584,1222.197638
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.6890303,124.534773,133.0077075,138.5491063,169.3415115,407.0214336,232.5159406,236.7103458,188.4655677,192.6782094,192.6782094,195.2191679,210.0971487,268.6389442,318.578235,356.0025675,318.728914,231.3652907,263.2753047,272.5741608,505.2161067,282.9002394,297.9942531,578.8370363,620.5288161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,232.4,0,,125,12970167.23,201237233.9,163145.9237,371.52584,1218.916798
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.2183594,120.7987298,131.6776305,137.1636153,167.6480964,402.9512192,230.1907812,234.3432423,186.580912,190.7514273,190.7514273,193.2669763,207.9961772,263.2661653,312.2066703,348.8825161,312.3543357,226.7379849,258.0097986,267.1226776,500.1639456,280.071237,295.0143106,573.0486659,614.3235279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.2,0,,126,12791537.02,188267066.7,152630.8223,370.52584,1215.635958
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.2183594,120.7987298,131.6776305,137.1636153,167.6480964,402.9512192,230.1907812,234.3432423,186.580912,190.7514273,190.7514273,193.2669763,207.9961772,258.000842,305.9625369,341.9048658,306.107249,222.2032252,252.8496026,261.780224,500.1639456,280.071237,295.0143106,573.0486659,614.3235279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.2,0,,127,12712343.42,175475529.7,142260.539,369.52584,1212.355118
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3428187,130.3608542,135.7919791,165.9716154,398.921707,227.8888734,231.9998099,184.7151029,188.8439131,188.8439131,191.3343065,205.9162155,252.8408251,299.8432861,335.0667685,299.985104,217.7591607,247.7926106,256.5446195,495.1623061,277.2705247,292.0641675,567.3181792,608.1802926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.2,0,,128,12337055.69,162763186.3,131954.4591,368.52584,1209.074278
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3428187,130.3608542,135.7919791,165.9716154,398.921707,227.8888734,231.9998099,184.7151029,188.8439131,188.8439131,191.3343065,205.9162155,247.7840086,293.8464204,328.3654331,293.9854019,213.4039774,242.8367584,251.4137271,495.1623061,277.2705247,292.0641675,567.3181792,608.1802926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,129,12260998.15,150426130.6,121952.6304,367.52584,1205.793438
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.4788214,129.0572456,134.4340593,164.3118993,394.93249,225.6099847,229.6798118,182.8679519,186.9554739,186.9554739,189.4209634,203.8570533,242.8283285,287.969492,321.7981245,288.1056939,209.1358979,237.9800232,246.3854526,490.2106831,274.4978194,289.1435258,561.6449974,602.0984897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,130,12089125.8,138165132.4,112012.4627,366.52584,1202.512598
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.4788214,129.0572456,134.4340593,164.3118993,394.93249,225.6099847,229.6798118,182.8679519,186.9554739,186.9554739,189.4209634,203.8570533,237.9717619,282.2101021,315.362162,282.34358,204.9531799,233.2204227,241.4577436,490.2106831,274.4978194,289.1435258,561.6449974,602.0984897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,131,12016080.14,126076006.6,102211.6343,365.52584,1199.231759
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.7666732,133.0897187,162.6687803,390.9831651,223.3538848,227.3830137,181.0392723,185.0859192,185.0859192,187.5267538,201.8184828,233.2123267,276.5659001,309.0549187,276.6967084,200.8541163,228.5560143,236.6285887,485.3085763,271.7528412,286.2520905,556.0285475,596.0775048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,132,11676076.45,114059926.5,92470.02504,364.52584,1195.950919
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.7666732,133.0897187,162.6687803,390.9831651,223.3538848,227.3830137,181.0392723,185.0859192,185.0859192,187.5267538,201.8184828,228.5480801,271.0345821,302.8738204,271.1627742,196.837034,223.984894,231.8960169,485.3085763,271.7528412,286.2520905,556.0285475,596.0775048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,133,11605923.4,102383850,83004.06171,363.52584,1192.670079
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.4890064,131.7588216,161.0420925,387.0733334,221.120346,225.1091836,179.2288796,183.23506,183.23506,185.6514863,199.8002979,223.9771185,265.6138905,296.816344,265.7395188,192.9002933,219.5051961,227.2580966,480.4554905,269.0353128,283.3895696,550.468262,590.1167298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,134,11455489.17,90777926.64,73594.97247,362.52584,1189.389239
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.4890064,131.7588216,161.0420925,387.0733334,221.120346,225.1091836,179.2288796,183.23506,183.23506,185.6514863,199.8002979,219.4975762,260.3016126,290.8800171,260.4247284,189.0422875,215.1150922,222.7129346,480.4554905,269.0353128,283.3895696,550.468262,590.1167298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,135,11388114.18,79322437.47,64307.84242,361.52584,1186.108399
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.2026001,218.9091425,222.8580917,177.4365908,181.4027094,181.4027094,183.7949714,197.802295,215.1076246,255.0955804,285.0624167,255.2162338,185.2614417,210.8127904,218.2586759,475.6509356,266.3449597,280.5556739,544.9635794,584.2155625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,136,10411768.39,67934323.29,55075.33425,360.52584,1182.827559
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.2026001,218.9091425,222.8580917,177.4365908,181.4027094,181.4027094,183.7949714,197.802295,210.8054721,249.9936688,279.3611684,250.1119091,181.5562129,206.5965346,213.8935024,475.6509356,266.3449597,280.5556739,544.9635794,584.2155625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,137,10347061.45,57522554.91,46634.36367,359.52584,1179.546719
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.3705741,216.7200511,220.6295108,175.6622249,179.5886823,179.5886823,181.9570217,195.824272,206.5893627,244.9937954,273.773945,245.109671,177.9250886,202.4646039,209.6156324,470.8944262,263.6815101,277.7501172,539.5139436,578.3734068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,138,10211884.43,47175493.46,38245.85195,358.52584,1176.265879
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.3705741,216.7200511,220.6295108,175.6622249,179.5886823,179.5886823,181.9570217,195.824272,202.4575754,240.0939195,268.2984661,240.2074775,174.3665869,198.4153118,205.4233197,470.8944262,263.6815101,277.7501172,539.5139436,578.3734068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,139,10149739.88,36963609.03,29966.93017,357.52584,1172.985039
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.405135,174.6787408,187.9913011,198.4084239,235.2920411,262.9324968,235.403328,170.8792551,194.4470056,201.3148533,466.185482,261.044695,274.972616,534.1188041,572.5896728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,140,6670829.169,26813869.15,21738.38988,356.52584,1169.704199
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.405135,174.6787408,187.9913011,194.4402555,230.5862003,257.6738469,230.6952614,167.46167,190.5580654,197.2885563,466.185482,261.044695,274.972616,534.1188041,572.5896728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,141,6611145.546,20143039.98,16330.2526,355.52584,1166.42336
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.5514503,225.9744763,252.5203699,226.0813562,164.1124366,186.7469041,193.3427851,461.5236272,258.434248,272.2228899,528.7776161,566.8637761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,142,5485074.042,13531894.43,10970.5017,354.52584,1163.14252
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.7404213,221.4549868,247.4699625,221.5597291,160.8301879,183.011966,189.4759294,461.5236272,258.434248,272.2228899,528.7776161,566.8637761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,143,5427753.892,8046820.39,6523.673176,353.52584,1159.86168
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.5236272,258.434248,272.2228899,528.7776161,566.8637761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,144,2619066.498,2619066.498,2123.314928,352.52584,1156.58084
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,145,0,0,0,351.52584,1153.3
