Seg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,,,,,,,
DLX,1948.3,1948.3,1912.3,1883.7,2028.4,2269.5,2038.2,2047.6,2308.9,2166.7,2560,1914.3,1674.9,1301.1,1502.1,1731,1545.3,1234.3,1259.1,1622.8,1768.4,1779.4,1999.8,1721.2,2223.6,2217.4,3033.4,2953.4,2920.8,3812.1,2044.7,1909.4,1888.8,2022.8,3075.2,1724.3,2050,2185.1,1225.4,1548.1,1939.7,2500,1350,700,600,9.9,9.9,2037.6,1829.2,1797.7,1498.1,2425.9,1170.1,1616.4,1456,1645.9,1643.5,1232.1,1362.5,9.9,9.9,5522.1,3950.6,9.9,,,,,,,
ELWS,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,465.706,,,,,,,
PHIO,2.237,2.443460953,1.308996939,2.094395102,1.658062789,1.221730476,1.745329252,1.584758961,1.396263402,0.872664626,0.733038286,1.134464014,1.047197551,0.872664626,0.74,0.698131701,0.174532925,0.535,6.021385919,0.34906585,0.903,0.698131701,0.261799388,5.410520681,6.108652382,0.404,0.948,0.523598776,1.308996939,1.696,0.872664626,1.907,1.946,1.745329252,1.584758961,0.785398163,5.585053606,5.793,5.585053606,0.087266463,1.584758961,0.698131701,5.585053606,0.087266463,0.436332313,0,1.689,1.8,1.317,1.33,0.957,1.022,0.523598776,1.396263402,0.436332313,0.698131701,5.934119457,0.174532925,6.108652382,0,0.745,5.934119457,0.785398163,0,,,,,,,
FRICT,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,0.029613068,,,,,,,
LAYERH,,BR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR2,,,,,,,,,,,,,,BR3,,,,K,Area,Volume (m^3),Volume(af),Bottom Elevation(m),Bottom Elevation(ft)
1,0,0,0,0,25,240.1,201.1,334.4,307.8,501.8,388,300.7,441.3542179,430.1732444,483.4888339,355.9080413,355.9080413,389.9217397,382.2716,350.6117907,451.0051635,485.4896397,487.7258344,487.7258344,596.1224304,1432.812333,818.5114588,833.2767635,663.4436604,678.2731621,678.2731621,687.2179409,739.5919748,1129.866798,1339.906138,1497.308896,1340.539878,973.0977797,1342.893767,1390.324634,1778.480957,513.6721758,747.1595284,1400.924116,1400.924116,0,0,0,0,0,0,0,0,77.8,251.4,455,406,273.2,455,0,0,220.1,657.7,0,,27,56545982.11,3031831226,2457949.238,469.52584,1540.439108
1,0,0,0,0,0,230.6,195.2,327.3,303.9,496.9,382.2,296.6,420.3373504,409.6888042,460.4655561,338.9600394,338.9600394,371.3540378,364.0681904,333.9159912,429.5287271,462.3710855,464.5007947,464.5007947,567.735648,1364.583174,779.5347226,793.5969176,631.8511051,645.9744401,645.9744401,654.4932771,704.3733093,1076.063617,1276.101084,1426.008473,1276.704646,926.7597902,1278.946445,1324.118699,1693.791387,498.2620105,724.7447426,1358.896392,1358.896392,0,0,0,0,0,0,0,0,74.1,246.9,441.5,399,268.8,441.5,0,0,214.3,649.7,0,,28,54025462.32,2975285244,2412106.596,468.52584,1537.158268
1,0,0,0,0,0,230.6,195.2,327.3,303.9,496.9,382.2,296.6,420.3373504,409.6888042,460.4655561,338.9600394,338.9600394,371.3540378,364.0681904,333.9159912,429.5287271,462.3710855,464.5007947,464.5007947,567.735648,1364.583174,779.5347226,793.5969176,631.8511051,645.9744401,645.9744401,654.4932771,704.3733093,1076.063617,1276.101084,1426.008473,1276.704646,926.7597902,1278.946445,1324.118699,1693.791387,483.3141502,703.0024003,1318.129501,1318.129501,0,0,0,0,0,0,0,0,74.1,246.9,441.5,399,268.8,441.5,0,0,214.3,649.7,0,,29,53905743.55,2921259781,2368307.375,467.52584,1533.877428
1,0,0,0,0,0,162.6,187.3,319,298.5,489,371.1,289.5,400.3212861,390.1798135,438.5386249,322.8190851,322.8190851,353.6705122,346.7316099,318.0152297,409.0749782,440.3534147,442.3817092,442.3817092,540.7006171,1299.603023,742.4140216,755.8065882,601.7629573,615.2137525,615.2137525,623.3269306,670.8317232,1024.822492,1215.334366,1358.103307,1215.909186,882.6283716,1218.044233,1261.065427,1613.134655,468.8147257,681.9123283,1278.585616,1278.585616,0,0,0,0,0,0,0,0,68.5,240.8,335,379.7,260.3,335,0,0,201.8,634.2,0,,30,51382080.36,2867354038,2324605.213,466.52584,1530.596588
1,0,0,0,0,0,162.6,187.3,319,298.5,489,371.1,289.5,400.3212861,390.1798135,438.5386249,322.8190851,322.8190851,353.6705122,346.7316099,318.0152297,409.0749782,440.3534147,442.3817092,442.3817092,540.7006171,1299.603023,742.4140216,755.8065882,601.7629573,615.2137525,615.2137525,623.3269306,670.8317232,1024.822492,1215.334366,1358.103307,1215.909186,882.6283716,1218.044233,1261.065427,1613.134655,454.7502839,661.4549584,1240.228047,1240.228047,0,0,0,0,0,0,0,0,68.5,240.8,335,379.7,260.3,335,0,0,201.8,634.2,0,,31,51269436.97,2815971957,2282949.02,465.52584,1527.315748
1,0,0,0,0,0,100,177.1,312,294.3,483.8,366.1,285.4,381.2583677,371.5998224,417.6558332,307.4467477,307.4467477,336.8290593,330.2205809,302.8716473,389.5952174,419.3842045,421.3159136,421.3159136,514.9529687,1237.717165,707.0609729,719.8157983,573.1075784,585.9178595,585.9178595,593.6446958,638.8873554,976.0214214,1157.461301,1293.431721,1158.008749,840.5984492,1160.042127,1201.014693,1536.318719,441.1077754,641.6113097,1203.021206,1203.021206,0,0,0,0,0,0,0,0,65.3,233.5,325.6,370,254.8,325.6,0,0,196.9,626.7,0,,32,48895156.4,2764702520,2241384.149,464.52584,1524.034908
1,0,0,0,0,0,100,177.1,312,294.3,483.8,366.1,285.4,381.2583677,371.5998224,417.6558332,307.4467477,307.4467477,336.8290593,330.2205809,302.8716473,389.5952174,419.3842045,421.3159136,421.3159136,514.9529687,1237.717165,707.0609729,719.8157983,573.1075784,585.9178595,585.9178595,593.6446958,638.8873554,976.0214214,1157.461301,1293.431721,1158.008749,840.5984492,1160.042127,1201.014693,1536.318719,427.8745421,622.3629704,1166.930569,1166.930569,0,0,0,0,0,0,0,0,65.3,233.5,325.6,370,254.8,325.6,0,0,196.9,626.7,0,,33,48789170.23,2715807364,2201744.142,463.52584,1520.754068
1,0,0,0,0,0,100,165.9,304.9,290,478.4,362.439,282.546,377.445784,367.8838242,413.4792749,304.3722803,304.3722803,333.4607687,326.9183751,299.8429308,385.6992652,415.1903625,417.1027544,417.1027544,509.803439,1225.339993,699.9903632,712.6176403,567.3765026,580.0586809,580.0586809,587.7082488,632.4984819,966.2612072,1145.886688,1280.497404,1146.428661,832.1924647,1148.441706,1189.004546,1520.955531,415.0383059,603.6920813,1131.922652,1131.922652,0,0,0,0,0,0,0,0,61.9,226.1,316.1,360.4,249.3,316.1,0,0,192,618.9,0,,34,48203291.81,2667018194,2162190.059,462.52584,1517.473228
1,0,0,0,0,0,100,165.9,304.9,290,478.4,358.81461,279.72054,373.6713262,364.2049859,409.3444821,301.3285575,301.3285575,330.126161,323.6491913,296.8445015,381.8422725,411.0384588,412.9317269,412.9317269,504.7054046,1213.086593,692.9904596,705.4914639,561.7027376,574.2580941,574.2580941,581.8311663,626.173497,956.5985951,1134.427821,1267.69243,1134.964375,823.87054,1136.957289,1177.1145,1505.745976,402.5871567,585.5813188,1097.964973,1097.964973,0,0,0,0,0,0,0,0,61.9,226.1,316.1,360.4,249.3,316.1,0,0,192,618.9,0,,35,47683732.61,2618814902,2123110.956,461.52584,1514.192388
1,0,0,0,0,0,100,153.6,297.7,285.7,473.2,355.2264639,276.9233346,369.9346129,360.5629361,405.2510373,298.3152719,298.3152719,326.8248994,320.4126994,293.8760565,378.0238498,406.9280742,408.8024096,408.8024096,499.6583506,1200.955727,686.060555,698.4365492,556.0857102,568.5155132,568.5155132,576.0128547,619.9117621,947.0326091,1123.083542,1255.015506,1123.614731,815.6318346,1125.587716,1165.343355,1490.688516,390.509542,568.0138793,1065.026024,1065.026024,0,0,0,0,0,0,0,0,58.3,218.8,306.6,350.8,243.9,306.6,0,0,187.1,611.6,0,,36,47110355.76,2571131169,2084453.067,460.52584,1510.911549
1,0,0,0,0,0,100,153.6,297.7,285.7,473.2,351.6741993,274.1541013,366.2352668,356.9573067,401.198527,295.3321192,295.3321192,323.5566504,317.2085724,290.937296,374.2436113,402.8587935,404.7143855,404.7143855,494.661767,1188.94617,679.1999494,691.4521837,550.5248531,562.830358,562.830358,570.2527261,613.7126444,937.562283,1111.852707,1242.465351,1112.378584,807.4755163,1114.331838,1153.689922,1475.781631,378.7942557,550.9734629,1033.075243,1033.075243,0,0,0,0,0,0,0,0,58.3,218.8,306.6,350.8,243.9,306.6,0,0,187.1,611.6,0,,37,46605044.91,2524020814,2046260.023,459.52584,1507.630709
1,0,0,0,0,0,100,140.3,290.4,281.4,467.9,348.1574573,271.4125602,362.5729141,349.8181606,393.1745564,289.4254768,289.4254768,317.0855174,310.864401,285.11855,366.7587391,394.8016176,396.6200978,396.6200978,484.7685317,1165.167247,665.6159504,677.6231401,539.514356,551.5737509,551.5737509,558.8476716,601.4383916,918.8110374,1089.615653,1217.616044,1090.131012,791.3260059,1092.045202,1130.616123,1446.265999,367.4304281,534.444259,1002.082986,1002.082986,0,0,0,0,0,0,0,0,53.9,211.4,297,341.3,238.6,297,0,0,182.1,603.6,0,,38,45656214.24,2477415769,2008476.642,458.52584,1504.349869
1,0,0,0,0,0,100,140.3,290.4,281.4,467.9,344.6758827,268.6984346,358.947185,342.8217974,385.3110653,283.6369672,283.6369672,310.743807,304.647113,279.416179,359.4235643,386.9055853,388.6876958,388.6876958,475.0731611,1141.863902,652.3036314,664.0706773,528.7240689,540.5422759,540.5422759,547.6707182,589.4096237,900.4348166,1067.82334,1193.263723,1068.328392,775.4994858,1070.204298,1108.003801,1417.340679,356.4075152,518.4109312,972.0204961,972.0204961,0,0,0,0,0,0,0,0,53.9,211.4,297,341.3,238.6,297,0,0,182.1,603.6,0,,39,44789264.46,2431759554,1971462.492,457.52584,1501.069029
1,0,0,0,0,0,100,125.3,283.1,277,462.7,341.2291239,266.0114503,355.3577132,335.9653614,377.604844,277.9642279,277.9642279,304.5289309,298.5541707,273.8278555,352.235093,379.1674736,380.9139419,380.9139419,465.5716978,1119.026624,639.2575588,650.7892637,518.1495875,529.7314303,529.7314303,536.7173038,577.6214313,882.4261203,1046.466873,1169.398448,1046.961824,759.9894961,1048.800212,1085.843725,1388.993865,345.7152898,502.8586033,942.8598812,942.8598812,0,0,0,0,0,0,0,0,53.4,204,287.4,331.9,233.3,287.4,0,0,177.2,596,0,,40,43873388.21,2386970290,1935151.19,456.52584,1497.788189
1,0,0,0,0,0,100,125.3,283.1,277,462.7,337.8168326,263.3513358,351.804136,329.2460542,370.0527471,272.4049433,272.4049433,298.4383523,292.5830873,268.3512983,345.1903912,371.5841241,373.2956631,373.2956631,456.2602639,1096.646091,626.4724076,637.7734785,507.7865958,519.1368017,519.1368017,525.9829577,566.0690026,864.7775979,1025.537536,1146.010479,1026.022588,744.7897062,1027.824208,1064.12685,1361.213988,335.3438311,487.7728452,914.5740847,914.5740847,0,0,0,0,0,0,0,0,53.4,204,287.4,331.9,233.3,287.4,0,0,177.2,596,0,,41,43042093.59,2343096902,1899582.402,455.52584,1494.507349
1,0,0,0,0,0,100,109.7,275.6,272.6,457.5,334.4386643,260.7178224,348.2860947,322.6611331,362.6516922,266.9568445,266.9568445,292.4695852,286.7314255,262.9842724,338.2865833,364.1524416,365.8297498,365.8297498,447.1350586,1074.71317,613.9429595,625.0180089,497.6308639,508.7540657,508.7540657,515.4632986,554.7476226,847.4820459,1005.026785,1123.09027,1005.502136,729.8939121,1007.267723,1042.844313,1333.989708,335.2420349,473.1396598,887.1368622,887.1368622,0,0,0,0,0,0,0,0,42.7,196.5,277.7,322.5,228.1,277.7,0,0,172.2,588.2,0,,42,42184375.1,2300054808,1864687.557,454.52584,1491.226509
1,0,0,0,0,0,100,109.7,275.6,272.6,457.5,331.0942777,258.1106442,344.8032337,316.2079105,355.3986583,261.6177076,261.6177076,286.6201935,280.996797,257.7245869,331.5208517,356.8693928,358.5131548,358.5131548,438.1923574,1053.218906,601.6641003,612.5176487,487.6782466,498.5789844,498.5789844,505.1540326,543.6526701,830.532405,984.9262491,1100.628464,985.392093,715.2960338,987.1223689,1021.987427,1307.309914,335.1402387,458.94547,860.5227563,860.5227563,0,0,0,0,0,0,0,0,42.7,196.5,277.7,322.5,228.1,277.7,0,0,172.2,588.2,0,,43,41411371.65,2257870433,1830488.077,453.52584,1487.945669
1,0,0,0,0,0,100,100,268.1,268.1,452.4,327.7833349,255.5295378,341.3552014,309.8837522,348.2906851,256.3853534,256.3853534,280.8877897,275.3768611,252.5700952,324.8904346,349.7320049,351.3428917,351.3428917,429.4285103,1032.154528,589.6308183,600.2672957,477.9246816,488.6074047,488.6074047,495.0509519,532.7796167,813.9217569,965.2277242,1078.615895,965.6842512,700.9901131,967.3799215,1001.547679,1281.163716,335.0384425,445.1771059,834.7070736,834.7070736,0,0,0,0,0,0,0,0,38.5,189,267.9,313.2,222.8,267.9,0,0,167.2,580.5,0,,44,40597599.16,2216459061,1796915.282,452.52584,1484.664829
1,0,0,0,0,0,100,100,268.1,268.1,452.4,324.5055015,252.9742424,337.9416494,303.6860772,341.3248714,251.2576464,251.2576464,275.2700339,269.8693239,247.5186933,318.3926259,342.7373648,344.3160339,344.3160339,420.8399401,1011.511437,577.8382019,588.2619498,468.366188,478.8352566,478.8352566,485.1499329,522.1240244,797.6433218,945.9231697,1057.043577,946.3705662,686.9703109,948.0323231,981.516725,1255.540441,334.9366463,431.8217928,809.6658614,809.6658614,0,0,0,0,0,0,0,0,38.5,189,267.9,313.2,222.8,267.9,0,0,167.2,580.5,0,,45,39855863,2175861462,1764002.223,451.52584,1481.38399
1,0,0,0,0,0,100,100,260.5,263.6,447.2,321.2604465,250.4445,334.5622329,297.6123557,334.498374,246.2324934,246.2324934,269.7646332,264.4719374,242.5683194,312.0247734,335.8826175,337.4297132,337.4297132,412.4231413,991.2812087,566.2814379,576.4967108,458.9988642,469.2585515,469.2585515,475.4469342,511.6815439,781.6904553,927.0047063,1035.902706,927.4431548,673.2309047,929.0716766,961.8863905,1230.429632,334.8348501,418.867139,785.3758856,785.3758856,0,0,0,0,0,0,0,0,35,181.4,258.1,303.8,217.7,197.1,0,0,162.2,572.6,0,,46,39092053.64,2136005599,1731690.501,450.52584,1478.10315
1,0,0,0,0,0,100,100,260.5,263.6,447.2,318.0478421,247.940055,331.2166105,291.6601085,327.8084065,241.3078436,241.3078436,264.3693405,259.1824986,237.716953,305.784278,329.1649652,330.681119,330.681119,404.1746785,971.4555845,554.9558091,564.9667766,449.818887,459.8733804,459.8733804,465.9379956,501.447913,766.0566462,908.4646122,1015.184651,908.8942917,659.7662866,910.4902431,942.6486627,1205.82104,334.7330539,406.3011248,761.814609,761.814609,0,0,0,0,0,0,0,0,35,181.4,258.1,303.8,217.7,197.1,0,0,162.2,572.6,0,,47,38380292.22,2096913546,1699998.01,449.52584,1474.82231
1,0,0,0,0,0,0,100,252.8,259,442.1,314.8673636,245.4606544,327.9044444,285.8269064,321.2522384,236.4816867,236.4816867,259.0819537,253.9988487,232.962614,299.6685924,322.5816659,324.0674966,324.0674966,396.0911849,952.0264728,543.8566929,553.6674411,440.8225092,450.6759128,450.6759128,456.6192357,491.4189548,750.7355133,890.2953199,994.8809584,890.7164059,646.5709608,892.2804382,923.7956895,1181.704619,334.6312577,398.1751023,738.9601708,738.9601708,0,0,0,0,0,0,0,0,33.4,173.9,248.3,294.5,212.6,192.5,0,0,157.3,564.4,0,,48,37424148.09,2058533253,1668882.555,448.52584,1471.54147
1,0,0,0,0,0,0,100,252.8,259,442.1,311.71869,243.0060479,324.6254,280.1103682,314.8271936,231.752053,231.752053,253.9003146,248.9188717,228.3033617,293.6752206,316.1300326,317.5861467,317.5861467,388.1693612,932.9859434,532.9795591,542.5940922,432.006059,441.6623946,441.6623946,447.4868509,481.5905757,735.7208031,872.4894135,974.9833392,872.9020778,633.6395416,874.4348295,905.3197757,1158.070527,334.5294615,397.2217684,737.7467534,738.6450018,0,0,0,0,0,0,0,0,33.4,173.9,248.3,294.5,212.6,192.5,0,0,157.3,564.4,0,,49,36783579.06,2021109105,1638542.259,447.52584,1468.26063
1,0,0,0,0,0,0,100,177.4,245.3,424.4,308.6015031,240.5759874,321.379146,277.3092646,311.6789217,229.4345324,229.4345324,251.3613115,246.429683,226.0203281,290.7384683,312.9687322,314.4102852,314.4102852,384.2876676,923.6560839,527.6497635,537.1681513,427.6859985,437.2457706,437.2457706,443.0119824,476.7746699,728.363595,863.7645194,965.2335058,864.173057,627.3031462,865.6904812,896.2665779,1146.489821,334.4276653,396.2684345,736.533336,738.3298328,0,0,0,0,0,0,0,0,0,133.5,207.6,273.4,201.6,181.2,0,0,142.5,544.7,0,,50,36234887.11,1984325526,1608721.281,446.52584,1464.97979
1,0,0,0,0,0,0,100,177.4,245.3,424.4,305.5154881,238.1702275,318.1653545,274.5361719,308.5621325,227.1401871,227.1401871,248.8476984,243.9653862,223.7601248,287.8310837,309.8390449,311.2661823,311.2661823,380.4447909,914.4195231,522.3732658,531.7964698,423.4091385,432.8733129,432.8733129,438.5818626,472.0069232,721.0799591,855.1268742,955.5811708,855.5313264,621.0301147,857.0335764,887.3039121,1135.024923,334.3258691,395.3151006,735.3199186,738.0146638,0,0,0,0,0,0,0,0,0,133.5,207.6,273.4,201.6,181.2,0,0,142.5,544.7,0,,51,35913784.13,1948090639,1579345.137,445.52584,1461.69895
1,0,0,0,0,0,0,0,177.4,245.3,424.4,302.4603332,235.7885252,314.983701,271.7908102,305.4765112,224.8687852,224.8687852,246.3592214,241.5257323,221.5225236,284.9527728,306.7406545,308.1535205,308.1535205,376.640343,905.2753279,517.1495332,526.4785051,419.1750471,428.5445798,428.5445798,434.196044,467.286854,713.8691595,846.5756054,946.0253591,846.9760132,614.8198136,848.4632406,878.430873,1123.674674,334.2240729,394.3617668,734.1065012,737.6994948,0,0,0,0,0,0,0,0,0,133.5,207.6,273.4,201.6,181.2,0,0,142.5,544.7,0,,52,35392046.38,1912176855,1550229.315,444.52584,1458.41811
1,0,0,0,0,0,0,0,177.4,245.3,424.4,299.4357299,233.43064,311.833864,269.0729021,302.421746,222.6200974,222.6200974,243.8956292,239.110475,219.3072983,282.1032451,303.6732479,305.0719853,305.0719853,372.8739396,896.2225746,511.9780378,521.2137201,414.9832966,424.259134,424.259134,429.8540835,462.6139854,706.7304679,838.1098494,936.5651055,838.506253,608.6716155,839.9786082,869.6465643,1112.437927,334.1222767,393.4084329,732.8930838,737.3843258,0,0,0,0,0,0,0,0,0,133.5,207.6,273.4,201.6,181.2,0,0,142.5,544.7,0,,53,35077282.01,1876784809,1521536.473,443.52584,1455.13727
1,0,0,0,0,0,0,0,100,219.8,400.7,296.4413726,231.0963336,308.7155253,266.3821731,299.3975286,220.3938964,220.3938964,241.4566729,236.7193702,217.1142253,279.2822126,300.6365154,302.0212655,302.0212655,369.1452002,887.2603488,506.8582575,516.0015829,410.8334636,420.0165427,420.0165427,425.5555427,457.9878456,699.6631632,829.7287509,927.1994544,830.1211905,602.5848993,831.5788221,860.9500986,1101.313548,334.0204805,392.455099,731.6796664,737.0691568,0,0,0,0,0,0,0,0,0,12,106.8,249,187.4,170.1,0,0,133,528.3,0,,54,34496927.51,1841707527,1493098.815,442.52584,1451.85643
1,0,0,0,0,0,0,0,100,219.8,400.7,293.4769588,228.7853703,305.6283701,263.7183513,296.4035533,218.1899574,218.1899574,239.0421062,234.3521765,214.9430831,276.4893905,297.6301503,299.0010528,299.0010528,365.4537482,878.3877454,501.7896749,510.841567,406.725129,415.8163772,415.8163772,421.2999873,453.4079671,692.6665316,821.4314634,917.9274599,821.8199786,596.5590503,823.2630339,852.3405977,1090.300412,333.9186843,391.5017651,730.466249,736.7539879,0,0,0,0,0,0,0,0,0,12,106.8,249,187.4,170.1,0,0,133,528.3,0,,55,34188375.6,1807210599,1465131.659,441.52584,1448.575591
1,0,0,0,0,0,0,0,100,219.8,400.7,290.5421892,226.4975166,302.5720864,261.0811678,293.4395178,216.0080579,216.0080579,236.6516851,232.0086548,212.7936522,273.7244966,294.6538488,296.0110423,296.0110423,361.7992107,869.6038679,496.7717781,505.7331514,402.6578777,411.6582135,411.6582135,417.0869874,448.8738875,685.7398663,813.2171488,908.7481853,813.6017788,590.5934598,815.0304035,843.8171917,1079.397408,333.8168882,390.5484312,729.2528316,736.4388189,0,0,0,0,0,0,0,0,0,12,106.8,249,187.4,170.1,0,0,133,528.3,0,,56,33882883.42,1773022224,1437414.651,440.52584,1445.294751
1,0,0,0,0,0,0,0,100,219.8,400.7,287.6367673,224.2325414,299.5463655,258.4703562,290.5051226,213.8479773,213.8479773,234.2851682,229.6885682,210.6657157,270.9872516,291.7073103,293.0509318,293.0509318,358.1812186,860.9078292,491.8040604,500.6758199,398.6312989,407.5416313,407.5416313,412.9161175,444.3851486,678.8824676,805.0849773,899.6607034,805.465761,584.6875252,806.8800995,835.3790198,1068.603434,333.715092,389.5950973,728.0394142,736.1236499,0,0,0,0,0,0,0,0,0,12,106.8,249,187.4,170.1,0,0,133,528.3,0,,57,33580420.36,1739139340,1409945.309,439.52584,1442.013911
1,0,0,0,0,0,0,0,100,184.9,375.9,284.7603997,221.990216,296.5509019,255.8856526,287.6000714,211.7094975,211.7094975,231.9423166,227.3916825,208.5590586,268.2773791,288.7902372,290.1204225,290.1204225,354.5994064,852.2987509,486.8860198,495.6690617,394.644986,403.466215,403.466215,408.7869564,439.9412971,672.0936429,797.0341275,890.6640964,797.4111034,578.84065,798.8112985,827.0252296,1057.9174,333.6132958,388.6417634,726.8259968,735.8084809,0,0,0,0,0,0,0,0,0,0,0,223.9,173.2,159.2,0,0,123.3,511.9,0,,58,33146641.36,1705558920,1382721.179,438.52584,1438.733071
1,0,0,0,0,0,0,0,100,184.9,375.9,281.9127957,219.7703138,293.5853928,253.3267961,284.7240707,209.5924025,209.5924025,229.6228934,225.1177657,206.473468,265.5946053,285.9023348,287.2192183,287.2192183,351.0534123,843.7757634,482.0171596,490.712371,390.6985361,399.4315529,399.4315529,404.6990868,435.5418841,665.3727065,789.0637862,881.7574554,789.4369924,573.0522435,790.8231855,818.7549773,1047.338226,333.5114996,387.6884295,725.6125794,735.4933119,0,0,0,0,0,0,0,0,0,0,0,223.9,173.2,159.2,0,0,123.3,511.9,0,,59,32850145.97,1672412278,1355848.719,437.52584,1435.452231
1,0,0,0,0,0,0,0,100,184.9,375.9,279.0936677,217.5726107,290.6495389,250.7935281,281.8768299,207.4964785,207.4964785,227.3266645,222.866588,204.4087333,262.9386593,283.0433115,284.3470261,284.3470261,347.5428782,835.3380058,477.196988,485.8052473,386.7915507,395.4372373,395.4372373,400.6520959,431.1864653,658.7189794,781.1731484,872.9398809,781.5426225,567.321721,782.9149537,810.5674275,1036.864844,333.4097034,386.7350956,724.3991621,735.1781429,0,0,0,0,0,0,0,0,0,0,0,223.9,173.2,159.2,0,0,123.3,511.9,0,,60,32556589.74,1639562132,1329216.633,436.52584,1432.171391
1,0,0,0,0,0,0,0,100,184.9,375.9,276.302731,215.3968846,287.7430435,248.2855928,279.0580616,205.4215137,205.4215137,225.0533978,220.6379222,202.364646,260.3092727,280.2128784,281.5035559,281.5035559,344.0674494,826.9846257,472.4250181,480.9471949,382.9236352,391.482865,391.482865,396.645575,426.8746006,652.1317896,773.3614169,864.2104821,773.7271962,561.6485038,775.0858041,802.4617532,1026.496195,333.3079072,385.7817617,723.1857447,734.862974,0,0,0,0,0,0,0,0,0,0,0,223.9,173.2,159.2,0,0,123.3,511.9,0,,61,32265943.27,1607005543,1302822.537,435.52584,1428.890551
1,0,0,0,0,0,0,0,100,100,350.1,273.5397037,213.2429157,284.8656131,245.8027369,276.267481,203.3672986,203.3672986,222.8028638,218.4315429,200.3409995,257.70618,277.4107496,278.6885203,278.6885203,340.6267749,818.7147795,467.7007679,476.1377229,379.0943989,387.5680363,387.5680363,392.6791192,422.6058546,645.6104717,765.6278027,855.5683772,765.9899243,556.0320188,767.3349461,794.4371357,1016.231233,333.206111,384.8284278,721.9723273,734.547805,0,0,0,0,0,0,0,0,0,0,0,188.5,158.9,148.5,0,0,113.3,495.1,0,,62,31726250.99,1574739599,1276664.072,434.52584,1425.609711
1,0,0,0,0,0,0,0,100,100,350.1,270.8043067,211.1104866,282.016957,243.3447095,273.5048062,201.3336256,201.3336256,220.5748352,216.2472275,198.3375895,255.1291182,274.6366421,275.9016351,275.9016351,337.2205072,810.5276317,463.0237602,471.3763457,375.3034549,383.6923559,383.6923559,388.752328,418.3797961,639.154367,757.9715247,847.0126935,758.330025,550.4716986,759.6615966,786.4927643,1006.068921,333.1043148,383.8750939,720.7589099,734.232636,0,0,0,0,0,0,0,0,0,0,0,188.5,158.9,148.5,0,0,113.3,495.1,0,,63,31441337.04,1543013348,1250943.143,433.52584,1422.328871
1,0,0,0,0,0,0,0,0,0,350.1,268.0962636,208.9993817,279.1967874,240.9112624,270.7697582,199.3202894,199.3202894,218.3690868,214.0847552,196.3542136,252.577827,271.8902757,273.1426187,273.1426187,333.8483021,802.4223554,458.3935226,466.6625822,371.5504203,379.8554324,379.8554324,384.8648047,414.1959981,632.7628233,750.3918094,838.5425665,750.7467248,544.9669816,752.0649807,778.6278367,996.0082316,333.0025186,382.9217601,719.5454925,733.917467,0,0,0,0,0,0,0,0,0,0,0,188.5,158.9,148.5,0,0,113.3,495.1,0,,64,30723596.43,1511572011,1225453.199,432.52584,1419.048031
1,0,0,0,0,0,0,0,0,0,350.1,265.415301,206.9093879,276.4048195,238.5021498,268.0620606,197.3270865,197.3270865,216.185396,211.9439077,194.3906715,250.0520487,269.1713729,270.4111926,270.4111926,330.5098191,794.3981318,453.8095874,461.9959564,367.8349161,376.0568781,376.0568781,381.0161567,410.0540381,626.4351951,742.8878913,830.1571409,743.2392575,539.5173118,744.5443309,770.8415583,986.0481493,332.9007224,381.9684262,718.3320751,733.602298,0,0,0,0,0,0,0,0,0,0,0,188.5,158.9,148.5,0,0,113.3,495.1,0,,65,30444300.93,1480848415,1200545.136,431.52584,1415.767192
