Seg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,,,,,,,,,
DLX,1948.3,1948.3,1912.3,1883.7,2028.4,2269.5,2038.2,2047.6,2308.9,2166.7,2560,1914.3,1674.9,1301.1,1502.1,1731,1545.3,1234.3,1259.1,1622.8,1768.4,1779.4,1999.8,1721.2,2223.6,2217.4,3033.4,2953.4,2920.8,3812.1,2044.7,1909.4,1888.8,2022.8,3075.2,1724.3,2050,2185.1,1225.4,1548.1,1939.7,2500,1350,700,600,9.9,9.9,2037.6,1829.2,1797.7,1498.1,2425.9,1170.1,1616.4,1456,1645.9,1643.5,1232.1,1362.5,9.9,9.9,5522.1,3950.6,9.9,,,,,,,,,
ELWS,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,,,,,,,,,
PHIO,2.237,2.4435,1.309,2.0944,1.6581,1.2217,1.7453,1.5708,1.3963,0.8727,0.733,1.1345,1.0472,0.8727,0.74,0.6981,0.1745,0.535,6.0214,0.3491,0.903,0.6981,0.2618,5.4105,6.1087,0.404,0.948,0.5236,1.309,1.696,0.8727,1.907,1.946,1.7453,1.5708,0.7854,5.5851,5.793,5.5851,0.0873,1.5708,0.6981,5.5851,0.0873,0.4363,0,1.689,1.8,1.317,1.33,0.957,1.022,0.5236,1.3963,0.4363,0.6981,5.9341,0.1745,6.1087,0,0.745,5.9341,0.7854,0,,,,,,,,,
FRICT,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,,,,,,,,,
LAYERH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K,Area,Volume (m^3),Volume(af),Bottom Elevation(m),Bottom Elevation(ft),mult,
1,0,0,0,0,0,100,153.6,297.7,285.7,473.2,351.6742,274.1541,366.2353,356.9573,401.1985,295.3321,295.3321,323.5567,317.2086,290.9373,374.2436,402.8588,404.7144,404.7144,494.6618,1188.9462,679.1999,691.4522,550.5249,562.8304,562.8304,570.2527,613.7126,937.5623,1111.8527,1242.4654,1112.3786,807.4755,1114.3318,1153.6899,1475.7816,378.7943,550.9735,1033.0752,1033.0752,0,0,0,0,0,0,0,0,58.3,218.8,306.6,350.8,243.9,306.6,0,0,187.1,611.6,0,,37,52266650.13,2536032714,2055998.244,459.5258,1507.6307,1,
1,0,0,0,0,0,100,140.3,290.4,281.4,467.9,348.1575,271.4126,362.5729,349.8182,393.1746,289.4255,289.4255,317.0855,310.8644,285.1186,366.7587,394.8016,396.6201,396.6201,484.7685,1165.1672,665.616,677.6231,539.5144,551.5738,551.5738,558.8477,601.4384,918.811,1089.6157,1217.616,1090.131,791.326,1092.0452,1130.6161,1446.266,367.4304,534.4443,1002.083,1002.083,0,0,0,0,0,0,0,0,53.9,211.4,297,341.3,238.6,297,0,0,182.1,603.6,0,,38,51189693.58,2483766064,2013624.918,458.5258,1504.3499,1,
1,0,0,0,0,0,100,140.3,290.4,281.4,467.9,344.6759,268.6984,358.9472,342.8218,385.3111,283.637,283.637,310.7438,304.6471,279.4162,359.4236,386.9056,388.6877,388.6877,475.0732,1141.8639,652.3036,664.0707,528.7241,540.5423,540.5423,547.6707,589.4096,900.4348,1067.8233,1193.2637,1068.3284,775.4995,1070.2043,1108.0038,1417.3407,356.4075,518.4109,972.0205,972.0205,0,0,0,0,0,0,0,0,53.9,211.4,297,341.3,238.6,297,0,0,182.1,603.6,0,,39,50322743.8,2432576371,1972124.697,457.5258,1501.069,1,
1,0,0,0,0,0,90,112.77,254.79,249.3,416.43,307.1062,239.4103,319.8219,302.3688,339.8444,250.1678,250.1678,274.076,268.6988,246.4451,317.0116,341.2507,342.8225,342.8225,419.0145,1007.124,575.3318,585.7103,466.3346,476.7583,476.7583,483.0456,519.8593,794.1835,941.8202,1052.4586,942.2656,683.9905,943.9202,977.2594,1250.0945,311.1438,452.5727,848.5739,848.5739,0,0,0,0,0,0,0,0,48.06,183.6,258.66,298.71,209.97,258.66,0,0,159.48,536.4,0,,40,44358608.18,2382253627,1931327.324,456.5258,1497.7882,0.9,
1,0,0,0,0,0,90,112.77,254.79,249.3,416.43,304.0351,237.0162,316.6237,296.3214,333.0475,245.1644,245.1644,268.5945,263.3248,241.5162,310.6714,334.4257,335.9661,335.9661,410.6342,986.9815,563.8252,573.9961,457.0079,467.2231,467.2231,473.3847,509.4621,778.2998,922.9838,1031.4094,923.4203,670.3107,925.0418,957.7142,1225.0926,301.8094,438.9956,823.1167,823.1167,0,0,0,0,0,0,0,0,48.06,183.6,258.66,298.71,209.97,258.66,0,0,159.48,536.4,0,,41,43610443.03,2337895019,1895365.161,455.5258,1494.5073,0.9,
1,0,0,0,0,0,90,98.73,248.04,245.34,411.75,300.9948,234.646,313.4575,290.395,326.3865,240.2612,240.2612,263.2226,258.0583,236.6858,304.4579,327.7372,329.2468,329.2468,402.4216,967.2419,552.5487,562.5162,447.8678,457.8787,457.8787,463.917,499.2729,762.7338,904.5241,1010.7812,904.9519,656.9045,906.541,938.5599,1200.5907,301.7178,425.8257,798.4232,798.4232,0,0,0,0,0,0,0,0,38.43,176.85,249.93,290.25,205.29,249.93,0,0,154.98,529.38,0,,42,42714586.22,2294284576,1860009.547,454.5258,1491.2265,0.9,
1,0,0,0,0,0,90,98.73,248.04,245.34,411.75,297.9848,232.2996,310.3229,284.5871,319.8588,235.4559,235.4559,257.9582,252.8971,231.9521,298.3688,321.1825,322.6618,322.6618,394.3731,947.897,541.4977,551.2659,438.9104,448.7211,448.7211,454.6386,489.2874,747.4792,886.4336,990.5656,886.8529,643.7664,888.4101,919.7887,1176.5789,301.6262,413.0509,774.4705,774.4705,0,0,0,0,0,0,0,0,38.43,176.85,249.93,290.25,205.29,249.93,0,0,154.98,529.38,0,,43,42018883.12,2251569990,1825380.217,453.5258,1487.9457,0.9,
1,0,0,0,0,0,90,90,241.29,241.29,407.16,295.005,229.9766,307.2197,278.8954,313.4616,230.7468,230.7468,252.799,247.8392,227.3131,292.4014,314.7588,316.2086,316.2086,386.4857,928.9391,530.6677,540.2406,430.1322,439.7467,439.7467,445.5459,479.5017,732.5296,868.705,970.7543,869.1158,630.8911,870.6419,901.3929,1153.0473,301.5346,400.6594,751.2364,751.2364,0,0,0,0,0,0,0,0,34.65,170.1,241.11,281.88,200.52,241.11,0,0,150.48,522.45,0,,44,41172155.48,2209551106,1791314.903,452.5258,1484.6648,0.9,
1,0,0,0,0,0,90,90,241.29,241.29,407.16,292.055,227.6768,304.1475,273.3175,307.1924,226.1319,226.1319,247.743,242.8824,222.7668,286.5534,308.4636,309.8844,309.8844,378.7559,910.3603,520.0544,529.4358,421.5296,430.9517,430.9517,436.6349,469.9116,717.879,851.3309,951.3392,851.7335,618.2733,853.2291,883.3651,1129.9864,301.443,388.6396,728.6993,728.6993,0,0,0,0,0,0,0,0,34.65,170.1,241.11,281.88,200.52,241.11,0,0,150.48,522.45,0,,45,40504592.93,2168378951,1757936.044,451.5258,1481.384,0.9,
1,0,0,0,0,0,90,90,234.45,237.24,402.48,289.1344,225.4001,301.106,267.8511,301.0485,221.6092,221.6092,242.7882,238.0247,218.3115,280.8223,302.2944,303.6867,303.6867,371.1808,892.1531,509.6533,518.847,413.099,422.3327,422.3327,427.9022,460.5134,703.5214,834.3042,932.3124,834.6988,605.9078,836.1645,865.6978,1107.3867,301.3514,376.9804,706.8383,706.8383,0,0,0,0,0,0,0,0,31.5,163.26,232.29,273.42,195.93,177.39,0,0,145.98,515.34,0,,46,39628280.91,2127874358,1725098.387,450.5258,1478.1032,0.9,
1,0,0,0,0,0,90,90,234.45,237.24,402.48,286.2431,223.146,298.0949,262.4941,295.0276,217.1771,217.1771,237.9324,233.2642,213.9453,275.2059,296.2485,297.613,297.613,363.7572,874.31,499.4602,508.4701,404.837,413.886,413.886,419.3442,451.3031,689.451,817.6182,913.6662,818.0049,593.7897,819.4412,848.3838,1085.2389,301.2597,365.671,685.6331,685.6331,0,0,0,0,0,0,0,0,31.5,163.26,232.29,273.42,195.93,177.39,0,0,145.98,515.34,0,,47,38987695.63,2088246077,1692971.169,449.5258,1474.8223,0.9,
1,0,0,0,0,0,0,90,227.52,233.1,397.89,283.3806,220.9146,295.114,257.2442,289.127,212.8335,212.8335,233.1738,228.599,209.6664,269.7017,290.3235,291.6607,291.6607,356.4821,856.8238,489.471,498.3007,396.7403,405.6083,405.6083,410.9573,442.2771,675.662,801.2658,895.3929,801.6448,581.9139,803.0524,831.4161,1063.5342,301.1681,358.3576,665.0642,665.0642,0,0,0,0,0,0,0,0,30.06,156.51,223.47,265.05,191.34,173.25,0,0,141.57,507.96,0,,48,38021933.38,2049258381,1661363.282,448.5258,1471.5415,0.9,
1,0,0,0,0,0,0,90,227.52,233.1,397.89,280.5468,218.7054,292.1629,252.0993,283.3445,208.5768,208.5768,228.5103,224.027,205.473,264.3077,284.517,285.8275,285.8275,349.3524,839.6873,479.6816,488.3347,388.8055,397.4962,397.4962,402.7382,433.4315,662.1487,785.2405,877.485,785.6119,570.2756,786.9913,814.7878,1042.2635,301.0765,357.4996,663.9721,664.7805,0,0,0,0,0,0,0,0,30.06,156.51,223.47,265.05,191.34,173.25,0,0,141.57,507.96,0,,49,37445421.25,2011236448,1630538.353,447.5258,1468.2606,0.9,
1,0,0,0,0,0,0,90,159.66,220.77,381.96,277.7414,216.5184,289.2412,249.5783,280.511,206.4911,206.4911,226.2252,221.7867,203.4183,261.6646,281.6719,282.9693,282.9693,345.8589,831.2905,474.8848,483.4513,384.9174,393.5212,393.5212,398.7108,429.0972,655.5272,777.3881,868.7102,777.7558,564.5728,779.1214,806.6399,1031.8408,300.9849,356.6416,662.88,664.4968,0,0,0,0,0,0,0,0,0,120.15,186.84,246.06,181.44,163.08,0,0,128.25,490.23,0,,50,36588917.05,1973791027,1600180.811,446.5258,1464.9798,0.9,
1,0,0,0,0,0,0,90,159.66,220.77,381.96,274.9639,214.3532,286.3488,247.0826,277.7059,204.4262,204.4262,223.9629,219.5688,201.3841,259.048,278.8551,280.1396,280.1396,342.4003,822.9776,470.1359,478.6168,381.0682,389.586,389.586,394.7237,424.8062,648.972,769.6142,860.0231,769.9782,558.9271,771.3302,798.5735,1021.5224,300.8933,355.7836,661.7879,664.2132,0,0,0,0,0,0,0,0,0,120.15,186.84,246.06,181.44,163.08,0,0,128.25,490.23,0,,51,36299924.37,1937202110,1570517.649,445.5258,1461.699,0.9,
1,0,0,0,0,0,0,0,159.66,220.77,381.96,272.2143,212.2097,283.4853,244.6117,274.9289,202.3819,202.3819,221.7233,217.3732,199.3703,256.4575,276.0666,277.3382,277.3382,338.9763,814.7478,465.4346,473.8307,377.2575,385.6901,385.6901,390.7764,420.5582,642.4822,761.918,851.4228,762.2784,553.3378,763.6169,790.5878,1011.3072,300.8017,354.9256,660.6959,663.9295,0,0,0,0,0,0,0,0,0,120.15,186.84,246.06,181.44,163.08,0,0,128.25,490.23,0,,52,35830360.4,1900902185,1541088.778,444.5258,1458.4181,0.9,
1,0,0,0,0,0,0,0,159.66,220.77,381.96,269.4922,210.0876,280.6505,242.1656,272.1796,200.3581,200.3581,219.5061,215.1994,197.3766,253.8929,273.3059,274.5648,274.5648,335.5865,806.6003,460.7802,469.0923,373.485,381.8332,381.8332,386.8687,416.3526,636.0574,754.2989,842.9086,754.6556,547.8045,755.9807,782.6819,1001.1941,300.71,354.0676,659.6038,663.6459,0,0,0,0,0,0,0,0,0,120.15,186.84,246.06,181.44,163.08,0,0,128.25,490.23,0,,53,35547072.46,1865071825,1512040.588,443.5258,1455.1373,0.9,
1,0,0,0,0,0,0,0,90,197.82,360.63,266.7972,207.9867,277.844,239.744,269.4578,198.3545,198.3545,217.311,213.0474,195.4028,251.354,270.5729,271.8191,271.8191,332.2307,798.5343,456.1724,464.4014,369.7501,378.0149,378.0149,383,412.1891,629.6968,746.7559,834.4795,747.1091,542.3264,748.4209,774.8551,991.1822,300.6184,353.2096,658.5117,663.3622,0,0,0,0,0,0,0,0,0,10.8,96.12,224.1,168.66,153.09,0,0,119.7,475.47,0,,54,34545250.08,1829524753,1483222.065,442.5258,1451.8564,0.9,
1,0,0,0,0,0,0,0,90,197.82,360.63,264.1293,205.9068,275.0655,237.3465,266.7632,196.371,196.371,215.1379,210.917,193.4488,248.8405,267.8671,269.1009,269.1009,328.9084,790.549,451.6107,459.7574,366.0526,374.2347,374.2347,379.17,408.0672,623.3999,739.2883,826.1347,739.638,536.9031,740.9367,767.1065,981.2704,300.5268,352.3516,657.4196,663.0786,0,0,0,0,0,0,0,0,0,10.8,96.12,224.1,168.66,153.09,0,0,119.7,475.47,0,,55,34267553.36,1794979502,1455215.733,441.5258,1448.5756,0.9,
1,0,0,0,0,0,0,0,90,197.82,360.63,261.488,203.8478,272.3149,234.9731,264.0956,194.4073,194.4073,212.9865,208.8078,191.5143,246.352,265.1885,266.4099,266.4099,325.6193,782.6435,447.0946,455.1598,362.3921,370.4924,370.4924,375.3783,403.9865,617.1659,731.8954,817.8734,732.2416,531.5341,733.5274,759.4355,971.4577,300.4352,351.4936,656.3275,662.7949,0,0,0,0,0,0,0,0,0,10.8,96.12,224.1,168.66,153.09,0,0,119.7,475.47,0,,56,33992610.4,1760711949,1427434.534,440.5258,1445.2948,0.9,
1,0,0,0,0,0,0,0,90,197.82,360.63,258.8731,201.8093,269.5917,232.6233,261.4546,192.4632,192.4632,210.8567,206.7197,189.5991,243.8885,262.5366,263.7458,263.7458,322.3631,774.817,442.6237,450.6082,358.7682,366.7875,366.7875,371.6245,399.9466,610.9942,724.5765,809.6946,724.9192,526.2188,726.1921,751.8411,961.7431,300.3436,350.6356,655.2355,662.5113,0,0,0,0,0,0,0,0,0,10.8,96.12,224.1,168.66,153.09,0,0,119.7,475.47,0,,57,33720393.64,1726719339,1399876.235,439.5258,1442.0139,0.9,
1,0,0,0,0,0,0,0,90,166.41,338.31,256.2844,199.7912,266.8958,230.2971,258.8401,190.5385,190.5385,208.7481,204.6525,187.7032,241.4496,259.9112,261.1084,261.1084,319.1395,767.0689,438.1974,446.1022,355.1805,363.1196,363.1196,367.9083,395.9472,604.8843,717.3307,801.5977,717.67,520.9566,718.9302,744.3227,952.1257,300.252,349.7776,654.1434,662.2276,0,0,0,0,0,0,0,0,0,0,0,201.51,155.88,143.28,0,0,110.97,460.71,0,,58,32983306.02,1692998945,1372538.627,438.5258,1438.7331,0.9,
1,0,0,0,0,0,0,0,90,166.41,338.31,253.7215,197.7933,264.2269,227.9941,256.2517,188.6332,188.6332,206.6606,202.606,185.8261,239.0351,257.3121,258.4973,258.4973,315.9481,759.3982,433.8154,441.6411,351.6287,359.4884,359.4884,364.2292,391.9877,598.8354,710.1574,793.5817,710.4933,515.747,711.7409,736.8795,942.6044,300.1603,348.9196,653.0513,661.944,0,0,0,0,0,0,0,0,0,0,0,201.51,155.88,143.28,0,0,110.97,460.71,0,,59,32716460.17,1660015639,1345798.585,437.5258,1435.4522,0.9,
1,0,0,0,0,0,0,0,90,166.41,338.31,251.1843,195.8153,261.5846,225.7142,253.6891,186.7468,186.7468,204.594,200.5799,183.9679,236.6448,254.739,255.9123,255.9123,312.7886,751.8042,429.4773,437.2247,348.1124,355.8935,355.8935,360.5869,388.0678,592.8471,703.0558,785.6459,703.3884,510.5895,704.6235,729.5107,933.1784,300.0687,348.0616,651.9592,661.6603,0,0,0,0,0,0,0,0,0,0,0,201.51,155.88,143.28,0,0,110.97,460.71,0,,60,32452259.56,1627299179,1319274.88,436.5258,1432.1714,0.9,
1,0,0,0,0,0,0,0,90,166.41,338.31,248.6725,193.8572,258.9687,223.457,251.1523,184.8794,184.8794,202.5481,198.5741,182.1282,234.2783,252.1916,253.3532,253.3532,309.6607,744.2862,425.1825,432.8525,344.6313,352.3346,352.3346,356.981,384.1871,586.9186,696.0253,777.7894,696.3545,505.4837,697.5772,722.2156,923.8466,299.9771,347.2036,650.8672,661.3767,0,0,0,0,0,0,0,0,0,0,0,201.51,155.88,143.28,0,0,110.97,460.71,0,,61,32190677.73,1594846919,1292965.366,435.5258,1428.8906,0.9,
1,0,0,0,0,0,0,0,90,90,315.09,246.1857,191.9186,256.3791,221.2225,248.6407,183.0306,183.0306,200.5226,196.5884,180.3069,231.9356,249.6697,250.8197,250.8197,306.5641,736.8433,420.9307,428.524,341.185,348.8112,348.8112,353.4112,380.3453,581.0494,689.065,770.0115,689.3909,500.4288,690.6015,714.9934,914.6081,299.8855,346.3456,649.7751,661.093,0,0,0,0,0,0,0,0,0,0,0,169.65,143.01,133.65,0,0,101.97,445.59,0,,62,31514182.8,1562656242,1266867.92,434.5258,1425.6097,0.9,
1,0,0,0,0,0,0,0,90,90,315.09,243.7239,189.9994,253.8153,219.0102,246.1543,181.2003,181.2003,198.5174,194.6225,178.5038,229.6162,247.173,248.3115,248.3115,303.4985,729.4749,416.7214,424.2387,337.7731,345.3231,345.3231,349.8771,376.5418,575.2389,682.1744,762.3114,682.497,495.4245,683.6954,707.8435,905.462,299.7939,345.4876,648.683,660.8094,0,0,0,0,0,0,0,0,0,0,0,169.65,143.01,133.65,0,0,101.97,445.59,0,,63,31257760.25,1531142059,1241318.918,433.5258,1422.3289,0.9,
1,0,0,0,0,0,0,0,0,0,315.09,241.2866,188.0994,251.2771,216.8201,243.6928,179.3883,179.3883,196.5322,192.6763,176.7188,227.32,244.7012,245.8284,245.8284,300.4635,722.1801,412.5542,419.9963,334.3954,341.8699,341.8699,346.3783,372.7764,569.4865,675.3526,754.6883,675.6721,490.4703,676.8585,700.7651,896.4074,299.7023,344.6296,647.5909,660.5257,0,0,0,0,0,0,0,0,0,0,0,169.65,143.01,133.65,0,0,101.97,445.59,0,,64,30611793.7,1499884299,1215977.801,432.5258,1419.048,0.9,
1,0,0,0,0,0,0,0,0,0,315.09,238.8738,186.2184,248.7643,214.6519,241.2559,177.5944,177.5944,194.5669,190.7495,174.9516,225.0468,242.2542,243.3701,243.3701,297.4588,714.9583,408.4286,415.7964,331.0514,338.4512,338.4512,342.9145,369.0486,563.7917,668.5991,747.1414,668.9153,485.5656,670.0899,693.7574,887.4433,299.6107,343.7716,646.4989,660.2421,0,0,0,0,0,0,0,0,0,0,0,169.65,143.01,133.65,0,0,101.97,445.59,0,,65,30360427.75,1469272505,1191160.379,431.5258,1415.7672,0.9,
1,0,0,0,0,0,0,0,0,0,209.07,236.485,184.3563,246.2767,212.5054,238.8433,175.8184,175.8184,192.6212,188.842,173.2021,222.7964,239.8317,240.9364,240.9364,294.4842,707.8087,404.3443,411.6384,327.7409,335.0667,335.0667,339.4854,365.3581,558.1538,661.9131,739.67,662.2262,480.7099,663.389,686.8198,878.5689,299.519,342.9136,645.4068,659.9584,0,0,0,0,0,0,0,0,0,0,0,126.36,129.15,121.86,0,0,88.83,423.99,0,,66,29619657.45,1438912077,1166546.743,430.5258,1412.4864,0.9,
1,0,0,0,0,0,0,0,0,0,209.07,234.1202,182.5127,243.8139,210.3804,236.4549,174.0602,174.0602,190.695,186.9536,171.4701,220.5684,237.4334,238.527,238.527,291.5394,700.7306,400.3009,407.522,324.4635,331.716,331.716,336.0905,361.7046,552.5722,655.294,732.2733,655.6039,475.9028,656.7551,679.9516,869.7832,299.4274,342.0556,644.3147,659.6748,0,0,0,0,0,0,0,0,0,0,0,126.36,129.15,121.86,0,0,88.83,423.99,0,,67,29373247.47,1409292420,1142533.661,429.5258,1409.2055,0.9,
1,0,0,0,0,0,0,0,0,0,194.4351,231.779,180.6876,241.3758,208.2766,234.0903,172.3196,172.3196,188.788,185.0841,169.7554,218.3627,235.059,236.1417,236.1417,288.624,693.7233,396.2979,403.4468,321.2189,328.3989,328.3989,332.7296,358.0875,547.0465,648.741,724.9506,649.0479,471.1438,650.1876,673.1521,861.0854,299.3358,341.1976,643.2226,659.3911,0,0,0,0,0,0,0,0,0,0,0,126.36,129.15,121.86,0,0,88.83,423.99,0,,68,29097568.94,1379919172,1118720.346,428.5258,1405.9247,0.9,
1,0,0,0,0,0,0,0,0,0,194.4351,229.4612,178.8807,238.962,206.1938,231.7494,170.5965,170.5965,186.9001,183.2332,168.0578,216.1791,232.7085,233.7803,233.7803,285.7378,686.7861,392.3349,399.4123,318.0067,325.1149,325.1149,329.4023,354.5066,541.576,642.2536,717.7011,642.5574,466.4324,643.6857,666.4206,852.4745,299.2442,340.3396,642.1306,659.1075,0,0,0,0,0,0,0,0,0,0,0,126.36,129.15,121.86,0,0,88.83,423.99,0,,69,28856016.31,1350821603,1095130.528,427.5258,1402.6438,0.9,
1,0,0,0,0,0,0,0,0,0,180.8246,227.1666,177.0919,236.5724,204.1319,229.4319,168.8905,168.8905,185.0311,181.4009,166.3772,214.0173,230.3814,231.4425,231.4425,282.8804,679.9182,388.4116,395.4182,314.8266,321.8637,321.8637,326.1083,350.9616,536.1603,635.8311,710.5241,636.1318,461.768,637.2488,659.7564,843.9498,299.1526,339.4816,641.0385,658.8238,0,0,0,0,0,0,0,0,0,0,0,93.69,113.4,112.32,0,0,82.08,408.42,0,,70,28402484.23,1321965587,1071736.54,426.5258,1399.363,0.9,
1,0,0,0,0,0,0,0,0,0,180.8246,224.8949,175.321,234.2067,202.0905,227.1376,167.2016,167.2016,183.1808,179.5869,164.7135,211.8771,228.0776,229.1281,229.1281,280.0516,673.1191,384.5274,391.464,311.6783,318.6451,318.6451,322.8472,347.452,530.7987,629.4728,703.4188,629.7705,457.1504,630.8763,653.1588,835.5103,299.061,338.6236,639.9464,658.5402,0,0,0,0,0,0,0,0,0,0,0,93.69,113.4,112.32,0,0,82.08,408.42,0,,71,28165692.29,1293563103,1048710.237,425.5258,1396.0822,0.9,
1,0,0,0,0,0,0,0,0,0,168.1669,222.646,173.5678,231.8646,200.0696,224.8662,165.5296,165.5296,181.349,177.791,163.0663,209.7584,225.7968,226.8368,226.8368,277.2511,666.3879,380.6822,387.5494,308.5616,315.4586,315.4586,319.6188,343.9774,525.4907,623.1781,696.3846,623.4728,452.5789,624.5676,646.6272,827.1552,298.9693,337.7656,638.8543,658.2565,0,0,0,0,0,0,0,0,0,0,0,93.69,113.4,112.32,0,0,82.08,408.42,0,,72,27903819.56,1265397410,1025875.904,424.5258,1392.8013,0.9,
1,0,0,0,0,0,0,0,0,0,168.1669,220.4195,171.8321,229.546,198.0689,222.6176,163.8743,163.8743,179.5355,176.0131,161.4357,207.6608,223.5388,224.5684,224.5684,274.4786,659.724,376.8754,383.6739,305.4759,312.304,312.304,316.4226,340.5377,520.2358,616.9463,689.4208,617.2381,448.0531,618.3219,640.161,818.8836,298.8777,336.9076,637.7623,657.9729,0,0,0,0,0,0,0,0,0,0,0,93.69,113.4,112.32,0,0,82.08,408.42,0,,73,27671693.58,1237493591,1003253.876,423.5258,1389.5205,0.9,
1,0,0,0,0,0,0,0,0,0,156.3952,218.2153,170.1138,227.2505,196.0882,220.3914,162.2355,162.2355,177.7402,174.253,159.8213,205.5842,221.3034,222.3228,222.3228,271.7338,653.1268,373.1066,379.8371,302.4212,309.181,309.181,313.2583,337.1323,515.0334,610.7768,682.5266,611.0657,443.5725,612.1387,633.7594,810.6948,298.7861,336.0496,636.6702,657.6892,0,0,0,0,0,0,0,0,0,0,0,54.99,94.23,102.42,0,0,75.15,392.94,0,,74,27216224.93,1209821897,980820.0354,422.5258,1386.2396,0.9,
1,0,0,0,0,0,0,0,0,0,156.3952,216.0332,168.4126,224.978,194.1274,218.1875,160.6132,160.6132,175.9628,172.5104,158.2231,203.5283,219.0904,220.0995,220.0995,269.0164,646.5955,369.3755,376.0388,299.397,306.0892,306.0892,310.1258,333.761,509.8831,604.669,675.7013,604.955,439.1368,606.0173,627.4218,802.5878,298.6945,335.1916,635.5781,657.4055,0,0,0,0,0,0,0,0,0,0,0,54.99,94.23,102.42,0,0,75.15,392.94,0,,75,26988672.04,1182605672,958755.4499,421.5258,1382.9588,0.9,
1,0,0,0,0,0,0,0,0,0,145.4476,213.8728,166.7285,222.7282,192.1861,216.0056,159.007,159.007,174.2031,170.7853,156.6409,201.493,216.8995,217.8985,217.8985,266.3263,640.1295,365.6818,372.2784,296.403,303.0283,303.0283,307.0245,330.4234,504.7843,598.6224,668.9443,598.9055,434.7454,599.9571,621.1475,794.562,298.6029,334.3336,634.486,657.1219,0,0,0,0,0,0,0,0,0,0,0,54.99,94.23,102.42,0,0,75.15,392.94,0,,76,26739651.16,1155617000,936875.3448,420.5258,1379.678,0.9,
1,0,0,0,0,0,0,0,0,0,137.3671,199.9711,155.8911,208.2509,179.694,201.9652,148.6716,148.6716,162.8799,159.6843,146.4592,188.396,202.801,203.7351,203.7351,249.0151,598.5211,341.9125,348.0803,277.1368,283.3315,283.3315,287.0679,308.9458,471.9733,559.7119,625.4629,559.9766,406.487,560.9599,580.773,742.9154,281.9273,314.9492,598.2054,620.3472,0,0,0,0,0,0,0,0,0,0,0,51.935,88.995,96.73,0,0,70.975,371.11,0,,77,25043437.01,1128877349,915197.1245,419.5258,1376.3971,0.85,
1,0,0,0,0,0,0,0,0,0,0,197.9714,154.3322,206.1684,177.8971,199.9456,147.1849,147.1849,161.2511,158.0874,144.9946,186.512,200.773,201.6978,201.6978,246.5249,592.5359,338.4933,344.5995,274.3654,280.4981,280.4981,284.1972,305.8564,467.2535,554.1148,619.2083,554.3769,402.4221,555.3503,574.9652,735.4863,281.202,313.6403,596.0741,618.6971,0,0,0,0,0,0,0,0,0,0,0,21.08,56.1,87.04,0,0,64.26,356.405,0,,78,24333724.02,1103833912,894894.0494,418.5258,1373.1163,0.85,
1,0,0,0,0,0,0,0,0,0,0,195.9917,152.7889,204.1067,176.1181,197.9461,145.713,145.713,159.6386,156.5066,143.5447,184.6469,198.7653,199.6808,199.6808,244.0597,586.6105,335.1084,341.1535,271.6218,277.6932,277.6932,281.3553,302.7978,462.581,548.5736,613.0162,548.8331,398.3979,549.7968,569.2156,728.1314,280.4767,312.3314,593.9428,617.047,0,0,0,0,0,0,0,0,0,0,0,21.08,56.1,87.04,0,0,64.26,356.405,0,,79,24123325.65,1079500188,875166.3489,417.5258,1369.8354,0.85,
1,0,0,0,0,0,0,0,0,0,0,194.0318,151.261,202.0656,174.3569,195.9667,144.2559,144.2559,158.0422,154.9415,142.1092,182.8005,196.7776,197.684,197.684,241.6191,580.7444,331.7573,337.742,268.9056,274.9162,274.9162,278.5417,299.7698,457.9552,543.0879,606.886,543.3448,394.4139,544.2988,563.5234,720.8501,279.7513,311.0226,591.8115,615.3969,0,0,0,0,0,0,0,0,0,0,0,21.08,56.1,87.04,0,0,64.26,356.405,0,,80,23914970.64,1055376862,855609.2214,416.5258,1366.5546,0.85,
