Seg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,,,,,,,,,
DLX,1948.3,1948.3,1912.3,1883.7,2028.4,2269.5,2038.2,2047.6,2308.9,2166.7,2560,1914.3,1674.9,1301.1,1502.1,1731,1545.3,1234.3,1259.1,1622.8,1768.4,1779.4,1999.8,1721.2,2223.6,2217.4,3033.4,2953.4,2920.8,3812.1,2044.7,1909.4,1888.8,2022.8,3075.2,1724.3,2050,2185.1,1225.4,1548.1,1939.7,2500,1350,700,600,9.9,9.9,2037.6,1829.2,1797.7,1498.1,2425.9,1170.1,1616.4,1456,1645.9,1643.5,1232.1,1362.5,9.9,9.9,5522.1,3950.6,9.9,,,,,,,,,
ELWS,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,466.489,,,,,,,,,
PHIO,2.237,2.4435,1.309,2.0944,1.6581,1.2217,1.7453,1.5708,1.3963,0.8727,0.733,1.1345,1.0472,0.8727,0.74,0.6981,0.1745,0.535,6.0214,0.3491,0.903,0.6981,0.2618,5.4105,6.1087,0.404,0.948,0.5236,1.309,1.696,0.8727,1.907,1.946,1.7453,1.5708,0.7854,5.5851,5.793,5.5851,0.0873,1.5708,0.6981,5.5851,0.0873,0.4363,0,1.689,1.8,1.317,1.33,0.957,1.022,0.5236,1.3963,0.4363,0.6981,5.9341,0.1745,6.1087,0,0.745,5.9341,0.7854,0,,,,,,,,,
FRICT,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,,,,,,,,,
LAYERH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K,Area,Volume (m^3),Volume(af),Bottom Elevation(m),Bottom Elevation(ft),mult,
1,0,0,0,0,0,0,0,0,0,0,192.0914,149.7484,200.045,172.6133,194.007,142.8133,142.8133,156.4618,153.3921,140.6881,180.9724,194.8098,195.7072,195.7072,239.2029,574.937,328.4397,334.3645,266.2165,272.1671,272.1671,275.7563,296.7721,453.3756,537.657,600.8172,537.9113,390.4698,538.8558,557.8882,713.6416,279.026,309.7137,589.6802,613.7467,0,0,0,0,0,0,0,0,0,0,0,21.08,56.1,87.04,0,0,64.26,356.405,0,,81,23708638.56,1031461892,836221.0103,415.5258,1363.2738,0.85,
1,0,0,0,0,0,0,0,0,0,0,190.1705,148.2509,198.0445,170.8872,192.0669,141.3852,141.3852,154.8972,151.8582,139.2812,179.1627,192.8618,193.7501,193.7501,236.8109,569.1876,325.1553,331.0209,263.5543,269.4454,269.4454,272.9987,293.8044,448.8419,532.2804,594.809,532.5322,386.5651,533.4673,552.3093,706.5052,278.3007,308.4049,587.5489,612.0966,0,0,0,0,0,0,0,0,0,0,0,0,11.39,68.51,0,0,54.57,339.065,0,,82,23267317.32,1007753253,817000.0756,414.5258,1359.9929,0.85,
1,0,0,0,0,0,0,0,0,0,0,188.2688,146.7684,196.0641,169.1783,190.1463,139.9713,139.9713,153.3482,150.3396,137.8884,177.3711,190.9331,191.8126,191.8126,234.4427,563.4957,321.9038,327.7107,260.9188,266.7509,266.7509,270.2687,290.8664,444.3535,526.9576,588.8609,527.2069,382.6994,522.7979,541.2631,699.4401,277.5754,307.096,585.4176,610.4465,0,0,0,0,0,0,0,0,0,0,0,0,11.39,68.51,0,0,54.57,339.065,0,,83,23049883.2,984485935.9,798136.9264,413.5258,1356.7121,0.85,
1,0,0,0,0,0,0,0,0,0,0,186.3861,145.3007,194.1034,167.4865,188.2448,138.5716,138.5716,151.8148,148.8362,136.5096,175.5974,189.0238,189.8945,189.8945,232.0983,557.8608,318.6848,324.4336,258.3096,264.0834,264.0834,267.5661,287.9577,439.9099,521.6881,582.9723,521.9348,378.8724,512.342,530.4378,692.4457,276.8501,305.7871,583.2863,608.7964,0,0,0,0,0,0,0,0,0,0,0,0,11.39,68.51,0,0,54.57,339.065,0,,84,22834864.55,961436052.7,779450.0541,412.5258,1353.4312,0.85,
1,0,0,0,0,0,0,0,0,0,0,184.5223,143.8477,192.1624,165.8117,186.3623,137.1859,137.1859,150.2966,147.3478,135.1445,173.8414,187.1336,187.9955,187.9955,229.7773,552.2822,315.4979,321.1892,255.7265,261.4426,261.4426,264.8904,285.0781,435.5108,516.4712,577.1426,516.7155,375.0837,502.0951,519.8291,685.5213,276.1247,304.4783,581.155,607.1463,0,0,0,0,0,0,0,0,0,0,0,0,11.39,68.51,0,0,54.57,339.065,0,,85,22622231.17,938601188.2,760937.5005,411.5258,1350.1504,0.85,
1,0,0,0,0,0,0,0,0,0,0,182.677,142.4093,190.2408,164.1536,184.4987,135.8141,135.8141,148.7936,145.8744,133.793,172.103,185.2622,186.1156,186.1156,227.4796,546.7594,312.3429,317.9774,253.1693,258.8282,258.8282,262.2415,282.2274,431.1557,511.3065,571.3712,511.5483,371.3329,492.0532,509.4325,678.6661,275.3994,303.1694,579.0237,605.4961,0,0,0,0,0,0,0,0,0,0,0,0,0,48.025,0,0,49.47,338.3818,0,,86,22339147.05,915978957,742597.3319,410.5258,1346.8696,0.85,
1,0,0,0,0,0,0,0,0,0,0,180.8503,140.9852,188.3384,162.512,182.6537,134.4559,134.4559,147.3057,144.4156,132.4551,170.382,183.4096,184.2544,184.2544,225.2048,541.2918,309.2195,314.7976,250.6376,256.2399,256.2399,259.6191,279.4051,426.8442,506.1934,565.6575,506.4328,367.6195,482.2122,499.2439,671.8794,274.6741,301.8606,576.8923,603.846,0,0,0,0,0,0,0,0,0,0,0,0,0,48.025,0,0,49.47,337.6986,0,,87,22128496.24,893639810,724486.6637,409.5258,1343.5887,0.85,
1,0,0,0,0,0,0,0,0,0,0,179.0418,139.5753,186.455,160.8869,180.8272,133.1114,133.1114,145.8326,142.9715,131.1305,168.6781,181.5755,182.4119,182.4119,222.9527,535.8788,306.1273,311.6496,248.1312,253.6775,253.6775,257.0229,276.611,422.5757,501.1315,560.0009,501.3685,363.9433,472.5679,489.259,665.1606,273.9488,300.5517,574.761,602.1959,0,0,0,0,0,0,0,0,0,0,0,0,0,48.025,0,0,49.47,337.0154,0,,88,21920142.64,871511313.7,706546.7731,408.5258,1340.3079,0.85,
1,0,0,0,0,0,0,0,0,0,0,177.2514,138.1796,184.5904,159.278,179.0189,131.7802,131.7802,144.3743,141.5417,129.8192,166.9914,179.7598,180.5877,180.5877,220.7232,530.5201,303.066,308.5331,245.6499,251.1407,251.1407,254.4527,273.8449,418.35,496.1202,554.4009,496.3548,360.3039,463.1166,479.4738,658.509,273.2235,299.2429,572.6297,600.5458,0,0,0,0,0,0,0,0,0,0,0,0,0,48.025,0,0,49.47,336.3321,0,,89,21714057.73,849591171.1,688775.7978,407.5258,1337.027,0.85,
1,0,0,0,0,0,0,0,0,0,0,175.4788,136.7978,182.7445,157.6853,177.2287,130.4624,130.4624,142.9306,140.1263,128.521,165.3215,177.9622,178.7819,178.7819,218.516,525.2149,300.0354,305.4478,243.1934,248.6293,248.6293,251.9081,271.1065,414.1665,491.159,548.8569,491.3913,356.7009,453.8542,469.8843,651.9239,272.4982,297.934,570.4984,598.8957,0,0,0,0,0,0,0,0,0,0,0,0,0,32.385,0,0,44.03,335.6489,0,,90,21458863.62,827877113.3,671171.8985,406.5258,1333.7462,0.85,
1,0,0,0,0,0,0,0,0,0,0,173.724,135.4298,180.9171,156.1084,175.4564,129.1578,129.1578,141.5013,138.7251,127.2358,163.6682,176.1825,176.994,176.994,216.3308,519.9627,297.035,302.3933,240.7614,246.143,246.143,249.389,268.3954,410.0248,486.2474,543.3683,486.4774,353.1339,444.7772,460.4866,645.4047,271.7728,296.6251,568.3671,597.2455,0,0,0,0,0,0,0,0,0,0,0,0,0,32.385,0,0,44.03,334.9657,0,,91,21257232.03,806418249.7,653774.8887,405.5258,1330.4654,0.85,
1,0,0,0,0,0,0,0,0,0,0,171.9868,134.0755,179.1079,154.5473,173.7019,127.8662,127.8662,140.0863,137.3378,125.9635,162.0316,174.4207,175.2241,175.2241,214.1675,514.7631,294.0647,299.3694,238.3538,243.6816,243.6816,246.8952,265.7115,405.9246,481.3849,537.9346,481.6126,349.6025,435.8816,451.2769,638.9506,271.0475,295.3163,566.2358,595.5954,0,0,0,0,0,0,0,0,0,0,0,0,0,32.385,0,0,44.03,334.2825,0,,92,21057785.85,785161017.7,636541.3446,404.5258,1327.1845,0.85,
1,0,0,0,0,0,0,0,0,0,0,170.2669,132.7347,177.3168,153.0018,171.9649,126.5876,126.5876,138.6854,135.9644,124.7038,160.4112,172.6765,173.4719,173.4719,212.0258,509.6155,291.124,296.3757,235.9703,241.2448,241.2448,244.4262,263.0543,401.8653,476.571,532.5553,476.7965,346.1065,427.164,442.2514,632.5611,270.3222,294.0074,564.1045,593.9453,0,0,0,0,0,0,0,0,0,0,0,0,0,32.385,0,0,44.03,333.5993,0,,93,20860498.1,764103231.8,619469.4943,403.5258,1323.9037,0.85,
1,0,0,0,0,0,0,0,0,0,0,168.5643,131.4074,175.5437,151.4718,170.2452,125.3217,125.3217,137.2985,134.6048,123.4568,158.8071,170.9497,171.7371,171.7371,209.9056,504.5193,288.2128,293.4119,233.6106,238.8323,238.8323,241.9819,260.4238,397.8467,471.8053,527.2297,472.0285,342.6454,418.6207,433.4063,626.2355,269.5969,292.6986,561.9732,592.2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3583,332.9161,0,,94,20617508.6,743242733.7,602557.5881,402.5258,1320.6228,0.85,
1,0,0,0,0,0,0,0,0,0,0,0,85,96.3032,149.9571,168.5428,124.0685,124.0685,135.9256,133.2587,122.2222,157.2191,169.2402,170.0198,170.0198,207.8065,499.4741,285.3307,290.4778,231.2745,236.444,236.444,239.5621,257.8196,393.8682,467.0873,521.9574,467.3082,339.219,410.2483,424.7382,619.9732,268.8716,291.3897,559.8419,590.6451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6867,332.2329,0,,95,19777438.19,722625225.1,585842.6769,401.5258,1317.342,0.85,
1,0,0,0,0,0,0,0,0,0,0,0,0,86.6729,148.4575,166.8573,122.8278,122.8278,134.5663,131.9262,121,155.6469,167.5478,168.3196,168.3196,205.7284,494.4794,282.4773,287.573,228.9617,234.0796,234.0796,237.1665,255.2414,389.9295,462.4164,516.7378,462.6351,335.8268,402.0433,416.2435,613.7734,260.8931,276.9923,536.3975,572.4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.015,331.5496,0,,96,19352963.99,702847787,569808.823,400.5258,1314.0612,0.85,
1,0,0,0,0,0,0,0,0,0,0,0,0,86.6729,146.973,165.1888,121.5995,121.5995,133.2206,130.6069,119.79,154.0904,165.8724,166.6364,166.6364,203.6712,489.5346,279.6526,284.6973,226.6721,231.7388,231.7388,234.7948,252.6889,386.0302,457.7922,511.5705,458.0088,332.4685,394.0025,407.9186,607.6357,260.8931,276.9923,536.3975,572.4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3433,330.8664,0,,97,19175977.19,683494823,554119.0963,399.5258,1310.7803,0.85,
1,0,0,0,0,0,0,0,0,0,0,0,0,78.0056,145.5032,163.5369,120.3835,120.3835,131.8884,129.3008,118.5921,152.5495,164.2136,164.97,164.97,201.6344,484.6392,276.856,281.8503,224.4054,229.4214,229.4214,232.4469,250.1621,382.1699,453.2143,506.4548,453.4287,329.1438,386.1224,399.7602,601.5593,260.8931,276.9923,536.3975,572.4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6717,330.1832,0,,98,18986406.75,664318845.8,538572.8555,398.5258,1307.4995,0.85,
1,0,0,0,0,0,0,0,0,0,0,0,0,78.0056,144.0482,161.9015,119.1797,119.1797,130.5695,128.0078,117.4062,151.024,162.5715,163.3203,163.3203,199.6181,479.7928,274.0875,279.0318,222.1613,227.1272,227.1272,230.1224,247.6604,378.3482,448.6822,501.3902,448.8944,325.8524,378.4,391.765,595.5437,260.8931,276.9923,536.3975,572.4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,329.5,0,,99,18813262.46,645332439,523180.3021,397.5258,1304.2186,0.85,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,142.6077,160.2825,117.9879,117.9879,129.2639,126.7277,116.2321,149.5138,160.9458,161.6871,161.6871,197.6219,474.9949,271.3466,276.2415,219.9397,224.8559,224.8559,227.8212,245.1838,374.5647,444.1954,496.3763,444.4055,322.5939,370.832,383.9297,589.5883,260.8931,276.9923,536.3975,572.4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,280.075,0,,100,18289369.44,626519176.6,507928.1193,396.5258,1300.9378,0.85,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,141.1816,158.6797,116.808,116.808,127.9712,125.4605,115.0698,148.0186,159.3363,160.0702,160.0702,195.6457,470.245,268.6331,273.4791,217.7403,222.6073,222.6073,225.543,242.732,370.8191,439.7534,491.4125,439.9614,319.3679,363.4153,376.2511,583.6924,260.8931,276.9923,536.3975,572.4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,280.075,0,,101,18126381.57,608229807.1,493100.6641,395.5258,1297.657,0.85,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.4313,116.4576,116.4576,127.5873,125.0841,114.7246,147.5746,158.8583,159.59,159.59,195.0588,468.8342,267.8272,272.6586,217.0871,221.9395,221.9395,224.8664,242.0038,369.7066,438.4341,489.9383,438.6415,318.4098,362.3251,375.1224,581.9413,260.1104,276.1613,534.7883,570.7763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.898,279.2348,0,,102,17773542.3,590103425.6,478405.3455,394.5258,1294.3761,1,0.997
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.4313,116.1082,116.1082,127.2045,124.7088,114.3804,147.1318,158.3817,159.1113,159.1113,194.4736,467.4277,267.0238,271.8407,216.4359,221.2737,221.2737,224.1918,241.2778,368.5975,437.1188,488.4685,437.3256,317.4546,361.2381,373.997,580.1955,259.33,275.3328,533.184,569.0639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7963,278.3971,0,,103,17720588.63,572329883.3,463996.0788,393.5258,1291.0953,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.7599,115.7599,126.8229,124.3347,114.0373,146.6904,157.9066,158.6339,158.6339,193.8902,466.0254,266.2227,271.0251,215.7865,220.6099,220.6099,223.5192,240.554,367.4917,435.8075,487.0031,436.0136,316.5022,360.1544,372.875,578.4549,258.5521,274.5068,531.5844,567.3567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6949,277.5619,0,,104,17545475.91,554609294.6,449629.7424,392.5258,1287.8144,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.4126,115.4126,126.4425,123.9617,113.6952,146.2504,157.4329,158.158,158.158,193.3085,464.6274,265.424,270.2121,215.1392,219.948,219.948,222.8486,239.8323,366.3892,434.5001,485.5421,434.7056,315.5527,359.0739,371.7564,576.7196,257.7764,273.6833,529.9897,565.6547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5938,276.7292,0,,105,17492839.49,537063818.7,435405.3724,391.5258,1284.5336,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0664,115.0664,126.0631,123.5898,113.3541,145.8116,156.9606,157.6835,157.6835,192.7286,463.2335,264.6278,269.4014,214.4938,219.2882,219.2882,222.1801,239.1128,365.2901,433.1966,484.0855,433.4015,314.6061,357.9967,370.6411,574.9894,257.0031,272.8622,528.3997,563.9577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4931,275.899,0,,106,17440360.97,519570979.2,421223.6755,390.5258,1281.2528,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.7212,114.7212,125.6849,123.219,113.014,145.3742,156.4897,157.2105,157.2105,192.1504,461.8438,263.8339,268.5932,213.8503,218.6303,218.6303,221.5135,238.3955,364.1942,431.897,482.6332,432.1012,313.6623,356.9227,369.5292,573.2644,256.2321,272.0436,526.8145,562.2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3926,275.0713,0,,107,17388039.88,502130618.3,407084.5237,389.5258,1277.9719,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.377,114.377,125.3079,122.8494,112.675,144.9381,156.0202,156.7389,156.7389,191.5739,460.4582,263.0424,267.7874,213.2087,217.9744,217.9744,220.849,237.6803,363.1016,430.6013,481.1853,430.8049,312.7213,355.8519,368.4206,571.5446,255.4634,271.2275,525.2341,560.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2924,274.2461,0,,108,17335875.76,484742578.4,392987.7893,388.5258,1274.6911,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0339,114.0339,124.932,122.4808,112.3369,144.5033,155.5522,156.2687,156.2687,190.9992,459.0769,262.2532,266.9841,212.5691,217.3205,217.3205,220.1865,236.9672,362.0123,429.3095,479.7417,429.5125,311.7831,354.7844,367.3153,569.83,254.697,270.4138,523.6584,558.8973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.1925,273.4234,0,,109,17283868.14,467406702.6,378933.3452,387.5258,1271.4102,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.6918,113.6918,124.5572,122.1134,111.9999,144.0697,155.0855,155.7998,155.7998,190.4262,457.6996,261.4665,266.1831,211.9314,216.6686,216.6686,219.5259,236.2563,360.9263,428.0216,478.3025,428.224,310.8478,353.72,366.2134,568.1205,253.9329,269.6026,522.0874,557.2206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0929,272.6031,0,,110,17232016.53,450122834.5,364921.0644,386.5258,1268.1294,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.3507,113.3507,124.1835,121.7471,111.6639,143.6375,154.6203,155.3324,155.3324,189.8549,456.3265,260.6821,265.3846,211.2956,216.0186,216.0186,218.8673,235.5476,359.8435,426.7375,476.8676,426.9393,309.9152,352.6589,365.1147,566.4162,253.1711,268.7938,520.5211,555.5489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9937,271.7853,0,,111,17180320.48,432890817.9,350950.8204,385.5258,1264.8486,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0107,113.0107,123.8109,121.3818,111.3289,143.2066,154.1564,154.8664,154.8664,189.2854,454.9576,259.9,264.5884,210.6617,215.3705,215.3705,218.2107,234.8409,358.764,425.4573,475.437,425.6585,308.9855,351.6009,364.0194,564.7169,252.4116,267.9874,518.9595,553.8823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8947,270.9699,0,,112,17128779.52,415710497.5,337022.4872,384.5258,1261.5677,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.6716,112.6716,123.4395,121.0177,110.995,142.777,153.6939,154.4018,154.4018,188.7175,453.5927,259.1203,263.7947,210.0297,214.7244,214.7244,217.5561,234.1364,357.6877,424.1809,474.0107,424.3815,308.0585,350.5461,362.9273,563.0228,251.6543,267.1834,517.4027,552.2206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.796,270.157,0,,113,17077393.18,398581717.9,323135.9389,383.5258,1258.2869,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.597,120.6546,110.662,142.3487,153.2328,153.9386,153.9386,188.1514,452.2319,258.343,263.0033,209.3996,214.0802,214.0802,216.9034,233.434,356.6146,422.9084,472.5887,423.1084,307.1343,349.4945,361.8386,561.3337,250.8994,266.3819,515.8505,550.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,269.3465,0,,114,16614254.27,381504324.8,309291.0503,382.5258,1255.006,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.597,120.2926,110.33,141.9216,152.7731,153.4768,153.4768,187.5869,450.8752,257.5679,262.2143,208.7714,213.438,213.438,216.2527,232.7337,355.5448,421.6396,471.1709,421.8391,306.2129,348.446,360.753,559.6497,250.1467,265.5827,514.3029,548.9123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,268.5385,0,,115,16565277.29,364890070.5,295821.6351,381.5258,1251.7252,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.6373,119.9318,109.999,141.4959,152.3148,153.0164,153.0164,187.0241,449.5226,256.7952,261.4276,208.1451,212.7977,212.7977,215.6039,232.0355,354.4781,420.3747,469.7574,420.5735,305.2943,347.4006,359.6708,557.9707,249.3962,264.786,512.76,547.2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,267.7329,0,,116,16504153.99,348324793.2,282391.9263,380.5258,1248.4444,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.6373,119.572,109.669,141.0714,151.8579,152.5573,152.5573,186.4631,448.174,256.0249,260.6433,207.5207,212.1593,212.1593,214.9571,231.3394,353.4147,419.1136,468.3481,419.3118,304.3784,346.3584,358.5918,556.2968,248.6481,263.9916,511.2217,545.6238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,266.9297,0,,117,16455470.43,331820639.2,269011.7709,379.5258,1245.1635,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8327,140.6482,151.4023,152.0997,152.0997,185.9037,446.8295,255.2568,259.8614,206.8981,211.5228,211.5228,214.3123,230.6454,309.4471,366.9725,410.0819,367.1461,266.5113,303.2687,313.9801,554.6279,247.9021,263.1997,509.6881,543.9869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,266.1289,0,,118,15461069.78,315365168.8,255671.0841,378.5258,1241.8827,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8327,140.2262,150.9481,151.6434,151.6434,185.346,445.489,254.491,259.0818,206.2774,210.8882,210.8882,213.6693,229.9534,303.2582,359.6331,401.8803,359.8032,261.1811,297.2033,307.7005,552.9641,247.1584,262.4101,508.159,542.3549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,265.3305,0,,119,15336473.98,299904099,243136.5721,377.5258,1238.6018,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.8055,150.4953,151.1884,151.1884,184.7899,444.1525,253.7275,258.3046,205.6586,210.2556,210.2556,213.0283,229.2636,297.193,352.4404,393.8427,352.6071,255.9575,291.2593,301.5465,551.3052,246.4169,261.6228,506.6345,540.7279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,264.5345,0,,120,15076167.84,284567625,230703.0718,376.5258,1235.321,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.3861,150.0438,150.7349,150.7349,184.2356,442.8201,252.9664,257.5297,205.0416,209.6248,209.6248,212.3892,228.5758,291.2492,345.3916,385.9658,345.555,250.8383,285.4341,295.5156,549.6512,245.6777,260.838,505.1146,539.1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,263.7409,0,,121,14955447,269491457.2,218480.6054,375.5258,1232.0402,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.267,128.3864,150.2827,150.2827,183.6829,441.4916,252.2075,256.7571,204.4265,208.9959,208.9959,211.7521,227.89,285.4242,338.4838,378.2465,338.6439,245.8216,279.7254,289.6053,548.0023,244.9406,260.0554,503.5993,537.4884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,262.9497,0,,122,14764032.78,254536010.2,206356.0092,374.5258,1228.7593,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.267,128.3864,149.8318,149.8318,183.1318,440.1672,251.4508,255.9868,203.8132,208.3689,208.3689,211.1168,227.2064,279.7157,331.7141,370.6816,331.871,240.9051,274.1309,283.8132,546.3583,244.2058,259.2753,502.0885,535.8759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,262.1608,0,,123,14648575.61,239771977.4,194386.5952,373.5258,1225.4785,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.689,124.5348,149.3823,149.3823,182.5824,438.8466,250.6965,255.2188,203.2018,207.7438,207.7438,210.4835,226.5248,274.1214,325.0798,363.2679,325.2336,236.087,268.6483,278.1369,544.7192,243.4732,258.4975,500.5822,534.2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,261.3744,0,,124,14521743.54,225123401.8,182510.784,372.5258,1222.1976,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.689,124.5348,148.9342,148.9342,182.0347,437.5301,249.9444,254.4532,202.5922,207.1206,207.1206,209.852,225.8452,268.6389,318.5782,356.0026,318.7289,231.3653,263.2753,272.5742,543.0851,242.7428,257.722,499.0805,532.6655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,260.5902,0,,125,14409863.71,210601658.2,170737.7973,371.5258,1218.9168,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.2184,120.7987,148.4874,148.4874,181.4886,436.2175,249.1946,253.6898,201.9844,206.4992,206.4992,209.2224,225.1676,263.2662,312.2067,348.8825,312.3543,226.738,258.0098,267.1227,541.4558,242.0146,256.9488,497.5832,531.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.8085,0,,126,14121272.87,196191794.5,159055.5133,370.5258,1215.636,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.2184,120.7987,148.0419,148.0419,180.9441,434.9089,248.447,252.9288,201.3785,205.8797,205.8797,208.5948,224.4921,258.0008,305.9625,341.9049,306.1072,222.2032,252.8496,261.7802,539.8314,241.2885,256.1779,496.0905,529.4743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.029,0,,127,14012834.68,182070521.7,147607.194,369.5258,1212.3551,1,0.99
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.3428,147.5978,147.5978,180.4013,433.6041,247.7016,252.17,200.7743,205.2621,205.2621,207.969,223.8187,252.8408,299.8433,335.0668,299.9851,217.7592,247.7926,256.5446,538.2119,240.5646,255.4094,494.6022,527.8858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.252,0,,128,13692574.7,168057687,136246.7871,368.5258,1209.0743,1,0.99
