$ JOHN DAY_OUTFLOW.npt based on $//JOHN DAY_OUT/FLOW//1DAY/F0UMFE_EO40/ ; Units in metric!,
# From Crosswalk12_6_2017.DSS ; Julian Day 1 is 1899-12-31,
JDAY,FLOW
1281.000000,7663.152
1282.000000,7528.435
1283.000000,7719.01
1284.000000,6921.862
1285.000000,7095.376
1286.000000,7085.426
1287.000000,6711.881
1288.000000,6582.926
1289.000000,6474.997
1290.000000,6852.229
1291.000000,5930.545
1292.000000,5895.348
1293.000000,5814.305
1294.000000,5743.275
1295.000000,5989.679
1296.000000,5676.15
1297.000000,5675.979
1298.000000,5586.131
1299.000000,5902.79
1300.000000,5700.702
1301.000000,5256.732
1302.000000,5455.513
1303.000000,6320.558
1304.000000,5970.188
1305.000000,5709.738
1306.000000,6062.58
1307.000000,5355.956
1308.000000,5334.671
1309.000000,5307.937
1310.000000,4904.811
1311.000000,4609.156
1312.000000,4366.18
1313.000000,4651.75
1314.000000,4217.381
1315.000000,4371.987
1316.000000,4392.871
1317.000000,4651.105
1318.000000,4671.886
1319.000000,4500.829
1320.000000,4685.309
1321.000000,4392.113
1322.000000,4500.844
1323.000000,4666.882
1324.000000,4153.147
1325.000000,3997.048
1326.000000,3645.961
1327.000000,3658.167
1328.000000,3973.865
1329.000000,3967.431
1330.000000,3867.307
1331.000000,4039.896
1332.000000,4075.233
1333.000000,3862.423
1334.000000,3639.939
1335.000000,3707.505
1336.000000,3896.101
1337.000000,3876.589
1338.000000,3958.571
1339.000000,3563.691
1340.000000,3680.406
1341.000000,3173.619
1342.000000,2757.271
1343.000000,2937.225
1344.000000,3173.897
1345.000000,2874.52
1346.000000,3019.084
1347.000000,2338.184
1348.000000,2015.056
1349.000000,1975.749
1350.000000,2288.434
1351.000000,2367.422
1352.000000,2491.664
1353.000000,2895.629
1354.000000,2439.946
1355.000000,2416.073
1356.000000,2499.348
1357.000000,2614.524
1358.000000,2511.704
1359.000000,2714.333
1360.000000,2392.648
1361.000000,2367.175
1362.000000,2476.469
1363.000000,2837.844
1364.000000,2946.914
1365.000000,3477.008
1366.000000,2766.211
1367.000000,2390.319
1368.000000,2293.637
1369.000000,2228.861
1370.000000,2192.549
1371.000000,2166.09
1372.000000,2573.2
1373.000000,2675.077
1374.000000,2332.766
1375.000000,2180.731
1376.000000,2352.937
1377.000000,2861.278
1378.000000,3240.159
1379.000000,3094.385
1380.000000,2771.985
1381.000000,2644.975
1382.000000,2349.478
1383.000000,2402.167
1384.000000,2661.29
1385.000000,2361.632
1386.000000,2690.514
1387.000000,2916.603
1388.000000,2487.812
1389.000000,2231.978
1390.000000,2097.552
1391.000000,2620.227
1392.000000,2472.667
1393.000000,2448.822
1394.000000,2548.044
1395.000000,2429.447
1396.000000,2395.548
1397.000000,2266.7
1398.000000,2821.19
1399.000000,2730.404
1400.000000,2955.346
1401.000000,3253.345
1402.000000,2743.862
1403.000000,3046.028
1404.000000,2904.562
1405.000000,2719.479
1406.000000,2794.204
1407.000000,2915.702
1408.000000,3220.282
1409.000000,3211.531
1410.000000,3113.424
1411.000000,3409.501
1412.000000,3611.68
1413.000000,3671.214
1414.000000,4015.565
1415.000000,3843.002
1416.000000,3978.885
1417.000000,4375.193
1418.000000,4706.79
1419.000000,4176.262
1420.000000,3718.884
1421.000000,3886.473
1422.000000,3739.565
1423.000000,3576.985
1424.000000,3356.006
1425.000000,3112.579
1426.000000,3093.862
1427.000000,3151.718
1428.000000,3379.037
1429.000000,2965.999
1430.000000,3789.614
1431.000000,3634.998
1432.000000,4339.613
1433.000000,5009.446
1434.000000,4772.82
1435.000000,4173.456
1436.000000,4287.938
1437.000000,3901.346
1438.000000,3545.637
1439.000000,3188.779
1440.000000,3911.105
1441.000000,4417.861
1442.000000,4285.194
1443.000000,3858.352
1444.000000,3977.219
1445.000000,4108.813
1446.000000,3981.882
1447.000000,4143.214
1448.000000,4088.411
1449.000000,4349.844
1450.000000,4910.613
1451.000000,5073.931
1452.000000,5006.285
1453.000000,4771.312
1454.000000,3932.533
1455.000000,3857.012
1456.000000,3752.392
1457.000000,4210.677
1458.000000,4188.02
1459.000000,4475.715
1460.000000,4751.055
1461.000000,4615.854
1462.000000,5121.116
1463.000000,5250.522
1464.000000,4895.159
1465.000000,5171.745
1466.000000,5208.183
1467.000000,5092.313
1468.000000,4304.245
1469.000000,4704.472
1470.000000,4623.568
1471.000000,4824.177
1472.000000,4876.694
1473.000000,4730.479
1474.000000,4942.405
1475.000000,5155.043
1476.000000,5093.841
1477.000000,5009.383
1478.000000,4761.088
1479.000000,5093.187
1480.000000,4998.538
1481.000000,4376.155
1482.000000,4826.797
1483.000000,5379.216
1484.000000,5513.926
1485.000000,5335.684
1486.000000,4810.187
1487.000000,4668.752
1488.000000,4621.071
1489.000000,5121.198
1490.000000,5243.73
1491.000000,5073.371
1492.000000,5312.665
1493.000000,5387.462
1494.000000,5445.397
1495.000000,5975.815
1496.000000,5393.679
1497.000000,5780.115
1498.000000,5881.221
1499.000000,5989.295
1500.000000,5948.239
1501.000000,6372.28
1502.000000,5845.176
1503.000000,6245.227
1504.000000,6247.956
1505.000000,7050.358
1506.000000,6177.282
1507.000000,5906.215
1508.000000,6125.875
1509.000000,6344.919
1510.000000,6319.463
1511.000000,6613.188
1512.000000,6279.846
1513.000000,6452.105
1514.000000,6353.497
1515.000000,6157.468
1516.000000,5803.008
1517.000000,6192.023
1518.000000,5673.256
1519.000000,5348.059
1520.000000,5137.659
1521.000000,5515.13
1522.000000,5212.148
1523.000000,5378.414
1524.000000,4680.058
1525.000000,4514.169
1526.000000,5207.159
1527.000000,5719.358
1528.000000,5766.9
1529.000000,5012.923
1530.000000,4776.715
1531.000000,4739.468
1532.000000,5008.23
1533.000000,4737.601
1534.000000,4375.603
1535.000000,4003.294
1536.000000,4145.256
1537.000000,4960.215
1538.000000,5047.169
1539.000000,4806.267
1540.000000,5249.55
1541.000000,5024.685
1542.000000,5147.287
1543.000000,5705.299
1544.000000,5689.193
1545.000000,5496.203
1546.000000,5650.56
1547.000000,5095.786
1548.000000,5699.315
1549.000000,5424.985
1550.000000,6024.715
1551.000000,6200.508
1552.000000,6316.158
1553.000000,6698.6
1554.000000,5063.174
1555.000000,6020.837
1556.000000,6364.463
1557.000000,6198.636
1558.000000,6255.192
1559.000000,6223.58
1560.000000,5553.452
1561.000000,5278.474
1562.000000,4890.393
1563.000000,4850.364
1564.000000,5027.105
1565.000000,5430.984
1566.000000,5084.08
1567.000000,4490.593
1568.000000,4745.485
1569.000000,4244.991
1570.000000,4025.284
1571.000000,4387.03
1572.000000,4645.568
1573.000000,4548.92
1574.000000,4601.481
1575.000000,4733.512
1576.000000,4762.601
1577.000000,4495.632
1578.000000,4763.4
1579.000000,5356.489
1580.000000,5107.292
1581.000000,4782.775
1582.000000,3946.085
1583.000000,4556.855
1584.000000,5271.387
1585.000000,5311.528
1586.000000,5264.374
1587.000000,5279.675
1588.000000,5062.354
1589.000000,5433.168
1590.000000,5241.819
1591.000000,5098.479
1592.000000,4568.104
1593.000000,4193.206
1594.000000,4701.187
1595.000000,5377.002
1596.000000,5286.469
1597.000000,5819.067
1598.000000,5777.992
1599.000000,5088.545
1600.000000,5433.772
1601.000000,6128.462
1602.000000,6013.092
1603.000000,5880.679
1604.000000,6027.303
1605.000000,6127.152
1606.000000,6382.656
1607.000000,6222.124
1608.000000,6294.275
1609.000000,6152.443
1610.000000,6302.812
1611.000000,6073.336
1612.000000,5776.684
1613.000000,5704.085
1614.000000,5756.29
1615.000000,5867.71
1616.000000,5806.176
1617.000000,5448.993
1618.000000,5479.558
1619.000000,5198.628
1620.000000,4728
1621.000000,5263.921
1622.000000,5394.141
1623.000000,5221.809
1624.000000,5937.375
1625.000000,6344.508
1626.000000,7204.542
1627.000000,7398.812
1628.000000,7761.422
1629.000000,6838.421
1630.000000,5590.072
1631.000000,4217.387
1632.000000,3859.8
1633.000000,3436.229
1634.000000,3753.119
1635.000000,3475.289
1636.000000,3721.797
1637.000000,3773.096
1638.000000,4167.301
1639.000000,4305.249
1640.000000,4349.312
1641.000000,4153.114
1642.000000,4831.062
1643.000000,4916.223
1644.000000,4453.556
1645.000000,4513.775
1646.000000,4673.151
1647.000000,4459.198
1648.000000,4141.989
1649.000000,4097.482
1650.000000,4640.816
1651.000000,4333.985
1652.000000,4176.897
1653.000000,3580.325
1654.000000,3328.93
1655.000000,3534.03
1656.000000,3819.355
1657.000000,3930.03
1658.000000,4022.399
1659.000000,3984.341
1660.000000,3880.745
1661.000000,4179.652
1662.000000,4030.125
1663.000000,4328.333
1664.000000,4463.666
1665.000000,4260.079
1666.000000,3471.667
1667.000000,3854.832
1668.000000,3721.838
1669.000000,3706.963
1670.000000,3847.369
1671.000000,3869.126
1672.000000,3993.492
1673.000000,4190.915
1674.000000,4522.753
1675.000000,4143.193
1676.000000,3847.197
1677.000000,3563.897
1678.000000,3871.478
1679.000000,3658.231
1680.000000,3849.039
1681.000000,4413.424
1682.000000,4371.272
1683.000000,3879.438
1684.000000,4118.725
1685.000000,3941.535
1686.000000,3726.868
1687.000000,3730.189
1688.000000,3609.916
1689.000000,3748.706
1690.000000,4200.807
1691.000000,4358.486
1692.000000,4005.681
1693.000000,4187.196
1694.000000,4049.945
1695.000000,4087.626
1696.000000,4235.481
1697.000000,4189.315
1698.000000,4336.501
1699.000000,4222.943
1700.000000,4097.075
1701.000000,3918.805
1702.000000,3920.285
1703.000000,3137.389
1704.000000,2931.832
1705.000000,3278.249
1706.000000,2795.598
1707.000000,2597.846
1708.000000,3178.487
1709.000000,3169.305
1710.000000,2532.554
1711.000000,1939.12
1712.000000,2227.563
1713.000000,2444.926
1714.000000,2765.482
1715.000000,2856.927
1716.000000,2835.367
1717.000000,2756.078
1718.000000,2589.026
1719.000000,2412.201
1720.000000,3110.681
1721.000000,3020.015
1722.000000,2800.365
1723.000000,2757.589
1724.000000,2484.54
1725.000000,2361.914
1726.000000,2217.85
1727.000000,2546.438
1728.000000,2962.045
1729.000000,3308.283
1730.000000,3154.707
1731.000000,2904.86
1732.000000,2399.843
1733.000000,2523.552
1734.000000,3174.969
1735.000000,3369.929
1736.000000,3028.164
1737.000000,2449.678
1738.000000,2303.955
1739.000000,2499.97
1740.000000,2948.399
1741.000000,3526.617
1742.000000,3559.46
1743.000000,3230.87
1744.000000,2954.341
1745.000000,2581.785
1746.000000,2410.933
1747.000000,2031.643
1748.000000,1788.02
1749.000000,2441.466
1750.000000,2946.121
1751.000000,3280.483
1752.000000,2709.816
1753.000000,2369.167
1754.000000,2612.213
1755.000000,2455.932
1756.000000,2664.031
1757.000000,2726.668
1758.000000,2894.861
1759.000000,3247.218
1760.000000,3046.027
1761.000000,2923.691
1762.000000,2896.642
1763.000000,3127.315
1764.000000,2616.735
1765.000000,2445.431
1766.000000,2599.152
1767.000000,2753.98
1768.000000,2739.208
1769.000000,3005.389
1770.000000,2849.066
1771.000000,2784.567
1772.000000,3157.151
1773.000000,3338.459
1774.000000,3172.898
1775.000000,3345.426
1776.000000,3313.594
1777.000000,3122.9
1778.000000,3437.58
1779.000000,3317.188
1780.000000,3051.566
1781.000000,2813.051
1782.000000,3673.593
1783.000000,3566.015
1784.000000,3731.162
1785.000000,3602.209
1786.000000,3680.943
1787.000000,3860.946
1788.000000,3545.26
1789.000000,3407.386
1790.000000,4027.304
1791.000000,3970.311
1792.000000,3379.641
1793.000000,3341.566
1794.000000,3987.934
1795.000000,3611.622
1796.000000,4310.108
1797.000000,3857.273
1798.000000,3524.709
1799.000000,3488.993
1800.000000,3298.225
1801.000000,3144.307
1802.000000,3109.966
1803.000000,3403.863
1804.000000,3694.479
1805.000000,3467.693
1806.000000,3697.243
1807.000000,4322.224
1808.000000,4261.455
1809.000000,3679.265
1810.000000,3527.171
1811.000000,3200.008
1812.000000,3675.948
1813.000000,3478.473
1814.000000,4003.64
1815.000000,3869.398
1816.000000,3404.074
1817.000000,3566.955
1818.000000,3764.915
1819.000000,3366.071
1820.000000,2992.01
1821.000000,2531.27
1822.000000,3136.826
1823.000000,3253.952
1824.000000,3443.336
1825.000000,4033.003
1826.000000,3610.444
1827.000000,3386.501
