$ COLUMBIA+YAKIMAFLOW.npt based on $//COLUMBIA+YAKIMA/FLOW//1DAY/F0UMFE_EO40/ ; Units in metric!,
# From Crosswalk12_6_2017.DSS ; Julian Day 1 is 1899-12-31,
JDAY,FLOW
1308.000000,4036.043
1309.000000,3863.193
1310.000000,3927.516
1311.000000,3975.58
1312.000000,3824.011
1313.000000,3566.464
1314.000000,3404.328
1315.000000,3584.223
1316.000000,3829.536
1317.000000,3769.783
1318.000000,3751.481
1319.000000,3766.397
1320.000000,3814.78
1321.000000,3733.905
1322.000000,3680.599
1323.000000,3584.572
1324.000000,3330.938
1325.000000,2990.05
1326.000000,2702.854
1327.000000,2897.154
1328.000000,3423.067
1329.000000,3622.2
1330.000000,3418.549
1331.000000,3347.209
1332.000000,3418.099
1333.000000,3076.09
1334.000000,2679.684
1335.000000,2952.411
1336.000000,3370.474
1337.000000,3489.507
1338.000000,3192.59
1339.000000,2912.281
1340.000000,2968.409
1341.000000,2671.684
1342.000000,2677.956
1343.000000,2848.079
1344.000000,2519.63
1345.000000,2357.299
1346.000000,2092.006
1347.000000,1768.672
1348.000000,1489.53
1349.000000,1579.871
1350.000000,1815.237
1351.000000,2085.116
1352.000000,2259.879
1353.000000,2336.166
1354.000000,1853.089
1355.000000,1711.238
1356.000000,2029.329
1357.000000,2257.76
1358.000000,2306.8
1359.000000,2005.63
1360.000000,1870.372
1361.000000,2006.54
1362.000000,2329.088
1363.000000,2702.428
1364.000000,2553.47
1365.000000,2377.135
1366.000000,2320.715
1367.000000,2156.781
1368.000000,2156.376
1369.000000,2347.246
1370.000000,2257.754
1371.000000,1930.399
1372.000000,2067.236
1373.000000,2306.827
1374.000000,2144.107
1375.000000,1924.464
1376.000000,2306.21
1377.000000,2747.933
1378.000000,2676.848
1379.000000,2544.872
1380.000000,2403.438
1381.000000,2172.434
1382.000000,1939.312
1383.000000,2026.156
1384.000000,2363.666
1385.000000,2241.54
1386.000000,2531.812
1387.000000,2526.286
1388.000000,2128.288
1389.000000,1796.944
1390.000000,1867.499
1391.000000,2458.522
1392.000000,2434.685
1393.000000,2114.928
1394.000000,2080.362
1395.000000,2127.798
1396.000000,2114.522
1397.000000,2223.474
1398.000000,2468.027
1399.000000,2383.192
1400.000000,2590.984
1401.000000,2654.97
1402.000000,2481.435
1403.000000,2220.24
1404.000000,1930.039
1405.000000,2230.722
1406.000000,2520.766
1407.000000,2639.89
1408.000000,2874.22
1409.000000,2886.317
1410.000000,2593.546
1411.000000,2810.972
1412.000000,2796.11
1413.000000,2637.249
1414.000000,3040.658
1415.000000,3480.788
1416.000000,3460.995
1417.000000,3572.425
1418.000000,3801.836
1419.000000,3584.856
1420.000000,3426.076
1421.000000,3398.059
1422.000000,3455.694
1423.000000,3458.851
1424.000000,2962.421
1425.000000,2737.088
1426.000000,2769.51
1427.000000,2776.987
1428.000000,2690.705
1429.000000,2542.486
1430.000000,2931.685
1431.000000,3353.03
1432.000000,3568.744
1433.000000,3570.531
1434.000000,3344.807
1435.000000,3275.178
1436.000000,3666.884
1437.000000,3629.729
1438.000000,3070.776
1439.000000,3105.698
1440.000000,3648.414
1441.000000,3866.982
1442.000000,3444.961
1443.000000,3117.175
1444.000000,3050.713
1445.000000,3144.038
1446.000000,3433.579
1447.000000,3441.351
1448.000000,3267.048
1449.000000,3399.013
1450.000000,3873.841
1451.000000,4295.612
1452.000000,3871.374
1453.000000,3347.273
1454.000000,3488.037
1455.000000,3476.37
1456.000000,3388.935
1457.000000,3508.635
1458.000000,3348.187
1459.000000,3168.788
1460.000000,3768.534
1461.000000,4226.457
1462.000000,4386.825
1463.000000,4394.656
1464.000000,4213.499
1465.000000,4354.86
1466.000000,4353.915
1467.000000,4120.415
1468.000000,4089.81
1469.000000,4245.678
1470.000000,4014.725
1471.000000,3704.014
1472.000000,3726.769
1473.000000,3773.647
1474.000000,3915.797
1475.000000,4107.776
1476.000000,4063.102
1477.000000,4201.435
1478.000000,4269.041
1479.000000,4335.209
1480.000000,3911.622
1481.000000,3616.577
1482.000000,4199.578
1483.000000,4387.056
1484.000000,4132.921
1485.000000,4097.489
1486.000000,3854.3
1487.000000,3657.31
1488.000000,3924.527
1489.000000,4094.475
1490.000000,4104.089
1491.000000,4341.551
1492.000000,4496.083
1493.000000,4513.185
1494.000000,4513.749
1495.000000,4511.983
1496.000000,4551.801
1497.000000,4596.231
1498.000000,4659.341
1499.000000,4571.203
1500.000000,4672.622
1501.000000,4797.253
1502.000000,4556.369
1503.000000,4363.925
1504.000000,4441.802
1505.000000,4552.967
1506.000000,4306.549
1507.000000,4127.9
1508.000000,4317.683
1509.000000,4514.622
1510.000000,4554.743
1511.000000,4754.936
1512.000000,5065.543
1513.000000,5001.13
1514.000000,4688.403
1515.000000,4639.358
1516.000000,4779.266
1517.000000,4880.309
1518.000000,4515.199
1519.000000,4266.579
1520.000000,4402.199
1521.000000,4190.139
1522.000000,4110.739
1523.000000,4215.178
1524.000000,3966.452
1525.000000,4060.463
1526.000000,4469.918
1527.000000,4576.999
1528.000000,4543.835
1529.000000,4436.51
1530.000000,4337.274
1531.000000,4085.085
1532.000000,3877.463
1533.000000,3708.368
1534.000000,3591.067
1535.000000,3466.113
1536.000000,3536.925
1537.000000,4209.616
1538.000000,4233.34
1539.000000,3726.708
1540.000000,3539.143
1541.000000,3562.506
1542.000000,3744.167
1543.000000,4250.918
1544.000000,4628.545
1545.000000,4410.902
1546.000000,4235.2
1547.000000,4059.953
1548.000000,3965.714
1549.000000,3975.574
1550.000000,4323.34
1551.000000,4670.888
1552.000000,4552.162
1553.000000,4255.84
1554.000000,4177.933
1555.000000,4279.466
1556.000000,4390.075
1557.000000,4451.813
1558.000000,4441.626
1559.000000,4400.335
1560.000000,3851.567
1561.000000,3582.778
1562.000000,3870.61
1563.000000,3707.975
1564.000000,3473.946
1565.000000,3703.36
1566.000000,3493.696
1567.000000,3208.557
1568.000000,3301.226
1569.000000,3289.718
1570.000000,3361.876
1571.000000,3307.323
1572.000000,3146.544
1573.000000,3180.047
1574.000000,3068.522
1575.000000,3113.958
1576.000000,3211.054
1577.000000,3160.58
1578.000000,3402.997
1579.000000,3520.302
1580.000000,3794.042
1581.000000,3102.149
1582.000000,2515.691
1583.000000,3293.691
1584.000000,3507.475
1585.000000,3462.107
1586.000000,3989.027
1587.000000,4039.641
1588.000000,3672.896
1589.000000,3571.606
1590.000000,3293.479
1591.000000,2991.311
1592.000000,2820.914
1593.000000,2681.633
1594.000000,3240.432
1595.000000,3891.537
1596.000000,4209.111
1597.000000,4621.614
1598.000000,3940.253
1599.000000,3385.098
1600.000000,3784.242
1601.000000,4028.895
1602.000000,4195.59
1603.000000,4244.878
1604.000000,4322.317
1605.000000,4540.451
1606.000000,4506.738
1607.000000,4498.732
1608.000000,4475.38
1609.000000,4478.574
1610.000000,4319.222
1611.000000,4284.66
1612.000000,4292.484
1613.000000,4065.962
1614.000000,4291.857
1615.000000,4402.853
1616.000000,3983.337
1617.000000,3817.761
1618.000000,3532.146
1619.000000,3378.425
1620.000000,3805.258
1621.000000,3965.656
1622.000000,4074.239
1623.000000,4214.023
1624.000000,4654.808
1625.000000,5314.076
1626.000000,5974.188
1627.000000,6523.581
1628.000000,6881.377
1629.000000,6331.573
1630.000000,4699.461
1631.000000,3270.294
1632.000000,2724.497
1633.000000,2822.239
1634.000000,2931.776
1635.000000,3017.284
1636.000000,3445.805
1637.000000,3624.355
1638.000000,3604.843
1639.000000,3548.47
1640.000000,3563.474
1641.000000,3629.511
1642.000000,4080.665
1643.000000,4281.262
1644.000000,3778.453
1645.000000,4028.729
1646.000000,4062.816
1647.000000,3599.586
1648.000000,3759.491
1649.000000,3894.834
1650.000000,3708.292
1651.000000,3578.408
1652.000000,3461.475
1653.000000,3202.885
1654.000000,2824.187
1655.000000,2575.373
1656.000000,2893.102
1657.000000,3252.798
1658.000000,3205.37
1659.000000,3355.485
1660.000000,3610.324
1661.000000,3404.573
1662.000000,3270.367
1663.000000,3569.963
1664.000000,3547.736
1665.000000,3284.89
1666.000000,3278.034
1667.000000,3295.591
1668.000000,3179.057
1669.000000,3383.5
1670.000000,3396.438
1671.000000,3230.961
1672.000000,3255.172
1673.000000,3417.342
1674.000000,3515.232
1675.000000,3434.257
1676.000000,2821.185
1677.000000,2772.893
1678.000000,3181.364
1679.000000,3103.35
1680.000000,3604.329
1681.000000,3994.22
1682.000000,3600.76
1683.000000,3252.351
1684.000000,3415.184
1685.000000,3467.147
1686.000000,3170.034
1687.000000,3219.645
1688.000000,3426.408
1689.000000,3455.282
1690.000000,3626.335
1691.000000,3629.049
1692.000000,3489.838
1693.000000,3545.185
1694.000000,3886.093
1695.000000,3946.62
1696.000000,3819.486
1697.000000,3807.406
1698.000000,3680.423
1699.000000,3485.877
1700.000000,3352.944
1701.000000,3532.981
1702.000000,3388.66
1703.000000,2760.413
1704.000000,2678.223
1705.000000,2765.787
1706.000000,2612.753
1707.000000,2743.623
1708.000000,2934.384
1709.000000,2750.183
1710.000000,2162.603
1711.000000,1829.895
1712.000000,1980.134
1713.000000,2133.36
1714.000000,2211.832
1715.000000,2265.576
1716.000000,2256.537
1717.000000,2410.37
1718.000000,2184.355
1719.000000,2123.703
1720.000000,2566.606
1721.000000,2379.409
1722.000000,2127.718
1723.000000,2060.128
1724.000000,1862.16
1725.000000,1396.089
1726.000000,1820.019
1727.000000,2361.656
1728.000000,2566.304
1729.000000,2719.928
1730.000000,2692.391
1731.000000,2283.973
1732.000000,1868.612
1733.000000,2329.852
1734.000000,2835.095
1735.000000,2890.777
1736.000000,2767.289
1737.000000,2313.239
1738.000000,2244.761
1739.000000,2479.467
1740.000000,2746.695
1741.000000,3124.969
1742.000000,2843.83
1743.000000,2601.24
1744.000000,2417.839
1745.000000,1939.914
1746.000000,1501.712
1747.000000,1441.806
1748.000000,1660.62
1749.000000,2572.559
1750.000000,2993.591
1751.000000,2643.443
1752.000000,2405.013
1753.000000,2275.286
1754.000000,2196.062
1755.000000,2158.645
1756.000000,2175.262
1757.000000,2287.339
1758.000000,2519.529
1759.000000,2681.783
1760.000000,2594.92
1761.000000,2389.677
1762.000000,2338.971
1763.000000,2497.106
1764.000000,2610.154
1765.000000,2408.517
1766.000000,2279.343
1767.000000,2113.934
1768.000000,2222.866
1769.000000,2525.563
1770.000000,2447.705
1771.000000,2586.444
1772.000000,2546.786
1773.000000,2523.678
1774.000000,2571.249
1775.000000,2716.844
1776.000000,2787.364
1777.000000,2596.758
1778.000000,2664.327
1779.000000,2796.241
1780.000000,2740.159
1781.000000,2878.86
1782.000000,3115.139
1783.000000,3123.09
1784.000000,3251.635
1785.000000,3446.071
1786.000000,3560.135
1787.000000,3574.159
1788.000000,3245.489
1789.000000,3332.345
1790.000000,3424.191
1791.000000,2888.007
1792.000000,2878.027
1793.000000,3309.585
1794.000000,3180.705
1795.000000,3359.329
1796.000000,3625.9
1797.000000,3232.841
1798.000000,2735.446
1799.000000,2911.622
1800.000000,2890.081
1801.000000,2684.655
1802.000000,2974.338
1803.000000,2675.837
1804.000000,2653.536
1805.000000,2910.081
1806.000000,3200.138
1807.000000,3573.695
1808.000000,3577.363
1809.000000,2968.823
1810.000000,2715.76
1811.000000,2568.486
1812.000000,2459.928
1813.000000,2840.909
1814.000000,3232.472
1815.000000,3532.104
1816.000000,3177.446
1817.000000,2943.188
1818.000000,2772.348
1819.000000,2378.462
1820.000000,2331.925
1821.000000,2420.035
1822.000000,2540.466
1823.000000,2464.098
1824.000000,2775.37
1825.000000,3101.53
1826.000000,3036.038
1827.000000,2990.493
