$ ICE HARBOR_OUTFLOW.npt based on $//ICE HARBOR_OUT/FLOW//1DAY/F0UMFE_EO40/ ; Units in metric!,
# From Crosswalk12_6_2017.DSS ; Julian Day 1 is 1899-12-31,
JDAY,FLOW
1349.000000,599.426
1350.000000,797.022
1351.000000,668.707
1352.000000,540.447
1353.000000,845.777
1354.000000,672.7
1355.000000,767.325
1356.000000,772.164
1357.000000,555.858
1358.000000,423.151
1359.000000,577.031
1360.000000,635.23
1361.000000,628.119
1362.000000,402.692
1363.000000,360.189
1364.000000,416.195
1365.000000,1055.304
1366.000000,564.465
1367.000000,261.113
1368.000000,353.529
1369.000000,416.551
1370.000000,410.397
1371.000000,394.088
1372.000000,501.678
1373.000000,433.455
1374.000000,491.214
1375.000000,443.435
1376.000000,379.049
1377.000000,563.421
1378.000000,612.113
1379.000000,489.853
1380.000000,498.966
1381.000000,686.339
1382.000000,440.579
1383.000000,377.899
1384.000000,613.868
1385.000000,413.012
1386.000000,423.333
1387.000000,447.935
1388.000000,483.125
1389.000000,485.952
1390.000000,356.024
1391.000000,579.676
1392.000000,455.459
1393.000000,511.193
1394.000000,475.35
1395.000000,528.66
1396.000000,695.981
1397.000000,458.963
1398.000000,628.297
1399.000000,465.817
1400.000000,595.328
1401.000000,711.418
1402.000000,448.89
1403.000000,599.864
1404.000000,591.998
1405.000000,582.097
1406.000000,618.939
1407.000000,742.292
1408.000000,514.421
1409.000000,484.794
1410.000000,762.8
1411.000000,546.872
1412.000000,662.252
1413.000000,538.347
1414.000000,659.168
1415.000000,549.569
1416.000000,627.469
1417.000000,589.538
1418.000000,521.596
1419.000000,413.848
1420.000000,617.464
1421.000000,668.294
1422.000000,549.607
1423.000000,507.285
1424.000000,548.1
1425.000000,423.253
1426.000000,593.306
1427.000000,717.279
1428.000000,1008.644
1429.000000,689.074
1430.000000,975.367
1431.000000,790.297
1432.000000,874.596
1433.000000,800.197
1434.000000,763.38
1435.000000,599.33
1436.000000,752.604
1437.000000,836.901
1438.000000,763.298
1439.000000,569.892
1440.000000,852.637
1441.000000,714.573
1442.000000,825.505
1443.000000,791.659
1444.000000,889.16
1445.000000,726.648
1446.000000,648.59
1447.000000,807.477
1448.000000,835.674
1449.000000,803.02
1450.000000,946.794
1451.000000,662.585
1452.000000,938.016
1453.000000,1171.038
1454.000000,1006.904
1455.000000,1050.924
1456.000000,900.447
1457.000000,888.639
1458.000000,842.768
1459.000000,1196.108
1460.000000,1097.384
1461.000000,535.176
1462.000000,730.775
1463.000000,765.263
1464.000000,650.415
1465.000000,1040.272
1466.000000,758.319
1467.000000,807.581
1468.000000,705.324
1469.000000,971.52
1470.000000,950.469
1471.000000,1101.149
1472.000000,1097.586
1473.000000,865.597
1474.000000,1021.914
1475.000000,902.857
1476.000000,849.405
1477.000000,805.845
1478.000000,856.723
1479.000000,790.279
1480.000000,1185.081
1481.000000,790.261
1482.000000,1113.779
1483.000000,1135.048
1484.000000,1199.587
1485.000000,1189.469
1486.000000,962.898
1487.000000,1015.79
1488.000000,1008.652
1489.000000,1163.473
1490.000000,1128.847
1491.000000,1012.358
1492.000000,1149.055
1493.000000,1121.951
1494.000000,1086.374
1495.000000,1223.923
1496.000000,871.043
1497.000000,1219.299
1498.000000,1193.375
1499.000000,1297.265
1500.000000,1307.141
1501.000000,1839.851
1502.000000,1821.347
1503.000000,2183.849
1504.000000,1964.745
1505.000000,2398.703
1506.000000,1852.258
1507.000000,1947.393
1508.000000,1980.92
1509.000000,1922.848
1510.000000,1983.762
1511.000000,1880.934
1512.000000,1488.625
1513.000000,1484.528
1514.000000,1602.975
1515.000000,1472.271
1516.000000,1241.048
1517.000000,1562.481
1518.000000,1123.829
1519.000000,1125.715
1520.000000,761.445
1521.000000,1267.262
1522.000000,1129.938
1523.000000,1154.586
1524.000000,793.049
1525.000000,849.374
1526.000000,1044.907
1527.000000,978.46
1528.000000,1062.475
1529.000000,708.518
1530.000000,873.061
1531.000000,655.057
1532.000000,866.194
1533.000000,880.87
1534.000000,912.946
1535.000000,887.714
1536.000000,1029.657
1537.000000,1093.711
1538.000000,1258.279
1539.000000,1181.895
1540.000000,1249.466
1541.000000,1383.544
1542.000000,1637.416
1543.000000,1474.848
1544.000000,1347.765
1545.000000,1494.01
1546.000000,1461.476
1547.000000,1248.211
1548.000000,1735.93
1549.000000,1602.738
1550.000000,1894.22
1551.000000,1698.127
1552.000000,1774.478
1553.000000,2370.094
1554.000000,1039.238
1555.000000,1985.123
1556.000000,1995.011
1557.000000,1705.167
1558.000000,1642.609
1559.000000,1505.24
1560.000000,1312.96
1561.000000,1498.893
1562.000000,1251.436
1563.000000,1314.373
1564.000000,1307.707
1565.000000,1201.925
1566.000000,1252.002
1567.000000,1228.266
1568.000000,1313.151
1569.000000,1149.287
1570.000000,1081.851
1571.000000,1278.905
1572.000000,1297.104
1573.000000,1416.808
1574.000000,1527.538
1575.000000,1373.304
1576.000000,1667.516
1577.000000,1646.892
1578.000000,1590.273
1579.000000,1520.341
1580.000000,1286.446
1581.000000,1536.529
1582.000000,1398.934
1583.000000,1457.555
1584.000000,1549.6
1585.000000,1649.504
1586.000000,1440.998
1587.000000,1680.505
1588.000000,1649.066
1589.000000,1898.962
1590.000000,1857.301
1591.000000,1808.944
1592.000000,1597.877
1593.000000,1512.119
1594.000000,1478.644
1595.000000,1613.916
1596.000000,1416.123
1597.000000,1608.236
1598.000000,1742.682
1599.000000,1694.237
1600.000000,1857.979
1601.000000,2161.575
1602.000000,1907.178
1603.000000,1714.555
1604.000000,1845.272
1605.000000,1842.948
1606.000000,1822.496
1607.000000,1808.688
1608.000000,1901.237
1609.000000,1708.788
1610.000000,1917.572
1611.000000,1810.442
1612.000000,1823.061
1613.000000,1705.795
1614.000000,1723.417
1615.000000,1776.952
1616.000000,1923.013
1617.000000,1581.624
1618.000000,1734.598
1619.000000,1701.003
1620.000000,1267.998
1621.000000,1545.513
1622.000000,1343.78
1623.000000,1393.239
1624.000000,1394.399
1625.000000,1161.37
1626.000000,1320.911
1627.000000,1179.406
1628.000000,971.658
1629.000000,822.118
1630.000000,940.475
1631.000000,845.949
1632.000000,982.499
1633.000000,794.459
1634.000000,939.834
1635.000000,741.077
1636.000000,941.024
1637.000000,742.372
1638.000000,817.596
1639.000000,817.601
1640.000000,898.231
1641.000000,777.975
1642.000000,972.438
1643.000000,1013.72
1644.000000,852.799
1645.000000,789.351
1646.000000,898.341
1647.000000,738.712
1648.000000,582.266
1649.000000,505.181
1650.000000,670.297
1651.000000,749.47
1652.000000,704.254
1653.000000,664.355
1654.000000,754.064
1655.000000,911.703
1656.000000,816.013
1657.000000,860.008
1658.000000,875.752
1659.000000,766.615
1660.000000,637.622
1661.000000,776.57
1662.000000,782.827
1663.000000,892.458
1664.000000,875.718
1665.000000,813.41
1666.000000,686.556
1667.000000,1051.701
1668.000000,832.287
1669.000000,729.121
1670.000000,721.185
1671.000000,692.03
1672.000000,873.199
1673.000000,748.844
1674.000000,951.282
1675.000000,724.445
1676.000000,916.02
1677.000000,828.06
1678.000000,835.03
1679.000000,718.986
1680.000000,663.432
1681.000000,666.602
1682.000000,643.698
1683.000000,589.735
1684.000000,532.975
1685.000000,527.502
1686.000000,448.517
1687.000000,527.652
1688.000000,543.837
1689.000000,575.621
1690.000000,567.925
1691.000000,641.893
1692.000000,565.23
1693.000000,557.497
1694.000000,491.38
1695.000000,512.823
1696.000000,603.883
1697.000000,473.682
1698.000000,484.966
1699.000000,482.597
1700.000000,663.505
1701.000000,498.268
1702.000000,458.048
1703.000000,555.659
1704.000000,573.916
1705.000000,570.802
1706.000000,519.778
1707.000000,500.221
1708.000000,524.056
1709.000000,360.239
1710.000000,365.57
1711.000000,305.947
1712.000000,587.787
1713.000000,448.85
1714.000000,543.423
1715.000000,652.146
1716.000000,575.672
1717.000000,474.157
1718.000000,581.117
1719.000000,384.228
1720.000000,683.859
1721.000000,516.474
1722.000000,733.198
1723.000000,713.954
1724.000000,636.179
1725.000000,736.204
1726.000000,407.935
1727.000000,464.039
1728.000000,569.371
1729.000000,409.336
1730.000000,470.159
1731.000000,493.524
1732.000000,390.382
1733.000000,311.125
1734.000000,354.271
1735.000000,383.297
1736.000000,501.44
1737.000000,503.013
1738.000000,435.791
1739.000000,363.378
1740.000000,373.869
1741.000000,419.676
1742.000000,492.919
1743.000000,512.738
1744.000000,575.867
1745.000000,456.139
1746.000000,459.864
1747.000000,444.225
1748.000000,312.186
1749.000000,377.5
1750.000000,451.397
1751.000000,595.009
1752.000000,361.448
1753.000000,362.15
1754.000000,354.809
1755.000000,346.801
1756.000000,501.178
1757.000000,485.024
1758.000000,395.534
1759.000000,535.062
1760.000000,403.794
1761.000000,492.826
1762.000000,423.093
1763.000000,583.496
1764.000000,440.618
1765.000000,392.285
1766.000000,482.79
1767.000000,604.737
1768.000000,587.577
1769.000000,723.29
1770.000000,493.389
1771.000000,570.182
1772.000000,622.535
1773.000000,589.203
1774.000000,468.437
1775.000000,479.184
1776.000000,428.497
1777.000000,454.039
1778.000000,530.31
1779.000000,608.934
1780.000000,506.651
1781.000000,431.247
1782.000000,619.544
1783.000000,504.665
1784.000000,565.501
1785.000000,324.345
1786.000000,546.945
1787.000000,581.47
1788.000000,522.766
1789.000000,309.27
1790.000000,558.566
1791.000000,569.732
1792.000000,520.391
1793.000000,368.527
1794.000000,486.937
1795.000000,315.788
1796.000000,619.091
1797.000000,539.041
1798.000000,459.053
1799.000000,367.769
1800.000000,349.309
1801.000000,368.841
1802.000000,467.857
1803.000000,555.552
1804.000000,648.808
1805.000000,788.561
1806.000000,849.31
1807.000000,925.395
1808.000000,772.248
1809.000000,877.222
1810.000000,697.154
1811.000000,574.722
1812.000000,1018.276
1813.000000,460.068
1814.000000,809.428
1815.000000,655.012
1816.000000,583.445
1817.000000,520.352
1818.000000,759.074
1819.000000,807.632
1820.000000,829.216
1821.000000,551.705
1822.000000,631.231
1823.000000,395.711
1824.000000,627.09
1825.000000,827.623
1826.000000,647.84
1827.000000,588.48
