$ QGT_MCN_2011_2015_daily_DSS-scaled.csv based on GDACS spill ratios in  QGT_MCN_2011_2015_daily_ave.csv ; all outlets scaled to total flow from MCNARY_OUTFLOW.csv
#Units in cubic meters per second; Julian Day 1 is 1899-12-31; The following days have missing data chunks 41754, 42296 that are  2, 21 days long
"JDAY","POWER","SB1","SB2","SB3","SB4","SB5","SB6","SB7","SB8","SB9","SB10","SB11","SB12","SB13","SB14","SB15","SB16","SB17","SB18","SB19","SB20","SB21","SB22","MISC"
457.000000,3768.988,283.443,377.517,354.63,222.597,219.162,222.507,219.242,218.987,219.073,222.343,219.33,222.305,254.257,222.571,254.403,257.711,254.201,257.706,0,13.544,254.429,219.082,0
458.000000,3958.964,219.165,369.316,367.708,195.912,173.003,195.413,173.029,175.298,173.609,191.997,173.521,191.476,173.492,192.254,173.141,192.815,173.6,192.501,0,3.715,173.526,173.03,0
459.000000,3786.895,219.863,341.45,341.304,195.564,175.861,196.563,175.99,176.043,173.871,180.893,174.646,180.255,174.893,180.308,172.047,181.105,160.031,180.548,0,0,159.426,160.336,0
460.000000,4051.216,225.583,347.147,347.016,201.083,180.791,202.154,180.955,180.363,178.693,184.073,179.555,183.315,179.78,184.486,178.785,185.061,162.691,185.242,0,0,162.351,162.074,0
461.000000,4134.268,211.724,315.702,315,169.353,165.599,168.667,165.4,184.929,165.064,169.01,164.946,167.524,164.441,152.659,164.426,152.497,165.638,149.48,0,0,145.438,144.559,0
462.000000,3754.25,209.161,345.114,344.88,185.211,165.425,185.057,164.481,167.61,165.236,174.381,164.222,174.255,164.4,181.928,162.209,181.419,163.343,181.025,0,0,161.084,161.004,0
463.000000,3825.806,224.894,360.543,360.245,190.721,169.536,190.664,168.541,170.231,180.901,198.743,180.523,198.484,185.452,202.131,190.956,202.462,191.882,202.3,0,0,191.239,186.798,0
464.000000,3937.844,215.701,326.83,326.416,173.35,151.525,173.152,152.153,173.72,152.656,161.527,152.368,159.908,152.185,153.888,151.58,153.358,152.315,152.395,0,0,152.622,152.481,0
465.000000,4016.722,213.124,337.954,337.959,184.053,166.076,183.392,164.618,181.418,165.072,176.331,164.657,170.378,164.765,164.542,164.229,163.192,162.089,162.912,1.658,2.445,159.666,160.502,0
466.000000,4034.584,174.217,173.575,250.407,159.149,170.75,166.677,171.294,182.592,171.571,158.35,171.284,157.781,172.067,149.801,170.898,157.811,175.179,177.417,250.295,220.853,157.544,149.489,0
467.000000,3962.239,200.508,201.867,247.581,179.66,189.068,186.282,189.647,180.822,190.114,178.49,189.32,178.414,189.625,163.884,189.455,178.844,201.823,202.17,256.589,247.547,178.738,156.789,0
468.000000,4039.037,208.923,207.227,254.119,162.227,206.915,163.545,207.447,185.433,165.021,159.301,207.062,160.092,162.994,162.961,187.46,162.808,207.151,207.454,256.365,247.088,162.97,160.573,0
469.000000,4077.649,209.853,208.051,254.854,192.803,208.379,204.016,208.443,199.706,208.078,194.871,208.059,192.32,208.272,189.528,208.287,193.655,208.01,208.343,255.799,246.558,192.893,160.077,0
470.000000,3947.753,201.275,200.228,251.774,168.058,201.489,195.52,201.434,164.944,201.226,177.344,201.09,165.706,200.662,158.463,201.249,167.904,201.971,202.25,261.319,251.123,162.161,156.924,0
471.000000,4096.239,186.16,185.328,247.819,158.607,191.45,169.185,190.86,155.845,190.289,158.483,190.103,154.416,186.112,150.41,190.095,158.631,190.438,190.644,262.469,251.476,158.672,150.69,0
472.000000,4134.728,161.534,167.74,245.064,168.691,172.896,172.201,172.433,158.826,169.074,156.02,170.487,154.444,166.252,144.516,165.637,163.795,173.889,174.729,261.902,249.099,141.748,127.462,0
473.000000,4193.303,191.048,189.004,256.048,166.573,194.704,174.465,194.376,161.529,194.071,162.501,195.987,160.66,194.197,157.719,193.148,166.711,197.469,197.668,274.513,265.031,164.354,156.954,0
474.000000,4209.238,211.057,208.127,256.464,163.733,210.045,168.693,210.126,162.37,210.807,163.629,209.669,162.644,190.988,162.613,207.666,164.424,208.622,209.214,277.874,269.975,161.481,160.525,0
475.000000,4166.006,211.98,209.036,258.029,170.01,210.943,169.891,211.033,167.603,211.052,168.993,211.453,167.5,188.397,170.347,208.896,167.685,210.831,217.684,284.721,275.401,169.569,164.192,0
476.000000,4121.685,210.533,215.751,256.292,207.209,209.546,208.326,209.622,206.631,209.664,207.61,209.953,210.958,207.616,207.336,207.348,207.41,234.108,255.226,268.703,259.425,207.014,162.928,0
477.000000,4193.474,207.698,213.782,252.801,182.659,206.702,205.518,206.783,194.795,206.814,204.859,207.137,208.116,204.817,182.848,204.614,182.642,228.032,229.436,259.703,248.544,182.524,161.172,0
478.000000,4014.893,217.013,216.582,242.18,187.071,215.785,204.822,216.178,197.918,205.924,204.242,216.011,206.867,204.346,182.017,212.542,190.357,222.689,226.884,254.663,245.893,190.086,154.36,0
479.000000,4145.436,250.421,250.02,251.099,209.282,248.721,235.319,249.58,209.066,235.25,233.984,248.736,232.415,234.224,203.249,244.344,211.31,248.762,250.132,268.089,259.02,234.433,159.757,0
480.000000,4103.155,259.303,259.719,285.619,262.521,267.02,267.187,267.973,254.9,268.661,261.47,267.717,259.849,285.43,252.725,286.081,272.758,285.509,285.479,280.759,272.6,269.097,174.059,0
481.000000,3762.142,355.526,343.72,364.313,352.198,360.721,357.383,361.145,356.774,361.043,360.716,360.985,359.843,359.898,361.09,360.339,351.589,351.704,344.067,275.49,266.563,330.363,284.781,0
482.000000,4193.616,316.404,308.153,319.895,308.404,319.777,309.296,319.732,307.919,319.649,310.012,326.023,309.592,325.46,309.979,325.34,308.717,325.558,320.899,271.493,261.396,308.996,214.8,0
483.000000,4395.739,323.398,311.625,331.733,314.683,331.226,325.484,338.46,325.036,339.292,328.961,339.428,329.344,339.252,328.884,339.214,328.582,338.699,328.984,283.051,269.153,307.355,228.825,0
484.000000,4968.947,290.489,278.607,323.945,292.49,304.384,301.831,305.156,290.318,305.604,291.978,306.614,305.353,305.379,305.505,321.63,305.742,324.979,323.822,286.189,276.748,292.685,196.412,0
485.000000,4733.127,245.294,247.51,292.044,273.978,261.614,244.791,245.958,248.846,246.79,245.949,247.035,262.272,273.267,274.141,287.947,274.441,291.894,292.115,268.585,259.679,273.969,183.612,0
486.000000,4706.54,251.79,253.745,292.615,291.145,266.663,252.87,254.655,253.171,253.709,252.704,256.294,275.663,291.781,283.242,292.847,291.421,293.25,292.96,269.693,260.698,290.935,192.528,0
487.000000,4485.039,268.66,270.018,279.585,280.029,268.695,269.678,269.157,269.192,270.275,269.493,274.503,273.579,284.365,275.897,285.705,279.858,284.962,280.876,257.669,249.086,280.17,193.3,0
488.000000,4582.783,282.495,282.221,281.404,281.277,280.983,281.336,281.944,282.303,282.557,283.517,290.551,281.616,290.16,282.736,290.307,281.954,291.363,283.685,254.453,243.782,283.171,196.192,0
489.000000,4588.002,283.897,283.611,282.794,282.657,282.428,282.732,283.342,283.7,283.943,284.923,294.899,282.993,293.962,284.127,294.56,283.377,294.854,285.1,253.451,240.403,284.586,197.531,0
490.000000,4704.313,270.111,271.703,286.756,284.779,286.336,279.261,287.086,272.23,279.294,274.413,293.313,285.45,292.901,285.05,292.832,284.315,292.443,288.367,266.639,253.37,287.823,199.244,0
491.000000,4766.106,271.655,280.994,277.083,278.903,275.319,263.907,272.175,273.272,271.019,256.393,275.691,260.282,280.78,258.679,280.294,260.833,271.385,267.35,269.729,259.252,266.883,185.805,0
492.000000,4990.15,256.872,258.008,269.728,229.336,257.074,229.374,257.95,227.419,241.712,227.916,258.271,227.422,237.589,212.908,255.909,228.888,257.948,258.451,272.04,262.624,237.806,162.014,0
493.000000,4775.036,242.812,247.285,247.631,203.975,243.111,203.138,243.851,201.824,242.513,200.866,244.172,200.603,204.117,204.287,241.937,204.159,247.464,245.388,243.921,234.965,204.186,154.97,0
494.000000,4732.605,228.725,241.771,243.42,206.731,213.979,213.829,213.808,212.934,213.726,212.527,214.079,212.639,212.338,201.166,213.144,214.346,243.275,241.994,231.846,222.197,214.423,152.474,0
495.000000,4138.733,236.242,235.276,246.272,209.786,235.005,235.41,235.09,217.524,235.143,236.121,235.335,232.887,235.669,203.207,236.043,215.212,240.998,245.405,214.309,205.628,235.051,148.039,0
496.000000,4579.056,243.779,218.327,249.873,194.087,200.781,199.492,215.276,192.37,200.654,199.9,201.804,197.484,199.474,191.756,200.699,197.605,219.873,231.477,235.331,227.902,199.582,149.041,0
497.000000,4765.575,246.506,231.182,268.479,213.365,223.55,213.291,226.018,212.458,215.317,214.543,223.787,213.163,213.788,213.102,222.756,212.917,231.099,247.264,268.676,264.215,213.423,155.554,0
498.000000,4802.496,248.537,217.458,245.18,189.88,219.966,210.8,219.532,186.555,215.02,210.333,220.093,188.524,213.73,182.877,216.071,189.77,219.079,220.89,270.828,266.347,214.308,152.68,0
499.000000,5047.387,259.476,141.627,225.096,141.079,143.374,137.269,153.113,129.514,142.673,137.407,153.495,130.397,151.317,129.209,142.373,154.315,153.028,166.081,289.251,274.265,153.117,140.522,0
500.000000,4938.636,254.247,185.73,239.157,147.506,177.156,153.452,185.692,149.535,153.3,152.765,185.559,149.89,153.879,146.094,154.077,154.51,185.332,193.441,262.861,252.665,153.445,154.018,0
501.000000,4677.042,242.286,198.012,232.974,183.09,197.722,197.797,198.361,193.45,197.767,197.317,197.592,194.452,196.755,169.994,196.6,198.02,197.061,206.207,261.957,253.188,197.604,147.474,0
502.000000,4891.557,192.394,196.805,251.477,183.961,184.455,185.27,183.64,182.94,185.154,184.761,184.693,183.157,184.165,176.542,182.953,183.424,209.173,215.439,265.52,256.36,184.084,152.227,0
503.000000,5074.056,239.104,238.836,262.457,197.822,237.29,222.66,238.177,198.225,222.151,221.828,237.69,210.64,221.271,197.876,223.575,197.938,239.763,244.706,278.505,271.431,221.404,164.004,0
504.000000,4752.66,264.672,264.712,295.439,284.687,275.535,265.214,264.469,263.372,264.651,264.031,273.222,276.594,293.837,282.691,294.014,286.539,294.468,284.596,275.02,267.629,284.654,192.953,0
505.000000,4908.803,252.102,254.847,279.733,233.845,233.545,232.526,253.602,231.954,233.746,232.755,241.361,233.515,255.874,233.866,257.597,244.52,278.366,278.667,261.633,250.141,233.982,160.469,0
506.000000,4866.433,249.952,252.696,252.266,204.336,230.487,230.43,251.46,219.743,230.978,229.571,238.292,230.524,230.032,206.888,230.324,206.947,251.753,252.719,258.911,247.45,230.794,158.95,0
507.000000,4656.924,244.119,246.681,277.541,229.889,243.848,240.21,245.587,229.624,239.614,239.304,244.391,233.462,269.5,229.679,268.936,241.761,274.716,274.89,265.743,256.758,237.056,157.059,0
508.000000,4535.036,233.729,231.875,262.405,226.21,241.327,231.504,239.672,215.096,231.72,229.522,240.107,232.682,241.572,220.843,252.258,225.769,254.858,254.791,257.411,248.717,232.047,161.408,0
509.000000,4806.949,254.154,251.838,285.086,247.829,255.336,252.161,257.729,240.211,252.214,248.669,259.221,249.256,256.325,247.623,278.528,247.729,284.389,284.978,273.603,263.474,255.377,167.899,0
510.000000,4717.269,238.3,236.652,276.482,233.295,236.689,236.598,237.588,231.384,238.797,235.415,238.753,233.131,269.564,225.904,270.163,245.08,269.746,270.266,258.063,248.816,236.017,155.917,0
511.000000,5019.204,250.309,251.43,275.303,242.422,241.958,241.67,249.567,232.921,241.959,239.633,244.15,251.845,257.914,223.902,258.642,242.253,265.758,266.186,264.944,255.519,254.968,170.403,0
512.000000,4877.18,234.096,235.004,264.121,192.726,222.03,212.956,234.06,191.477,221.646,193.217,224.952,192.173,220.783,187.175,222.003,192.489,235.473,235.957,267.091,257.582,194.918,167.093,0
513.000000,4576.795,218.703,219.046,254.516,200.847,217.005,200.61,219.496,199.309,201.261,200.95,219.514,200.48,199.545,174.156,200.174,200.188,220.452,220.473,252.412,243.548,196.268,154.852,0
514.000000,4991.404,166.465,168.256,235.884,159.625,165.029,148.082,166.488,145.503,148.224,147.292,172.044,147.444,145.271,145.308,153.67,156.597,175.419,179.889,261.101,251.544,162.692,148.971,0
515.000000,4878.953,183.337,182.04,248.198,145.321,185.563,142.053,196.817,141.669,163.375,157.994,175.105,156.611,149.944,138.915,185.412,148.039,179.76,195.842,237.291,228.152,161.483,153.134,0
516.000000,4878.94,144.444,144.528,227.965,157.338,145.737,139.412,151.183,137.703,146.142,139.565,159.321,139.471,149.88,138.977,144.539,158.155,162.916,163.628,230.481,218.486,156.536,138.939,0
517.000000,4708.014,134.809,135.235,205.55,141.701,134.776,135.534,134.505,132.191,135.375,135.404,134.227,132.955,135.27,122.795,135.205,142.042,140.385,156.821,236.191,222.753,145.79,134.638,0
518.000000,4589.048,133.172,133.6,203.844,137.39,125.161,125.182,129.536,122.635,125.548,125.208,131.228,124.051,125.322,122.795,125.381,141.823,141.497,153.581,237.854,224.435,147.179,133.012,0
519.000000,4647.479,134.092,134.528,205.033,128.539,132.429,130.779,132.538,121.867,132.582,130.59,135.232,123.071,132.443,119.256,132.474,140.346,139.19,156.618,239.41,225.889,142.875,133.935,0
520.000000,4753.103,139.037,139.508,211.077,113.472,137.324,131.111,137.436,118.287,135.341,131.282,139.245,119.834,134.813,115.454,137.358,140.365,138.237,162.444,264.283,253.547,139.578,138.884,0
521.000000,4646.862,186.563,185.625,239.409,173.481,184.035,176.115,183.023,172.833,179.639,176.159,185.677,173.921,179.55,170.716,180.909,177.322,203.86,214.016,266.641,254.257,178.131,152.194,0
522.000000,4315.702,219.611,218.088,255.337,173.041,219.176,185.374,218.138,172.281,218.024,183.016,218.061,182.612,218.301,173.071,218.061,173.423,219.85,218.986,274.006,263.692,182.272,161.615,0
523.000000,3946.464,248.313,247.198,247.625,201.337,246.623,240.897,247.438,206.857,242.873,240.852,247.012,240.714,241.903,201.474,246.592,203.833,246.658,248.452,264.02,254.109,240.893,156.814,0
524.000000,4484.366,248.536,247.446,275.567,249.028,262.344,245.389,251.113,242.035,250.109,244.236,250.781,257.108,269.07,245.809,274.356,257.221,274.472,274.962,163.289,224.532,259.486,174.347,0
525.000000,4639.789,293.515,291.638,308.877,292.204,291.727,292.168,292.56,291.003,294.153,291.879,287.765,292.002,307.951,278.554,319.178,292.14,320.109,304.596,93.446,155.058,293.168,195.33,0
526.000000,4087.694,276.243,277.038,288.378,273.078,281.245,278.957,289.942,275.537,290.396,276.686,293.906,280.126,298.432,264.928,299.826,282.323,299.509,284.408,258.379,121.843,283.877,190.452,0
527.000000,4467.122,232.578,232.798,255.095,209.905,233.877,232.536,232.531,231.739,232.744,232.618,233.06,233.458,233.138,209.4,232.391,229.291,233.208,236.065,275.842,263.569,232.786,161.208,0
528.000000,4314.667,294.883,340.596,333.216,234.023,249.547,250.35,250.188,253.74,249.014,261.992,256.116,266.561,270.829,255.619,271.395,272.528,275.722,275.83,279.391,277.285,270.295,221.062,0
529.000000,4184.405,266.851,392.632,395.913,210.866,195.01,210.078,195.475,216.762,207.278,230.793,209.982,229.966,223.78,239.081,231.036,239.35,238.446,239.916,231.389,238.846,230.802,224.555,0
530.000000,4207.334,318.049,414.995,402.491,227.099,224.692,226.846,224.797,242.039,225.992,242.826,225.818,252.588,255.813,271.786,268.825,271.802,272.826,272.304,269.409,271.584,257.036,252.731,0
531.000000,4077.96,278.195,383.616,382.076,218.294,204.993,217.957,204.488,224.799,211.346,232.429,211.444,232.353,223.095,241.6,238.072,241.508,239.862,241.821,238.974,240.812,233.228,224.201,0
532.000000,4186.28,277.579,391.633,390.01,233.01,215.812,233.64,215.286,229.24,217.785,238.994,216.335,236.643,225.784,245.793,237.305,247.247,236.73,246.528,238.296,246.633,238.047,225.681,0
533.000000,4338.16,241.484,413.599,411.909,219.015,194.952,218.931,194.687,193.701,193.136,195.118,194.528,192.297,193.05,207.81,194.452,217.15,194.074,217.184,195.207,207.686,195.485,191.559,0
534.000000,3996.309,299.468,392.06,390.449,206.991,204.878,206.895,207.675,227.765,205.372,228.679,205.248,228.145,229.493,250.8,244.569,251.019,250.813,250.435,243.401,251.764,229.228,228.141,0
535.000000,3534.659,288.979,390.079,384.671,227.612,215.318,227.546,216.079,231.692,217.193,242.462,221.54,241.868,259.999,252.445,267.287,252.533,267.349,254.071,265.72,252.724,260.359,241.856,0
536.000000,3285.601,331.928,424.988,387.335,257.547,247.373,257.954,247.933,256.583,255.622,285.24,274.564,293.33,299.999,299.97,316.387,305.318,307.471,309.137,312.124,298.362,296.536,287.286,0
537.000000,3317.899,338.259,429.586,388.936,253.244,248.289,253.302,249.188,268.218,266.822,310.251,288.63,309.051,288.383,308.949,344.67,309.377,327.358,326.906,326.889,310.012,255.586,288.495,0
538.000000,3816.949,340.523,447.797,416.398,257.064,248.875,256.081,249.617,279.635,273.942,314.049,278.881,313.186,288.886,317.781,345.829,320.193,341.821,325.148,341.505,318.171,273.991,286.15,0
539.000000,3768.39,315.427,402.103,372.03,231.346,228.047,229.661,228.865,236.47,231.179,265.241,258.922,265.789,268.131,288.39,305.776,302.482,293.06,303.062,306.193,273.62,244.915,265.474,0
540.000000,3808.326,308.421,411.511,388.848,241.433,231.183,241.162,231.002,252.73,250.252,266.345,256.421,266.372,278.093,285.017,302.496,302.128,299.3,302.109,302.526,267.938,254.938,263.371,0
541.000000,3475.367,323.387,408.047,386.881,258.441,254.144,266.478,253.851,276.019,266.792,286.191,268.663,287.925,292.404,298.327,313.675,305.88,317.002,305.101,313.384,294.868,253.52,277.012,0
542.000000,3313.087,382.783,449.445,404.59,330.465,352.852,354.214,352.974,363.333,365.339,376.124,372.369,376.8,382.702,387.117,393.83,390.631,400.272,387.037,393.67,383.364,261.982,376.36,0
543.000000,3072.497,399.547,461.602,418.746,361.309,376.624,383.808,376.623,387.17,390.245,403.79,404.091,403.817,407.052,410.916,412.026,412.462,416.35,412.037,413.054,407.289,260.875,403.669,0
544.000000,3008.107,384.789,448.619,407.059,363.854,359.144,377.867,359.026,377.303,383.04,393.512,405.197,406.114,406.154,406.213,406.83,405.825,406.992,406.12,407.804,406.062,252.317,392.321,0
545.000000,2954.089,370.597,429.165,387.594,336.353,344.93,360.201,344.953,358.872,360.628,376.5,368.427,376.865,373.867,377.933,388.042,378.912,388.516,378.238,387.947,378.239,245.431,367.802,0
546.000000,3520.694,363.07,443.894,395.522,314.537,323.494,319.732,323.013,317.222,329.7,362.175,336.787,366.648,390.426,367.606,395.597,372.423,398.578,367.957,396.817,366.601,261.105,357.603,0
547.000000,3748.791,344.723,435.002,387.642,270.947,268.057,271.231,268.436,297.283,298.722,317.227,311.173,316.891,330.744,347.441,361.138,357.36,375.703,347.645,363.095,329.938,255.954,315.478,0
548.000000,3682.151,335.238,423.046,377.098,284.587,270.612,285.567,271.303,283.907,285.057,327.853,315.911,327.927,358.524,338.973,372.079,360.262,370.209,339.824,371.914,326.7,249.444,320.696,0
549.000000,3791.641,337.762,428.58,387.901,250.341,247.868,250.017,247.908,250.319,246.632,290.036,288.991,288.873,288.118,319.329,330.432,332.151,319.002,331.367,331.76,281.658,258.117,289.738,0
550.000000,4041.743,335.245,443.705,408.238,253.906,248.129,253.534,249.439,257.343,252.808,289.82,285.514,289.441,290.06,295.21,321.795,296.84,296.172,321.83,297.014,292.576,268.996,289.051,0
551.000000,4406.751,292.472,394.586,395.476,263.358,249.739,265.369,271.105,266.955,252.98,270.024,240.798,261.054,278.866,258.52,284.176,279.935,295.375,249.375,266.453,242.454,272.702,236.058,0
552.000000,4103.437,310.586,401.146,385.994,250.363,235.482,250.71,235.115,249.429,235.486,249.226,234.698,249.526,292.372,249.444,294.442,268.561,294.467,268.23,294.493,250.419,254.484,249.381,0
553.000000,4177.262,311.397,407.156,394.257,246.466,233.584,246.962,233.382,249.667,233.347,262.426,244.911,261.742,287.327,266.271,298.544,280.729,291.739,290.026,288.646,266.37,259.119,261.299,0
554.000000,4389.378,259.147,411.951,409.942,215.859,193.776,216.974,191.405,216.459,210.159,234.214,209.651,234.143,215.085,234.144,228.777,234.544,233.825,234.441,234.253,235.549,269.758,216.785,0
555.000000,4053.279,239.809,369.194,368.564,204.679,183.526,205.759,181.833,192.724,193.568,201.209,192.945,200.958,192.92,206.101,190.659,207.948,194.913,207.403,194.983,198.111,253.863,184.734,0
556.000000,3626.805,321.679,422.861,391.411,247.012,239.659,248.76,242.199,252.792,246.528,258.199,249.168,260.807,278.098,270.507,290.794,288.407,297.589,288.504,294.486,271.056,258,256.165,0
557.000000,3468.246,307.602,417.928,390.02,240.833,230.589,240.432,230.533,250.291,242.243,255.852,251.028,264.954,263.439,280.143,287.98,284.529,295.705,286.869,290.815,278.734,268.213,262.234,0
558.000000,3371.065,305.048,395.617,378.196,243.477,229.475,243.41,230.371,248.305,235.729,258.657,244.091,258.359,263.836,273.826,286.287,277.394,285.691,276.991,286.758,258.809,272.331,250.484,0
559.000000,3646.922,295.441,397.6,396.833,247.998,225.236,247.844,226.288,248.978,227.329,250.173,229.164,248.264,287.338,253.188,286.386,257.285,288.436,257.727,289.45,250.838,287.619,249.793,0
560.000000,4254.024,294.698,416.583,397.667,231.278,222.578,230.717,221.91,235.532,222.375,236.946,230.079,235.789,253.663,249.145,254.624,262.978,260.082,263.145,68.368,250.005,255.853,234.803,0
561.000000,4386.6,288.83,411.436,410.991,218.388,218.22,218.248,215.364,240.87,217.547,242.705,218.665,241.117,241.433,267.335,239.752,267.332,265.64,268.264,0,266.514,242.869,241.684,0
562.000000,4422.498,301.556,419.53,413.082,229.145,226.996,229.012,224.793,246.879,226.847,253.835,232.832,253.383,256.441,274.374,256.108,274.369,276.63,275.268,0,273.691,257.529,253.721,0
563.000000,4169.238,356.141,453.514,414.075,266.26,263.389,266.179,263.826,266.466,263.699,301.471,297.08,307.656,308.655,307.24,313.532,307.651,312.112,308.633,0,307.5,310.487,305.236,0
564.000000,3878.469,313.221,420.774,405.372,250.06,243.235,250.776,243.093,253.167,243.441,270.348,258.3,269.859,272.695,270.014,287.491,280.785,280.629,289.043,0,269.485,277.338,263.025,0
565.000000,4051.324,267.221,410.386,410.528,227.613,202.261,227.837,202.39,216.123,216.687,232.955,217.122,234.01,232.882,239.45,227.773,249.412,223.225,248.653,0,235.991,223.066,223.559,0
566.000000,3707.656,275.486,387.228,387.535,210.157,199.122,210.858,200.073,218.129,199.388,218.664,214.829,218.346,215.041,231.001,227.933,231.873,227.493,228.593,0,228.54,223.36,213.654,0
567.000000,3726.131,294.562,404.848,395.605,225.133,214.101,224.765,216.217,231.235,216.878,243.14,231.611,244.942,239.135,253.167,250.98,252.875,251.154,252.996,0,253.507,247.439,242.935,0
568.000000,3835.213,309.666,417.028,393.909,242.599,236.06,244.129,236.954,241.866,237.113,253.97,245.765,253.592,273.95,255.252,284.76,285.478,275.656,286.272,0,254.24,273.505,253.56,0
569.000000,3933.061,311.843,415.997,399.674,239.955,227.062,241.028,227.713,239.505,233.411,244.162,240.677,246.02,265.469,257.214,274.079,279.337,273.64,279.635,0,256.639,274.06,245.109,0
570.000000,3663.792,289.3,395.779,396.169,243.694,219.877,243.224,219.956,243.237,226.638,248.5,226.763,249.185,283.808,251.203,283.689,264.779,283.256,264.37,0,251.752,284.145,248.848,0
571.000000,3725.806,287.148,418.273,418.614,238.029,218.712,237.263,219.043,242.879,224.26,249.339,228.955,248.296,237.246,254.052,249.018,256.071,254.26,256.866,183.32,256.163,249.074,237.787,0
572.000000,3669.771,251.043,387.805,388.223,206.066,192.685,205.193,185.843,204.153,194.173,213.702,189.497,213.067,188.746,213.468,189.787,199.985,195.573,199.32,196.764,199.369,191.098,190.684,0
573.000000,3602.82,281.898,394.091,383.934,219.422,206.17,218.836,203.345,216.105,207.084,223.855,208.546,225.017,216.816,231.046,221.572,225.41,226.354,224.627,227.195,221.412,213.031,215.364,0
574.000000,3803.011,278.664,377.918,377.669,208.891,186.834,209.004,186.414,185.659,187.353,187.529,184.087,185.385,183.104,186.391,179.217,178.497,179.363,178.753,180.117,178.801,167.683,167.276,0
575.000000,3545.73,292.72,334.208,333.648,195.578,183.999,195.941,184.848,184.143,185.284,184.8,179.26,175.638,176.348,176.121,171.06,165.241,168.328,161.416,167.307,162.707,161.575,161.227,0
576.000000,3832.468,285.843,339.511,339.289,192.077,180.347,191.8,180.34,179.533,180.065,181.151,178.786,173.594,178.246,174.158,174.631,170.54,170.349,169.346,170.457,168.063,160.829,160.352,0
577.000000,3463.138,283.267,349.314,378.783,204.697,184.124,189.557,179.862,179.896,179.47,179.139,176.608,176.707,176.679,177.252,175.57,175.127,175.133,174.469,174.633,175.646,160.998,160.41,0
578.000000,3491.557,270.313,317.983,317.589,182.07,170.195,181.368,165.512,175.593,165.012,175.265,166.199,169.16,165.253,167.528,165.018,161.12,161.373,160.86,162.279,163.079,158.809,160.252,0
579.000000,3557.662,274.173,276.671,276.305,171.568,164.296,170.72,164.244,158.596,153.486,157.24,151.442,148.917,150.471,149.189,150.591,147.528,149.928,147.427,151.524,144.775,143.072,105.048,0
580.000000,3407.661,280.913,275.126,275.115,165.36,161.194,164.614,160.921,151.12,149.031,150.801,147.631,148.633,147.609,147.388,147.276,143.561,146.43,143.668,146.62,134.653,111.558,84.392,0
581.000000,3506.336,269.421,281.521,281.678,162.575,157.402,162.318,158.227,155.748,151.682,156.47,151.692,152.701,151.992,150.142,151.977,146.834,149.521,139.977,149.102,134.359,133.182,128.105,0
582.000000,3102.353,269.329,266.769,266.622,147.943,147.893,147.663,147.035,143.852,143.493,143.68,141.389,140.229,138.446,137.807,139.326,134.726,138.198,118.149,128.271,96.454,72.746,46.033,0
583.000000,3192.639,260.6,263.125,263.043,148.074,148.15,147.937,148.603,142.804,144.388,144.664,144.224,134.379,142.8,131.878,144.383,129.341,138.681,129.332,137.022,123.168,94.583,72.853,0
584.000000,3067.757,261.752,261.005,260.679,150.237,150.181,148.751,149.097,126.916,146.477,144.862,145.284,134.621,140.843,131.197,141.523,128.411,135.928,125.715,132.194,5.756,96.329,81.138,0
585.000000,2970.143,254.54,240.665,240.723,145.89,146.349,142.746,142.721,124.34,141.164,141.273,140.562,128.804,139.7,129.877,140.158,126.285,130.321,126.195,131.476,0,117.255,69.141,0
586.000000,2918.972,230.344,250.485,251.217,144.858,140.903,144.577,139.592,138.133,135.595,137.823,134.775,134.398,133.617,130.752,133.975,125.466,132.355,121.181,113.413,70.924,77.817,47.177,0
587.000000,2930.094,191.858,268.01,267.132,154.776,152.269,153.898,150.221,144.85,143.18,143.371,140.622,140.881,140.098,138.343,139.33,134.697,139.103,119.063,33.883,0,102.439,72.863,0
588.000000,3123.706,224.156,274.841,274.662,164.019,160.918,163.492,156.276,156.845,154.842,155.539,153.436,146.165,150.158,146.303,149.999,142.88,146.772,120.851,36.856,0,112.838,82.709,0
589.000000,2936.535,205.744,254.098,253.524,150.452,149.893,148.3,147.639,141.183,140.812,138.239,138.419,133.845,137.398,132.743,135.681,131.424,131.831,111.541,73.858,46.506,98.9,76.25,0
590.000000,3095.392,215.899,269.752,268.454,155.624,155.917,155.249,153.884,149.049,148.172,147.992,146.072,136.986,139.944,133.613,140.18,133.343,137.701,114.968,97.35,92.432,89.032,71.461,0
591.000000,2986.219,215.713,275.726,274.854,158.17,154.984,158.425,154.07,155.915,150.448,151.829,144.487,137.979,142.5,136.895,142.205,136.278,139.306,107.155,39.494,0,86.084,84.191,0
592.000000,3039.823,224.946,279.375,278.82,162.28,159.611,161.236,159.669,155.734,154.221,151.84,147.443,143.475,144.76,141.286,145.138,140.147,142.717,108.708,41.216,0,83.804,69.337,0
593.000000,2857.642,218.36,269.304,268.985,148.328,147.029,149.065,147.842,147.238,146.262,147.639,143.501,140.188,141.053,137.227,140.949,131.595,139.128,106.598,52.968,0,66.002,29.59,0
594.000000,2495.546,217.268,250.272,250.289,139.283,138.939,140.633,138.76,138.748,134.924,135.379,124.297,124.542,125.241,122.686,124.165,114.087,116.994,53.592,60.957,0,0,0,0
