$MCN Elev-Tailwater CBT-REV [m=>ft},,
CY2011-2015,,12/31/2010
JDAY,ElevFT,
41927,264.5505334,
41928,264.7112946,
41929,264.8786174,
41930,264.9212683,
41931,264.6489586,
41932,264.599746,
41933,264.580061,
41934,264.7605072,
41935,264.9606384,
41936,265.2296673,
41937,265.4297985,
41938,265.2001397,
41939,265.4297985,
41940,265.6299298,
41941,266.2992211,
41942,266.240166,
41943,266.4402972,
41944,266.6601135,
41945,266.2893786,
41946,266.1811109,
41947,265.3707434,
41948,265.4888536,
41949,265.6791424,
41950,265.8694311,
41951,266.3090636,
41952,266.5190374,
41953,266.5813734,
41954,266.7913471,
41955,266.5190374,
41956,266.2992211,
41957,265.6889849,
41958,266.0597198,
41959,266.2303235,
41960,265.9416096,
41961,265.8202185,
41962,265.2198248,
41963,265.8792736,
41964,265.7414783,
41965,265.7808484,
41966,266.1187749,
41967,266.0105072,
41968,265.8399035,
41969,266.1811109,
41970,266.4796673,
41971,266.3484337,
41972,266.3910846,
41973,266.6207434,
41974,267.1292736,
41975,266.9094574,
41976,266.3615571,
41977,265.439641,
41978,265.1213996,
41979,265.2493523,
41980,265.2887224,
41981,265.9809796,
41982,266.0695623,
41983,266.4402972,
41984,266.630586,
41985,266.2795361,
41986,266.1811109,
41987,266.240166,
41988,266.0695623,
41989,266.3484337,
41990,266.0400348,
41991,266.13846,
41992,266.0597198,
41993,265.8989586,
41994,265.9088012,
41995,265.2887224,
41996,264.9015833,
41997,265.0984337,
41998,266.1187749,
41999,266.259851,
42000,266.7290112,
42001,266.9291424,
42002,266.5813734,
42003,266.5190374,
42004,267.0308484,
42005,266.8208747,
42006,266.3090636,
42007,265.9514521,
42008,265.9908222,
42009,266.0597198,
42010,266.2106384,
42011,265.6988274,
42012,266.4501398,
42013,266.2303235,
42014,266.2893786,
42015,266.4698248,
42016,266.5912159,
42017,266.6010584,
42018,266.3090636,
42019,265.9809796,
42020,266.0006647,
42021,266.1909534,
42022,266.220481,
42023,266.240166,
42024,266.4796673,
42025,266.5387224,
42026,267.1095886,
42027,266.6207434,
42028,266.3713996,
42029,266.3189062,
42030,266.2992211,
42031,266.2500085,
42032,266.4304547,
42033,266.0301922,
42034,266.3615571,
42035,266.3713996,
42036,266.6601135,
42037,267.0997461,
42038,266.9389849,
42039,266.7815046,
42040,267.0111634,
42041,267.3097198,
42042,267.1686437,
42043,267.2605072,
42044,267.060376,
42045,266.9291424,
42046,267.2998773,
42047,267.5590637,
42048,267.6509272,
42049,267.6312422,
42050,267.6312422,
42051,267.5984338,
42052,267.8084075,
42053,267.2014521,
42054,267.4409534,
42055,267.4015834,
42056,267.3097198,
42057,267.1784862,
42058,267.0505335,
42059,267.0505335,
42060,266.8405597,
42061,267.0308484,
42062,266.4107697,
42063,266.5387224,
42064,266.4599823,
42065,266.3615571,
42066,266.4107697,
42067,266.1089324,
42068,266.3484337,
42069,266.2795361,
42070,266.0301922,
42071,266.0498773,
42072,266.2106384,
42073,266.220481,
42074,266.7093261,
42075,266.0301922,
42076,265.810376,
42077,265.8202185,
42078,265.6299298,
42079,265.5511896,
42080,266.5813734,
42081,266.2106384,
42082,266.8405597,
42083,267.3392474,
42084,266.6404285,
42085,266.6207434,
42086,267.3097198,
42087,266.8897723,
42088,267.4606385,
42089,267.2998773,
42090,267.3195624,
42091,267.2112946,
42092,267.4114259,
42093,267.7198248,
42094,268.0511897,
42095,268.0905598,
42096,266.8897723,
42097,267.4212684,
42098,267.2211372,
42099,267.1095886,
42100,267.1489587,
42101,266.8307172,
42102,266.1286174,
42103,265.6594573,
42104,265.5085387,
42105,265.2887224,
42106,265.7185124,
42107,265.4691686,
42108,265.5315046,
42109,265.4494836,
42110,264.7506646,
42111,264.7112946,
42112,264.5406909,
42113,264.6784862,
42114,264.8294048,
42115,264.9507959,
42116,264.9311108,
42117,265.3215308,
42118,265.1706122,
42119,265.0000085,
42120,265.0590636,
42121,265.111557,
42122,265.0000085,
42123,265.029536,
42124,264.701452,
42125,264.1994835,
42126,265.2788799,
42127,265.1607696,
42128,265.0393786,
42129,265.4593261,
42130,265.3609009,
42131,265.2690374,
42132,265.5085387,
42133,265.0000085,
42134,264.9212683,
42135,264.580061,
42136,264.6686436,
42137,265.2493523,
42138,265.830061,
42139,265.5708746,
42140,265.8792736,
42141,265.3707434,
42142,265.0393786,
42143,265.8595886,
42144,265.7710059,
42145,265.4691686,
42146,266.0006647,
42147,266.1187749,
42148,266.0498773,
42149,266.2893786,
42150,266.0794048,
42151,266.0990899,
42152,266.0400348,
42153,265.810376,
42154,265.5807172,
42155,265.6004022,
42156,265.8595886,
42157,266.0400348,
42158,265.9088012,
42159,265.4101135,
42160,265.3412158,
42161,265.3313733,
42162,265.009851,
42163,264.9507959,
42164,265.0393786,
42165,265.5315046,
42166,265.029536,
42167,264.7703497,
42168,264.7506646,
42169,264.6784862,
42170,264.4389848,
42171,264.7408221,
42172,264.5308484,
42173,264.3504022,
42174,263.9501397,
42175,263.9993523,
42176,263.8713995,
42177,264.1010583,
42178,263.9107696,
42179,263.8189061,
42180,264.3208746,
42181,264.209326,
42182,264.5013208,
42183,264.4389848,
42184,264.6292736,
42185,264.7506646,
42186,264.3996148,
42187,264.3996148,
42188,264.5308484,
42189,264.6292736,
42190,263.9107696,
42191,264.1207434,
42192,264.5210058,
42193,264.5308484,
42194,263.9599822,
42195,264.3011896,
42196,264.1305859,
42197,264.3405596,
42198,264.1797985,
42199,263.8484336,
42200,264.3405596,
42201,263.8287486,
42202,264.3405596,
42203,264.1109008,
42204,264.2388536,
42205,264.2683812,
42206,264.599746,
42207,264.5406909,
42208,263.8713995,
42209,263.7204809,
42210,264.189641,
42211,263.9698247,
42212,264.291347,
42213,264.2290111,
42214,263.9107696,
42215,264.3700872,
42216,264.2388536,
42217,264.3011896,
42218,264.189641,
42219,263.8484336,
42220,263.861557,
42221,264.0715308,
42222,264.2290111,
42223,264.580061,
42224,264.6095885,
42225,264.5406909,
42226,263.9009271,
42227,264.3799297,
42228,263.9304546,
42229,264.0912158,
42230,264.0813733,
42231,264.7309796,
42232,264.4094573,
42233,264.4685124,
42234,264.209326,
42235,264.0190373,
42236,264.3011896,
42237,264.5702184,
42238,264.5603759,
42239,264.3996148,
42240,264.5013208,
42241,264.5013208,
42242,264.5111633,
42243,264.189641,
42244,264.4389848,
42245,264.209326,
42246,263.861557,
42247,263.9895098,
42248,263.9895098,
42249,264.5308484,
42250,264.4685124,
42251,264.8392473,
42252,264.209326,
42253,264.0387224,
42254,263.799221,
42255,263.9009271,
42256,264.1010583,
42257,264.169956,
42258,263.9402972,
42259,263.881242,
42260,264.1404284,
42261,263.7696935,
42262,264.0584074,
42263,264.3405596,
42264,264.1207434,
42265,264.3011896,
42266,263.9206121,
42267,264.0715308,
42268,263.6089323,
42269,263.8189061,
42270,264.1797985,
42271,264.3897722,
42272,264.599746,
42273,264.3307171,
42274,263.9402972,
42275,263.759851,
42276,264.2585386,
42277,264.4586699,
42278,264.209326,
42279,263.9206121,
42280,264.6095885,
42281,264.7408221,
42282,265.3412158,
42283,265.6496148,
42284,265.7808484,
42285,265.5413471,
42286,265.3805859,
42287,265.3904284,
42288,265.5085387,
42289,265.0000085,
42290,264.701452,
42291,264.9311108,
42292,265.7906909,
42293,266.13846,
42294,265.830061,
42295,266.0695623,
42296,265.849746,
42297,266.0498773,
42298,266.0203497,
42299,266.0006647,
42300,265.9612946,
42301,265.9711371,
42302,265.8399035,
42303,265.6299298,
42304,265.5085387,
42305,265.4101135,
42306,265.6004022,
42307,265.6299298,
42308,265.8891161,
42309,266.1909534,
42310,266.2696936,
42311,266.1909534,
42312,266.3287487,
42313,266.6404285,
42314,266.5387224,
42315,266.6404285,
42316,266.8700873,
42317,266.0794048,
42318,266.2106384,
42319,266.6601135,
42320,266.2992211,
42321,266.1515833,
42322,266.0105072,
42323,265.9711371,
42324,266.7290112,
42325,266.7585387,
42326,266.6896411,
42327,267.2506647,
42328,266.9816358,
42329,266.7290112,
42330,266.8700873,
42331,267.040691,
42332,267.3097198,
42333,267.0899036,
42334,266.4599823,
42335,265.9711371,
42336,266.3385912,
42337,266.3189062,
42338,266.2696936,
42339,266.5912159,
42340,266.0597198,
42341,265.2296673,
42342,265.5511896,
42343,265.2001397,
42344,264.9606384,
42345,265.3805859,
42346,265.4593261,
42347,264.8392473,
42348,265.2690374,
42349,265.8989586,
42350,266.2795361,
42351,266.1909534,
42352,265.2296673,
42353,265.3510584,
42354,265.2296673,
42355,264.9409534,
42356,265.2690374,
42357,264.9311108,
42358,265.1509271,
42359,264.7605072,
42360,265.7086699,
42361,265.0885912,
42362,264.7408221,
42363,264.4389848,
42364,264.9212683,
42365,265.5511896,
42366,264.990166,
42367,264.9606384,
42368,265.2788799,
42369,264.9507959,
42370,265.6988274,
