TITLE = "PARTICLE INFO for Branch     1"
VARIABLES = "X", "Z", "FSIZE", "FAGE", "WATER", "ISEG", "K"
ZONE T="JDAY   4384.00", I=      1, F=POINT
           0.01      0.01     0.00     0.00  -1   0   0
TEXT X=47, Y=90, F=HELV-BOLD, HU=FRAME, AN=MIDCENTER,C=RED, H=2.5, T="   January  1, 2012     12am    (JDAY4384.000)", ZN=     1
TEXT X=30.0, Y=21.0, F=HELV-BOLD, HU=FRAME,AN=MIDRIGHT, C=BLACK, H=2.1, T="     0", ZN=     1
TEXT X=25.0, Y=25.0, F=HELV-BOLD, HU=FRAME,AN=MIDCENTER, C=BLACK, H=2.1, T="# of Particles"
  
ZONE T="JDAY   4385.00", I=    321, F=POINT
       25360.90    287.51     0.00     3.51   1  52 107
       26143.44    211.66     0.00     3.51   1  53 145
       24103.44    202.16     0.00     3.51   1  49 149
       28505.60    166.56     0.00     3.51   1  58 167
       26203.71    192.21     0.00     3.51   1  54 154
       25406.14    200.15     0.00     3.51   1  52 150
       24203.09    201.61     0.00     3.51   1  50 150
       25810.94    191.85     0.00     3.51   1  53 155
       26068.48    218.44     0.00     3.51   1  53 141
       24424.22    212.59     0.00     3.51   1  50 144
       30774.48    237.13     0.00     3.51   1  63 132
       24809.23    206.62     0.00     3.51   1  51 147
       24671.60    189.30     0.00     3.51   1  51 156
       25506.11    196.06     0.00     3.51   1  52 152
       24233.65    199.09     0.00     3.51   1  50 151
       27240.76    190.84     0.00     3.51   1  56 155
       24493.15    204.14     0.00     3.51   1  50 148
       25431.86    191.31     0.00     3.51   1  52 155
       25806.64    185.35     0.00     3.51   1  53 158
       24067.37    183.50     0.00     3.51   1  49 159
       24530.75    203.41     0.00     3.51   1  50 149
       27599.74    178.43     0.00     3.51   1  56 161
       24393.25    196.63     0.00     3.51   1  50 152
       26322.36    180.50     0.00     3.51   1  54 160
       24786.29    183.53     0.00     3.51   1  51 159
       23926.21    213.66     0.00     3.51   1  49 144
       24291.36    200.94     0.00     3.51   1  50 150
       23951.60    192.32     0.00     3.51   1  49 154
       27347.33    174.96     0.00     3.51   1  56 163
       25538.64    178.51     0.00     3.51   1  52 161
       25041.74    178.71     0.00     3.51   1  51 161
       25007.15    183.36     0.00     3.51   1  51 159
       27782.92    169.15     0.00     3.51   1  57 166
       25176.79    237.27     0.00     3.51   1  52 132
       24369.66    189.02     0.00     3.51   1  50 156
       26016.76    192.69     0.00     3.51   1  53 154
       26292.07    192.92     0.00     3.51   1  54 154
       25183.33    179.79     0.00     3.51   1  52 161
       25944.64    184.86     0.00     3.51   1  53 158
       25655.73    177.56     0.00     3.51   1  52 162
       25483.04    180.36     0.00     3.51   1  52 160
       24196.11    191.06     0.00     3.51   1  50 155
       24101.91    187.55     0.00     3.51   1  49 157
       27751.15    183.93     0.00     3.51   1  57 159
       24684.17    183.90     0.00     3.51   1  51 159
       24861.09    182.70     0.00     3.51   1  51 159
       24039.21    236.96     0.00     3.51   1  49 132
       25706.34    186.53     0.00     3.51   1  53 157
       24791.79    184.84     0.00     3.51   1  51 158
       25371.47    180.17     0.00     3.51   1  52 160
       26313.79    185.26     0.00     3.51   1  54 158
       24660.23    187.49     0.00     3.51   1  50 157
       23796.38    211.76     0.00     3.51   1  49 145
       25844.58    234.04     0.00     3.51   1  53 133
       23949.53    212.01     0.00     3.51   1  49 144
       24311.96    188.57     0.00     3.51   1  50 156
       24694.14    242.53     0.00     3.51   1  51 129
       23874.28    186.17     0.00     3.51   1  49 157
       24428.45    192.10     0.00     3.51   1  50 154
       25014.18    183.66     0.00     3.51   1  51 159
       27688.49    173.20     0.00     3.51   1  57 164
       24442.62    234.33     0.00     3.51   1  50 133
       23865.42    237.52     0.00     3.51   1  49 132
       24856.33    243.04     0.00     3.51   1  51 129
       24618.44    238.86     0.00     3.51   1  50 131
       24380.24    232.80     0.00     3.51   1  50 134
       25559.02    188.96     0.00     3.51   1  52 156
       24681.82    239.41     0.00     3.51   1  51 131
       24921.33    240.86     0.00     3.51   1  51 130
       26361.65    181.43     0.00     3.51   1  54 160
       24548.45    190.68     0.00     3.51   1  50 155
       24701.86    235.35     0.00     3.51   1  51 133
       24451.75    201.88     0.00     3.51   1  50 150
       24352.52    196.08     0.00     3.51   1  50 152
       25038.52    236.07     0.00     3.51   1  51 132
       24945.82    240.57     0.00     3.51   1  51 130
       25006.08    241.88     0.00     3.51   1  51 130
       24495.79    230.77     0.00     3.51   1  50 135
       25600.68    233.10     0.00     3.51   1  52 134
       25732.52    234.27     0.00     3.51   1  53 133
       24794.98    236.97     0.00     3.51   1  51 132
       24176.02    195.19     0.00     3.51   1  50 153
       24502.31    237.18     0.00     3.51   1  50 132
       25498.91    233.09     0.00     3.51   1  52 134
       24536.33    232.22     0.00     3.51   1  50 134
       24947.54    183.89     0.00     3.51   1  51 159
       24933.11    240.82     0.00     3.51   1  51 130
       24141.18    204.15     0.00     3.51   1  49 148
       24971.04    234.21     0.00     3.51   1  51 133
       26894.12    203.63     0.00     3.51   1  55 149
       25979.30    294.39     0.00     3.51   1  53 103
       24993.04    286.26     0.00     3.51   1  51 107
       26229.58    211.26     0.00     3.51   1  54 145
       31559.96    289.02     0.00     3.51   1  64 106
       29810.81    292.20     0.00     3.51   1  61 104
       28204.75    214.47     0.00     3.51   1  58 143
       25164.01    290.74     0.00     3.51   1  51 105
       29748.58    283.54     0.00     3.51   1  61 109
       30604.57    282.98     0.00     3.51   1  62 109
       25711.40    188.41     0.00     3.51   1  53 156
       30284.08    256.21     0.00     3.51   1  62 122
       28857.85    295.97     0.00     3.51   1  59 103
       30419.75    285.75     0.00     3.51   1  62 108
       27847.08    293.30     0.00     3.51   1  57 104
       25562.87    215.81     0.00     3.51   1  52 143
       25291.26    212.98     0.00     3.51   1  52 144
       25666.67    214.19     0.00     3.51   1  52 143
       26710.35    183.66     0.00     3.51   1  55 159
       30378.50    146.15     0.00     3.51   1  62 177
       25536.68    198.63     0.00     3.51   1  52 151
       27420.17    183.56     0.00     3.51   1  56 159
       26000.53    248.72     0.00     3.51   1  53 126
       25403.87    233.36     0.00     3.51   1  52 134
       24688.08    207.56     0.00     3.51   1  51 147
       26968.90    180.12     0.00     3.51   1  55 160
       24493.94    214.49     0.00     3.51   1  50 143
       24284.33    204.37     0.00     3.51   1  50 148
       27068.42    177.44     0.00     3.51   1  55 162
       23985.02    188.97     0.00     3.51   1  49 156
       24964.86    210.80     0.00     3.51   1  51 145
       28095.28    183.42     0.00     3.51   1  57 159
       24364.17    182.34     0.00     3.51   1  50 159
       26220.99    181.87     0.00     3.51   1  54 160
       25628.19    175.58     0.00     3.51   1  52 163
       28308.89    169.21     0.00     3.51   1  58 166
       26601.10    168.14     0.00     3.51   1  54 166
       27514.43    172.49     0.00     3.51   1  56 164
       24689.51    243.79     0.00     3.51   1  51 129
       25347.00    198.37     0.00     3.51   1  52 151
       24769.81    179.20     0.00     3.51   1  51 161
       23979.22    206.67     0.00     3.51   1  49 147
       24584.95    191.54     0.00     3.51   1  50 155
       26547.74    182.70     0.00     3.51   1  54 159
       24604.33    184.03     0.00     3.51   1  50 158
       25960.96    174.56     0.00     3.51   1  53 163
       25838.10    175.04     0.00     3.51   1  53 163
       25408.58    197.50     0.00     3.51   1  52 152
       24139.42    206.24     0.00     3.51   1  49 147
       25454.45    178.49     0.00     3.51   1  52 161
       26837.76    168.39     0.00     3.51   1  55 166
       25239.31    172.89     0.00     3.51   1  52 164
       24587.74    239.32     0.00     3.51   1  50 131
       27720.55    183.27     0.00     3.51   1  57 159
       24142.67    191.69     0.00     3.51   1  49 155
       25446.60    177.05     0.00     3.51   1  52 162
       25732.45    187.36     0.00     3.51   1  53 157
       23749.90    211.74     0.00     3.51   1  49 145
       25373.05    242.91     0.00     3.51   1  52 129
       27730.43    182.31     0.00     3.51   1  57 159
       25879.59    175.97     0.00     3.51   1  53 163
       26060.68    238.08     0.00     3.51   1  53 131
       25435.54    234.20     0.00     3.51   1  52 133
       23859.40    184.26     0.00     3.51   1  49 158
       24517.02    181.68     0.00     3.51   1  50 160
       23956.10    214.25     0.00     3.51   1  49 143
       25206.55    179.48     0.00     3.51   1  52 161
       27111.24    168.56     0.00     3.51   1  55 166
       23865.68    213.51     0.00     3.51   1  49 144
       25139.98    241.19     0.00     3.51   1  51 130
       24736.77    245.32     0.00     3.51   1  51 128
       26102.72    248.54     0.00     3.51   1  53 126
       25295.46    176.24     0.00     3.51   1  52 162
       25670.63    175.27     0.00     3.51   1  53 163
       26555.67    165.77     0.00     3.51   1  54 168
       25736.00    187.44     0.00     3.51   1  53 157
       24181.46    182.33     0.00     3.51   1  50 159
       29706.23    157.12     0.00     3.51   1  61 172
       23848.54    192.75     0.00     3.51   1  49 154
       24502.82    239.32     0.00     3.51   1  50 131
       25286.36    176.32     0.00     3.51   1  52 162
       24103.13    216.07     0.00     3.51   1  49 142
       24669.31    242.71     0.00     3.51   1  51 129
       24279.28    189.90     0.00     3.51   1  50 156
       25252.98    232.52     0.00     3.51   1  52 134
       23897.05    195.72     0.00     3.51   1  49 153
       24581.55    237.21     0.00     3.51   1  50 132
       25214.83    234.15     0.00     3.51   1  52 133
       24979.38    232.84     0.00     3.51   1  51 134
       28124.14    161.05     0.00     3.51   1  57 170
       24866.67    240.24     0.00     3.51   1  51 130
       25214.89    234.28     0.00     3.51   1  52 133
       24958.34    236.49     0.00     3.51   1  51 132
       26366.43    242.30     0.00     3.51   1  54 129
       25047.64    241.89     0.00     3.51   1  51 130
       23904.73    236.21     0.00     3.51   1  49 132
       26098.09    234.72     0.00     3.51   1  53 133
       25305.88    234.26     0.00     3.51   1  52 133
       27204.98    263.09     0.00     3.51   1  56 119
       26576.67    244.21     0.00     3.51   1  54 128
       28571.88    259.48     0.00     3.51   1  58 121
       24913.80    237.98     0.00     3.51   1  51 132
       24450.25    236.94     0.00     3.51   1  50 132
       25430.97    233.89     0.00     3.51   1  52 134
       28677.15    258.64     0.00     3.51   1  58 121
       23676.50    210.73     0.00     3.51   1  49 145
       26420.22    164.49     0.00     3.51   1  54 168
       26580.02    164.72     0.00     3.51   1  54 168
       27002.73    161.56     0.00     3.51   1  55 170
       26904.37    162.53     0.00     3.51   1  55 169
TEXT X=47, Y=90, F=HELV-BOLD, HU=FRAME, AN=MIDCENTER,C=RED, H=2.5, T="   January  5, 2012     12am    (JDAY4388.006)", ZN=     5
TEXT X=30.0, Y=21.0, F=HELV-BOLD, HU=FRAME,AN=MIDRIGHT, C=BLACK, H=2.1, T="   310", ZN=     5
