TITLE = "PARTICLE INFO for Branch     1"
VARIABLES = "X", "Z", "FSIZE", "FAGE", "WATER", "ISEG", "K"
ZONE T="JDAY   4384.00", I=      1, F=POINT
           0.01      0.01     0.00     0.00  -1   0   0
TEXT X=47, Y=90, F=HELV-BOLD, HU=FRAME, AN=MIDCENTER,C=RED, H=2.5, T="   January  1, 2012     12am    (JDAY4384.000)", ZN=     1
TEXT X=30.0, Y=21.0, F=HELV-BOLD, HU=FRAME,AN=MIDRIGHT, C=BLACK, H=2.1, T="     0", ZN=     1
TEXT X=25.0, Y=25.0, F=HELV-BOLD, HU=FRAME,AN=MIDCENTER, C=BLACK, H=2.1, T="# of Particles"
  
ZONE T="JDAY   4385.00", I=    321, F=POINT
       29787.33    192.96     0.00     1.50   1  61 154
       27906.74    196.18     0.00     1.50   1  57 152
       29867.96    200.62     0.00     1.50   1  61 150
       29597.69    192.56     0.00     1.50   1  60 154
       27650.12    196.86     0.00     1.50   1  56 152
       27884.46    191.46     0.00     1.50   1  57 155
       27885.29    189.52     0.00     1.50   1  57 156
       28073.35    194.79     0.00     1.50   1  57 153
       27345.02    200.18     0.00     1.50   1  56 150
       27604.17    191.81     0.00     1.50   1  56 155
       27896.13    194.71     0.00     1.50   1  57 153
       29275.64    192.55     0.00     1.50   1  60 154
       28119.56    183.45     0.00     1.50   1  57 159
       27367.32    202.08     0.00     1.50   1  56 149
       28039.19    195.30     0.00     1.50   1  57 153
       29947.36    192.08     0.00     1.50   1  61 154
       27956.21    190.67     0.00     1.50   1  57 155
       29157.86    196.45     0.00     1.50   1  59 152
       27621.30    199.30     0.00     1.50   1  56 151
       30546.76    288.55     0.00     1.50   1  62 106
       26552.86    299.02     0.00     1.50   1  54 101
       27926.35    295.86     0.00     1.50   1  57 103
       30742.47    270.54     0.00     1.50   1  63 115
       28843.47    294.33     0.00     1.50   1  59 103
       28943.31    293.99     0.00     1.50   1  59 104
       29356.62    292.14     0.00     1.50   1  60 104
       25227.77    299.20     0.00     1.50   1  52 101
       27484.67    295.23     0.00     1.50   1  56 103
       28888.14    295.70     0.00     1.50   1  59 103
       31354.38    229.96     0.00     1.50   1  64 136
       29239.68    291.53     0.00     1.50   1  60 105
       29355.40    291.28     0.00     1.50   1  60 105
       30007.88    294.40     0.00     1.50   1  61 103
       28588.98    295.05     0.00     1.50   1  58 103
       30243.49    229.94     0.00     1.50   1  62 136
       30252.13    225.33     0.00     1.50   1  62 138
       30480.24    231.02     0.00     1.50   1  62 135
       31374.89    269.67     0.00     1.50   1  64 116
       30574.56    299.00     0.00     1.50   1  62 101
       31282.35    253.14     0.00     1.50   1  64 124
       30975.23    291.11     0.00     1.50   1  63 105
       27457.40    186.97     0.00     1.50   1  56 157
       27327.12    189.64     0.00     1.50   1  56 156
       29958.21    212.63     0.00     1.50   1  61 144
       30871.67    291.13     0.00     1.50   1  63 105
       29311.35    203.83     0.00     1.50   1  60 149
       29452.43    202.51     0.00     1.50   1  60 149
       31610.42    233.89     0.00     1.50   1  64 134
       28635.74    181.91     0.00     1.50   1  58 160
       30082.88    215.79     0.00     1.50   1  61 143
       30629.83    296.02     0.00     1.50   1  62 102
       28379.70    168.28     0.00     1.50   1  58 166
       31388.28    229.42     0.00     1.50   1  64 136
       28849.19    162.50     0.00     1.50   1  59 169
       31634.81    276.51     0.00     1.50   1  64 112
       28156.99    167.79     0.00     1.50   1  57 167
       31489.48    192.69     0.00     1.50   1  64 154
       27685.82    179.98     0.00     1.50   1  57 161
       31259.22    229.52     0.00     1.50   1  64 136
       28723.90    170.39     0.00     1.50   1  59 165
       28658.51    187.58     0.00     1.50   1  58 157
       29930.99    193.11     0.00     1.50   1  61 154
       31567.54    253.79     0.00     1.50   1  64 124
       29103.49    175.89     0.00     1.50   1  59 163
       29096.53    167.83     0.00     1.50   1  59 167
       29320.86    168.33     0.00     1.50   1  60 166
       31282.97    220.78     0.00     1.50   1  64 140
       29046.84    193.23     0.00     1.50   1  59 154
       29786.24    174.69     0.00     1.50   1  61 163
       28693.58    170.54     0.00     1.50   1  59 165
       28198.83    173.98     0.00     1.50   1  58 164
       28131.12    185.21     0.00     1.50   1  57 158
       31489.95    280.68     0.00     1.50   1  64 110
       28993.91    178.66     0.00     1.50   1  59 161
       29481.20    180.29     0.00     1.50   1  60 160
       31524.62    200.39     0.00     1.50   1  64 150
       28152.99    179.59     0.00     1.50   1  57 161
       27383.85    175.52     0.00     1.50   1  56 163
       31570.16    213.42     0.00     1.50   1  64 144
       29191.61    170.64     0.00     1.50   1  59 165
       27143.53    192.10     0.00     1.50   1  55 154
       27389.03    196.15     0.00     1.50   1  56 152
       27915.08    170.30     0.00     1.50   1  57 165
       28773.24    173.12     0.00     1.50   1  59 164
       27917.95    175.46     0.00     1.50   1  57 163
       29745.18    183.29     0.00     1.50   1  61 159
       29348.21    175.57     0.00     1.50   1  60 163
       28067.15    179.71     0.00     1.50   1  57 161
       27751.59    188.37     0.00     1.50   1  57 156
       27544.71    180.15     0.00     1.50   1  56 160
       27241.00    196.49     0.00     1.50   1  56 152
       29058.11    173.18     0.00     1.50   1  59 164
       28885.94    168.38     0.00     1.50   1  59 166
       27784.45    172.87     0.00     1.50   1  57 164
       31491.46    196.13     0.00     1.50   1  64 152
       28311.24    177.11     0.00     1.50   1  58 162
       31491.83    291.12     0.00     1.50   1  64 105
       28359.31    178.94     0.00     1.50   1  58 161
       27734.89    177.31     0.00     1.50   1  57 162
       29111.54    175.39     0.00     1.50   1  59 163
       28020.25    179.87     0.00     1.50   1  57 161
       27964.18    182.82     0.00     1.50   1  57 159
       29129.75    182.69     0.00     1.50   1  59 159
       27436.16    203.45     0.00     1.50   1  56 149
       28600.14    180.59     0.00     1.50   1  58 160
       28115.01    187.76     0.00     1.50   1  57 157
       27649.49    183.90     0.00     1.50   1  56 159
       27570.50    201.52     0.00     1.50   1  56 150
       30103.29    174.44     0.00     1.50   1  61 163
       27885.34    191.09     0.00     1.50   1  57 155
       27604.05    185.35     0.00     1.50   1  56 158
       27706.99    196.06     0.00     1.50   1  57 152
       27185.74    205.49     0.00     1.50   1  56 148
       27855.94    187.16     0.00     1.50   1  57 157
       28058.33    180.47     0.00     1.50   1  57 160
       27186.87    190.67     0.00     1.50   1  56 155
       27450.32    192.25     0.00     1.50   1  56 154
       27098.65    191.91     0.00     1.50   1  55 155
       27244.55    211.31     0.00     1.50   1  56 145
       27195.47    218.63     0.00     1.50   1  56 141
       27811.72    194.95     0.00     1.50   1  57 153
       27941.62    179.87     0.00     1.50   1  57 161
       27401.68    199.14     0.00     1.50   1  56 151
       27073.66    213.79     0.00     1.50   1  55 144
       27003.03    166.89     0.00     1.50   1  55 167
       27106.20    165.75     0.00     1.50   1  55 168
       27206.60    162.64     0.00     1.50   1  56 169
       27169.56    164.04     0.00     1.50   1  55 168
       27132.06    162.29     0.00     1.50   1  55 169
TEXT X=47, Y=90, F=HELV-BOLD, HU=FRAME, AN=MIDCENTER,C=RED, H=2.5, T="   January  3, 2012     12am    (JDAY4386.003)", ZN=     3
TEXT X=30.0, Y=21.0, F=HELV-BOLD, HU=FRAME,AN=MIDRIGHT, C=BLACK, H=2.1, T="   320", ZN=     3
  
ZONE T="JDAY   4387.00", I=    311, F=POINT
           0.01      0.01     0.00     0.00  -1   0   0
       25871.96    291.61     0.00     2.50   1  53 105
       23882.35    289.92     0.00     2.50   1  49 106
       26188.01    293.28     0.00     2.50   1  54 104
       22514.49    291.11     0.00     2.50   1  46 105
       26728.30    292.36     0.00     2.50   1  55 104
       25436.59    289.68     0.00     2.50   1  52 106
       27081.65    292.43     0.00     2.50   1  55 104
       26071.74    293.64     0.00     2.50   1  53 104
       24838.76    291.55     0.00     2.50   1  51 105
       26083.63    293.87     0.00     2.50   1  53 104
       29304.46    294.04     0.00     2.50   1  60 103
       26146.21    293.82     0.00     2.50   1  53 104
       24891.28    292.02     0.00     2.50   1  51 104
       27470.12    296.01     0.00     2.50   1  56 102
       27682.88    294.84     0.00     2.50   1  56 103
       29490.55    166.34     0.00     2.50   1  60 167
       28235.02    196.28     0.00     2.50   1  58 152
       27837.54    294.67     0.00     2.50   1  57 103
       30652.66    207.63     0.00     2.50   1  62 147
       26280.48    294.60     0.00     2.50   1  54 103
       26194.07    294.69     0.00     2.50   1  54 103
       30610.95    247.51     0.00     2.50   1  62 127
       25588.12    211.26     0.00     2.50   1  52 145
       26375.54    195.90     0.00     2.50   1  54 153
       27075.13    295.02     0.00     2.50   1  55 103
       26857.98    295.01     0.00     2.50   1  55 103
       26154.98    198.16     0.00     2.50   1  53 151
       30593.11    235.11     0.00     2.50   1  62 133
       25491.27    198.98     0.00     2.50   1  52 151
       25884.02    294.68     0.00     2.50   1  53 103
       27444.10    188.79     0.00     2.50   1  56 156
       27007.11    293.98     0.00     2.50   1  55 104
       26283.10    221.94     0.00     2.50   1  54 140
       27183.62    185.29     0.00     2.50   1  56 158
       30701.16    287.09     0.00     2.50   1  62 107
       31016.48    175.62     0.00     2.50   1  63 163
       26010.64    196.33     0.00     2.50   1  53 152
       27733.54    209.55     0.00     2.50   1  57 146
       25898.24    196.27     0.00     2.50   1  53 152
       26294.59    221.17     0.00     2.50   1  54 140
       27235.37    184.97     0.00     2.50   1  56 158
       27207.91    184.09     0.00     2.50   1  56 158
       25350.62    204.63     0.00     2.50   1  52 148
       25294.54    202.04     0.00     2.50   1  52 149
       26336.93    196.90     0.00     2.50   1  54 152
       26907.95    203.24     0.00     2.50   1  55 149
       25563.27    196.58     0.00     2.50   1  52 152
       28282.98    169.42     0.00     2.50   1  58 166
       30279.94    202.32     0.00     2.50   1  62 149
       25621.39    206.81     0.00     2.50   1  52 147
       26158.00    215.07     0.00     2.50   1  53 143
       29990.77    194.27     0.00     2.50   1  61 153
       28381.60    165.13     0.00     2.50   1  58 168
       25411.36    214.54     0.00     2.50   1  52 143
       26251.77    201.06     0.00     2.50   1  54 150
       25928.14    200.59     0.00     2.50   1  53 150
       26135.28    207.55     0.00     2.50   1  53 147
       26316.71    198.52     0.00     2.50   1  54 151
       25654.59    212.64     0.00     2.50   1  52 144
       27281.20    185.38     0.00     2.50   1  56 158
       28825.91    197.06     0.00     2.50   1  59 152
       26316.50    200.84     0.00     2.50   1  54 150
       25641.66    211.56     0.00     2.50   1  52 145
       27270.18    198.25     0.00     2.50   1  56 151
       27688.82    172.72     0.00     2.50   1  57 164
       27945.09    175.10     0.00     2.50   1  57 163
       30996.85    163.53     0.00     2.50   1  63 169
       26023.80    204.29     0.00     2.50   1  53 148
       25513.00    218.67     0.00     2.50   1  52 141
       25989.60    217.09     0.00     2.50   1  53 142
       27665.04    187.75     0.00     2.50   1  56 157
       27464.59    188.39     0.00     2.50   1  56 156
       26339.48    218.50     0.00     2.50   1  54 141
       25050.50    223.81     0.00     2.50   1  51 139
       27340.04    187.13     0.00     2.50   1  56 157
       25292.46    202.52     0.00     2.50   1  52 149
       26415.40    198.89     0.00     2.50   1  54 151
       28311.88    184.29     0.00     2.50   1  58 158
       25379.62    205.83     0.00     2.50   1  52 148
       25719.54    212.09     0.00     2.50   1  53 144
       25089.76    212.04     0.00     2.50   1  51 144
       25974.02    214.80     0.00     2.50   1  53 143
       26977.86    224.34     0.00     2.50   1  55 138
       27309.71    202.56     0.00     2.50   1  56 149
       26301.92    197.81     0.00     2.50   1  54 152
       26873.05    215.18     0.00     2.50   1  55 143
       27071.28    218.02     0.00     2.50   1  55 141
       26763.96    214.99     0.00     2.50   1  55 143
       27329.38    187.18     0.00     2.50   1  56 157
       31489.22    170.39     0.00     2.50   1  64 165
       26983.43    230.63     0.00     2.50   1  55 135
       26838.20    227.25     0.00     2.50   1  55 137
       26823.79    214.18     0.00     2.50   1  55 143
       26791.09    213.57     0.00     2.50   1  55 144
       26626.72    214.51     0.00     2.50   1  54 143
       27377.30    215.35     0.00     2.50   1  56 143
       26715.41    208.48     0.00     2.50   1  55 146
       27088.22    220.17     0.00     2.50   1  55 140
       26042.73    210.65     0.00     2.50   1  53 145
       24086.08    291.58     0.00     2.50   1  49 105
       21712.62    290.24     0.00     2.50   1  45 105
       26147.53    294.61     0.00     2.50   1  53 103
       23871.64    291.83     0.00     2.50   1  49 105
       27580.07    295.56     0.00     2.50   1  56 103
       30003.82    214.48     0.00     2.50   1  61 143
       21933.46    290.65     0.00     2.50   1  45 105
       25143.00    291.83     0.00     2.50   1  51 105
       26206.25    292.88     0.00     2.50   1  54 104
       21786.57    290.32     0.00     2.50   1  45 105
       21790.02    290.73     0.00     2.50   1  45 105
       27820.48    294.90     0.00     2.50   1  57 103
       24818.02    292.54     0.00     2.50   1  51 104
       28150.97    202.28     0.00     2.50   1  57 149
       25306.93    197.72     0.00     2.50   1  52 152
       31514.24    255.37     0.00     2.50   1  64 123
       28354.83    183.27     0.00     2.50   1  58 159
       27271.71    192.57     0.00     2.50   1  56 154
       25500.54    195.80     0.00     2.50   1  52 153
       27742.54    185.09     0.00     2.50   1  57 158
       27759.93    211.60     0.00     2.50   1  57 145
       25728.70    202.36     0.00     2.50   1  53 149
       29811.78    297.00     0.00     2.50   1  61 102
       26386.68    197.62     0.00     2.50   1  54 152
       25959.72    187.52     0.00     2.50   1  53 157
       27368.82    189.27     0.00     2.50   1  56 156
       25519.91    194.46     0.00     2.50   1  52 153
       30536.62    171.21     0.00     2.50   1  62 165
       25965.82    196.41     0.00     2.50   1  53 152
       27235.04    185.60     0.00     2.50   1  56 158
       27317.16    180.84     0.00     2.50   1  56 160
       24994.89    186.28     0.00     2.50   1  51 157
       26015.89    195.95     0.00     2.50   1  53 153
       29254.63    158.61     0.00     2.50   1  60 171
       25787.28    191.93     0.00     2.50   1  53 155
       27394.35    176.56     0.00     2.50   1  56 162
       25835.23    184.45     0.00     2.50   1  53 158
       24766.32    198.10     0.00     2.50   1  51 151
       25635.38    195.07     0.00     2.50   1  52 153
       24993.03    191.93     0.00     2.50   1  51 155
       28162.08    169.05     0.00     2.50   1  57 166
       26303.22    180.19     0.00     2.50   1  54 160
       25777.08    182.11     0.00     2.50   1  53 159
       26114.56    184.40     0.00     2.50   1  53 158
       28024.07    167.15     0.00     2.50   1  57 167
       25198.62    231.30     0.00     2.50   1  52 135
       25499.36    187.69     0.00     2.50   1  52 157
       28177.40    184.94     0.00     2.50   1  57 158
       28523.34    181.26     0.00     2.50   1  58 160
       26047.75    182.41     0.00     2.50   1  53 159
       27506.29    180.70     0.00     2.50   1  56 160
       26274.24    179.42     0.00     2.50   1  54 161
       26406.93    180.86     0.00     2.50   1  54 160
       25283.61    189.65     0.00     2.50   1  52 156
       25101.78    188.89     0.00     2.50   1  51 156
       29711.31    148.21     0.00     2.50   1  61 176
       25741.63    184.68     0.00     2.50   1  53 158
       25893.85    184.16     0.00     2.50   1  53 158
       24745.63    199.21     0.00     2.50   1  51 151
       27258.53    181.87     0.00     2.50   1  56 160
       25921.65    185.23     0.00     2.50   1  53 158
       26259.60    181.38     0.00     2.50   1  54 160
       27998.88    178.95     0.00     2.50   1  57 161
       25860.64    186.66     0.00     2.50   1  53 157
       24835.74    191.59     0.00     2.50   1  51 155
       25486.14    230.58     0.00     2.50   1  52 135
       24981.27    200.27     0.00     2.50   1  51 150
       25385.96    187.45     0.00     2.50   1  52 157
       24801.78    218.07     0.00     2.50   1  51 141
       24854.15    189.59     0.00     2.50   1  51 156
       25689.87    189.23     0.00     2.50   1  53 156
       26112.38    184.50     0.00     2.50   1  53 158
       28424.24    165.60     0.00     2.50   1  58 168
       24771.43    209.83     0.00     2.50   1  51 146
       24810.16    195.33     0.00     2.50   1  51 153
       24838.44    222.62     0.00     2.50   1  51 139
       24821.80    215.74     0.00     2.50   1  51 143
       24758.35    208.37     0.00     2.50   1  51 146
       27214.19    183.78     0.00     2.50   1  56 159
       24880.92    218.70     0.00     2.50   1  51 141
       24963.36    223.73     0.00     2.50   1  51 139
       27537.84    176.58     0.00     2.50   1  56 162
       25825.33    188.43     0.00     2.50   1  53 156
       25064.44    219.23     0.00     2.50   1  51 141
       25893.53    195.17     0.00     2.50   1  53 153
       25658.21    191.99     0.00     2.50   1  52 155
       25243.00    224.21     0.00     2.50   1  52 138
       24985.47    223.77     0.00     2.50   1  51 139
       24974.49    225.15     0.00     2.50   1  51 138
       25002.29    214.15     0.00     2.50   1  51 143
       25708.13    225.65     0.00     2.50   1  53 138
       25282.58    230.37     0.00     2.50   1  52 135
       25043.53    221.04     0.00     2.50   1  51 140
       25404.30    191.82     0.00     2.50   1  52 155
       24753.50    210.93     0.00     2.50   1  51 145
       25659.37    223.68     0.00     2.50   1  52 139
       24994.43    215.26     0.00     2.50   1  51 143
       26071.18    184.72     0.00     2.50   1  53 158
       24960.10    223.50     0.00     2.50   1  51 139
       25404.68    197.94     0.00     2.50   1  52 152
       25286.25    222.01     0.00     2.50   1  52 139
       30049.72    187.26     0.00     2.50   1  61 157
       26301.43    288.60     0.00     2.50   1  54 106
       25830.59    294.87     0.00     2.50   1  53 103
       28315.23    200.05     0.00     2.50   1  58 150
       30317.65    274.11     0.00     2.50   1  62 113
       28822.44    296.65     0.00     2.50   1  59 102
       30683.15    245.98     0.00     2.50   1  62 128
       25024.08    292.79     0.00     2.50   1  51 104
       27882.68    292.45     0.00     2.50   1  57 104
       29817.02    297.34     0.00     2.50   1  61 102
       27321.85    182.76     0.00     2.50   1  56 159
       29273.06    294.39     0.00     2.50   1  60 103
       29280.36    289.65     0.00     2.50   1  60 106
       30051.44    295.29     0.00     2.50   1  61 103
       27874.19    295.61     0.00     2.50   1  57 103
       27212.91    208.25     0.00     2.50   1  56 146
       26945.59    203.36     0.00     2.50   1  55 149
       27429.84    207.56     0.00     2.50   1  56 147
       28334.67    175.99     0.00     2.50   1  58 163
       31578.39    286.16     0.00     2.50   1  64 107
       27481.56    191.83     0.00     2.50   1  56 155
       29803.29    162.88     0.00     2.50   1  61 169
       25378.93    232.38     0.00     2.50   1  52 134
       25527.88    230.37     0.00     2.50   1  52 135
       26226.29    198.60     0.00     2.50   1  54 151
       28280.46    170.93     0.00     2.50   1  58 165
       25771.93    204.15     0.00     2.50   1  53 148
       25625.78    197.40     0.00     2.50   1  52 152
       27978.55    171.37     0.00     2.50   1  57 165
       24986.62    190.09     0.00     2.50   1  51 155
       26582.05    201.11     0.00     2.50   1  54 150
       31499.18    197.71     0.00     2.50   1  64 152
       25204.25    182.79     0.00     2.50   1  52 159
       27479.18    177.78     0.00     2.50   1  56 162
       26012.95    179.02     0.00     2.50   1  53 161
       29510.60    153.49     0.00     2.50   1  60 174
       25901.15    170.92     0.00     2.50   1  53 165
       28135.37    168.26     0.00     2.50   1  57 166
       24699.25    215.94     0.00     2.50   1  51 143
       27210.64    190.79     0.00     2.50   1  56 155
       25553.63    181.63     0.00     2.50   1  52 160
       25063.33    199.97     0.00     2.50   1  51 151
       25904.13    188.85     0.00     2.50   1  53 156
       27950.61    176.13     0.00     2.50   1  57 162
       25623.37    184.44     0.00     2.50   1  52 158
       26079.71    177.64     0.00     2.50   1  53 162
       26122.43    178.70     0.00     2.50   1  53 161
       27296.14    190.24     0.00     2.50   1  56 155
       25368.77    199.77     0.00     2.50   1  52 151
       26158.40    180.83     0.00     2.50   1  53 160
       26130.80    171.44     0.00     2.50   1  53 165
       25456.98    177.34     0.00     2.50   1  52 162
       24782.66    214.09     0.00     2.50   1  51 143
       30422.77    151.68     0.00     2.50   1  62 175
       25227.15    191.05     0.00     2.50   1  52 155
       26009.56    180.68     0.00     2.50   1  53 160
       27469.96    182.58     0.00     2.50   1  56 159
       24740.41    189.28     0.00     2.50   1  51 156
       25044.64    232.06     0.00     2.50   1  51 134
       28907.04    160.35     0.00     2.50   1  59 170
       26280.00    178.26     0.00     2.50   1  54 161
       25905.10    229.92     0.00     2.50   1  53 136
       25565.01    227.04     0.00     2.50   1  52 137
       24803.93    184.25     0.00     2.50   1  51 158
       25422.17    182.73     0.00     2.50   1  52 159
       24594.71    196.63     0.00     2.50   1  50 152
       26059.19    182.41     0.00     2.50   1  53 159
       26454.82    170.28     0.00     2.50   1  54 165
       24630.11    193.23     0.00     2.50   1  50 154
       25044.25    227.63     0.00     2.50   1  51 137
       24655.46    216.26     0.00     2.50   1  50 142
       25830.78    228.07     0.00     2.50   1  53 136
       25810.49    180.64     0.00     2.50   1  53 160
       25973.37    179.16     0.00     2.50   1  53 161
       25680.19    168.76     0.00     2.50   1  53 166
       27380.41    182.80     0.00     2.50   1  56 159
       25053.18    184.53     0.00     2.50   1  51 158
       31657.55    189.18     0.00     2.50   1  64 156
       24824.91    190.93     0.00     2.50   1  51 155
       24625.92    209.21     0.00     2.50   1  50 146
       25792.37    180.57     0.00     2.50   1  53 160
       24658.70    202.31     0.00     2.50   1  50 149
       24748.23    215.91     0.00     2.50   1  51 143
       25368.08    188.80     0.00     2.50   1  52 156
       25558.33    221.60     0.00     2.50   1  52 140
       24943.72    192.57     0.00     2.50   1  51 154
       24868.41    215.66     0.00     2.50   1  51 143
       25049.08    229.93     0.00     2.50   1  51 136
       25362.73    220.71     0.00     2.50   1  52 140
       27384.48    164.25     0.00     2.50   1  56 168
       24991.48    222.74     0.00     2.50   1  51 139
       25139.33    229.77     0.00     2.50   1  51 136
       25181.96    223.44     0.00     2.50   1  52 139
       26292.25    226.78     0.00     2.50   1  54 137
       24951.77    225.45     0.00     2.50   1  51 138
       24657.82    194.41     0.00     2.50   1  50 153
       25897.07    230.82     0.00     2.50   1  53 135
       25415.15    228.65     0.00     2.50   1  52 136
       26061.11    230.57     0.00     2.50   1  53 135
       26504.55    226.37     0.00     2.50   1  54 137
       27343.05    243.90     0.00     2.50   1  56 129
       25102.07    223.08     0.00     2.50   1  51 139
       24676.04    208.56     0.00     2.50   1  51 146
       25596.40    224.85     0.00     2.50   1  52 138
       27377.18    245.06     0.00     2.50   1  56 128
       24438.86    182.09     0.00     2.50   1  50 159
       25537.04    167.74     0.00     2.50   1  52 167
       25665.83    167.85     0.00     2.50   1  52 167
       25942.47    165.11     0.00     2.50   1  53 168
       25883.45    165.74     0.00     2.50   1  53 168
TEXT X=47, Y=90, F=HELV-BOLD, HU=FRAME, AN=MIDCENTER,C=RED, H=2.5, T="   January  4, 2012     12am    (JDAY4387.003)", ZN=     4
TEXT X=30.0, Y=21.0, F=HELV-BOLD, HU=FRAME,AN=MIDRIGHT, C=BLACK, H=2.1, T="   310", ZN=     4
  
ZONE T="JDAY   4388.01", I=    311, F=POINT
           0.01      0.01     0.00     0.00  -1   0   0
       25847.46    290.79     0.00     3.51   1  53 105
       23809.62    286.00     0.00     3.51   1  49 107
       24785.51    286.99     0.00     3.51   1  51 107
       25606.86    295.47     0.00     3.51   1  52 103
       25520.23    291.70     0.00     3.51   1  52 105
       21635.69    292.39     0.00     3.51   1  44 104
       28188.14    293.48     0.00     3.51   1  58 104
       24630.44    286.48     0.00     3.51   1  50 107
       25417.11    288.90     0.00     3.51   1  52 106
       24668.08    287.70     0.00     3.51   1  51 107
       30319.52    286.64     0.00     3.51   1  62 107
       24642.65    297.25     0.00     3.51   1  50 102
       25228.95    288.39     0.00     3.51   1  52 106
       28755.06    286.85     0.00     3.51   1  59 107
       28850.49    292.65     0.00     3.51   1  59 104
       27195.63    184.91     0.00     3.51   1  56 158
       26104.92    205.99     0.00     3.51   1  53 148
       25304.84    295.18     0.00     3.51   1  52 103
       27642.84    223.60     0.00     3.51   1  56 139
       25161.82    287.64     0.00     3.51   1  51 107
       24662.58    286.38     0.00     3.51   1  50 107
       29068.58    199.87     0.00     3.51   1  59 151
       24677.98    223.13     0.00     3.51   1  51 139
       24761.26    204.80     0.00     3.51   1  51 148
       25575.50    291.46     0.00     3.51   1  52 105
       26009.85    294.27     0.00     3.51   1  53 103
       24620.47    207.00     0.00     3.51   1  50 147
       28241.82    217.99     0.00     3.51   1  58 142
       24195.98    206.21     0.00     3.51   1  50 147
       24687.31    290.05     0.00     3.51   1  51 105
       25540.94    195.54     0.00     3.51   1  52 153
       26847.61    294.51     0.00     3.51   1  55 103
       25967.31    238.04     0.00     3.51   1  53 131
       25469.29    190.69     0.00     3.51   1  52 155
       29323.56    182.68     0.00     3.51   1  60 159
       27208.88    199.16     0.00     3.51   1  56 151
       24518.00    203.99     0.00     3.51   1  50 149
       25992.92    216.39     0.00     3.51   1  53 142
       24447.26    203.41     0.00     3.51   1  50 149
       25905.11    235.06     0.00     3.51   1  53 133
       25515.36    190.83     0.00     3.51   1  52 155
       25542.61    189.18     0.00     3.51   1  52 156
       24208.86    213.73     0.00     3.51   1  50 144
       24122.73    210.35     0.00     3.51   1  49 145
       24752.41    205.09     0.00     3.51   1  51 148
       25255.77    212.59     0.00     3.51   1  52 144
       24233.90    203.55     0.00     3.51   1  50 149
       27346.26    175.62     0.00     3.51   1  56 163
       27377.05    222.88     0.00     3.51   1  56 139
       24487.92    217.85     0.00     3.51   1  50 142
       25303.51    226.47     0.00     3.51   1  52 137
       26987.47    211.29     0.00     3.51   1  55 145
       27758.71    171.51     0.00     3.51   1  57 165
       24665.29    226.97     0.00     3.51   1  51 137
       24769.47    210.78     0.00     3.51   1  51 145
       24518.13    209.90     0.00     3.51   1  50 146
       24889.77    218.61     0.00     3.51   1  51 141
       24759.74    207.63     0.00     3.51   1  51 147
       24800.50    224.78     0.00     3.51   1  51 138
       25513.90    191.17     0.00     3.51   1  52 155
       26541.58    212.79     0.00     3.51   1  54 144
       24829.48    210.35     0.00     3.51   1  51 145
       24731.52    223.66     0.00     3.51   1  51 139
       25418.73    205.83     0.00     3.51   1  52 148
       26948.19    177.66     0.00     3.51   1  55 162
       26643.61    182.08     0.00     3.51   1  54 159
       27368.29    193.42     0.00     3.51   1  56 154
       24696.67    214.88     0.00     3.51   1  51 143
       25017.11    231.22     0.00     3.51   1  51 135
       25320.94    228.71     0.00     3.51   1  52 136
       25684.69    194.11     0.00     3.51   1  53 153
       25549.71    194.97     0.00     3.51   1  52 153
       25733.46    231.63     0.00     3.51   1  53 135
       24932.96    239.12     0.00     3.51   1  51 131
       25501.43    193.46     0.00     3.51   1  52 154
       24121.20    210.10     0.00     3.51   1  49 145
       24841.32    208.33     0.00     3.51   1  51 146
       26166.13    192.79     0.00     3.51   1  53 154
       24252.96    215.78     0.00     3.51   1  50 143
       24815.46    224.07     0.00     3.51   1  51 138
       24373.11    226.02     0.00     3.51   1  50 137
       25167.09    225.93     0.00     3.51   1  52 138
       26584.05    244.28     0.00     3.51   1  54 128
       25508.61    209.84     0.00     3.51   1  52 146
       24727.45    206.52     0.00     3.51   1  51 147
       25663.42    224.39     0.00     3.51   1  52 138
       25875.92    225.09     0.00     3.51   1  53 138
       25612.71    224.74     0.00     3.51   1  52 138
       25494.55    193.43     0.00     3.51   1  52 154
       29084.83    152.18     0.00     3.51   1  59 174
       26910.08    245.71     0.00     3.51   1  55 128
       26251.16    227.94     0.00     3.51   1  54 137
       25591.83    223.72     0.00     3.51   1  52 139
       25549.85    223.55     0.00     3.51   1  52 139
       25541.88    225.31     0.00     3.51   1  52 138
       25887.17    221.04     0.00     3.51   1  53 140
       25316.32    218.82     0.00     3.51   1  52 141
       25989.51    225.67     0.00     3.51   1  53 138
       24985.32    221.91     0.00     3.51   1  51 140
       24686.11    283.97     0.00     3.51   1  51 109
       20445.02    284.23     0.00     3.51   1  42 108
       24938.74    290.90     0.00     3.51   1  51 105
       23821.43    286.46     0.00     3.51   1  49 107
       26572.34    295.34     0.00     3.51   1  54 103
       27770.43    234.98     0.00     3.51   1  57 133
       20541.06    284.83     0.00     3.51   1  42 108
       25195.62    286.96     0.00     3.51   1  52 107
       24754.64    289.65     0.00     3.51   1  51 106
       20445.16    283.90     0.00     3.51   1  42 109
       20511.36    284.84     0.00     3.51   1  42 108
       29037.27    287.04     0.00     3.51   1  59 107
