                    JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror
  4384.500,   1,  0.31387844E+07,   0.00000000E+00,  -0.86725434E+06,  -0.22575617E+07,   0.00000000E+00,  -0.46115290E+06,   0.44759416E+06,   0.00000000E+00,   0.58953911E-10,
