ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
1.7969448260177392,2.9577920400272912,3.6391752091338798,21985,0.74842083574376106,0.71586734005628994,30.120784213859025,0.0027993259452962823
