ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
-0.21515055891319465,1.6419751831844678,1.9900218720905107,18697,0.92101028704921617,1.3011165382930854,-4.3639665019349216,0.0027868044138253702
