datetime,bias
2011-01-02 01:00:28.800000,1.1129999999999995
2011-01-02 01:59:31.200000,1.081000000000003
2011-01-02 03:00:00,1.1409999999999911
2011-01-02 04:00:28.800000,1.3029999999999973
2011-01-02 05:02:24,1.5050000000000097
2011-01-02 06:01:26.400000,1.472999999999999
2011-01-02 07:00:28.800000,1.4339999999999975
2011-01-02 08:02:24,1.2289999999999992
2011-01-02 09:01:26.400000,1.2049999999999983
2011-01-02 10:00:28.800000,1.073999999999998
2011-01-02 11:02:24,0.8960000000000008
2011-01-02 12:01:26.400000,1.0400000000000063
2011-01-02 13:00:28.800000,0.9860000000000042
2011-01-02 14:02:24,1.0090000000000003
2011-01-02 15:01:26.400000,0.9500000000000028
2011-01-02 16:00:28.800000,0.9350000000000023
2011-01-02 17:02:24,1.1110000000000042
2011-01-02 18:01:26.400000,1.1509999999999962
2011-01-02 19:00:28.800000,1.019999999999996
2011-01-02 20:02:24,1.1610000000000014
2011-01-02 21:01:26.400000,1.308000000000007
2011-01-02 22:00:28.800000,1.4399999999999977
2011-01-02 23:02:24,1.563999999999993
2011-01-03 00:01:26.400000,1.867999999999995
2011-01-03 01:00:28.800000,1.9669999999999987
2011-01-03 02:02:24,2.283999999999992
2011-01-03 03:01:26.400000,2.278000000000006
2011-01-03 04:00:28.800000,2.2510000000000048
2011-01-03 05:02:24,2.191999999999993
2011-01-03 06:02:52.800000,1.9230000000000018
2011-01-03 07:00:28.800000,1.820999999999998
2011-01-03 08:02:24,1.7069999999999936
2011-01-03 09:02:52.800000,1.6569999999999965
2011-01-03 10:00:28.800000,1.6539999999999964
2011-01-03 11:02:24,1.840999999999994
2011-01-03 12:02:52.800000,1.8370000000000033
2011-01-03 13:00:28.800000,1.9299999999999926
2011-01-03 14:02:24,1.7099999999999937
2011-01-03 15:02:52.800000,1.7309999999999945
2011-01-03 16:00:28.800000,1.7349999999999994
2011-01-03 17:02:24,1.679000000000002
2011-01-03 18:02:52.800000,1.7150000000000034
2011-01-03 19:00:28.800000,1.7710000000000008
2011-01-03 20:02:24,1.902000000000001
2011-01-03 21:02:52.800000,1.8319999999999936
2011-01-03 22:00:28.800000,1.9140000000000015
2011-01-03 23:02:24,2.0649999999999977
2011-01-04 00:02:52.800000,2.033999999999992
2011-01-04 01:00:28.800000,2.227000000000004
2011-01-04 02:02:24,2.0549999999999926
2011-01-04 03:02:52.800000,2.1340000000000003
2011-01-04 04:00:28.800000,1.9179999999999922
2011-01-04 05:02:24,2.218999999999994
2011-01-04 06:01:26.400000,2.0259999999999962
2011-01-04 07:00:28.800000,1.8880000000000052
2011-01-04 08:02:24,1.722999999999999
2011-01-04 09:01:26.400000,1.5080000000000098
2011-01-04 10:00:28.800000,1.5170000000000101
2011-01-04 11:02:24,1.7179999999999893
2011-01-04 12:02:52.800000,1.7289999999999992
2011-01-04 13:00:28.800000,1.762999999999991
2011-01-04 14:02:24,1.891999999999996
2011-01-04 15:02:52.800000,1.9309999999999974
2011-01-04 16:00:28.800000,1.9829999999999899
2011-01-04 17:02:24,2.007000000000005
2011-01-04 18:01:26.400000,1.9789999999999992
2011-01-04 19:00:28.800000,1.7549999999999955
2011-01-04 20:02:24,1.6329999999999956
2011-01-04 21:01:26.400000,1.5819999999999936
2011-01-04 22:00:28.800000,1.3539999999999992
2011-01-04 23:02:24,1.183000000000007
2011-01-05 00:01:26.400000,0.9759999999999991
2011-01-05 01:00:28.800000,0.6460000000000008
2011-01-05 02:02:24,0.27300000000001035
2011-01-05 03:01:26.400000,0.33799999999999386
2011-01-05 04:00:28.800000,0.13400000000000034
2011-01-05 05:00:57.600000,0.2189999999999941
2011-01-05 06:01:26.400000,0.08100000000000307
2011-01-05 07:00:28.800000,0.019000000000005457
2011-01-05 08:00:57.600000,-0.42899999999998784
2011-01-05 09:01:26.400000,-1.043999999999997
2011-01-05 10:00:28.800000,-1.1710000000000065
2011-01-05 11:00:57.600000,-1.3089999999999975
2011-01-05 12:01:26.400000,-1.3000000000000114
2011-01-05 13:00:28.800000,-1.3940000000000055
2011-01-05 14:00:57.600000,-1.355000000000004
2011-01-05 15:01:26.400000,-1.007000000000005
2011-01-05 16:00:28.800000,-0.6310000000000002
2011-01-05 17:00:57.600000,-0.14499999999999602
2011-01-05 18:01:26.400000,0.3649999999999949
2011-01-05 19:00:28.800000,0.7999999999999972
2011-01-05 20:00:57.600000,1.3759999999999906
2011-01-05 21:01:26.400000,1.7010000000000076
2011-01-05 22:00:28.800000,1.9390000000000072
2011-01-05 23:00:57.600000,2.528000000000006
2011-01-06 00:01:26.400000,2.8370000000000033
2011-01-06 01:00:28.800000,2.9480000000000075
2011-01-06 02:00:57.600000,3.2369999999999948
2011-01-06 03:01:26.400000,3.206000000000003
2011-01-06 04:00:28.800000,3.3249999999999886
2011-01-06 05:00:57.600000,3.5930000000000035
2011-01-06 06:01:26.400000,3.391999999999996
2011-01-06 07:00:28.800000,3.1669999999999874
2011-01-06 08:00:57.600000,3.4180000000000064
2011-01-06 09:01:26.400000,2.972999999999999
2011-01-06 10:01:55.200000,3.0049999999999955
2011-01-06 11:02:24,2.5120000000000005
2011-01-06 12:01:26.400000,1.8610000000000042
2011-01-06 13:01:55.200000,1.2940000000000111
2011-01-06 14:02:24,0.2120000000000033
2011-01-06 15:01:26.400000,-0.45999999999999375
2011-01-06 16:01:55.200000,-1.2199999999999989
2011-01-06 17:02:24,-1.6039999999999992
2011-01-06 18:01:26.400000,-2.078000000000003
2011-01-06 19:01:55.200000,-2.1980000000000075
