ME,MAE,RMSE,#OBS,R2,SLOPE,INTERCEPT,STD-ERR
-0.013465790914066727,0.064087575259989052,0.095348707522821638,1827,0.86912010325336364,0.95253542130323454,1.1321483661652927,0.0086525929656970542
