$ SNAKE+ASOTIN CKFLOW.npt based on $//SNAKE+ASOTIN CK/FLOW//1DAY/F0UMFE_EO40/ ; Units in metric!,
# From Crosswalk12_6_2017.DSS ; Julian Day 1 is 1899-12-31,
JDAY,FLOW
1379.000000,422.883
1380.000000,456.152
1381.000000,518.676
1382.000000,497.684
1383.000000,419.533
1384.000000,391.607
1385.000000,383.938
1386.000000,382.306
1387.000000,381.002
1388.000000,380.749
1389.000000,382.249
1390.000000,382.277
1391.000000,382.277
1392.000000,383.553
1393.000000,391.464
1394.000000,408.115
1395.000000,429.273
1396.000000,446.803
1397.000000,449.048
1398.000000,442.001
1399.000000,435.017
1400.000000,430.478
1401.000000,430.416
1402.000000,430.416
1403.000000,430.416
1404.000000,434.331
1405.000000,441.466
1406.000000,441.912
1407.000000,438.95
1408.000000,437.601
1409.000000,440.026
1410.000000,445.827
1411.000000,446.073
1412.000000,445.907
1413.000000,443.445
1414.000000,427.165
1415.000000,403.22
1416.000000,385.832
1417.000000,385.94
1418.000000,393.466
1419.000000,392.321
1420.000000,392.081
1421.000000,397.424
1422.000000,411.024
1423.000000,430.826
1424.000000,448.134
1425.000000,455.809
1426.000000,457.221
1427.000000,491.724
1428.000000,535.933
1429.000000,539.555
1430.000000,551.544
1431.000000,574.555
1432.000000,562.559
1433.000000,524.617
1434.000000,492.032
1435.000000,477.344
1436.000000,481.06
1437.000000,494.994
1438.000000,528.106
1439.000000,557.562
1440.000000,572.988
1441.000000,601.265
1442.000000,618.655
1443.000000,618.74
1444.000000,624.286
1445.000000,614.67
1446.000000,604.487
1447.000000,593.547
1448.000000,597.018
1449.000000,596.45
1450.000000,563.79
1451.000000,561.908
1452.000000,595.211
1453.000000,754.901
1454.000000,884.541
1455.000000,825.067
1456.000000,770.492
1457.000000,770.499
1458.000000,780.23
1459.000000,731.27
1460.000000,688.908
1461.000000,689.354
1462.000000,691.098
1463.000000,630.074
1464.000000,552.589
1465.000000,559.942
1466.000000,605.203
1467.000000,629.971
1468.000000,646.864
1469.000000,697.812
1470.000000,743.074
1471.000000,757.493
1472.000000,733.806
1473.000000,684.976
1474.000000,668.696
1475.000000,664.034
1476.000000,655.535
1477.000000,672.459
1478.000000,696.504
1479.000000,683.271
1480.000000,693.131
1481.000000,765.104
1482.000000,844.841
1483.000000,854.869
1484.000000,798.392
1485.000000,782.499
1486.000000,774.891
1487.000000,750.409
1488.000000,727.242
1489.000000,731.334
1490.000000,774.963
1491.000000,821.851
1492.000000,846.59
1493.000000,827.074
1494.000000,823.587
1495.000000,832.071
1496.000000,819.465
1497.000000,826.128
1498.000000,839.54
1499.000000,864.859
1500.000000,910.12
1501.000000,1025.227
1502.000000,1176.214
1503.000000,1327.32
1504.000000,1427.109
1505.000000,1400.001
1506.000000,1315.043
1507.000000,1240.524
1508.000000,1186.761
1509.000000,1149.451
1510.000000,1116.791
1511.000000,1048.616
1512.000000,979.333
1513.000000,931.326
1514.000000,928.847
1515.000000,919.849
1516.000000,893.305
1517.000000,883.162
1518.000000,829.774
1519.000000,772.825
1520.000000,745.828
1521.000000,743.791
1522.000000,737.017
1523.000000,712.071
1524.000000,669.042
1525.000000,632.913
1526.000000,632.842
1527.000000,624.509
1528.000000,617.255
1529.000000,595.048
1530.000000,569.206
1531.000000,571.987
1532.000000,566.497
1533.000000,579.918
1534.000000,612.682
1535.000000,629.957
1536.000000,604.882
1537.000000,641.438
1538.000000,775.733
1539.000000,863.943
1540.000000,914.616
1541.000000,911.133
1542.000000,882.014
1543.000000,853.815
1544.000000,846.17
1545.000000,868.34
1546.000000,858.229
1547.000000,845.668
1548.000000,839.012
1549.000000,847.663
1550.000000,870.979
1551.000000,900.271
1552.000000,911.061
1553.000000,919.991
1554.000000,960.081
1555.000000,959.538
1556.000000,918.969
1557.000000,888.544
1558.000000,874.912
1559.000000,840.663
1560.000000,807.029
1561.000000,799.945
1562.000000,801.509
1563.000000,767.162
1564.000000,735.29
1565.000000,728.926
1566.000000,703.242
1567.000000,697.088
1568.000000,700.53
1569.000000,683.736
1570.000000,664.004
1571.000000,664.005
1572.000000,686.666
1573.000000,719.457
1574.000000,766.472
1575.000000,814.64
1576.000000,855.933
1577.000000,894.277
1578.000000,901.09
1579.000000,873.973
1580.000000,840.159
1581.000000,815.247
1582.000000,823.434
1583.000000,858.854
1584.000000,895.622
1585.000000,935.793
1586.000000,979.726
1587.000000,1020.86
1588.000000,1060.661
1589.000000,1083.405
1590.000000,1064.051
1591.000000,1021.811
1592.000000,990.254
1593.000000,972.189
1594.000000,959.55
1595.000000,968.027
1596.000000,1013.258
1597.000000,1011.085
1598.000000,1007.089
1599.000000,1107.915
1600.000000,1196.352
1601.000000,1192.964
1602.000000,1195.372
1603.000000,1209.064
1604.000000,1217.022
1605.000000,1235.904
1606.000000,1268.079
1607.000000,1271.197
1608.000000,1245.838
1609.000000,1256.851
1610.000000,1313.905
1611.000000,1292.141
1612.000000,1242.216
1613.000000,1223.556
1614.000000,1260.675
1615.000000,1291.994
1616.000000,1294.807
1617.000000,1267.825
1618.000000,1162.214
1619.000000,1053.65
1620.000000,1032.249
1621.000000,1049.432
1622.000000,1051.816
1623.000000,1013.473
1624.000000,964.406
1625.000000,935.027
1626.000000,874.707
1627.000000,799.986
1628.000000,758.743
1629.000000,721.322
1630.000000,678.061
1631.000000,642.793
1632.000000,623.02
1633.000000,613.161
1634.000000,597.646
1635.000000,582.091
1636.000000,572.102
1637.000000,570.557
1638.000000,552.738
1639.000000,518.831
1640.000000,532.485
1641.000000,546.967
1642.000000,524.183
1643.000000,518.24
1644.000000,527.657
1645.000000,516.233
1646.000000,483.476
1647.000000,466.334
1648.000000,462.787
1649.000000,452.616
1650.000000,445.487
1651.000000,480.765
1652.000000,492.05
1653.000000,462.395
1654.000000,434.528
1655.000000,429.549
1656.000000,467.9
1657.000000,463.33
1658.000000,447.773
1659.000000,481.661
1660.000000,491.409
1661.000000,497.79
1662.000000,517.662
1663.000000,514.457
1664.000000,505.355
1665.000000,546.001
1666.000000,566.772
1667.000000,546.617
1668.000000,515.131
1669.000000,487.043
1670.000000,476.617
1671.000000,446.977
1672.000000,460.969
1673.000000,513.618
1674.000000,571.671
1675.000000,579.671
1676.000000,553.608
1677.000000,557.819
1678.000000,530.45
1679.000000,493.305
1680.000000,464.238
1681.000000,407.688
1682.000000,363.656
1683.000000,354.398
1684.000000,348.686
1685.000000,350.543
1686.000000,371.718
1687.000000,403.141
1688.000000,399.463
1689.000000,384.705
1690.000000,371.699
1691.000000,343.481
1692.000000,339.875
1693.000000,346.033
1694.000000,347.522
1695.000000,338.731
1696.000000,337.008
1697.000000,338.215
1698.000000,339.765
1699.000000,334.818
1700.000000,334.834
1701.000000,344.934
1702.000000,346.975
1703.000000,342.999
1704.000000,341.123
1705.000000,341.35
1706.000000,342.333
1707.000000,342.896
1708.000000,339.875
1709.000000,341.048
1710.000000,343.845
1711.000000,347.928
1712.000000,356.069
1713.000000,364.841
1714.000000,370.584
1715.000000,372.453
1716.000000,369.713
1717.000000,369.417
1718.000000,369.653
1719.000000,377.017
1720.000000,390.286
1721.000000,379.455
1722.000000,378.023
1723.000000,407.583
1724.000000,426.882
1725.000000,426.641
1726.000000,430.911
1727.000000,461.392
1728.000000,486.476
1729.000000,487.31
1730.000000,478.774
1731.000000,477.084
1732.000000,463.9
1733.000000,442.313
1734.000000,423.052
1735.000000,383.333
1736.000000,371.028
1737.000000,392.933
1738.000000,395.099
1739.000000,394.914
1740.000000,398.977
1741.000000,404.621
1742.000000,409.003
1743.000000,413.155
1744.000000,421.392
1745.000000,427.496
1746.000000,426.281
1747.000000,413.054
1748.000000,385.273
1749.000000,369.709
1750.000000,369.653
1751.000000,368.15
1752.000000,368.119
1753.000000,368.119
1754.000000,370.651
1755.000000,377.526
1756.000000,384.736
1757.000000,389.162
1758.000000,389.465
1759.000000,386.689
1760.000000,383.859
1761.000000,381.03
1762.000000,380.749
1763.000000,383.523
1764.000000,385.081
1765.000000,387.664
1766.000000,393.277
1767.000000,404.082
1768.000000,421.025
1769.000000,432.886
1770.000000,433.424
1771.000000,425.233
1772.000000,417.877
1773.000000,414.983
1774.000000,410.858
1775.000000,407.811
1776.000000,409.054
1777.000000,410.57
1778.000000,410.594
1779.000000,408.008
1780.000000,403.689
1781.000000,402.124
1782.000000,403.387
1783.000000,402.328
1784.000000,401.893
1785.000000,411.323
1786.000000,415.086
1787.000000,406.78
1788.000000,397.014
1789.000000,384.46
1790.000000,374.207
1791.000000,373.55
1792.000000,382.906
1793.000000,391.909
1794.000000,383.321
1795.000000,363.542
1796.000000,347.852
1797.000000,339.98
1798.000000,343.541
1799.000000,353.189
1800.000000,367.031
1801.000000,382.765
1802.000000,393.186
1803.000000,404.081
1804.000000,432.645
1805.000000,485.746
1806.000000,540.84
1807.000000,578.398
1808.000000,607.021
1809.000000,596.436
1810.000000,572.087
1811.000000,572
1812.000000,572
1813.000000,545.859
1814.000000,517.012
1815.000000,516.728
1816.000000,528.994
1817.000000,546.208
1818.000000,549.415
1819.000000,553.359
1820.000000,572.954
1821.000000,569.567
1822.000000,539.912
1823.000000,506.385
1824.000000,495.143
1825.000000,513.478
1826.000000,549.328
1827.000000,583.08
