"Name","Parameter","Constituent_Name","Units","Data_Column","Filename","Output_Timestep"
"tin_br1","temperature","Celsius","1/1","GCL-2011-2015-TIN.csv",    0.041667
"tdt_br1","temperature","Celsius","1/1","GCL-2011-2015-TIN.csv",    0.041667
"cin_br1","N2","g/m^3","1/2","GCL-2011-2015-CIN.csv",    0.041667
"cin_br1","DO","g/m^3","2/2","GCL-2011-2015-CIN.csv",    0.041667
"cdt_br1","N2","g/m^3","1/2","GCL-2011-2015-CIN.csv",    0.041667
"cdt_br1","DO","g/m^3","2/2","GCL-2011-2015-CIN.csv",    0.041667
