$ GRAND COULEE_OUTFLOW.npt based on $//GRAND COULEE_OUT/FLOW//1DAY/F0UMFE_EO40/ ; Units in metric!,
# From Crosswalk12_6_2017.DSS ; Julian Day 1 is 1899-12-31,
JDAY,FLOW
1300.000000,4098.443
1301.000000,4316.608
1302.000000,4762.862
1303.000000,4731.57
1304.000000,4627.881
1305.000000,4389.558
1306.000000,3944.194
1307.000000,3819.395
1308.000000,3789.763
1309.000000,3869.606
1310.000000,4079.713
1311.000000,3920.327
1312.000000,3385.828
1313.000000,3021.548
1314.000000,3141.671
1315.000000,3421.137
1316.000000,3411.261
1317.000000,3935.607
1318.000000,3648.65
1319.000000,3364.176
1320.000000,3094.408
1321.000000,3490.872
1322.000000,3392.901
1323.000000,2988.126
1324.000000,2986.831
1325.000000,2823.7
1326.000000,2591.189
1327.000000,2757.682
1328.000000,3244.331
1329.000000,3165.174
1330.000000,3106.553
1331.000000,3186.216
1332.000000,3228.395
1333.000000,2638.078
1334.000000,2318.374
1335.000000,2527.345
1336.000000,3166.441
1337.000000,3173.069
1338.000000,3393.824
1339.000000,3337.949
1340.000000,3065.604
1341.000000,2477.923
1342.000000,2611.594
1343.000000,2143.449
1344.000000,2331.444
1345.000000,2426.319
1346.000000,1989.888
1347.000000,1506.444
1348.000000,1529.089
1349.000000,1741.151
1350.000000,1826.391
1351.000000,2007.064
1352.000000,1933.458
1353.000000,1657.422
1354.000000,1443.677
1355.000000,1437.859
1356.000000,2065.093
1357.000000,2398.891
1358.000000,2049.633
1359.000000,1879.878
1360.000000,1868.176
1361.000000,2264.996
1362.000000,2203.043
1363.000000,2008.973
1364.000000,1995.111
1365.000000,2126.386
1366.000000,2193.027
1367.000000,2159.763
1368.000000,2027.843
1369.000000,1956.431
1370.000000,1716.806
1371.000000,1723.414
1372.000000,2027.665
1373.000000,2273.364
1374.000000,2200.289
1375.000000,1699.197
1376.000000,1985.552
1377.000000,2181.073
1378.000000,2371.619
1379.000000,2220.14
1380.000000,2373.053
1381.000000,2290.651
1382.000000,1729.036
1383.000000,1737.656
1384.000000,2137.718
1385.000000,2156.43
1386.000000,2077.07
1387.000000,1997.208
1388.000000,2013.885
1389.000000,2068.533
1390.000000,1788.736
1391.000000,1875.791
1392.000000,1775.538
1393.000000,1936.534
1394.000000,1946.077
1395.000000,1888.741
1396.000000,1813.368
1397.000000,1577.674
1398.000000,1956.935
1399.000000,2290.824
1400.000000,2130.757
1401.000000,2293.781
1402.000000,2233.063
1403.000000,1589.698
1404.000000,1429.866
1405.000000,1763.189
1406.000000,2490.586
1407.000000,2297.505
1408.000000,2478.579
1409.000000,2115.94
1410.000000,2417.34
1411.000000,2385.638
1412.000000,2396.498
1413.000000,2553.411
1414.000000,2922.672
1415.000000,3393.987
1416.000000,3292.629
1417.000000,3444.667
1418.000000,3677.208
1419.000000,3077.023
1420.000000,3343.113
1421.000000,3224.423
1422.000000,3477.197
1423.000000,3207.522
1424.000000,2501.67
1425.000000,2363.032
1426.000000,2802.195
1427.000000,3245.768
1428.000000,2770.516
1429.000000,2607.96
1430.000000,2344.831
1431.000000,2557.526
1432.000000,3613.919
1433.000000,3206.985
1434.000000,2889.579
1435.000000,2906.648
1436.000000,3085.627
1437.000000,2811.659
1438.000000,2549.309
1439.000000,3060.427
1440.000000,3557.816
1441.000000,3372.896
1442.000000,2943.819
1443.000000,2647.338
1444.000000,2593.134
1445.000000,2746.196
1446.000000,2909.061
1447.000000,2972.438
1448.000000,3041.151
1449.000000,3215.526
1450.000000,3666.207
1451.000000,3637.489
1452.000000,3220.194
1453.000000,3038.294
1454.000000,2790.376
1455.000000,2979.774
1456.000000,3118.954
1457.000000,2451.698
1458.000000,2770.911
1459.000000,3439.773
1460.000000,3517.891
1461.000000,3476.211
1462.000000,3562.378
1463.000000,3722.789
1464.000000,4067.608
1465.000000,4001.241
1466.000000,3923.562
1467.000000,3952.862
1468.000000,3282.302
1469.000000,3363.968
1470.000000,3311.391
1471.000000,3080.801
1472.000000,3235.723
1473.000000,3227.803
1474.000000,3494.705
1475.000000,3581.656
1476.000000,3623.286
1477.000000,3978.294
1478.000000,3989.522
1479.000000,3839.444
1480.000000,3659.115
1481.000000,3406.326
1482.000000,3449.41
1483.000000,3665.208
1484.000000,3460.646
1485.000000,3621.357
1486.000000,3620.073
1487.000000,3206.095
1488.000000,3572.643
1489.000000,3642.69
1490.000000,3445.405
1491.000000,3707.549
1492.000000,3856.849
1493.000000,3757.568
1494.000000,4152.123
1495.000000,4120.918
1496.000000,3778.945
1497.000000,4086.265
1498.000000,4160.692
1499.000000,4160.943
1500.000000,4138.455
1501.000000,3796.606
1502.000000,3602.144
1503.000000,4042.209
1504.000000,3500.562
1505.000000,3206.815
1506.000000,3316.941
1507.000000,3657.355
1508.000000,3612.703
1509.000000,3786.991
1510.000000,3977.997
1511.000000,3982.395
1512.000000,4236.409
1513.000000,4100.232
1514.000000,3973.487
1515.000000,4099.347
1516.000000,4202.773
1517.000000,4433.664
1518.000000,4025.663
1519.000000,3404.804
1520.000000,3533.516
1521.000000,3750.155
1522.000000,3687.375
1523.000000,3568.182
1524.000000,3428.911
1525.000000,3770.182
1526.000000,4427.089
1527.000000,4185.746
1528.000000,4109.486
1529.000000,3911.876
1530.000000,3727.406
1531.000000,3506.908
1532.000000,3267.608
1533.000000,3192.898
1534.000000,3295.871
1535.000000,3417.346
1536.000000,3300.58
1537.000000,3552.699
1538.000000,3423.577
1539.000000,3178.592
1540.000000,3048.735
1541.000000,3233.306
1542.000000,4019.588
1543.000000,4195.041
1544.000000,4071.344
1545.000000,3598.795
1546.000000,3513.97
1547.000000,3326.245
1548.000000,3521.886
1549.000000,3815.93
1550.000000,3726.353
1551.000000,4166.453
1552.000000,3919.306
1553.000000,3147.023
1554.000000,3429.467
1555.000000,3327.638
1556.000000,3444.09
1557.000000,3408.476
1558.000000,3757.593
1559.000000,3536.407
1560.000000,2918.693
1561.000000,3005.461
1562.000000,3219.322
1563.000000,3023.223
1564.000000,2814.477
1565.000000,3163.806
1566.000000,3306.166
1567.000000,3005.544
1568.000000,2827.366
1569.000000,3204.961
1570.000000,3068.285
1571.000000,2445.683
1572.000000,2507.845
1573.000000,2694.638
1574.000000,2794.402
1575.000000,2637.133
1576.000000,2648.771
1577.000000,3066.088
1578.000000,2616.258
1579.000000,2354.417
1580.000000,3467.525
1581.000000,1773.295
1582.000000,2618.278
1583.000000,2982.161
1584.000000,3105.478
1585.000000,3167.04
1586.000000,3291.003
1587.000000,3242.466
1588.000000,3011.789
1589.000000,2427.519
1590.000000,2678.455
1591.000000,2525.834
1592.000000,2323.935
1593.000000,2427.993
1594.000000,2852.051
1595.000000,3146.881
1596.000000,3412.547
1597.000000,3494.881
1598.000000,3066.062
1599.000000,2728.069
1600.000000,3019.221
1601.000000,3129.354
1602.000000,2991.8
1603.000000,3360.829
1604.000000,3732.762
1605.000000,3684.838
1606.000000,3364.69
1607.000000,3507.197
1608.000000,3161.156
1609.000000,3262.691
1610.000000,3366.877
1611.000000,3704.172
1612.000000,3618.235
1613.000000,2891.74
1614.000000,3350.752
1615.000000,3216.766
1616.000000,2823.233
1617.000000,2755.298
1618.000000,2651.204
1619.000000,3048.766
1620.000000,3191.856
1621.000000,3119.582
1622.000000,3326.726
1623.000000,3398.548
1624.000000,4713.219
1625.000000,5747.335
1626.000000,5766.379
1627.000000,6087.777
1628.000000,5809.553
1629.000000,4332.864
1630.000000,3294.94
1631.000000,2460.039
1632.000000,2845.244
1633.000000,2714.115
1634.000000,2603.715
1635.000000,2546.194
1636.000000,2567.412
1637.000000,2632.644
1638.000000,2733.526
1639.000000,2957.886
1640.000000,3476.345
1641.000000,3506.981
1642.000000,3605.509
1643.000000,3442.322
1644.000000,3373.711
1645.000000,3510.765
1646.000000,3448.628
1647.000000,3380.011
1648.000000,3350.864
1649.000000,3584.236
1650.000000,3092.374
1651.000000,2571.396
1652.000000,2852.507
1653.000000,3131.282
1654.000000,2580.86
1655.000000,2482.137
1656.000000,2675.829
1657.000000,2924.255
1658.000000,3441.915
1659.000000,3392.115
1660.000000,3621.34
1661.000000,3240.203
1662.000000,3389.069
1663.000000,3313.912
1664.000000,3186.539
1665.000000,2907.871
1666.000000,2721.419
1667.000000,3034.089
1668.000000,3262.144
1669.000000,3031.295
1670.000000,2738.36
1671.000000,2799.445
1672.000000,3053.469
1673.000000,3372.004
1674.000000,3237.563
1675.000000,3197.207
1676.000000,2922.329
1677.000000,2780.989
1678.000000,2835.709
1679.000000,3383.844
1680.000000,3450.243
1681.000000,3190.816
1682.000000,3218.722
1683.000000,3173.454
1684.000000,3235.398
1685.000000,3201.968
1686.000000,3171.082
1687.000000,3383.803
1688.000000,3587.674
1689.000000,3515.335
1690.000000,3390.261
1691.000000,3488.001
1692.000000,3549.277
1693.000000,3617.288
1694.000000,3842.79
1695.000000,3690.954
1696.000000,3350.807
1697.000000,3283.725
1698.000000,3255.506
1699.000000,3306.61
1700.000000,3510.88
1701.000000,3329.436
1702.000000,2624.428
1703.000000,3048.354
1704.000000,2865.834
1705.000000,2597.451
1706.000000,2643.361
1707.000000,2776.429
1708.000000,2332.811
1709.000000,2160.403
1710.000000,1541.358
1711.000000,1867.029
1712.000000,1917.439
1713.000000,1848.233
1714.000000,1738.185
1715.000000,1972.094
1716.000000,2206.073
1717.000000,2714.456
1718.000000,2353.318
1719.000000,2192.106
1720.000000,2135.956
1721.000000,2057.404
1722.000000,2038.595
1723.000000,1993.078
1724.000000,2077.542
1725.000000,1819.486
1726.000000,2200.093
1727.000000,2359.119
1728.000000,2607.673
1729.000000,2436.909
1730.000000,2459.974
1731.000000,2152.28
1732.000000,1737.268
1733.000000,2544.911
1734.000000,2990.492
1735.000000,2485.627
1736.000000,2253.571
1737.000000,2415.259
1738.000000,2365.587
1739.000000,2329.026
1740.000000,2966.714
1741.000000,2740.132
1742.000000,2517.879
1743.000000,1905.258
1744.000000,1962.181
1745.000000,1911.91
1746.000000,1474.923
1747.000000,1186.104
1748.000000,2508.628
1749.000000,2352.165
1750.000000,2418.624
1751.000000,1852.248
1752.000000,2334.977
1753.000000,2145.957
1754.000000,1608.675
1755.000000,1980.653
1756.000000,1986.973
1757.000000,2283.603
1758.000000,2533.243
1759.000000,2618.551
1760.000000,2268.501
1761.000000,1839.093
1762.000000,2439.524
1763.000000,2312.43
1764.000000,2267.157
1765.000000,2180.15
1766.000000,2162.486
1767.000000,1552.865
1768.000000,1655.955
1769.000000,1751.351
1770.000000,2256.491
1771.000000,2180.505
1772.000000,1993.907
1773.000000,2364.777
1774.000000,2592.035
1775.000000,2537.052
1776.000000,2559.353
1777.000000,2527.233
1778.000000,2513.976
1779.000000,2464.029
1780.000000,2490.648
1781.000000,2429.581
1782.000000,2403.922
1783.000000,2769.956
1784.000000,2843.712
1785.000000,2540.383
1786.000000,2593.009
1787.000000,2507.571
1788.000000,2462.765
1789.000000,2651.922
1790.000000,2540.232
1791.000000,2676.509
1792.000000,2787.786
1793.000000,3024.311
1794.000000,2974.23
1795.000000,2768.194
1796.000000,2874.997
1797.000000,2692.118
1798.000000,2915.219
1799.000000,3221.908
1800.000000,2957.545
1801.000000,2496.581
1802.000000,2624.175
1803.000000,2486.973
1804.000000,2590.753
1805.000000,2515.42
1806.000000,2512.67
1807.000000,2039.09
1808.000000,2168.678
1809.000000,1900.847
1810.000000,1780.275
1811.000000,1991.323
1812.000000,2283.341
1813.000000,2695.94
1814.000000,2876.652
1815.000000,2895.875
1816.000000,2464.325
1817.000000,2581.594
1818.000000,2245.05
1819.000000,2413.24
1820.000000,2200.395
1821.000000,2497.343
1822.000000,2138.697
1823.000000,2138.725
1824.000000,2338.635
1825.000000,2559.873
1826.000000,2703.117
1827.000000,2548.773
