$Grand Coulee Dam Outflow Temperature,
 ,
JDAY,TWO
590.000050,16.46
590.041710,16.41
590.083380,16.13
590.125050,16.09
590.166710,16.07
590.208380,16.11
590.250050,16.09
590.291710,16.48
590.333380,16.53
590.375050,16.58
590.416710,16.61
590.458380,16.66
590.500050,16.68
590.541710,16.69
590.583380,16.75
590.625050,16.81
590.666710,16.83
590.708380,16.85
590.750050,16.75
590.791710,16.74
590.833380,16.68
590.875050,16.7
590.916710,16.76
590.958380,16.61
591.000050,16.56
591.041710,16.55
591.083380,16.53
591.125050,16.63
591.166710,16.57
591.208380,16.51
591.250050,16.52
591.291710,16.65
591.333380,16.73
591.375050,16.81
591.416710,16.85
591.458380,16.87
591.500050,16.95
591.541710,16.98
591.583380,16.98
591.625050,16.89
591.666710,16.74
591.708380,16.69
591.750050,16.58
591.791710,16.55
591.833380,16.48
591.875050,16.49
591.916710,16.47
591.958380,16.38
592.000050,16.4
592.041710,16.29
592.083380,16.07
592.125050,16.14
592.166710,16.11
592.208380,16.15
592.250050,16.39
592.291710,16.45
592.333380,16.5
592.375050,16.49
592.416710,16.52
592.458380,16.57
592.500050,16.53
592.541710,16.55
592.583380,16.61
592.625050,16.66
592.666710,16.68
592.708380,16.69
592.750050,16.69
592.791710,16.65
592.833380,16.53
592.875050,16.31
592.916710,16.41
592.958380,16.26
593.000050,15.95
593.041710,15.8
593.083380,15.73
593.125050,15.65
593.166710,15.58
593.208380,15.58
593.250050,15.81
593.291710,16.02
593.333380,16.18
593.375050,16.16
593.416710,16.24
593.458380,16.35
593.500050,16.44
593.541710,16.46
593.583380,16.5
593.625050,16.54
593.666710,16.54
593.708380,16.55
593.750050,16.48
593.791710,16.52
593.833380,16.64
593.875050,16.87
593.916710,17.13
593.958380,17.16
594.000050,17.04
594.041710,16.32
594.083380,15.8
594.125050,15.82
594.166710,15.65
594.208380,15.5
594.250050,15.69
594.291710,16.03
594.333380,16.25
594.375050,16.44
594.416710,16.52
594.458380,16.57
594.500050,16.64
594.541710,16.73
594.583380,16.8
594.625050,16.81
594.666710,16.85
594.708380,16.93
594.750050,17.01
594.791710,17
594.833380,16.98
594.875050,16.98
594.916710,17
594.958380,16.71
595.000050,16.54
595.041710,16.3
595.083380,16.24
595.125050,16.21
595.166710,16.22
595.208380,16.65
595.250050,16.6
595.291710,16.88
595.333380,17.35
595.375050,17.49
595.416710,17.6
595.458380,17.6
595.500050,17.58
595.541710,17.52
595.583380,17.48
595.625050,17.4
595.666710,17.4
595.708380,17.32
595.750050,17.22
595.791710,17.15
595.833380,17.05
595.875050,17.08
595.916710,17.14
595.958380,17.13
596.000050,16.96
596.041710,16.7
596.083380,16.5
596.125050,16.36
596.166710,16.4
596.208380,16.35
596.250050,16.08
596.291710,16.11
596.333380,16.3
596.375050,16.41
596.416710,16.84
596.458380,17
596.500050,17.3
596.541710,17.54
596.583380,17.67
596.625050,17.64
596.666710,17.65
596.708380,17.69
596.750050,17.71
596.791710,17.55
596.833380,17.4
596.875050,17.34
596.916710,17.07
596.958380,16.89
597.000050,16.74
597.041710,16.58
597.083380,16.4
597.125050,16.36
597.166710,16.38
597.208380,16.44
597.250050,16.79
597.291710,16.91
597.333380,17.26
597.375050,17.31
597.416710,17.38
597.458380,17.43
597.500050,17.51
597.541710,17.5
597.583380,17.51
597.625050,17.47
597.666710,17.42
597.708380,17.38
597.750050,17.32
597.791710,17.26
597.833380,17.15
597.875050,17.2
597.916710,17.2
597.958380,16.84
598.000050,16.47
598.041710,16.4
598.083380,16.34
598.125050,16.41
598.166710,16.45
598.208380,16.84
598.250050,16.88
598.291710,16.93
598.333380,17.01
598.375050,16.94
598.416710,17.13
598.458380,17.23
598.500050,17.66
598.541710,17.8
598.583380,17.84
598.625050,17.88
598.666710,17.82
598.708380,17.66
598.750050,17.46
598.791710,17.14
598.833380,16.92
598.875050,16.92
598.916710,17.02
598.958380,16.44
599.000050,16.55
599.041710,17.02
599.083380,16.7
599.125050,16.63
599.166710,16.87
599.208380,17.43
599.250050,17.63
599.291710,17.69
599.333380,17.74
599.375050,17.91
599.416710,18.01
599.458380,17.99
599.500050,17.94
599.541710,17.91
599.583380,17.81
599.625050,17.73
599.666710,17.68
599.708380,17.72
599.750050,17.79
599.791710,17.69
599.833380,17.61
599.875050,17.48
599.916710,17.24
599.958380,17.28
600.000050,16.74
600.041710,16.68
600.083380,16.66
600.125050,16.71
600.166710,16.56
600.208380,16.57
600.250050,17.11
600.291710,17.3
600.333380,16.99
600.375050,17.05
600.416710,17.35
600.458380,17.49
600.500050,17.67
600.541710,17.84
600.583380,17.95
600.625050,17.99
600.666710,17.98
600.708380,17.96
600.750050,17.94
600.791710,17.85
600.833380,17.75
600.875050,17.78
600.916710,17.27
600.958380,16.69
601.000050,16.38
601.041710,16.29
601.083380,16.24
601.125050,16.28
601.166710,16.35
601.208380,16.76
601.250050,16.81
601.291710,17.52
601.333380,17.56
601.375050,17.71
601.416710,17.88
601.458380,17.84
601.500050,17.79
601.541710,17.77
601.583380,17.75
601.625050,17.64
601.666710,17.58
601.708380,17.56
601.750050,17.6
601.791710,17.33
601.833380,17.1
601.875050,17.01
601.916710,16.81
601.958380,16.44
602.000050,16
602.041710,15.33
602.083380,15.18
602.125050,15.15
602.166710,15.27
602.208380,15.66
602.250050,16.23
602.291710,16.29
602.333380,16.48
602.375050,16.58
602.416710,16.71
602.458380,16.82
602.500050,16.93
602.541710,16.99
602.583380,17.07
602.625050,17.16
602.666710,17.29
602.708380,17.4
602.750050,17.26
602.791710,17.11
602.833380,17.06
602.875050,17.13
602.916710,16.93
602.958380,16.54
603.000050,16.44
603.041710,16.33
603.083380,16.24
603.125050,15.98
603.166710,15.88
603.208380,16.16
603.250050,16.31
603.291710,16.6
603.333380,16.9
603.375050,17.3
603.416710,17.63
603.458380,17.64
603.500050,17.69
603.541710,17.73
603.583380,17.74
603.625050,17.85
603.666710,17.93
603.708380,17.95
603.750050,17.97
603.791710,17.78
603.833380,17.71
603.875050,17.71
603.916710,17.32
603.958380,16.9
604.000050,16.85
604.041710,16.91
604.083380,16.81
604.125050,16.8
604.166710,16.74
604.208380,16.73
604.250050,16.68
604.291710,17.07
604.333380,17.12
604.375050,17.53
604.416710,17.5
604.458380,17.5
604.500050,17.49
604.541710,17.48
604.583380,17.56
604.625050,17.58
604.666710,17.49
604.708380,17.34
604.750050,17.08
604.791710,16.86
604.833380,16.86
604.875050,16.83
604.916710,16.6
604.958380,15.95
605.000050,15.92
605.041710,15.85
605.083380,15.81
605.125050,15.77
605.166710,15.84
605.208380,15.96
605.250050,16.37
605.291710,16.88
605.333380,17.48
605.375050,17.59
605.416710,17.68
605.458380,17.79
605.500050,17.9
605.541710,18.04
605.583380,18.08
605.625050,18.06
605.666710,18.09
605.708380,18.02
605.750050,17.92
605.791720,17.89
605.833380,17.63
605.875050,17.78
605.916720,17.88
605.958380,17.63
606.000050,17.37
606.041720,17.17
606.083380,16.93
606.125050,16.83
606.166720,16.84
606.208380,16.96
606.250050,17.35
606.291720,17.7
606.333380,17.85
606.375050,17.9
606.416720,17.89
606.458380,17.82
606.500050,17.82
606.541720,17.81
606.583380,17.8
606.625050,17.74
606.666720,17.73
606.708380,17.78
606.750050,17.87
606.791720,17.59
606.833380,17.46
606.875050,17.71
606.916720,17.52
606.958380,17.29
607.000050,17.17
607.041720,17.16
607.083380,16.84
607.125050,17.04
607.166720,16.79
607.208380,16.76
607.250050,17.05
607.291720,17.31
607.333380,17.39
607.375050,17.46
607.416720,17.49
607.458380,17.52
607.500050,17.54
607.541720,17.55
607.583380,17.57
607.625050,17.6
607.666720,17.63
607.708380,17.61
607.750050,17.57
607.791720,17.6
607.833380,17.55
607.875050,17.62
607.916720,17.58
607.958380,17.55
608.000050,17.36
608.041720,17.22
608.083380,17.15
608.125050,17.09
608.166720,17.16
608.208380,17.18
608.250050,17.28
608.291720,17.61
608.333380,17.66
608.375050,17.95
608.416720,17.99
608.458380,18.07
608.500050,17.99
608.541720,18.06
608.583380,18.21
608.625050,18.31
608.666720,18.36
608.708380,18.29
608.750050,18.34
608.791720,18.24
608.833380,18.1
608.875050,18.13
608.916720,17.99
608.958380,17.72
609.000050,17.53
609.041720,17.07
609.083380,17.08
609.125050,16.94
609.166720,16.93
609.208380,16.98
609.250050,16.99
609.291720,16.99
609.333380,17.48
609.375050,17.92
609.416720,17.99
609.458380,17.98
609.500050,17.83
609.541720,17.88
609.583380,17.87
609.625050,17.87
609.666720,17.67
609.708380,17.46
609.750050,17.43
609.791720,17.48
609.833380,17.46
609.875050,17.16
609.916720,17.07
609.958380,16.99
610.000050,16.68
610.041720,16.54
610.083380,16.34
610.125050,16.27
610.166720,16.34
610.208380,16.34
610.250050,16.27
610.291720,16.41
610.333380,16.91
610.375050,17.15
610.416720,17.3
610.458380,17.37
610.500050,17.37
610.541720,17.4
610.583380,17.41
610.625050,17.42
610.666720,17.41
610.708380,17.35
610.750050,17.02
610.791720,16.85
610.833380,16.56
610.875050,16.59
610.916720,16.35
610.958380,16.22
611.000050,16.22
611.041720,16.03
611.083380,15.93
611.125050,16.09
611.166720,16.19
611.208380,16.28
611.250050,16.38
611.291720,16.47
611.333380,16.56
611.375050,16.79
611.416720,16.87
611.458380,16.92
611.500050,17.03
611.541720,17.37
611.583380,17.37
611.625050,17.35
611.666720,17.37
611.708380,17.35
611.750050,17.05
611.791720,16.79
611.833380,16.86
611.875050,17.03
611.916720,16.95
611.958380,16.84
612.000050,16.62
612.041720,16.45
612.083380,16.46
612.125050,16.46
612.166720,16.46
612.208380,16.55
612.250050,16.57
612.291720,16.67
612.333380,16.96
612.375050,17.08
612.416720,17.29
612.458380,17.38
612.500050,17.39
612.541720,17.42
612.583380,17.6
612.625050,17.53
612.666720,17.59
612.708380,17.69
612.750050,17.49
612.791720,17.3
612.833380,17.02
612.875050,17.03
612.916720,16.94
612.958380,16.7
613.000050,16.57
613.041720,16.47
613.083380,16.46
613.125050,16.43
613.166720,16.41
613.208380,16.67
613.250050,17.19
613.291720,17.6
613.333380,17.72
613.375050,17.78
613.416720,17.75
613.458380,17.75
613.500050,17.73
613.541720,17.78
613.583380,17.83
613.625050,17.84
613.666720,17.73
613.708380,17.64
613.750050,17.61
613.791720,17.63
613.833380,17.62
613.875050,17.49
613.916720,17.16
613.958380,16.67
614.000050,16.42
614.041720,16.4
614.083380,16.38
614.125050,16.54
614.166720,16.59
614.208380,16.69
614.250050,17.37
614.291720,17.49
614.333380,17.45
614.375050,17.35
614.416720,17.17
614.458380,17.38
614.500050,17.42
614.541720,17.6
614.583380,17.63
614.625050,17.66
614.666720,17.66
614.708380,17.67
614.750050,17.62
614.791720,17.44
614.833380,17.25
614.875050,17.1
614.916720,16.66
614.958380,16.56
615.000050,16.25
615.041720,16.21
615.083380,16.12
615.125050,16
615.166720,16.16
615.208380,16.62
615.250050,17.05
615.291720,17.13
615.333380,17.01
615.375050,16.97
615.416720,17.02
615.458380,17.25
615.500050,17.39
615.541720,17.53
615.583380,17.48
615.625050,17.54
615.666720,17.58
615.708380,17.57
615.750050,17.59
615.791720,17.49
615.833380,17.42
615.875050,17.4
615.916720,17.15
615.958380,16.9
616.000050,16.93
616.041720,16.83
616.083380,16.87
616.125050,17.07
616.166720,17.06
616.208380,17.12
616.250050,17.24
616.291720,17.42
616.333380,17.62
616.375050,17.66
616.416720,17.7
616.458380,17.7
616.500050,17.82
616.541720,17.82
616.583380,17.7
616.625050,17.71
616.666720,17.73
616.708380,17.71
616.750050,17.43
616.791720,17.17
616.833380,17.09
616.875050,17.06
616.916720,16.9
616.958380,16.8
617.000050,16.64
617.041720,16.56
617.083380,16.65
617.125050,16.65
617.166720,16.74
617.208380,16.76
617.250050,17.19
617.291720,17.28
617.333380,17.29
617.375050,17.33
617.416720,17.56
617.458380,17.58
617.500050,17.64
617.541720,17.69
617.583380,17.68
617.625050,17.71
617.666720,17.69
617.708380,17.74
617.750050,17.69
617.791720,17.61
617.833380,17.35
617.875050,17.19
617.916720,17.02
617.958380,16.97
618.000050,16.96
618.041720,16.83
618.083380,16.67
618.125050,16.61
618.166720,16.45
618.208380,16.42
618.250050,16.39
618.291720,16.59
618.333380,16.85
618.375050,16.84
618.416720,16.84
618.458380,16.85
618.500050,16.95
618.541720,16.91
618.583380,16.84
618.625050,16.93
618.666720,16.99
618.708380,17.06
618.750050,16.78
618.791720,16.78
618.833380,16.5
618.875050,16.63
618.916720,16.55
618.958380,16.4
619.000050,16.76
619.041720,16.95
619.083380,16.97
619.125050,17.01
619.166720,16.97
619.208380,17.01
619.250050,17.27
619.291720,17.36
619.333380,17.37
619.375050,17.15
619.416720,16.77
619.458380,16.84
619.500050,16.91
619.541720,16.91
619.583380,16.87
619.625050,16.82
619.666720,16.99
619.708380,16.86
619.750050,16.72
619.791720,16.77
619.833380,16.94
619.875050,16.86
619.916720,16.63
619.958380,16.54
620.000050,16.52
620.041720,16.47
620.083380,16.47
620.125050,16.48
620.166720,16.52
620.208380,16.61
620.250050,17
620.291720,17.1
620.333380,17.07
620.375050,17.07
620.416720,17.1
620.458380,17.09
620.500050,17.12
620.541720,17.14
620.583380,17.17
620.625050,17.18
620.666720,17.21
620.708380,17.23
620.750050,17.23
620.791720,17.23
620.833380,17.25
620.875050,17.18
620.916720,17.01
620.958380,16.84
621.000050,16.74
621.041720,16.67
621.083380,16.62
621.125050,16.6
621.166720,16.59
621.208380,16.61
621.250050,17.31
621.291720,17.37
621.333380,17.4
621.375050,17.47
621.416720,17.48
621.458380,17.51
621.500050,17.35
621.541720,17.32
621.583380,17.29
621.625050,17.33
621.666720,17.58
621.708380,17.58
621.750050,17.62
621.791720,17.63
621.833380,17.48
621.875050,17.3
621.916720,17.19
621.958380,16.94
622.000050,16.77
622.041720,16.76
622.083380,16.75
622.125050,16.74
622.166720,16.77
622.208380,16.8
622.250050,17.39
622.291720,17.49
622.333380,17.47
622.375050,17.51
622.416720,17.63
622.458380,17.73
622.500050,17.77
622.541720,17.77
622.583380,17.8
622.625050,17.79
622.666720,17.81
622.708380,17.79
622.750050,17.83
622.791720,17.81
622.833380,17.73
622.875050,17.71
622.916720,17.3
622.958380,17.14
623.000050,17
623.041720,16.84
623.083380,16.82
623.125050,16.8
623.166720,16.77
623.208380,16.87
623.250050,17.34
623.291720,17.58
623.333380,17.59
623.375050,17.58
623.416720,17.56
623.458380,17.54
623.500050,17.35
623.541720,17.49
623.583380,17.63
623.625050,17.63
623.666720,17.67
623.708380,17.59
623.750050,17.6
623.791720,17.59
623.833380,17.62
623.875050,17.64
623.916720,17.31
623.958380,17.08
624.000050,17.01
624.041720,16.77
624.083380,16.62
624.125050,16.63
624.166720,16.5
624.208380,16.58
624.250050,16.97
624.291720,17.17
624.333380,17.21
624.375050,17.22
624.416720,17.47
624.458380,17.52
624.500050,17.48
624.541720,17.48
624.583380,17.4
624.625050,17.33
624.666720,17.25
624.708380,17.23
624.750050,17.24
624.791720,17.11
624.833380,17.08
624.875050,17.13
624.916720,17.03
624.958380,16.91
625.000050,16.99
625.041720,16.9
625.083380,16.88
625.125050,16.87
625.166720,16.86
625.208380,16.85
625.250050,16.92
625.291720,16.92
625.333380,16.91
625.375050,16.92
625.416720,16.92
625.458380,16.92
625.500050,16.92
625.541720,16.92
625.583380,16.93
625.625050,16.93
625.666720,16.94
625.708380,17.26
625.750050,17.25
625.791720,17.24
625.833380,17.24
625.875050,17.19
625.916720,17.06
625.958380,16.92
626.000050,16.84
626.041720,16.87
626.083380,16.77
626.125050,16.77
626.166720,16.82
626.208380,16.9
626.250050,17.3
626.291720,17.66
626.333380,17.67
626.375050,17.59
626.416720,17.52
626.458380,17.54
626.500050,17.5
626.541720,17.52
626.583380,17.51
626.625050,17.55
626.666720,17.55
626.708380,17.57
626.750050,17.57
626.791720,17.55
626.833380,17.51
626.875050,17.39
626.916720,17.07
626.958380,16.92
627.000050,16.86
627.041720,16.91
627.083380,16.91
627.125050,16.84
627.166720,16.91
627.208380,17.04
627.250050,17.28
627.291720,17.69
627.333380,17.68
627.375050,17.57
627.416720,17.51
627.458380,17.53
627.500050,17.52
627.541720,17.53
627.583380,17.54
627.625050,17.54
627.666720,17.55
627.708380,17.4
627.750050,17.33
627.791720,17.33
627.833380,17.32
627.875050,17.21
627.916720,17.03
627.958380,16.89
628.000050,16.78
628.041720,16.73
628.083380,16.73
628.125050,16.76
628.166720,16.8
628.208380,16.8
628.250050,17.25
628.291720,17.24
628.333380,17.47
628.375050,17.46
628.416720,17.48
628.458380,17.5
628.500050,17.52
628.541720,17.55
628.583380,17.58
628.625050,17.73
628.666720,17.6
628.708380,17.62
628.750050,17.62
628.791720,17.61
628.833380,17.6
628.875050,17.62
628.916720,17.4
628.958380,17.16
629.000050,16.96
629.041720,16.89
629.083380,16.78
629.125050,16.77
629.166720,16.77
629.208380,16.93
629.250050,17.41
629.291720,17.72
629.333380,17.7
629.375050,17.5
629.416720,17.52
629.458380,17.52
629.500050,17.66
629.541720,17.63
629.583380,17.57
629.625050,17.56
629.666720,17.33
629.708380,17.33
629.750050,17.35
629.791720,17.35
629.833380,17.38
629.875050,17.41
629.916720,17.16
629.958380,17.02
630.000050,16.97
630.041720,16.89
630.083380,16.94
630.125050,16.94
630.166720,16.94
630.208380,17
630.250050,17.52
630.291720,17.56
630.333380,17.49
630.375050,17.47
630.416720,17.52
630.458380,17.69
630.500050,17.72
630.541720,17.84
630.583380,17.89
630.625050,17.9
630.666720,17.81
630.708380,17.81
630.750050,17.61
630.791720,17.42
630.833380,17.12
630.875050,17.14
630.916720,16.9
630.958380,16.8
631.000050,16.76
631.041720,16.84
631.083380,16.96
631.125050,16.8
631.166720,16.73
631.208380,16.83
631.250050,16.95
631.291720,17.23
631.333380,17.26
631.375050,17.42
631.416720,17.5
631.458380,17.5
631.500050,17.69
631.541720,17.7
631.583380,17.53
631.625050,17.56
631.666720,17.54
631.708380,17.36
631.750050,17.25
631.791720,17.27
631.833380,17.27
631.875050,17.34
631.916720,17.05
631.958380,16.96
632.000050,16.97
632.041720,17.17
632.083380,17.06
632.125050,17.21
632.166720,17.08
632.208380,17.19
632.250050,17.05
632.291720,16.92
632.333380,16.92
632.375050,16.92
632.416720,16.92
632.458380,16.92
632.500050,16.92
632.541720,16.92
632.583380,16.92
632.625050,16.99
632.666720,17.06
632.708380,17.11
632.750050,17.23
632.791720,17.38
632.833380,17.48
632.875050,17.42
632.916720,17.31
632.958380,17.13
633.000050,17.07
633.041720,17
633.083380,17.07
633.125050,17.06
633.166720,17.06
633.208380,17.28
633.250050,17.46
633.291720,17.46
633.333380,17.42
633.375050,17.43
633.416720,17.39
633.458380,17.43
633.500050,17.46
633.541720,17.42
633.583380,17.44
633.625050,17.43
633.666720,17.44
633.708380,17.31
633.750050,17.35
633.791720,17.33
633.833380,17.31
633.875050,17.3
633.916720,17.08
633.958380,16.93
634.000050,16.93
634.041720,16.83
634.083380,16.79
634.125050,16.82
634.166720,16.83
634.208380,16.98
634.250050,17.11
634.291720,17.15
634.333380,17.24
634.375050,17.22
634.416720,17.2
634.458380,17.2
634.500050,17.21
634.541720,17.42
634.583380,17.9
634.625050,17.2
634.666720,17.23
634.708380,17.12
634.750050,17.09
634.791720,17.07
634.833380,17.07
634.875050,17.22
634.916720,17.16
634.958380,16.94
635.000050,16.84
635.041720,16.74
635.083380,16.77
635.125050,16.79
635.166720,16.86
635.208380,16.96
635.250050,17.31
635.291720,17.6
635.333380,17.58
635.375050,17.59
635.416720,17.59
635.458380,17.58
635.500050,17.51
635.541720,17.45
635.583380,17.44
635.625050,17.46
635.666720,17.47
635.708380,17.45
635.750050,17.39
635.791720,17.26
635.833380,17.2
635.875050,17.15
635.916720,17
635.958380,16.88
636.000050,16.87
636.041720,16.97
636.083380,16.97
636.125050,16.97
636.166720,16.96
636.208380,17.21
636.250050,17.4
636.291720,17.5
636.333380,17.58
636.375050,17.56
636.416720,17.53
636.458380,17.45
636.500050,17.51
636.541720,17.47
636.583380,17.47
636.625050,17.48
636.666720,17.5
636.708380,17.5
636.750050,17.51
636.791720,17.51
636.833380,17.52
636.875050,17.41
636.916720,17.11
636.958380,16.99
637.000050,16.89
637.041720,16.88
637.083380,16.84
637.125050,16.84
637.166720,16.87
637.208380,16.97
637.250050,17.08
637.291720,17.31
637.333380,17.35
637.375050,17.35
637.416720,17.36
637.458380,17.36
637.500050,17.38
637.541720,17.39
637.583380,17.45
637.625050,17.44
637.666720,17.41
637.708380,17.31
637.750050,17.22
637.791720,17.19
637.833380,17.15
637.875050,17.05
637.916720,16.89
637.958380,16.75
638.000050,16.75
638.041720,16.76
638.083380,16.72
638.125050,16.72
638.166720,16.72
638.208380,16.71
638.250050,16.83
638.291720,16.96
638.333380,17.15
638.375050,17.17
638.416720,17.16
638.458380,17.15
638.500050,17.01
638.541720,16.96
638.583380,16.91
638.625050,16.96
638.666720,17.02
638.708380,17.02
638.750050,17.02
638.791720,17.09
638.833380,17.1
638.875050,17.13
638.916720,17.06
638.958380,16.88
639.000050,16.87
639.041720,16.84
639.083380,16.83
639.125050,16.8
639.166720,16.9
639.208380,16.9
639.250050,16.94
639.291720,17
639.333380,16.99
639.375050,17.14
639.416720,17.13
639.458380,17.13
639.500050,17.13
639.541720,17.13
639.583380,17.14
639.625050,17.15
639.666720,17.08
639.708380,17.06
639.750050,17.22
639.791720,17.35
639.833380,17.38
639.875050,17.2
639.916720,17.04
639.958380,17.01
640.000050,16.96
640.041720,16.9
640.083380,16.9
640.125050,16.9
640.166720,16.94
640.208380,17.16
640.250050,17.34
640.291720,17.52
640.333380,17.52
640.375050,17.42
640.416720,17.35
640.458380,17.39
640.500050,17.37
640.541720,17.36
640.583380,17.38
640.625050,17.4
640.666720,17.43
640.708380,17.46
640.750050,17.39
640.791720,17.27
640.833380,17.15
640.875050,17.07
640.916720,16.98
640.958380,16.84
641.000050,17.03
641.041720,16.85
641.083380,16.85
641.125050,16.79
641.166720,16.85
641.208380,16.89
641.250050,16.94
641.291720,17.16
641.333380,17.32
641.375050,17.32
641.416720,17.3
641.458380,17.31
641.500050,17.22
641.541720,17.17
641.583380,17.12
641.625050,17.11
641.666720,16.96
641.708380,16.89
641.750050,16.89
641.791720,17.18
641.833380,17.23
641.875050,17.32
641.916720,17.02
641.958380,16.93
642.000050,16.9
642.041720,16.85
642.083380,16.93
642.125050,16.92
642.166720,16.91
642.208380,17.08
642.250050,17.07
642.291720,17.26
642.333380,17.3
642.375050,17.31
642.416720,17.29
642.458380,17.28
642.500050,17.15
642.541720,17.07
642.583380,16.99
642.625050,16.91
642.666720,16.92
642.708380,17.09
642.750050,17.22
642.791720,17.33
642.833380,17.27
642.875050,17.12
642.916720,17.04
642.958380,16.88
643.000050,16.88
643.041720,16.92
643.083380,16.88
643.125050,16.91
643.166720,16.91
643.208380,17.07
643.250050,17.33
643.291720,17.44
643.333380,17.43
643.375050,17.27
643.416720,17.17
643.458380,17.08
643.500050,17.09
643.541720,17.04
643.583380,17.05
643.625050,17.03
643.666720,17.06
643.708380,17.07
643.750050,17.1
643.791720,17.09
643.833380,17.1
643.875050,17.04
643.916720,16.99
643.958380,16.95
644.000050,16.9
644.041720,16.86
644.083380,16.86
644.125050,16.9
644.166720,16.89
644.208380,16.99
644.250050,17.08
644.291720,17.27
644.333380,17.27
644.375050,17.22
644.416720,17.09
644.458380,17.05
644.500050,17.06
644.541720,17.03
644.583380,17
644.625050,17.04
644.666720,16.97
644.708380,16.94
644.750050,16.96
644.791720,17.08
644.833380,17.08
644.875050,17.07
644.916720,16.99
644.958380,16.91
645.000050,16.91
645.041720,16.91
645.083380,16.91
645.125050,16.9
645.166720,16.9
645.208380,16.94
645.250050,17.01
645.291720,17.04
645.333380,17.21
645.375050,17.21
645.416720,17.21
645.458380,17.06
645.500050,17.02
645.541720,16.96
645.583380,16.84
645.625050,16.84
645.666720,16.84
645.708380,16.84
645.750050,16.88
645.791720,16.93
645.833380,16.93
645.875050,16.89
645.916720,16.89
645.958380,16.9
646.000050,16.85
646.041720,16.84
646.083380,16.84
646.125050,16.83
646.166720,16.83
646.208380,16.88
646.250050,16.88
646.291720,16.92
646.333380,17.02
646.375050,17
646.416720,17.01
646.458380,17
646.500050,16.99
646.541720,17.01
646.583380,17.01
646.625050,17
646.666720,17.01
646.708380,17
646.750050,17.22
646.791720,17.29
646.833380,17.26
646.875050,17.22
646.916720,16.92
646.958380,16.82
647.000050,16.78
647.041720,16.75
647.083380,16.75
647.125050,16.75
647.166720,16.8
647.208380,16.88
647.250050,16.96
647.291720,17.16
647.333380,17.15
647.375050,17.06
647.416720,16.95
647.458380,16.95
647.500050,16.95
647.541720,16.96
647.583390,16.87
647.625050,16.85
647.666720,16.86
647.708390,16.92
647.750050,16.98
647.791720,17
647.833390,16.98
647.875050,16.93
647.916720,16.85
647.958390,16.77
648.000050,16.71
648.041720,16.71
648.083390,16.73
648.125050,16.73
648.166720,16.73
648.208390,16.83
648.250050,16.86
648.291720,17.03
648.333390,17.12
648.375050,16.95
648.416720,16.91
648.458390,16.92
648.500050,16.89
648.541720,16.85
648.583390,16.83
648.625050,16.84
648.666720,16.85
648.708390,16.96
648.750050,17.16
648.791720,17.15
648.833390,17.15
648.875050,16.95
648.916720,16.86
648.958390,16.81
649.000050,16.8
649.041720,16.76
649.083390,16.75
649.125050,16.75
649.166720,16.82
649.208390,16.85
649.250050,16.9
649.291720,17.04
649.333390,17.12
649.375050,16.93
649.416720,16.92
649.458390,16.83
649.500050,16.8
649.541720,16.81
649.583390,16.84
649.625050,16.84
649.666720,16.84
649.708390,16.82
649.750050,16.95
649.791720,16.95
649.833390,16.94
649.875050,16.93
649.916720,16.84
649.958390,16.79
650.000050,16.74
650.041720,16.74
650.083390,16.71
650.125050,16.71
650.166720,16.73
650.208390,16.77
650.250050,16.81
650.291720,16.89
650.333390,16.88
650.375050,16.87
650.416720,16.86
650.458390,17.06
650.500050,16.93
650.541720,16.88
650.583390,16.88
650.625050,16.82
650.666720,16.9
650.708390,16.83
650.750050,16.9
650.791720,16.94
650.833390,16.93
650.875050,16.92
650.916720,16.81
650.958390,16.78
651.000050,16.74
651.041720,16.73
651.083390,16.7
651.125050,16.67
651.166720,16.66
651.208390,16.75
651.250050,16.88
651.291720,16.84
651.333390,16.96
651.375050,16.84
651.416720,16.81
651.458390,16.81
651.500050,16.83
651.541720,16.72
651.583390,16.72
651.625050,16.73
651.666720,16.75
651.708390,16.75
651.750050,16.85
651.791720,16.83
651.833390,16.82
651.875050,16.82
651.916720,16.81
651.958390,16.76
652.000050,16.75
652.041720,16.66
652.083390,16.66
652.125050,16.7
652.166720,16.73
652.208390,16.72
652.250050,16.72
652.291720,16.72
652.333390,16.72
652.375050,16.71
652.416720,16.71
652.458390,16.71
652.500050,16.71
652.541720,16.71
652.583390,16.7
652.625050,16.63
652.666720,16.65
652.708390,16.71
652.750050,16.81
652.791720,16.81
652.833390,16.8
652.875050,16.72
652.916720,16.69
652.958390,16.69
653.000050,16.69
653.041720,16.7
653.083390,16.68
653.125050,16.68
653.166720,16.68
653.208390,16.67
653.250050,16.69
653.291720,16.68
653.333390,16.77
653.375050,16.76
653.416720,16.76
653.458390,16.69
653.500050,16.65
653.541720,16.65
653.583390,16.61
653.625050,16.66
653.666720,16.67
653.708390,16.65
653.750050,16.75
653.791720,16.74
653.833390,16.74
653.875050,16.73
653.916720,16.66
653.958390,16.64
654.000050,16.64
654.041720,16.65
654.083390,16.64
654.125050,16.63
654.166720,16.65
654.208390,16.63
654.250050,16.64
654.291720,16.72
654.333390,16.72
654.375050,16.7
654.416720,16.66
654.458390,16.65
654.500050,16.62
654.541720,16.67
654.583390,16.63
654.625050,16.76
654.666720,16.77
654.708390,16.77
654.750050,16.75
