$Grand Coulee Dam Outflow Temperature,
 ,
JDAY,TWO
1028.916750,15.78
1028.958420,15.63
1029.000080,15.58
1029.041750,15.62
1029.083420,15.62
1029.125080,15.61
1029.166750,15.79
1029.208420,15.84
1029.250080,16.17
1029.291750,16.17
1029.333420,16.15
1029.375080,16.13
1029.416750,16.14
1029.458420,16.06
1029.500080,16.05
1029.541750,15.88
1029.583420,15.9
1029.625080,15.79
1029.666750,15.9
1029.708420,16.04
1029.750080,16.03
1029.791750,16.01
1029.833420,16.02
1029.875080,16
1029.916750,15.79
1029.958420,15.53
1030.000080,15.4
1030.041750,15.29
1030.083420,15.27
1030.125080,15.28
1030.166750,15.39
1030.208420,15.38
1030.250080,15.68
1030.291750,15.71
1030.333420,16.04
1030.375080,16.11
1030.416750,16.09
1030.458420,15.92
1030.500080,15.66
1030.541750,15.39
1030.583420,15.4
1030.625080,15.37
1030.666750,15.39
1030.708420,15.78
1030.750080,16.03
1030.791750,16.06
1030.833420,15.96
1030.875080,15.56
1030.916750,15.55
1030.958420,15.32
1031.000080,15.2
1031.041750,15.31
1031.083420,15.12
1031.125080,15
1031.166750,15
1031.208420,15.01
1031.250080,15.3
1031.291750,15.36
1031.333420,15.65
1031.375080,15.79
1031.416750,15.79
1031.458420,15.9
1031.500080,15.78
1031.541750,15.75
1031.583420,15.77
1031.625080,15.75
1031.666750,15.76
1031.708420,15.88
1031.750080,15.91
1031.791750,15.91
1031.833420,15.82
1031.875080,15.53
1031.916750,15.28
1031.958420,14.94
1032.000080,15.2
1032.041750,15.06
1032.083420,15.07
1032.125080,14.97
1032.166750,15.04
1032.208420,15.23
1032.250080,15.82
1032.291750,15.85
1032.333420,15.78
1032.375080,15.78
1032.416750,15.75
1032.458420,15.61
1032.500080,15.29
1032.541750,15.1
1032.583420,15.12
1032.625080,15.13
1032.666750,15.13
1032.708420,15.59
1032.750080,15.82
1032.791750,15.76
1032.833420,15.66
1032.875080,15.46
1032.916750,15.2
1032.958420,14.88
1033.000080,14.72
1033.041750,14.56
1033.083420,14.57
1033.125080,14.67
1033.166750,15.55
1033.208420,15.6
1033.250080,15.58
1033.291750,15.57
1033.333420,15.55
1033.375080,15.54
1033.416750,15.52
1033.458420,15.52
1033.500080,15.38
1033.541750,15.35
1033.583420,15.05
1033.625080,14.87
1033.666750,14.87
1033.708420,14.84
1033.750080,15.48
1033.791750,15.46
1033.833420,15.4
1033.875080,15.39
1033.916750,15
1033.958420,14.67
1034.000080,14.54
1034.041750,14.44
1034.083420,14.46
1034.125080,14.47
1034.166750,14.69
1034.208420,14.73
1034.250080,15.43
1034.291750,15.42
1034.333420,15.36
1034.375080,15.37
1034.416750,15.39
1034.458420,15.28
1034.500080,15.23
1034.541750,14.6
1034.583420,14.51
1034.625080,14.61
1034.666750,14.91
1034.708420,15.11
1034.750080,15.42
1034.791750,15.38
1034.833420,15.25
1034.875080,14.92
1034.916750,14.47
1034.958420,14.31
1035.000080,14.21
1035.041750,14.21
1035.083420,14.21
1035.125080,14.21
1035.166750,14.26
1035.208420,14.54
1035.250080,15.31
1035.291750,15.33
1035.333420,15.28
1035.375080,15.29
1035.416750,15.18
1035.458420,15.15
1035.500080,15.16
1035.541750,15.13
1035.583420,14.98
1035.625080,15.04
1035.666750,15.05
1035.708420,15.07
1035.750080,15.32
1035.791750,15.26
1035.833420,15.15
1035.875080,15.12
1035.916750,14.76
1035.958420,14.42
1036.000080,14.28
1036.041750,14.27
1036.083420,14.28
1036.125080,14.29
1036.166750,14.48
1036.208420,14.88
1036.250080,15.12
1036.291750,15.13
1036.333420,15.11
1036.375080,15.11
1036.416750,15.09
1036.458420,15.11
1036.500080,15.09
1036.541750,15.12
1036.583420,15.09
1036.625080,15.16
1036.666750,15.07
1036.708420,15.07
1036.750080,14.94
1036.791750,14.97
1036.833420,14.69
1036.875080,14.44
1036.916750,14.33
1036.958420,14.05
1037.000080,13.93
1037.041750,13.92
1037.083420,13.85
1037.125080,13.86
1037.166750,14.06
1037.208420,14.48
1037.250080,14.7
1037.291750,14.36
1037.333420,14.75
1037.375080,14.02
1037.416750,13.99
1037.458420,13.96
1037.500080,13.97
1037.541750,14.01
1037.583420,14
1037.625080,14.16
1037.666750,14.11
1037.708420,14.13
1037.750080,14.07
1037.791750,14.07
1037.833420,13.84
1037.875080,13.8
1037.916750,13.74
1037.958420,13.78
1038.000080,13.67
1038.041750,13.7
1038.083420,13.62
1038.125080,13.76
1038.166750,13.81
1038.208420,13.82
1038.250080,13.84
1038.291750,13.84
1038.333420,14.4
1038.375080,14.61
1038.416750,14.57
1038.458420,13.89
1038.500080,13.63
1038.541750,13.62
1038.583420,13.66
1038.625080,13.93
1038.666750,14.36
1038.708420,14.6
1038.750080,14.58
1038.791750,14.57
1038.833420,14.4
1038.875080,14.02
1038.916750,13.85
1038.958420,13.77
1039.000080,13.69
1039.041750,13.71
1039.083420,13.74
1039.125080,13.72
1039.166750,13.77
1039.208420,14.2
1039.250080,14.5
1039.291750,14.42
1039.333420,14.44
1039.375080,14.42
1039.416750,14.25
1039.458420,14.09
1039.500080,13.64
1039.541750,13.65
1039.583420,13.67
1039.625080,13.68
1039.666750,13.72
1039.708420,14.1
1039.750080,14.09
1039.791750,14.05
1039.833420,14
1039.875080,14.02
1039.916750,13.73
1039.958420,13.51
1040.000080,13.49
1040.041750,13.39
1040.083420,13.4
1040.125080,13.4
1040.166750,13.45
1040.208420,13.71
1040.250080,14.14
1040.291750,14.09
1040.333420,14.22
1040.375080,14.14
1040.416750,14.23
1040.458420,14.38
1040.500080,14.33
1040.541750,14.33
1040.583420,14.33
1040.625080,14.34
1040.666750,14.34
1040.708420,14.32
1040.750080,14.33
1040.791750,14.24
1040.833420,14.07
1040.875080,13.82
1040.916750,13.44
1040.958420,13.33
1041.000080,13.32
1041.041750,13.32
1041.083420,13.44
1041.125080,13.4
1041.166750,13.86
1041.208420,13.96
1041.250080,14.25
1041.291750,14.22
1041.333420,14.21
1041.375080,14.21
1041.416750,14.2
1041.458420,14.16
1041.500080,14.15
1041.541750,14.15
1041.583420,14.02
1041.625080,13.93
1041.666750,13.93
1041.708420,13.99
1041.750080,14.22
1041.791750,13.96
1041.833420,13.96
1041.875080,13.31
1041.916750,13.27
1041.958420,13.13
1042.000080,13.21
1042.041750,13.3
1042.083420,13.19
1042.125080,13.26
1042.166750,13.54
1042.208420,13.85
1042.250080,14.06
1042.291750,14.08
1042.333420,13.91
1042.375080,13.92
1042.416750,13.86
1042.458420,13.85
1042.500080,13.64
1042.541750,13.44
1042.583420,13.46
1042.625080,13.49
1042.666750,13.52
1042.708420,14.01
1042.750080,13.98
1042.791750,13.67
1042.833420,13.1
1042.875080,12.88
1042.916750,12.88
1042.958420,12.86
1043.000080,12.9
1043.041750,12.85
1043.083420,12.92
1043.125080,13.02
1043.166750,13.14
1043.208420,13.46
1043.250080,13.71
1043.291750,13.82
1043.333420,13.66
1043.375080,13.43
1043.416750,13.2
1043.458420,12.98
1043.500080,12.87
1043.541750,12.81
1043.583420,12.83
1043.625080,13.11
1043.666750,13.66
1043.708420,13.83
1043.750080,13.85
1043.791750,13.8
1043.833420,13.66
1043.875080,13.58
1043.916750,13.26
1043.958420,12.96
1044.000080,12.87
1044.041750,12.86
1044.083420,12.89
1044.125080,12.93
1044.166750,12.89
1044.208420,12.91
1044.250080,13.23
1044.291750,13.33
1044.333420,13.85
1044.375080,13.81
1044.416750,13.79
1044.458420,13.63
1044.500080,13.11
1044.541750,12.87
1044.583420,12.85
1044.625080,12.83
1044.666750,12.96
1044.708420,13.38
1044.750080,13.4
1044.791750,13.04
1044.833420,12.85
1044.875080,12.73
1044.916750,12.66
1044.958420,12.67
1045.000080,12.68
1045.041750,12.66
1045.083420,12.66
1045.125080,12.68
1045.166750,12.68
1045.208420,12.69
1045.250080,12.83
1045.291750,12.82
1045.333420,13.17
1045.375080,13.09
1045.416750,13.06
1045.458420,12.85
1045.500080,12.75
1045.541750,12.74
1045.583420,12.66
1045.625080,12.7
1045.666750,12.71
1045.708420,12.84
1045.750080,12.93
1045.791750,12.71
1045.833420,12.7
1045.875080,12.7
1045.916750,12.53
1045.958420,12.54
1046.000080,12.55
1046.041750,12.71
1046.083420,12.63
1046.125080,12.69
1046.166750,12.87
1046.208420,13.13
1046.250080,13.38
1046.291750,13.37
1046.333420,13.35
1046.375080,13.36
1046.416750,13.36
1046.458420,13.18
1046.500080,13.19
1046.541750,13.21
1046.583420,13.32
1046.625080,13.36
1046.666750,13.38
1046.708420,13.39
1046.750080,13.41
1046.791750,13.4
1046.833420,13.4
1046.875080,13.24
1046.916750,13.1
1046.958420,12.58
1047.000080,12.62
1047.041750,12.55
1047.083420,12.54
1047.125080,12.54
1047.166750,12.6
1047.208420,12.99
1047.250080,13.29
1047.291750,13.27
1047.333420,13.24
1047.375080,13.23
1047.416750,13.22
1047.458420,13.06
1047.500080,12.99
1047.541750,13.04
1047.583420,13.01
1047.625080,13.04
1047.666750,13.03
1047.708420,13.23
1047.750080,13.16
1047.791750,13.17
1047.833420,13.03
1047.875080,12.81
1047.916750,12.47
1047.958420,12.3
1048.000080,12.4
1048.041750,12.27
1048.083420,12.32
1048.125080,12.33
1048.166750,12.33
1048.208420,12.47
1048.250080,13.11
1048.291750,13.19
1048.333420,13.08
1048.375080,13.16
1048.416750,12.98
1048.458420,12.55
1048.500080,12.35
1048.541750,12.35
1048.583420,12.65
1048.625080,12.82
1048.666750,12.96
1048.708420,13.08
1048.750080,13.09
1048.791750,13.04
1048.833420,12.93
1048.875080,12.8
1048.916750,12.31
1048.958420,12.34
1049.000080,12.3
1049.041750,12.34
1049.083420,12.33
1049.125080,12.33
1049.166750,12.65
1049.208420,13.01
1049.250080,13.06
1049.291750,13.02
1049.333420,13.01
1049.375080,12.98
1049.416750,13
1049.458420,12.98
1049.500080,12.81
1049.541750,12.73
1049.583420,12.51
1049.625080,12.37
1049.666750,12.51
1049.708420,12.96
1049.750080,12.95
1049.791750,12.84
1049.833420,12.81
1049.875080,12.76
1049.916750,12.58
1049.958420,12.42
1050.000080,12.17
1050.041750,12.2
1050.083420,12.19
1050.125080,12.19
1050.166750,12.19
1050.208420,12.49
1050.250080,12.9
1050.291750,12.88
1050.333420,12.87
1050.375080,12.86
1050.416750,12.87
1050.458420,12.88
1050.500080,12.89
1050.541750,12.92
1050.583420,12.94
1050.625080,12.9
1050.666750,12.9
1050.708420,12.94
1050.750080,12.93
1050.791750,12.93
1050.833420,12.91
1050.875080,12.81
1050.916750,12.68
1050.958420,12.06
1051.000080,12.06
1051.041750,11.99
1051.083420,12
1051.125080,11.98
1051.166750,12.01
1051.208420,12.52
1051.250080,12.71
1051.291750,12.69
1051.333420,12.7
1051.375080,12.69
1051.416750,12.76
1051.458420,12.59
1051.500080,12.75
1051.541750,12.73
1051.583420,12.73
1051.625080,12.72
1051.666750,12.72
1051.708420,12.7
1051.750080,12.68
1051.791750,12.56
1051.833420,12.5
1051.875080,12.46
1051.916750,12.21
1051.958420,12.12
1052.000080,11.96
1052.041750,11.92
1052.083420,11.94
1052.125080,11.95
1052.166750,11.94
1052.208420,11.97
1052.250080,12.26
1052.291750,12.32
1052.333420,12.31
1052.375080,12.32
1052.416750,12.46
1052.458420,12.42
1052.500080,12.3
1052.541750,12.11
1052.583420,11.91
1052.625080,11.87
1052.666750,11.97
1052.708420,12.35
1052.750080,12.41
1052.791750,12.22
1052.833420,12.17
1052.875080,11.91
1052.916750,11.72
1052.958420,11.66
1053.000080,11.64
1053.041750,11.68
1053.083420,11.68
1053.125080,11.79
1053.166750,11.85
1053.208420,12.11
1053.250080,12.37
1053.291750,12.43
1053.333420,12.4
1053.375080,12.37
1053.416750,12.29
1053.458420,12.23
1053.500080,12.23
1053.541750,12.22
1053.583420,12.22
1053.625080,12.24
1053.666750,12.4
1053.708420,12.4
1053.750080,12.4
1053.791750,12.4
1053.833420,12.3
1053.875080,12.21
1053.916750,11.69
1053.958420,11.62
1054.000080,11.62
1054.041750,11.59
1054.083420,11.54
1054.125080,11.53
1054.166750,11.56
1054.208420,11.89
1054.250080,12.04
1054.291750,12.16
1054.333420,12.12
1054.375080,12.03
1054.416750,12.12
1054.458420,11.99
1054.500080,11.54
1054.541750,11.51
1054.583420,11.52
1054.625080,11.53
1054.666750,11.84
1054.708420,12.22
1054.750080,12.27
1054.791750,12.21
1054.833420,12.1
1054.875080,12.08
1054.916750,11.77
1054.958420,11.56
1055.000080,11.54
1055.041750,11.47
1055.083420,11.51
1055.125080,11.49
1055.166750,11.49
1055.208420,11.8
1055.250080,12.01
1055.291750,12.01
1055.333420,11.97
1055.375080,11.94
1055.416750,11.84
1055.458420,11.79
1055.500080,11.77
1055.541750,11.79
1055.583420,11.73
1055.625080,11.76
1055.666750,11.89
1055.708420,11.95
1055.750080,11.95
1055.791750,11.96
1055.833420,11.96
1055.875080,11.91
1055.916750,11.82
1055.958420,11.65
1056.000080,11.64
1056.041750,11.59
1056.083420,11.47
1056.125080,11.5
1056.166750,11.76
1056.208420,11.79
1056.250080,11.93
1056.291750,11.94
1056.333420,11.92
1056.375080,11.91
1056.416750,11.83
1056.458420,11.78
1056.500080,11.75
1056.541750,11.75
1056.583420,11.74
1056.625080,11.69
1056.666750,11.85
1056.708420,11.83
1056.750080,11.82
1056.791750,11.81
1056.833420,11.79
1056.875080,11.74
1056.916750,11.68
1056.958420,11.55
1057.000080,11.35
1057.041750,11.3
1057.083420,11.25
1057.125080,11.25
1057.166750,11.61
1057.208420,11.62
1057.250080,11.73
1057.291750,11.72
1057.333420,11.71
1057.375080,11.69
1057.416750,11.68
1057.458420,11.68
1057.500080,11.63
1057.541750,11.59
1057.583420,11.5
1057.625080,11.51
1057.666750,11.64
1057.708420,11.66
1057.750080,11.66
1057.791750,11.66
1057.833420,11.65
1057.875080,11.59
1057.916750,11.54
1057.958420,11.51
1058.000080,11.51
1058.041750,11.5
1058.083420,11.5
1058.125080,11.33
1058.166750,11.41
1058.208420,11.51
1058.250080,11.66
1058.291750,11.65
1058.333420,11.63
1058.375080,11.62
1058.416750,11.55
1058.458420,11.49
1058.500080,11.34
1058.541750,11.3
1058.583420,10.98
1058.625080,11.14
1058.666750,11.5
1058.708420,11.6
1058.750080,11.58
1058.791750,11.57
1058.833420,11.48
1058.875080,11.49
1058.916750,11.28
1058.958420,11.29
1059.000080,11.27
1059.041750,11.14
1059.083420,11.27
1059.125080,11.38
1059.166750,11.53
1059.208420,11.51
1059.250080,11.5
1059.291750,11.51
1059.333420,11.51
1059.375080,11.5
1059.416750,11.49
1059.458420,11.48
1059.500080,11.49
1059.541750,11.39
1059.583420,11.19
1059.625080,11.17
1059.666750,11.43
1059.708420,11.48
1059.750080,11.46
1059.791750,11.45
1059.833420,11.45
1059.875080,11.34
1059.916750,11.22
1059.958420,11
1060.000080,11.02
1060.041750,11
1060.083420,11
1060.125080,11
1060.166750,11.25
1060.208420,11.44
1060.250080,11.42
1060.291750,11.42
1060.333420,11.41
1060.375080,11.4
1060.416750,11.39
1060.458420,11.38
1060.500080,11.37
1060.541750,11.35
1060.583420,11.3
1060.625080,11.35
1060.666750,11.36
1060.708420,11.36
1060.750080,11.36
1060.791750,11.35
1060.833420,11.27
1060.875080,11.22
1060.916750,11.02
1060.958420,10.9
1061.000080,10.94
1061.041750,10.75
1061.083420,10.74
1061.125080,10.74
1061.166750,11.12
1061.208420,11.14
1061.250080,11.3
1061.291750,11.29
1061.333420,11.28
1061.375080,11.28
1061.416750,11.27
1061.458420,11.27
1061.500080,11.18
1061.541750,11.11
1061.583420,11.12
1061.625080,11.12
1061.666750,11.15
1061.708420,11.24
1061.750080,11.23
1061.791750,11.22
1061.833420,11.22
1061.875080,11.12
1061.916750,11.07
1061.958420,10.85
1062.000080,10.59
1062.041750,10.51
1062.083420,10.51
1062.125080,10.5
1062.166750,10.55
1062.208420,10.86
1062.250080,11.18
1062.291750,11.17
1062.333420,11.14
1062.375080,11.14
1062.416750,11.13
1062.458420,11.13
1062.500080,11.17
1062.541750,11.15
1062.583420,11.18
1062.625080,11.04
1062.666750,11.04
1062.708420,11.07
1062.750080,11.06
1062.791750,11.06
1062.833420,11.06
1062.875080,11.05
1062.916750,10.94
1062.958420,10.88
1063.000080,10.86
1063.041750,10.86
1063.083420,10.85
1063.125080,10.84
1063.166750,10.83
1063.208420,10.84
1063.250080,10.86
1063.291750,10.98
1063.333420,10.97
1063.375080,10.96
1063.416750,10.94
1063.458420,10.93
1063.500080,10.93
1063.541750,10.92
1063.583420,10.85
1063.625080,10.83
1063.666750,10.89
1063.708420,10.91
1063.750080,10.88
1063.791750,10.87
1063.833420,10.87
1063.875080,10.78
1063.916750,10.72
1063.958420,10.73
1064.000080,10.62
1064.041750,10.6
1064.083420,10.58
1064.125080,10.74
1064.166750,10.68
1064.208420,10.67
1064.250080,10.79
1064.291750,10.79
1064.333420,10.77
1064.375080,10.77
1064.416750,10.77
1064.458420,10.76
1064.500080,10.76
1064.541750,10.69
1064.583420,10.67
1064.625090,10.79
1064.666750,10.78
1064.708420,10.78
1064.750090,10.77
1064.791750,10.77
1064.833420,10.77
1064.875090,10.77
1064.916750,10.53
1064.958420,10.25
1065.000090,10.29
1065.041750,10.29
1065.083420,10.27
1065.125090,10.46
1065.166750,10.38
1065.208420,10.35
1065.250090,10.59
1065.291750,10.56
1065.333420,10.63
1065.375090,10.68
1065.416750,10.67
1065.458420,10.66
1065.500090,10.58
1065.541750,10.6
1065.583420,10.59
1065.625090,10.53
1065.666750,10.63
1065.708420,10.61
1065.750090,10.6
1065.791750,10.6
1065.833420,10.52
1065.875090,10.46
1065.916750,10.17
1065.958420,9.93
1066.000090,10.16
1066.041750,10.12
1066.083420,10.07
1066.125090,10.07
1066.166750,9.9
1066.208420,9.89
1066.250090,9.88
1066.291750,9.91
1066.333420,10.11
1066.375090,10.37
1066.416750,10.45
1066.458420,10.44
1066.500090,10.45
1066.541750,10.35
1066.583420,10.18
1066.625090,10.22
1066.666750,10.42
1066.708420,10.53
1066.750090,10.5
1066.791750,10.44
1066.833420,10.41
1066.875090,10.34
1066.916750,10.04
1066.958420,10.09
1067.000090,10.27
1067.041750,10.29
1067.083420,10.2
1067.125090,10.07
1067.166750,10.09
1067.208420,10.41
1067.250090,10.34
1067.291750,10.38
1067.333420,10.34
1067.375090,10.3
1067.416750,10.24
1067.458420,10.16
1067.500090,10.09
1067.541750,10.02
1067.583420,9.96
1067.625090,9.93
1067.666750,10.05
1067.708420,10.02
1067.750090,10.08
1067.791750,10.07
1067.833420,10.07
1067.875090,9.97
1067.916750,9.86
1067.958420,9.75
1068.000090,9.61
1068.041750,9.75
1068.083420,9.7
1068.125090,9.7
1068.166750,9.87
1068.208420,9.99
1068.250090,9.99
1068.291750,10
1068.333420,10.01
1068.375090,10.03
1068.416750,9.89
1068.458420,9.56
1068.500090,9.5
1068.541750,9.51
1068.583420,9.51
1068.625090,9.59
1068.666750,9.88
1068.708420,9.93
1068.750090,9.9
1068.791750,9.85
1068.833420,9.83
1068.875090,9.74
1068.916750,9.58
1068.958420,9.55
1069.000090,9.37
1069.041750,9.46
1069.083420,9.44
1069.125090,9.5
1069.166750,9.67
1069.208420,9.74
1069.250090,9.77
1069.291750,9.77
1069.333420,9.8
1069.375090,9.82
1069.416750,9.77
1069.458420,9.79
1069.500090,9.76
1069.541750,9.59
1069.583420,9.6
1069.625090,9.6
1069.666750,9.68
1069.708420,9.75
1069.750090,9.74
1069.791750,9.72
1069.833420,9.72
1069.875090,9.61
1069.916750,9.59
1069.958420,9.3
1070.000090,9.3
1070.041750,9.29
1070.083420,9.54
1070.125090,9.51
1070.166750,9.68
1070.208420,9.72
1070.250090,9.74
1070.291750,9.71
1070.333420,9.69
1070.375090,9.68
1070.416750,9.67
1070.458420,9.66
1070.500090,9.65
1070.541750,9.63
1070.583420,9.62
1070.625090,9.61
1070.666750,9.59
1070.708420,9.58
1070.750090,9.57
1070.791750,9.56
1070.833420,9.55
1070.875090,9.53
1070.916750,9.53
1070.958420,9.52
1071.000090,9.46
1071.041750,9.35
1071.083420,9.41
1071.125090,9.41
1071.166750,9.49
1071.208420,9.53
1071.250090,9.52
1071.291750,9.52
1071.333420,9.52
1071.375090,9.53
1071.416750,9.51
1071.458420,9.51
1071.500090,9.44
1071.541750,9.41
1071.583420,9.41
1071.625090,9.42
1071.666750,9.5
1071.708420,9.5
1071.750090,9.44
1071.791750,9.4
1071.833420,9.4
1071.875090,9.42
1071.916750,9.38
1071.958420,9.21
1072.000090,8.88
1072.041750,8.93
1072.083420,9.07
1072.125090,9.09
1072.166750,9.34
1072.208420,9.33
1072.250090,9.34
1072.291750,9.35
1072.333420,9.35
1072.375090,9.33
1072.416750,9.32
1072.458420,9.32
1072.500090,9.26
1072.541750,9.26
1072.583420,9.23
1072.625090,9.21
1072.666750,9.29
1072.708420,9.27
1072.750090,9.24
1072.791750,9.21
1072.833420,9.19
1072.875090,9.18
1072.916750,9.17
1072.958420,9.15
1073.000090,9.13
1073.041750,9.11
1073.083420,9.1
1073.125090,9.04
1073.166750,9.04
1073.208420,9.04
1073.250090,9.07
1073.291750,9.08
1073.333420,9.08
1073.375090,9.07
1073.416750,9.07
1073.458420,9.07
1073.500090,9.07
1073.541750,9.07
1073.583420,9.08
1073.625090,9.07
1073.666750,9.08
1073.708420,9.08
1073.750090,9.08
1073.791750,9.07
1073.833420,9.07
1073.875090,9.07
1073.916750,9.06
1073.958420,9.01
1074.000090,8.92
1074.041750,8.89
1074.083420,8.83
1074.125090,8.77
1074.166750,8.97
1074.208420,9.02
1074.250090,9.02
1074.291750,9
1074.333420,8.99
1074.375090,8.99
1074.416750,8.98
1074.458420,8.99
1074.500090,8.99
1074.541750,9
1074.583420,8.9
1074.625090,8.99
1074.666750,8.99
1074.708420,8.99
1074.750090,8.98
1074.791750,8.97
1074.833420,8.97
1074.875090,8.96
1074.916750,8.96
1074.958420,8.83
1075.000090,8.75
1075.041750,8.84
1075.083420,8.69
1075.125090,8.78
1075.166750,8.77
1075.208420,8.84
1075.250090,8.85
1075.291750,8.83
1075.333420,8.82
1075.375090,8.82
1075.416750,8.83
1075.458420,8.83
1075.500090,8.82
1075.541750,8.82
1075.583420,8.82
1075.625090,8.81
1075.666750,8.81
1075.708420,8.8
1075.750090,8.79
1075.791750,8.78
1075.833420,8.78
1075.875090,8.77
1075.916750,8.76
1075.958420,8.75
1076.000090,8.74
1076.041750,8.74
1076.083420,8.73
1076.125090,8.72
1076.166750,8.72
1076.208420,8.72
1076.250090,8.72
1076.291750,8.72
1076.333420,8.71
1076.375090,8.71
1076.416750,8.71
1076.458420,8.69
1076.500090,8.69
1076.541750,8.68
1076.583420,8.68
1076.625090,8.68
1076.666750,8.67
1076.708420,8.67
1076.750090,8.67
1076.791750,8.66
1076.833420,8.65
1076.875090,8.63
1076.916750,8.63
1076.958420,8.58
1077.000090,8.56
1077.041750,8.53
1077.083420,8.54
1077.125090,8.63
1077.166750,8.6
1077.208420,8.59
1077.250090,8.58
1077.291750,8.58
1077.333420,8.56
1077.375090,8.56
1077.416750,8.56
1077.458420,8.54
1077.500090,8.55
1077.541750,8.47
1077.583420,8.54
1077.625090,8.54
1077.666750,8.5
1077.708420,8.5
1077.750090,8.49
1077.791750,8.48
1077.833420,8.47
1077.875090,8.45
1077.916750,8.4
1077.958420,8.3
1078.000090,8.3
1078.041750,8.29
1078.083420,8.22
1078.125090,8.07
1078.166750,8.06
1078.208420,8.22
1078.250090,8.27
1078.291750,8.36
1078.333420,8.35
1078.375090,8.28
1078.416750,8.26
1078.458420,8.23
1078.500090,8.23
1078.541750,8.11
1078.583420,8.09
1078.625090,8.23
1078.666750,8.33
1078.708420,8.3
1078.750090,8.28
1078.791750,8.26
1078.833420,8.26
1078.875090,8.25
1078.916750,8.2
1078.958420,8.1
1079.000090,8.01
1079.041750,7.92
1079.083420,7.94
1079.125090,7.64
1079.166750,7.63
1079.208420,7.64
1079.250090,7.92
1079.291750,8.07
1079.333420,8.21
1079.375090,8.19
1079.416750,8.18
1079.458420,8.18
1079.500090,8.2
1079.541750,8.17
1079.583420,8.14
1079.625090,8.04
1079.666750,8.19
1079.708420,8.22
1079.750090,8.22
1079.791750,8.26
1079.833420,8.11
1079.875090,8.08
1079.916750,8.17
1079.958420,7.85
1080.000090,7.69
1080.041750,7.52
1080.083420,7.54
1080.125090,7.54
1080.166750,7.45
1080.208420,7.82
1080.250090,7.88
1080.291750,7.86
1080.333420,8.09
1080.375090,8.18
1080.416750,8.06
1080.458420,8.08
1080.500090,8
1080.541750,8.05
1080.583420,8.04
1080.625090,7.98
1080.666750,8.15
1080.708420,8.24
1080.750090,8.21
1080.791750,8.2
1080.833420,8.19
1080.875090,8.14
1080.916750,8.06
1080.958420,7.97
1081.000090,7.8
1081.041750,7.83
1081.083420,7.83
1081.125090,7.74
1081.166750,7.79
1081.208420,8.02
1081.250090,8.11
1081.291750,8.07
1081.333420,8.04
1081.375090,7.96
1081.416750,7.93
1081.458420,7.93
1081.500090,7.85
1081.541750,7.86
1081.583420,7.84
1081.625090,7.82
1081.666750,7.97
1081.708420,8.01
1081.750090,7.99
1081.791750,7.98
1081.833420,7.96
1081.875090,7.96
1081.916750,7.89
1081.958420,7.9
1082.000090,7.84
1082.041750,7.7
1082.083420,7.62
1082.125090,7.62
1082.166750,7.78
1082.208420,7.79
1082.250090,7.92
1082.291750,7.89
1082.333420,7.87
1082.375090,7.87
1082.416750,7.86
1082.458420,7.81
1082.500090,7.77
1082.541750,7.77
1082.583420,7.77
1082.625090,7.76
1082.666750,7.81
1082.708420,7.81
1082.750090,7.79
1082.791750,7.77
1082.833420,7.7
1082.875090,7.72
1082.916750,7.59
1082.958420,7.4
1083.000090,7.15
1083.041750,7.16
1083.083420,7.17
1083.125090,7.14
1083.166750,7.37
1083.208420,7.63
1083.250090,7.71
1083.291750,7.65
1083.333420,7.62
1083.375090,7.61
1083.416750,7.62
1083.458420,7.62
1083.500090,7.63
1083.541750,7.57
1083.583420,7.55
1083.625090,7.63
1083.666750,7.61
1083.708420,7.6
1083.750090,7.58
1083.791750,7.59
1083.833420,7.55
1083.875090,7.5
1083.916750,7.52
1083.958420,7.34
1084.000090,7.41
1084.041750,7.47
1084.083420,7.46
1084.125090,7.44
1084.166750,7.44
1084.208420,7.51
1084.250090,7.49
1084.291750,7.44
1084.333420,7.42
1084.375090,7.4
1084.416750,7.4
1084.458420,7.39
1084.500090,7.33
1084.541750,7.32
1084.583420,7.32
1084.625090,7.35
1084.666750,7.37
1084.708420,7.36
1084.750090,7.34
1084.791750,7.32
1084.833420,7.31
1084.875090,7.3
1084.916750,7.24
1084.958420,7.23
1085.000090,7.16
1085.041750,7.07
1085.083420,7.08
1085.125090,7.16
1085.166750,7.21
1085.208420,7.3
1085.250090,7.27
1085.291750,7.24
1085.333420,7.24
1085.375090,7.23
1085.416750,7.24
1085.458420,7.25
1085.500090,7.28
1085.541750,7.31
1085.583420,7.34
1085.625090,7.34
1085.666750,7.4
1085.708420,7.43
1085.750090,7.44
1085.791750,7.45
1085.833420,7.45
1085.875090,7.46
1085.916750,7.5
1085.958420,7.37
1086.000090,7.19
1086.041750,7.22
1086.083420,7.22
1086.125090,7.32
1086.166750,7.32
1086.208420,7.29
1086.250090,7.34
1086.291750,7.45
1086.333420,7.38
1086.375090,7.37
1086.416750,7.35
1086.458420,7.3
1086.500090,7.24
1086.541750,7.17
1086.583420,7.16
1086.625090,7.15
1086.666750,7.22
1086.708420,7.24
1086.750090,7.26
1086.791750,7.18
1086.833420,7.12
1086.875090,7.03
1086.916750,6.97
1086.958420,6.96
1087.000090,6.95
1087.041750,6.93
1087.083420,6.93
1087.125090,6.86
1087.166750,6.86
