"Name","Segment","Parameter","Units","Data_Column","Filename","Output_Timestep"
"GATE WITHDRAWAL AT SEG34 constituents","34","N2","g/m^3","1/2","cwo_gate4_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","DO","g/m^3","2/2","cwo_gate4_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 derived constituents","34","Oxygen % Gas Saturation","","1/1","dwo_gate4_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 flow","34","QWD","m^3/s","1/1","qwo_gate5_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 temperature","34","T","Celsius","1/1","two_gate5_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","N2","g/m^3","1/2","cwo_gate5_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","DO","g/m^3","2/2","cwo_gate5_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 derived constituents","34","Oxygen % Gas Saturation","","1/1","dwo_gate5_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 flow","34","QWD","m^3/s","1/1","qwo_gate6_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 temperature","34","T","Celsius","1/1","two_gate6_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","N2","g/m^3","1/2","cwo_gate6_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","DO","g/m^3","2/2","cwo_gate6_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 derived constituents","34","Oxygen % Gas Saturation","","1/1","dwo_gate6_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 flow","34","QWD","m^3/s","1/1","qwo_gate7_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 temperature","34","T","Celsius","1/1","two_gate7_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","N2","g/m^3","1/2","cwo_gate7_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","DO","g/m^3","2/2","cwo_gate7_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 derived constituents","34","Oxygen % Gas Saturation","","1/1","dwo_gate7_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 flow","34","QWD","m^3/s","1/1","qwo_gate8_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 temperature","34","T","Celsius","1/1","two_gate8_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","N2","g/m^3","1/2","cwo_gate8_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","DO","g/m^3","2/2","cwo_gate8_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 derived constituents","34","Oxygen % Gas Saturation","","1/1","dwo_gate8_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 flow","34","QWD","m^3/s","1/1","qwo_gate9_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 temperature","34","T","Celsius","1/1","two_gate9_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","N2","g/m^3","1/2","cwo_gate9_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","DO","g/m^3","2/2","cwo_gate9_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 derived constituents","34","Oxygen % Gas Saturation","","1/1","dwo_gate9_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 flow","34","QWD","m^3/s","1/1","qwo_gate10_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 temperature","34","T","Celsius","1/1","two_gate10_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","N2","g/m^3","1/2","cwo_gate10_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","DO","g/m^3","2/2","cwo_gate10_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 derived constituents","34","Oxygen % Gas Saturation","","1/1","dwo_gate10_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 flow","34","QWD","m^3/s","1/1","qwo_gate11_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 temperature","34","T","Celsius","1/1","two_gate11_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","N2","g/m^3","1/2","cwo_gate11_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","DO","g/m^3","2/2","cwo_gate11_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 derived constituents","34","Oxygen % Gas Saturation","","1/1","dwo_gate11_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 flow","34","QWD","m^3/s","1/1","qwo_gate12_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 temperature","34","T","Celsius","1/1","two_gate12_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","N2","g/m^3","1/2","cwo_gate12_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 constituents","34","DO","g/m^3","2/2","cwo_gate12_seg34.opt",    0.041670
"GATE WITHDRAWAL AT SEG34 derived constituents","34","Oxygen % Gas Saturation","","1/1","dwo_gate12_seg34.opt",    0.041670
