$ LOWER MONUMENTAL_OUTFLOW.npt based on $//LOWER MONUMENTAL_OUT/FLOW//1DAY/F0UMFE_EO40/ ; Units in metric!,
# From Crosswalk12_6_2017.DSS ; Julian Day 1 is 1899-12-31,
JDAY,FLOW
1344.000000,555.993
1345.000000,529.492
1346.000000,572.445
1347.000000,586.16
1348.000000,628.112
1349.000000,638.203
1350.000000,755.164
1351.000000,664.813
1352.000000,601.7
1353.000000,759.283
1354.000000,695.78
1355.000000,788.706
1356.000000,709.422
1357.000000,551.511
1358.000000,456.259
1359.000000,545.111
1360.000000,632.545
1361.000000,595.938
1362.000000,379.786
1363.000000,392.416
1364.000000,536.118
1365.000000,846.451
1366.000000,560.262
1367.000000,311.185
1368.000000,381.095
1369.000000,423.56
1370.000000,441.23
1371.000000,400.392
1372.000000,458.602
1373.000000,465.214
1374.000000,443.361
1375.000000,458.574
1376.000000,414.238
1377.000000,546.279
1378.000000,602.587
1379.000000,511.279
1380.000000,551.182
1381.000000,607.981
1382.000000,458.101
1383.000000,389.35
1384.000000,538.687
1385.000000,482.82
1386.000000,417.719
1387.000000,422.854
1388.000000,460.921
1389.000000,472.959
1390.000000,421.157
1391.000000,540.678
1392.000000,486.365
1393.000000,447.469
1394.000000,473.589
1395.000000,526.47
1396.000000,634.223
1397.000000,542.121
1398.000000,581.803
1399.000000,482.44
1400.000000,572.357
1401.000000,643.111
1402.000000,514.071
1403.000000,570.638
1404.000000,576.49
1405.000000,588.806
1406.000000,616.826
1407.000000,640.398
1408.000000,553.28
1409.000000,522.539
1410.000000,699.593
1411.000000,532.424
1412.000000,641.484
1413.000000,575.715
1414.000000,622.406
1415.000000,571.828
1416.000000,599.016
1417.000000,597.764
1418.000000,482.36
1419.000000,441.584
1420.000000,619.818
1421.000000,614.001
1422.000000,512.879
1423.000000,503.006
1424.000000,510.18
1425.000000,447.813
1426.000000,624.577
1427.000000,749.152
1428.000000,922.74
1429.000000,710.734
1430.000000,829.346
1431.000000,917.649
1432.000000,893.807
1433.000000,769.575
1434.000000,739.965
1435.000000,636.449
1436.000000,704.81
1437.000000,787.262
1438.000000,706.019
1439.000000,649.803
1440.000000,773.996
1441.000000,775.194
1442.000000,753.623
1443.000000,789.428
1444.000000,871.977
1445.000000,698.772
1446.000000,707.761
1447.000000,813.706
1448.000000,797.891
1449.000000,810.208
1450.000000,821.185
1451.000000,788.262
1452.000000,927.865
1453.000000,1144.038
1454.000000,1101.041
1455.000000,978.275
1456.000000,908.631
1457.000000,971.746
1458.000000,991.847
1459.000000,1055.37
1460.000000,971.567
1461.000000,700.226
1462.000000,800.754
1463.000000,765.025
1464.000000,678.987
1465.000000,939.124
1466.000000,757.854
1467.000000,778.921
1468.000000,757.336
1469.000000,921.693
1470.000000,1075.409
1471.000000,1121.328
1472.000000,1020.768
1473.000000,890.111
1474.000000,967.024
1475.000000,916.853
1476.000000,851.151
1477.000000,834.307
1478.000000,887.403
1479.000000,789.826
1480.000000,915.679
1481.000000,1063.028
1482.000000,1204.439
1483.000000,1161.273
1484.000000,1148.202
1485.000000,1078.984
1486.000000,971.934
1487.000000,1048.061
1488.000000,1038.916
1489.000000,1119.815
1490.000000,1140.862
1491.000000,1013.865
1492.000000,1148.312
1493.000000,1151.978
1494.000000,1072.806
1495.000000,1161.449
1496.000000,1077.499
1497.000000,1155.599
1498.000000,1096.649
1499.000000,1258.559
1500.000000,1351.049
1501.000000,1852.634
1502.000000,1860.397
1503.000000,2159.589
1504.000000,2232.11
1505.000000,2284.495
1506.000000,1844.013
1507.000000,1900.182
1508.000000,1907.566
1509.000000,1904.492
1510.000000,1897.177
1511.000000,1743.543
1512.000000,1535.395
1513.000000,1476.176
1514.000000,1587.025
1515.000000,1414.189
1516.000000,1219.979
1517.000000,1362.661
1518.000000,1316.714
1519.000000,1141.346
1520.000000,843.199
1521.000000,1112.525
1522.000000,1099.538
1523.000000,1036.836
1524.000000,909.005
1525.000000,905.519
1526.000000,998.928
1527.000000,961.086
1528.000000,939.419
1529.000000,820.614
1530.000000,795.634
1531.000000,692.6
1532.000000,753.499
1533.000000,851.718
1534.000000,905.866
1535.000000,920.206
1536.000000,980.268
1537.000000,1170.617
1538.000000,1299.852
1539.000000,1139.882
1540.000000,1324.33
1541.000000,1424.874
1542.000000,1519.487
1543.000000,1453.939
1544.000000,1355.594
1545.000000,1558.431
1546.000000,1461.417
1547.000000,1328.202
1548.000000,1695.136
1549.000000,1692.763
1550.000000,1795.266
1551.000000,1681.205
1552.000000,1794.898
1553.000000,1977.592
1554.000000,1513.876
1555.000000,1999.825
1556.000000,1925.373
1557.000000,1516.82
1558.000000,1573.453
1559.000000,1421.637
1560.000000,1294.077
1561.000000,1380.029
1562.000000,1273.749
1563.000000,1255.969
1564.000000,1268.854
1565.000000,1257.439
1566.000000,1170.618
1567.000000,1197.23
1568.000000,1236.941
1569.000000,1095.041
1570.000000,1065.223
1571.000000,1234.942
1572.000000,1276.156
1573.000000,1387.209
1574.000000,1460.656
1575.000000,1417.089
1576.000000,1623.014
1577.000000,1575.693
1578.000000,1530.026
1579.000000,1494.135
1580.000000,1333.455
1581.000000,1447.484
1582.000000,1400.507
1583.000000,1461.38
1584.000000,1520.733
1585.000000,1566.67
1586.000000,1524.585
1587.000000,1635.47
1588.000000,1660.098
1589.000000,1864.733
1590.000000,1814.002
1591.000000,1762.931
1592.000000,1630.543
1593.000000,1507.874
1594.000000,1442.405
1595.000000,1494.548
1596.000000,1539.96
1597.000000,1603.005
1598.000000,1611.177
1599.000000,1787.634
1600.000000,1959.716
1601.000000,2047.885
1602.000000,1838.623
1603.000000,1757.283
1604.000000,1841.07
1605.000000,1806.87
1606.000000,1829.443
1607.000000,1820.287
1608.000000,1872.255
1609.000000,1782.558
1610.000000,1876.037
1611.000000,1802.19
1612.000000,1757.534
1613.000000,1694.489
1614.000000,1703.655
1615.000000,1741.543
1616.000000,1840.323
1617.000000,1632.049
1618.000000,1701.798
1619.000000,1533.226
1620.000000,1358.284
1621.000000,1441.357
1622.000000,1350.008
1623.000000,1372.47
1624.000000,1344.142
1625.000000,1252.754
1626.000000,1210.586
1627.000000,1100.365
1628.000000,953.218
1629.000000,879.253
1630.000000,924.856
1631.000000,857.158
1632.000000,877.034
1633.000000,851.871
1634.000000,870.146
1635.000000,776.711
1636.000000,853.205
1637.000000,774.587
1638.000000,808.184
1639.000000,808.069
1640.000000,852.921
1641.000000,816.592
1642.000000,935.904
1643.000000,966.292
1644.000000,877.5
1645.000000,822.705
1646.000000,843.212
1647.000000,724.623
1648.000000,577.02
1649.000000,542.253
1650.000000,668.623
1651.000000,712.569
1652.000000,696.276
1653.000000,660.267
1654.000000,799.655
1655.000000,878.177
1656.000000,832.512
1657.000000,818.435
1658.000000,818.647
1659.000000,761.813
1660.000000,686.506
1661.000000,742.346
1662.000000,815.216
1663.000000,851.973
1664.000000,816.433
1665.000000,780.235
1666.000000,793.115
1667.000000,943.145
1668.000000,764.804
1669.000000,727.868
1670.000000,745.311
1671.000000,694.639
1672.000000,829.486
1673.000000,753.31
1674.000000,864.91
1675.000000,782.522
1676.000000,846.228
1677.000000,841.139
1678.000000,787.595
1679.000000,702.367
1680.000000,643.645
1681.000000,654.53
1682.000000,609.116
1683.000000,555.069
1684.000000,554.425
1685.000000,551.61
1686.000000,488.848
1687.000000,533.643
1688.000000,542.784
1689.000000,605.66
1690.000000,598.989
1691.000000,614.181
1692.000000,579.354
1693.000000,564.528
1694.000000,505.046
1695.000000,508.892
1696.000000,597.127
1697.000000,478.166
1698.000000,466.262
1699.000000,539.495
1700.000000,620.904
1701.000000,478.381
1702.000000,457.043
1703.000000,552.257
1704.000000,574.285
1705.000000,569.893
1706.000000,519.711
1707.000000,516.788
1708.000000,527.868
1709.000000,373.885
1710.000000,377.05
1711.000000,398.125
1712.000000,561.216
1713.000000,501.406
1714.000000,534.697
1715.000000,620.765
1716.000000,547.901
1717.000000,516.17
1718.000000,577.376
1719.000000,498.027
1720.000000,596.169
1721.000000,566.257
1722.000000,777.24
1723.000000,741.289
1724.000000,700.097
1725.000000,663.739
1726.000000,446.377
1727.000000,477.198
1728.000000,529.757
1729.000000,494.571
1730.000000,508.28
1731.000000,487.483
1732.000000,387.572
1733.000000,350.476
1734.000000,377.536
1735.000000,404.215
1736.000000,497.82
1737.000000,478.529
1738.000000,447.417
1739.000000,371.888
1740.000000,383.265
1741.000000,447.469
1742.000000,510.403
1743.000000,491.984
1744.000000,546.39
1745.000000,541.967
1746.000000,494.367
1747.000000,417.178
1748.000000,345.705
1749.000000,388.519
1750.000000,527.165
1751.000000,562.965
1752.000000,371.249
1753.000000,379.16
1754.000000,361.137
1755.000000,353.196
1756.000000,502.889
1757.000000,514.7
1758.000000,442.601
1759.000000,481.218
1760.000000,467.209
1761.000000,484.478
1762.000000,526.596
1763.000000,534.178
1764.000000,434.92
1765.000000,408.702
1766.000000,474.282
1767.000000,590.808
1768.000000,662.844
1769.000000,625.993
1770.000000,566.512
1771.000000,571.384
1772.000000,561.914
1773.000000,600.112
1774.000000,541.601
1775.000000,445.658
1776.000000,462.402
1777.000000,492.84
1778.000000,487.784
1779.000000,609.096
1780.000000,472.134
1781.000000,544.216
1782.000000,632.374
1783.000000,484.015
1784.000000,465.989
1785.000000,445.65
1786.000000,560.648
1787.000000,537.69
1788.000000,543.949
1789.000000,423.882
1790.000000,489.673
1791.000000,526.621
1792.000000,543.318
1793.000000,453.75
1794.000000,410.618
1795.000000,369.13
1796.000000,584.082
1797.000000,553.991
1798.000000,449.014
1799.000000,377.97
1800.000000,373.336
1801.000000,398.469
1802.000000,502.416
1803.000000,606.22
1804.000000,641.918
1805.000000,803.079
1806.000000,904.595
1807.000000,886.77
1808.000000,798.557
1809.000000,820.657
1810.000000,694.291
1811.000000,708.945
1812.000000,873.307
1813.000000,558.069
1814.000000,682.49
1815.000000,649.836
1816.000000,655.546
1817.000000,658.18
1818.000000,762.165
1819.000000,757.157
1820.000000,753.372
1821.000000,638.289
1822.000000,645.539
1823.000000,555.176
1824.000000,614.105
1825.000000,772.973
1826.000000,661.566
1827.000000,644.943
