$ QGT_IHR_2011_2015_daily_DSS-scaled.csv based on GDACS spill ratios in  QGT_IHR_2011_2015_daily_ave.csv ; all outlets scaled to total flow from ICE HARBOR_OUTFLOW.csv
#Units in cubic meters per second; Julian Day 1 is 1899-12-31; The following days have missing data chunks 42038, 42296, 42367 that are  6, 15, 2 days long
"JDAY","POW","SPB1","SPB2.RSW","SPB3","SPB4","SPB5","SPB6","SPB7","SPB8","SPB9","SPB10","MISC"
301.000000,725.838,0,0,0,0,0,0,0,0,0,0,34.047
302.000000,848.257,0,0,0,0,0,0,0,0,0,0,19.93
303.000000,440.834,0,0,0,0,0,0,0,0,0,0,11.624
304.000000,571.07,0,0,0,0,0,0,0,0,0,0,13.859
305.000000,798.717,0,0,0,0,0,0,0,0,0,0,26.054
306.000000,707.711,0,0,0,0,0,0,0,0,0,0,13.86
307.000000,650.754,0,0,0,0,0,0,0,0,0,0,31.039
308.000000,810.915,0,0,0,0,0,0,0,0,0,0,17.828
309.000000,521.144,0,0,0,0,0,0,0,0,0,0,13.689
310.000000,581.247,0,0,0,0,0,0,0,0,0,0,12.095
311.000000,759.084,0,0,0,0,0,0,0,0,0,0,20.111
312.000000,706.914,0,0,0,0,0,0,0,0,0,0,22.064
313.000000,788.815,0,0,0,0,0,0,0,0,0,0,18.503
314.000000,492.319,0,0,0,0,0,0,0,0,0,0,17.625
315.000000,773.512,0,0,0,0,0,0,0,0,0,0,25.234
316.000000,572.032,0,0,0,0,0,0,0,0,0,0,22.295
317.000000,584.49,0,0,0,0,0,0,0,0,0,0,16.865
318.000000,432.584,0,0,0,0,0,0,0,0,0,0,10.569
319.000000,663.643,0,0,0,0,0,0,0,0,0,0,15.884
320.000000,685.314,0,0,0,0,0,0,0,0,0,0,18.591
321.000000,657.645,0,0,0,0,0,0,0,0,0,0,34.214
322.000000,819.172,0,0,0,0,0,0,0,0,0,0,20.637
323.000000,416.926,0,0,0,0,0,0,0,0,0,0,9.215
324.000000,489.438,0,0,0,0,0,0,0,0,0,0,12.244
325.000000,670.283,0,0,0,0,0,0,0,0,0,0,26.305
326.000000,840.297,0,0,0,0,0,0,0,0,0,0,28.877
327.000000,659.826,0,0,0,0,0,0,0,0,0,0,14.83
328.000000,577.234,0,0,0,0,0,0,0,0,0,0,16.715
329.000000,743.536,0,0,0,0,0,0,0,0,0,0,23.564
330.000000,750.671,0,0,0,0,0,0,0,0,0,0,24.753
331.000000,781.375,0,0,0,0,0,0,0,0,0,0,16.541
332.000000,320.083,0,0,0,0,0,0,0,0,0,0,7.531
333.000000,577.454,0,0,0,0,0,0,0,0,0,0,22.263
334.000000,701.021,0,0,0,0,0,0,0,0,0,0,29.294
335.000000,645.336,0,0,0,0,0,0,0,0,0,0,14.888
336.000000,358.881,0,0,0,0,0,0,0,0,0,0,11.314
337.000000,738.311,0,0,0,0,0,0,0,0,0,0,32.998
338.000000,660.415,0,0,0,0,0,0,0,0,0,0,17.055
339.000000,390.55,0,0,0,0,0,0,0,0,0,0,7.946
340.000000,502.303,0,0,0,0,0,0,0,0,0,0,12.922
341.000000,727.492,0,0,0,0,0,0,0,0,0,0,24.684
342.000000,704.013,0,0,0,0,0,0,0,0,0,0,21.94
343.000000,726.825,0,0,0,0,0,0,0,0,0,0,17.747
344.000000,598.944,0,0,0,0,0,0,0,0,0,0,18.043
345.000000,809.583,0,0,0,0,0,0,0,0,0,0,58.72
346.000000,563.291,0,0,0,0,0,0,0,0,0,0,12.949
347.000000,248.869,0,0,0,0,0,0,0,0,0,0,5.386
348.000000,625.938,0,0,0,0,0,0,0,0,0,0,45.966
349.000000,847.595,0,0,0,0,0,0,0,0,0,0,45.518
350.000000,673.518,0,0,0,0,0,0,0,0,0,0,20.645
351.000000,434.502,0,0,0,0,0,0,0,0,0,0,10.973
352.000000,364.601,0,0,0,0,0,0,0,0,0,0,9.121
353.000000,560.975,0,0,0,0,0,0,0,0,0,0,14.169
354.000000,697.816,0,0,0,0,0,0,0,0,0,0,28.084
355.000000,605.968,0,0,0,0,0,0,0,0,0,0,11.593
356.000000,651.517,0,0,0,0,0,0,0,0,0,0,16.498
357.000000,543.793,0,0,0,0,0,0,0,0,0,0,12.368
358.000000,832.103,0,0,0,0,0,0,0,0,0,0,15.847
359.000000,515.592,0,0,0,0,0,0,0,0,0,0,9.913
360.000000,564.873,0,0,0,0,0,0,0,0,0,0,11.247
361.000000,717.035,0,0,0,0,0,0,0,0,0,0,10.924
362.000000,639.809,0,0,0,0,0,0,0,0,0,0,13.955
363.000000,644.148,0,0,0,0,0,0,0,0,0,0,10.285
364.000000,958.952,0,0,0,0,0,0,0,0,0,0,13.137
365.000000,905.436,0,0,0,0,0,0,0,0,0,0,12.924
366.000000,1073.632,0,0,0,0,0,0,0,0,0,0,24.263
367.000000,956.661,0,0,0,0,0,0,0,0,0,0,15.833
368.000000,911.271,0,0,0,0,0,0,0,0,0,0,10.747
369.000000,617.702,0,0,0,0,0,0,0,0,0,0,7.394
370.000000,832.773,0,0,0,0,0,0,0,0,0,0,16.121
371.000000,1004.119,0,0,0,0,0,0,0,0,0,0,12.955
372.000000,738.839,0,0,0,0,0,0,0,0,0,0,15.124
373.000000,866.921,0,0,0,0,0,0,0,0,0,0,15.006
374.000000,685.116,0,0,0,0,0,0,0,0,0,0,11.727
375.000000,474.243,0,0,0,0,0,0,0,0,0,0,7.176
376.000000,576.261,0,0,0,0,0,0,0,0,0,0,12.833
377.000000,793.531,0,0,0,0,0,0,0,0,0,0,11.809
378.000000,694.414,0,0,0,0,0,0,0,0,0,0,9.124
379.000000,841.076,0,0,0,0,0,0,0,0,0,0,18.512
380.000000,793.285,0,0,0,0,0,0,0,0,0,0,13.118
381.000000,572.34,0,0,0,0,0,0,0,0,0,0,15.909
382.000000,468.871,0,0,0,0,0,0,0,0,0,0,8.765
383.000000,659.315,0,0,0,0,0,0,0,0,0,0,13.656
384.000000,494.928,0,0,0,0,0,0,0,0,0,0,6.25
385.000000,912.442,0,0,0,0,0,0,0,0,0,0,14.487
386.000000,965.572,0,0,0,0,0,0,0,0,0,0,10.106
387.000000,953.429,0,0,0,0,0,0,0,0,0,0,9.752
388.000000,882.15,0,0,0,0,0,0,0,0,0,0,10.148
389.000000,886.466,0,0,0,0,0,0,0,0,0,0,10.273
390.000000,902.35,0,0,0,0,0,0,0,0,0,0,17.933
391.000000,856.685,0,0,0,0,0,0,0,0,0,0,11.63
392.000000,917.921,0,0,0,0,0,0,0,0,0,0,12.291
393.000000,1028.071,0,0,0,0,0,0,0,0,0,0,9.448
394.000000,871.698,0,0,0,0,0,0,0,0,0,0,8.652
395.000000,1211.333,0,0,0,0,0,0,0,0,0,0,16.491
396.000000,838.784,0,0,0,0,0,0,0,0,0,0,8.235
397.000000,990.52,0,0,0,0,0,0,0,0,0,0,20.745
398.000000,919.568,0,0,0,0,0,0,0,0,0,0,11.794
399.000000,815.366,0,0,0,0,0,0,0,0,0,0,6.173
400.000000,828.396,0,0,0,0,0,0,0,0,0,0,6.354
401.000000,1101.503,0,0,0,0,0,0,0,0,0,0,11.887
402.000000,1166.182,0,0,0,0,0,0,0,0,0,0,13.795
403.000000,876.216,0,0,0,0,0,0,0,0,0,0,12.957
404.000000,727.056,0,0,0,0,0,0,0,0,0,0,9.215
405.000000,764.791,0,0,0,0,0,0,0,0,0,0,14.646
406.000000,963.02,0,0,0,0,0,0,0,0,0,0,14.061
407.000000,1041.362,0,0,0,0,0,0,0,0,0,0,14.055
408.000000,759.865,0,0,0,0,0,0,0,0,0,0,10.939
409.000000,741.522,0,0,0,0,0,0,0,0,0,0,8.236
410.000000,860.998,0,0,0,0,0,0,0,0,0,0,10.971
411.000000,585.575,0,0,0,0,0,0,0,0,0,0,8.136
412.000000,1030.769,0,0,0,0,0,0,0,0,0,0,15.901
413.000000,812.776,0,0,0,0,0,0,0,0,0,0,13.372
414.000000,964.402,0,0,0,0,0,0,0,0,0,0,14.122
415.000000,939.979,0,0,0,0,0,0,0,0,0,0,11.681
416.000000,739.936,0,0,0,0,0,0,0,0,0,0,7.107
417.000000,824.45,0,0,0,0,0,0,0,0,0,0,12.074
418.000000,912.086,0,0,0,0,0,0,0,0,0,0,14.347
419.000000,646.291,0,100.243,0,85.97,0,85.477,31.72,32.694,34.029,51.494,6.552
420.000000,1030.166,0,180.087,0,154.681,0,10.458,26.939,26.387,28.029,30.746,21.55
421.000000,1600.46,0,57.386,0,38.033,0,0,7.841,7.608,8.584,8.748,20.163
422.000000,1642.878,0,0,0,0,0,0,0,0,0,0,19.991
423.000000,1067.895,0,0,0,0,0,0,0,0,0,0,14.534
424.000000,852.573,0,0,0,0,0,0,0,0,0,0,14.179
425.000000,1070.038,0,0,0,0,0,0,0,0,0,0,14.459
426.000000,1078.992,0,0,0,0,0,0,0,0,0,0,19.568
427.000000,1098.928,0,0,0,0,0,0,0,0,0,0,13.24
428.000000,1130.276,0,0,0,0,0,0,0,0,0,0,18.034
429.000000,1068.869,0,0,0,0,0,0,0,0,0,0,12.288
430.000000,1045.099,0,0,0,0,0,0,0,0,0,0,12.913
431.000000,956.149,0,0,0,0,0,0,0,0,0,0,10.078
432.000000,1167.036,0,0,0,0,0,0,0,0,0,0,8.619
433.000000,1141.794,0,0,0,0,0,0,0,0,0,0,10.747
434.000000,1261.906,0,0,0,0,0,0,0,0,0,0,9.909
435.000000,1045.953,0,0,0,0,0,0,0,0,0,0,6.93
436.000000,916.729,0,0,0,0,0,0,0,0,0,0,7.854
437.000000,1342.655,0,0,0,0,0,0,0,0,0,0,8.309
438.000000,1113.763,0,0,0,0,0,0,0,0,0,0,5.773
439.000000,1039.751,0,0,0,0,0,0,0,0,0,0,5.316
440.000000,1729.682,0,0,0,0,0,0,0,0,0,0,9.261
441.000000,1715.838,0,0,0,0,0,0,0,0,0,0,7.544
442.000000,2057.558,0,0,0,0,0,0,0,0,0,0,9.203
443.000000,2304.357,0,0,0,0,0,0,0,0,0,0,10.003
444.000000,2108.877,0,0,0,0,0,0,0,0,0,0,13.459
445.000000,1187.712,0,47.945,0,42.462,0,0,8.084,8.969,9.637,10.189,9.662
446.000000,1492.237,0,145.926,0,140.642,0,123.096,0,0,1.359,1.688,11.794
447.000000,1717.493,0,157.928,0,60.794,0,23.964,0,0,0,23.71,11.659
448.000000,2045.536,0,21.218,0,10.772,0,0,0,0,2.123,4.084,13.513
449.000000,2236.165,0,76.907,0,73.388,0,0,0,0,14.421,14.946,15.398
450.000000,2175.744,0,11.828,0,10.966,0,10.863,0,0,0,0,14.399
451.000000,1931.015,0,149.716,0,131.076,0,69.215,0,0,12.228,14.758,14.609
452.000000,1482.037,0,207.129,24.112,206.957,122.649,187.088,120.707,57.558,58.395,52.968,19.444
453.000000,1447.247,0,204.306,0,196.403,114.107,162.099,106.151,29.92,33.172,51.118,18.775
454.000000,1919.013,0,224.452,0,214.764,11.09,206.337,10.708,26.051,26.239,28.018,19.037
455.000000,2036.493,0,243.164,0,192.501,0,191.391,28.258,29.213,51.222,67.508,25.647
456.000000,1829.141,0,202.308,44.155,227.309,151.435,200.679,146.967,91.649,102.316,80.888,16.305
457.000000,1341.56,0,181.121,214.804,227.965,219.696,205.077,201.742,186.539,189.435,72.429,13.158
458.000000,1818.082,0,237.467,103.955,293.184,293.159,257.845,254.894,247.288,217.996,94.966,22.58
459.000000,1465.862,0,288.433,231.609,370.988,345.868,350.416,331.759,246.39,245.577,106.61,20.872
460.000000,1422.182,0,277.969,175.586,346.878,234.025,326.894,309.613,213.317,213.563,113.654,29.02
461.000000,1467.849,0,247.206,155.943,300.691,155.983,290.592,273.322,189.197,187.391,100.753,21.302
462.000000,1173.367,0,220.278,138.612,273.028,140.583,259.335,258.112,169.726,169.798,89.834,22.719
463.000000,1160.675,0,245.2,155.042,288.328,153.409,287.809,287.697,185.983,185.939,101.898,22.141
464.000000,986.273,0,253.885,164.983,327.664,164.125,300.691,302.342,207.906,196.207,115.845,23.177
465.000000,889.351,0,242.881,163.22,327.419,162.67,303.079,303.204,222.015,196.051,120.354,21.373
466.000000,822.538,0,235.777,157.712,320.341,157.213,294.457,294.523,213.585,191.436,117.679,22.362
467.000000,854.078,0,218.484,146.933,297.991,164.073,273.838,273.958,199.648,186.616,100.952,20.856
468.000000,972.308,0,204.936,137.595,278.928,137.617,256.022,256.298,185.86,180.823,88.862,21.503
469.000000,1015.18,0,203.877,134.413,276.851,266.859,254.513,254.792,240.018,235.991,88.384,20.727
470.000000,985.479,0,214.138,153.435,291.164,289.952,266.479,267.37,262.127,259.736,92.847,20.177
471.000000,1035.25,0,241.329,161.988,328.189,300.069,301.437,301.962,216.592,268.155,104.678,24.539
472.000000,1033.266,0,241.417,162.221,328.653,162.212,301.823,301.5,218.828,209.428,104.679,24.689
473.000000,981.656,0,229.824,166.892,310.976,220.175,287.219,285.514,200.751,199.842,99.65,19.483
474.000000,971.798,0,218.897,161.594,300.86,150.084,273.377,273.693,198.439,196.612,94.938,24.569
475.000000,1071.548,0,220.631,156.438,306.08,154.767,277.771,276.175,200.308,200.412,95.7,22.228
476.000000,1079.282,0,230.635,160.296,320.135,160.313,290.367,288.962,211.642,208.343,99.958,18.092
477.000000,1023.846,0,220.598,160.81,301.197,252.187,276.637,275.448,198.1,219.694,95.647,21.129
478.000000,982.963,0,202.007,184.151,274.655,271.279,251.664,251.869,227.417,246.802,87.559,19.344
479.000000,1217.774,0,202.416,219.657,280.766,275.347,260.097,260.618,232.01,258.67,87.743,19.095
480.000000,1087.368,0,194.67,340.834,328.943,318.632,306.376,294.555,294.735,294.71,84.368,19.907
481.000000,1254.472,0,188.008,374.5,372.803,372.851,367.36,367.355,360.66,349.952,81.486,19.511
482.000000,1756.519,0,208.76,363.75,353.592,353.927,348.673,341.534,336.157,323.723,90.435,23.131
483.000000,1755.709,0,204.478,431.883,425.737,426.492,425.647,405.91,398.791,385.709,88.653,22.624
484.000000,1840.693,0,218.641,425.725,424.52,418.528,418.86,416.097,415.146,402.674,94.783,29.302
485.000000,2127.004,0,251.396,374.698,325.011,366.121,362.552,353.736,339.195,336.515,108.984,25.563
486.000000,2042.995,0,286.364,330.273,401.37,364.035,345.666,345.597,317.229,315.076,124.124,17.974
487.000000,1904.669,0,234.745,240.164,319.353,303.545,271.654,271.06,271.827,266.186,101.799,24.115
488.000000,1734.465,0,234.469,158.001,319.142,307.511,271.41,271.753,256.758,256.52,101.675,25.733
489.000000,1510.958,0,235.125,158.584,319.926,305.956,271.918,272.184,191.594,272.006,101.941,31.367
490.000000,1320.744,0,243.935,336.815,258.286,314.004,249.692,271.656,247.164,277.597,100.119,22.516
491.000000,1377.347,0,268.389,347.65,227.557,320.78,196.776,197.963,229.201,231.961,106.756,27.706
492.000000,1306.418,0,265.447,169.18,327.15,155.524,279.099,277.794,193.425,194.985,112.386,33.933
493.000000,1003.07,0,229.467,153.45,311.899,150.925,277.54,277.873,188.32,188.788,96.378,19.055
494.000000,1159.772,0,235.941,293.319,157.478,241.643,156.867,167.499,169.29,164.839,74.149,24.093
495.000000,726.922,0,202.194,207.765,221.932,243.214,253.557,228.049,211.686,227.706,85.369,26.668
496.000000,1650.989,0,217.015,238.569,0,228.28,45.219,46.954,48.204,98.196,79.136,20.655
497.000000,1913.33,0,210.949,225.135,0,222.966,0,0,31.507,60.753,70.256,18.207
498.000000,1291.437,0,222.417,112.392,224.737,111.727,201.572,198.731,128.02,121.532,86.815,19.744
499.000000,935.761,0,233.651,154.983,317.103,155.283,291.327,291.618,201.328,189.44,100.082,20.556
500.000000,1616.573,0,229.358,263.115,68.33,263.135,68.27,68.37,98.702,97.276,62.155,25.728
501.000000,1933.066,0,207.583,231.159,0,221.551,0,0,51.834,60.143,67.536,19.995
502.000000,1550.427,0,189.174,115.872,205.141,114.971,186.628,169.732,112.555,120.696,80.517,16.078
503.000000,1377.287,0,188.625,190.966,267.992,185.374,251.472,242.888,185.074,185.287,80.265,17.596
504.000000,1298.84,0,209.303,256.685,301.344,270.484,280.172,280.112,243.895,241.912,89.047,18.566
505.000000,1368.429,0,266.996,216.243,369.101,219.966,332.508,333.074,242.757,240.319,113.625,28.173
506.000000,2087.923,0,256.875,294.646,76.796,293.103,76.664,76.939,138.26,150.465,106.599,22.095
507.000000,2216.143,0,245.605,276.337,1.13,219.761,1.127,92.194,64.787,67.831,75.672,19.838
508.000000,1236.991,0,198.475,124.898,261.019,168.874,240.457,240.118,156.358,153.467,84.425,17.144
509.000000,1262.872,0,184.083,258.421,259.918,251.541,238.284,238.604,231.187,222.047,78.318,19.976
510.000000,1768.368,0,205.554,260.829,91.78,250.402,89.142,156.435,145.877,182.992,87.439,24.316
511.000000,2658.9,0,283.858,322.149,0,249.426,12.12,12.166,80.163,87.221,110.521,26.345
512.000000,2353.91,0,288.734,315.331,0,314.23,0,10.375,38.261,61.145,82.701,24.94
513.000000,1923.109,0,273.295,300.06,0,46.835,16.719,33.692,51.345,52.659,56.58,24.05
514.000000,978.497,0,262.082,144.984,274.375,84.215,228.841,227.716,141.363,142.075,99.72,26.977
515.000000,697.443,0,221.752,71.959,287.785,128.052,236.683,234.509,131.568,159.612,93.795,22.443
516.000000,606.672,0,202.957,78.383,266.558,118.89,224.227,223.884,145.74,148.662,86.152,22.46
517.000000,733.751,0,225.339,36.595,285.366,130.118,240.527,240.08,132.713,134.195,95.87,18.628
518.000000,1371.194,0,229.781,193.362,58.721,156.54,53.669,61.944,38.865,68.19,59.858,17.863
519.000000,1613.341,0,200.403,211.351,0,125.097,10.784,15.534,35.22,46.669,51.74,17.671
520.000000,1196.846,0,194.438,114.504,203.342,114.652,185.231,182.23,107.768,106.552,79.54,15.589
521.000000,1036.375,0,201.596,136.457,274.399,136.477,252.723,252.193,173.868,165.027,85.751,19.133
522.000000,1231.807,0,199.465,264.338,177.611,260.714,178.079,177.646,186.247,180.912,82.792,17.351
523.000000,1075.494,0,185.992,268.741,248.763,269.14,248.734,269.482,235.928,221.311,79.145,16.653
524.000000,1445.233,0,226.208,142.753,284.669,142.779,260.395,255.904,173.302,168.961,96.202,19.465
525.000000,747.545,0,282.65,330.591,393.842,331.904,377.033,377.044,337.821,311.13,120.194,22.166
526.000000,337.889,0,258.828,377.277,264.095,346.943,328.349,333.868,318.776,332.43,108.534,20.276
527.000000,639.552,0,227.509,294.452,185.219,290.622,242.268,239.615,226.001,232.847,86.999,15.688
528.000000,915.412,0,234.567,146.164,295.471,144.949,262.317,269.922,177.275,181.638,99.765,18.385
529.000000,597.433,0,241.117,115.629,310.399,164.588,273.087,273.122,183.354,193.551,102.576,20.936
530.000000,312.258,0,248.42,322.978,250.356,316.034,283.868,278.086,256.922,275.995,105.725,23.711
531.000000,1079.757,0,181.958,216.973,32.115,212.037,90.596,99.037,95.308,132.34,69.267,17.451
532.000000,846.141,0,224.672,125.705,282.166,125.719,259.131,259.597,179.637,169.284,95.028,17.159
533.000000,622.431,0,244.799,148.049,317.594,214.961,280.916,281.461,201.555,220.337,103.915,23.214
534.000000,312.262,0,244.352,303.624,161.984,315.787,280.683,313.504,268.684,302.686,103.875,23.558
535.000000,293.043,0,225.126,300.996,171.459,286.18,216.305,285.066,214.107,253.44,95.795,17.811
536.000000,677.438,0,201.222,209.265,268.17,191.82,252.694,253.196,216.06,211.816,85.545,19.538
537.000000,715.132,0,206.884,76.903,261.692,86.46,232.884,215.269,134.396,133.418,94.912,22.799
538.000000,1510.159,0,260.822,287.991,67.491,92.169,84.226,108.84,107.563,106.41,68.715,27.188
539.000000,883.961,0,225.918,271.952,13.318,276.059,82.314,201.243,82.926,144.836,82.847,18.167
540.000000,492.729,0,224.121,188.463,265.947,228.837,250.801,242.015,214.12,210.208,97.089,19.158
541.000000,542.061,0,203.487,153.521,263.47,156.422,241.067,227.121,168.648,168.554,89.238,23.785
542.000000,1450.902,0,239.92,272.507,63.57,161.643,60.636,73.44,72.119,89.118,63.661,20.983
543.000000,592.631,0,216.821,275.347,49.866,274.788,198.886,227.944,167.658,221.063,88.199,20.133
544.000000,818.692,0,224.568,99.546,230.86,129.625,248.077,248.639,161.45,171.106,95.536,17.422
545.000000,561.6,0,240.978,55.357,306.686,138.922,256.782,257.299,157.145,173.351,102.473,25.992
546.000000,1389.566,0,277.665,210.384,70.737,40.491,67.329,66.98,70.023,89.283,72.751,24.337
547.000000,923.062,0,255.466,294.615,0,143.642,0,145.288,49.678,146.797,81.35,20.261
548.000000,331.209,0,228.189,58.306,229.667,212.258,237.85,251.697,83.562,123.771,98.276,25.119
549.000000,386.519,0,210.419,0,265.462,144.303,224.642,223.299,94.6,106.432,92.448,15.203
550.000000,831.899,0,248.694,57.547,136.39,0,141.911,146.026,65.008,78.724,78.178,21.858
551.000000,1147.178,0,231.586,260.336,0,30.579,0,30.752,10.43,20.558,58.051,25.621
552.000000,349.581,0,252.973,51.834,213.819,51.882,213.716,99.659,105.264,115.5,148.526,27.08
553.000000,307.54,0,247.962,0,290.1,79.568,262.099,140.293,82.188,105.862,104.144,18.023
554.000000,959.184,0,248.259,57.953,56.254,12.031,71.574,45.274,41.993,42.694,64.81,25.283
555.000000,894.835,0,210.671,36.696,0,0,29.871,27.568,30.978,0,56.405,23.084
556.000000,466.939,0,265.528,10.409,227.334,2.116,229.683,63.865,67.424,70.221,107.249,23.241
557.000000,275.875,0,184.043,0,220.749,0,197.669,143.903,65.759,78.334,79.724,18.031
558.000000,677.735,0,172.361,70.947,38.461,16.453,54.341,28.494,37.519,42.027,47.811,16.237
559.000000,1021.149,0,234.823,131.646,0,0,1.844,8.346,11.46,26.69,46.703,24.911
560.000000,474.696,0,257.013,0,222.855,0,161.25,139.91,64.899,71.532,76.897,21.262
561.000000,324.948,0,277.101,0,278.382,0,275.537,33.916,41.31,71.403,85.859,21.947
562.000000,321.964,0,270.059,0,280.681,35.05,268.565,71.027,29.853,34.956,47.726,26.411
563.000000,266.816,0,227.353,0,244.508,0,226.063,117.075,64.455,85.076,92.947,17.12
564.000000,220.186,0,191.238,0,203.487,0,188.505,87.776,62.089,65.923,75.562,16.888
565.000000,322.173,0,265.218,0,281.513,0,217.953,121.474,67.798,84.88,90.031,26.019
566.000000,289.551,0,243.289,0,253.557,0,241.466,75.151,51.444,70.747,75.624,29.674
567.000000,326.949,0,278.613,0,291.047,0,275.155,69.11,29.614,30.293,30.625,20.419
568.000000,229.448,0,216.523,0,236.441,0,215.651,135.38,66.056,74.165,73.731,22.297
569.000000,265.132,0,233.806,0,236.492,0,222.549,36.604,46.239,51.591,50.42,19.146
570.000000,284.897,0,261.444,0,257.245,0,151.581,22.604,43.313,53.203,60.759,21.01
571.000000,321.855,0,300.627,0,241.047,0,264.387,41.599,46.967,59.503,62.103,29.346
572.000000,226.989,0,213.364,0,212.036,0,211.483,18.612,20.738,30.011,38.02,20.812
573.000000,250.15,0,220.739,0,219.311,0,215.215,27.439,33.714,53.301,62.455,24.026
574.000000,220.719,0,199.087,0,208.348,0,196.365,62.227,33.176,38.753,39.118,19.325
575.000000,291.744,0,263.715,0,264.839,0,262.211,4.319,17.596,20.816,22.003,28.24
576.000000,360.683,0,327.901,0,198.611,0,148.613,30.653,58.384,71.45,70.902,31.985
577.000000,301.451,0,275.548,0,276.728,0,155.2,0,13.26,38.097,36.992,26.479
578.000000,201.472,0,182.728,0,190.005,13.767,183.257,60.299,33.334,36.273,44.748,19.256
579.000000,265.699,0,242.801,0,243.844,0,113.906,0,2.42,27.676,38,21.745
580.000000,273.678,0,250.067,0,251.136,0,170.621,11.083,23.424,30.948,37.904,38.914
581.000000,284.742,0,251.824,0,248.532,0,110.086,16.507,38.948,48.961,61.371,23.794
582.000000,231.959,0,217.01,0,205.306,0,117.635,0,17.612,35.726,35.816,31.188
583.000000,339.395,0,310.508,0,167.763,0,0,0,32.286,61.577,65.699,38.184
584.000000,288.138,0,263.735,0,262.325,0,47.219,0,0,39.848,43.542,31.966
585.000000,233.641,0,212.415,0,211.281,0,135.347,0,8.909,23.798,23.999,25.37
586.000000,246.394,0,223.483,0,150.861,0,61.058,0.315,22.455,30.874,35.185,26.339
587.000000,303.213,0,275.891,0,89.281,0,66.829,0,30.345,51.861,48.56,31.479
588.000000,294.725,0,268.278,0,267.527,0,57.384,0,9.229,51.063,51.527,26.424
589.000000,194.733,0,178.242,0,177.149,0,9.769,0,1.947,34.934,35.234,21.301
590.000000,276.785,0,252.217,0,243.948,0,0,0.516,0.519,43.585,50.028,28.735
591.000000,301.991,0,274.842,0,56.139,0,40.85,42.394,42.723,42.42,46.375,25.579
592.000000,301.901,0,275.369,0,37.48,0,70.781,50.716,47.071,50.204,50.64,30.675
593.000000,246.068,0,223.859,0,64.103,0,46.397,33.662,36.996,41.204,45.036,26.24
594.000000,268.612,0,238.389,0,30.268,0,52.987,44.445,46.569,46.557,50.283,26.194
595.000000,311.49,0,264.317,0,48.432,0,27.301,6.613,43.497,44.388,48.494,30.027
596.000000,254.225,0,227.051,0,89.206,0,63.69,9.131,9.202,35.995,32.728,26.844
597.000000,270.808,0,240.751,0,29.544,0,13.431,16.584,17.179,49.422,49.389,30.787
598.000000,337.449,0,290.722,0,28.666,0,13.496,14.712,17.99,60.365,59.91,26.072
599.000000,252.477,0,220.254,0,66.633,0,27.551,33.995,34.336,35.743,47.069,16.571
600.000000,240.583,0,210.131,0,19.164,0,54.37,37.462,37.72,37.433,44.577,15.577
601.000000,276.833,0,245.906,0,0,0,23.605,23.211,51.716,51.52,51.705,23.632
602.000000,286.956,0,256.408,0,11.78,0,18.674,21.341,52.648,53.767,52.512,19.292
603.000000,278.103,0,248.894,0,50.233,0,11.192,24.293,45.849,45.962,51.09,25.734
604.000000,243.317,0,217.103,0,86.333,0,0,9.575,25.519,25.688,45.645,25.98
605.000000,268.61,0,238.663,0,0,0,0,46.931,47.269,46.909,49.059,22.122
606.000000,300.39,0,269.673,0,0,0,0,27.446,30.2,56.11,57.219,24.414
607.000000,300.052,0,267.466,0,0,0,0,28.819,35.164,56.824,55.911,24.391
608.000000,242.785,0,216.102,0,97.671,0,0,22.928,42.65,45.809,45.451,22.221
609.000000,199.082,0,177.13,0,82.959,0,0,18.487,34.955,35.559,36.28,15.592
610.000000,748.524,0,0,0,3.037,0,0,0,0,0,0,45.528
611.000000,806.722,0,0,0,0,0,0,0,0,0,0,45.553
612.000000,467.219,0,0,0,0,0,0,0,0,0,0,35.132
613.000000,454.389,0,0,0,0,0,0,0,0,0,0,20.773
614.000000,473.041,0,0,0,0,0,0,0,0,0,0,18.783
615.000000,243.678,0,0,0,0,0,0,0,0,0,0,6.866
616.000000,600.218,0,0,0,0,0,0,0,0,0,0,11.081
617.000000,1011.703,0,0,0,0,0,0,0,0,0,0,36.515
618.000000,919.665,0,0,0,0,0,0,0,0,0,0,25.72
619.000000,651.635,0,0,0,0,0,0,0,0,0,0,15.961
620.000000,692.595,0,0,0,0,0,0,0,0,0,0,19.274
621.000000,741.548,0,0,0,0,0,0,0,0,0,0,30.853
622.000000,886.762,0,0,0,0,0,0,0,0,0,0,25.802
623.000000,708.229,0,0,0,0,0,0,0,0,0,0,21.842
624.000000,748.813,0,0,0,0,0,0,0,0,0,0,37.343
625.000000,696.067,0,0,0,0,0,0,0,0,0,0,21.556
626.000000,560.869,0,0,0,0,0,0,0,0,0,0,12.235
627.000000,497.456,0,0,0,0,0,0,0,0,0,0,14.396
628.000000,799.921,0,0,0,0,0,0,0,0,0,0,26.165
629.000000,618.619,0,0,0,0,0,0,0,0,0,0,27.034
630.000000,672.471,0,0,0,0,0,0,0,0,0,0,33.56
631.000000,650.564,0,0,0,0,0,0,0,0,0,0,59.762
632.000000,498.049,0,0,0,0,0,0,0,0,0,0,15.209
633.000000,247.1,0,0,0,0,0,0,0,0,0,0,12.286
