$IHR.Elev-Tailwater.Ave.~1Day.1Day.CBT-REV [ft NAVD88],,
CY2011 to 2015,,12/31/2010
JDAY,TWElev,
41707,349.4816385,
41707.95833,348.1693025,
41708.95833,350.6299325,
41709.95833,352.1391189,
41710.95833,351.1220585,
41711.95833,348.5301949,
41712.95833,348.9238957,
41713.95833,348.3333445,
41714.95833,347.4803261,
41715.95833,347.7099849,
41716.95833,347.6115597,
41717.95833,347.6443681,
41718.95833,348.0708773,
41719.95833,347.5131345,
41720.95833,346.8569665,
41721.95833,346.6929245,
41722.95833,345.8070977,
41723.95833,346.0367565,
41724.95833,346.2007985,
41725.95833,346.3976489,
41726.95833,348.2021109,
41727.95833,347.7427933,
41728.95833,349.8425309,
41729.95833,348.3989613,
41730.95833,348.4973865,
41731.95833,348.1036857,
41732.95833,345.8727145,
41733.95833,346.0695649,
41734.95833,346.4960741,
41735.95833,345.8399061,
41736.95833,346.7257329,
41737.95833,346.8569665,
41738.95833,346.3320321,
41739.95833,347.9724521,
41740.95833,347.6443681,
41741.95833,347.8740269,
41742.95833,347.8740269,
41743.95833,347.5459429,
41744.95833,347.3162841,
41745.95833,346.4632657,
41746.95833,346.6929245,
41747.95833,346.9553917,
41748.95833,346.3320321,
41749.95833,346.6929245,
41750.95833,346.3648405,
41751.95833,347.5459429,
41752.95833,346.6929245,
41753.95833,347.1850505,
41754.95833,347.6443681,
41755.95833,347.2834757,
41756.95833,345.8727145,
41757.95833,347.5459429,
41758.95833,347.6115597,
41759.95833,346.3320321,
41760.95833,345.5118221,
41761.95833,346.6601161,
41762.95833,347.0210085,
41763.95833,348.4973865,
41764.95833,349.0879377,
41765.95833,349.2519797,
41766.95833,348.3989613,
41767.95833,347.9396437,
41768.95833,347.7099849,
41769.95833,348.2349193,
41770.95833,347.9396437,
41771.95833,347.0866253,
41772.95833,346.3648405,
41773.95833,346.2992237,
41774.95833,346.6929245,
41775.95833,347.9068353,
41776.95833,348.6286201,
41777.95833,349.8097225,
41778.95833,350.7939745,
41779.95833,350.4658905,
41780.95833,349.5472553,
41781.95833,350.5315073,
41782.95833,350.7283577,
41783.95833,351.4173341,
41784.95833,352.4015861,
41785.95833,352.2703525,
41786.95833,352.1719273,
41787.95833,351.7782265,
41788.95833,351.5157593,
41789.95833,351.1220585,
41790.95833,350.8923997,
41791.95833,350.5315073,
41792.95833,350.5971241,
41793.95833,350.0393813,
41794.95833,350.1049981,
41795.95833,350.3674653,
41796.95833,350.3346569,
41797.95833,349.7112973,
41798.95833,349.1863629,
41799.95833,349.4816385,
41800.95833,348.8582789,
41801.95833,348.7270453,
41802.95833,348.0708773,
41803.95833,348.2677277,
41804.95833,347.6443681,
41805.95833,346.7257329,
41806.95833,346.0695649,
41807.95833,347.0538169,
41808.95833,346.7585413,
41809.95833,346.0039481,
41810.95833,345.7414809,
41811.95833,346.3976489,
41812.95833,346.6601161,
41813.95833,346.1351817,
41814.95833,345.7742893,
41815.95833,346.2007985,
41816.95833,346.1679901,
41817.95833,346.0367565,
41818.95833,346.9225833,
41819.95833,347.3162841,
41820.95833,346.8897749,
41821.95833,346.1023733,
41822.95833,345.8727145,
41823.95833,345.9383313,
41824.95833,346.2007985,
41825.95833,345.3805885,
41826.95833,345.1837381,
41827.95833,345.5774389,
41828.95833,345.6758641,
41829.95833,345.0196961,
41830.95833,344.7244205,
41831.95833,344.9868877,
41832.95833,344.5603785,
41833.95833,344.5275701,
41834.95833,344.1010609,
41835.95833,343.9042105,
41836.95833,344.1338693,
41837.95833,344.0682525,
41838.95833,344.2979113,
41839.95833,343.9370189,
41840.95833,343.5433181,
41841.95833,343.4448929,
41842.95833,342.9199585,
41843.95833,343.2808509,
41844.95833,343.8057853,
41845.95833,343.4120845,
41846.95833,343.9042105,
41847.95833,344.0026357,
41848.95833,343.7729769,
41849.95833,344.2322945,
41850.95833,343.3464677,
41851.95833,343.0511921,
41852.95833,342.9199585,
41853.95833,343.0183837,
41854.95833,343.2480425,
41855.95833,343.1168089,
41856.95833,342.9527669,
41857.95833,342.7231081,
41858.95833,342.9855753,
41859.95833,342.9527669,
41860.95833,343.2480425,
41861.95833,342.8871501,
41862.95833,343.1824257,
41863.95833,343.2152341,
41864.95833,343.1168089,
41865.95833,342.8871501,
41866.95833,343.3464677,
41867.95833,343.0840005,
41868.95833,342.6574913,
41869.95833,342.5262577,
41870.95833,342.3622157,
41871.95833,342.5918745,
41872.95833,342.7887249,
41873.95833,342.8871501,
41874.95833,342.8871501,
41875.95833,342.7559165,
41876.95833,342.5590661,
41877.95833,342.1325569,
41878.95833,342.1653653,
41879.95833,342.8215333,
41880.95833,342.8871501,
41881.95833,342.9199585,
41882.95833,342.4934493,
41883.95833,342.2637905,
41884.95833,342.7887249,
41885.95833,343.2480425,
41886.95833,343.2152341,
41887.95833,343.5105097,
41888.95833,342.9855753,
41889.95833,342.8215333,
41890.95833,342.8215333,
41891.95833,343.1824257,
41892.95833,342.6246829,
41893.95833,343.1824257,
41894.95833,343.7073601,
41895.95833,343.6089349,
41896.95833,343.5433181,
41897.95833,343.0511921,
41898.95833,342.7887249,
41899.95833,342.9199585,
41900.95833,343.3792761,
41901.95833,342.9527669,
41902.95833,342.8871501,
41903.95833,342.5590661,
41904.95833,343.0183837,
41905.95833,343.9698273,
41906.95833,343.8385937,
41907.95833,341.8372813,
41908.95833,341.7388561,
41909.95833,342.0341317,
41910.95833,342.3294073,
41911.95833,342.2309821,
41912.95833,342.6902997,
41913.95833,342.9527669,
41914.95833,342.4278325,
41915.95833,342.7231081,
41916.95833,342.6574913,
41917.95833,342.7887249,
41918.95833,343.3792761,
41919.95833,342.5262577,
41920.95833,342.7559165,
41921.95833,342.5918745,
41922.95833,342.6902997,
41923.95833,342.4934493,
41924.95833,342.5918745,
41925.95833,342.5590661,
41926.95833,342.6246829,
41927.95833,342.8543417,
41928.95833,342.7559165,
41929.95833,343.0183837,
41930.95833,342.5918745,
41931.95833,342.5918745,
41932.95833,342.7231081,
41933.95833,342.7231081,
41934.95833,342.9527669,
41935.95833,342.8215333,
41936.95833,343.0840005,
41937.95833,342.8215333,
41938.95833,343.3464677,
41939.95833,343.1824257,
41940.95833,342.8543417,
41941.95833,343.2808509,
41942.95833,343.0183837,
41943.95833,342.7231081,
41944.95833,342.9855753,
41946,343.3136593,
41947,343.1824257,
41948,342.8871501,
41949,343.0183837,
41950,342.8543417,
41951,343.5433181,
41952,343.3136593,
41953,343.3792761,
41954,343.5433181,
41955,342.6902997,
41956,342.9527669,
41957,342.4606409,
41958,342.6574913,
41959,342.4278325,
41960,342.0013233,
41961,342.0997485,
41962,342.6246829,
41963,342.4278325,
41964,342.4606409,
41965,342.3950241,
41966,342.7559165,
41967,342.7887249,
41968,342.9527669,
41969,343.4448929,
41970,343.8057853,
41971,343.5761265,
41972,343.7401685,
41973,344.4291449,
41974,344.2322945,
41975,344.2979113,
41976,343.4120845,
41977,342.6574913,
41978,343.3136593,
41979,343.2808509,
41980,343.1168089,
41981,343.2808509,
41982,343.2808509,
41983,343.4448929,
41984,343.5761265,
41985,343.6745517,
41986,343.5433181,
41987,343.1824257,
41988,343.2480425,
41989,343.3464677,
41990,342.9527669,
41991,343.4448929,
41992,343.2808509,
41993,343.1168089,
41994,343.2152341,
41995,343.6417433,
41996,344.1994861,
41997,344.3307197,
41998,344.0682525,
41999,343.8714021,
42000,344.4291449,
42001,344.7244205,
42002,344.1338693,
42003,342.4278325,
42004,343.9698273,
42005,343.3464677,
42006,343.7073601,
42007,344.0026357,
42008,343.8057853,
42009,344.1666777,
42010,343.2480425,
42011,344.2322945,
42012,344.2322945,
42013,345.2493549,
42014,344.8228457,
42015,344.4291449,
42016,344.8228457,
42017,344.0026357,
42018,343.8714021,
42019,343.6089349,
42020,343.7073601,
42021,343.9698273,
42022,344.4947617,
42023,343.9370189,
42024,344.6259953,
42025,345.3805885,
42026,345.5774389,
42027,344.6916121,
42028,344.1994861,
42029,344.5275701,
42030,344.0354441,
42031,344.6916121,
42032,344.4291449,
42033,344.6259953,
42034,345.2165465,
42035,344.9540793,
42036,345.1509297,
42037,345.2165465,
42038,344.6588037,
42039,344.5931869,
42040,344.9868877,
42041,344.5931869,
42042,344.5603785,
42043,345.1181213,
42044,346.1351817,
42045,346.9882001,
42046,347.8740269,
42047,348.3989613,
42048,347.8740269,
42049,347.6771765,
42050,347.8740269,
42051,348.1036857,
42052,347.6771765,
42053,347.0866253,
42054,346.3976489,
42055,346.3320321,
42056,346.1679901,
42057,345.5118221,
42058,345.2821633,
42059,345.5446305,
42060,345.5446305,
42061,344.3635281,
42062,344.0682525,
42063,345.3477801,
42064,344.7572289,
42065,344.2322945,
42066,343.7401685,
42067,343.7401685,
42068,344.4619533,
42069,344.1994861,
42070,344.2979113,
42071,343.7729769,
42071.95833,343.3792761,
42072.95833,343.1824257,
42073.95833,343.7729769,
42074.95833,343.0183837,
42075.95833,343.9698273,
42076.95833,342.9199585,
42077.95833,343.3136593,
42078.95833,343.2480425,
42079.95833,344.0026357,
42080.95833,345.3149717,
42081.95833,345.5446305,
42082.95833,346.1023733,
42083.95833,346.0367565,
42084.95833,345.7086725,
42085.95833,345.0525045,
42086.95833,345.3477801,
42087.95833,345.6758641,
42088.95833,346.2992237,
42089.95833,346.9225833,
42090.95833,346.6601161,
42091.95833,347.4803261,
42092.95833,347.1194337,
42093.95833,347.3819009,
42094.95833,347.1522421,
42095.95833,346.2992237,
42096.95833,348.7926621,
42097.95833,345.7086725,
42098.95833,345.5774389,
42099.95833,345.4790137,
42100.95833,344.7900373,
42101.95833,344.8228457,
42102.95833,344.6916121,
42103.95833,344.0682525,
42104.95833,344.7244205,
42105.95833,344.7244205,
42106.95833,344.5931869,
42107.95833,343.9698273,
42108.95833,343.9042105,
42109.95833,343.6417433,
42110.95833,342.9855753,
42111.95833,343.6089349,
42112.95833,344.1010609,
42113.95833,344.3635281,
42114.95833,344.6916121,
42115.95833,344.2651029,
42116.95833,344.6259953,
42117.95833,344.9540793,
42118.95833,344.7900373,
42119.95833,344.9212709,
42120.95833,344.9212709,
42121.95833,344.3635281,
42122.95833,344.8556541,
42123.95833,344.3635281,
42124.95833,344.6916121,
42125.95833,344.7244205,
42126.95833,344.7572289,
42127.95833,344.4947617,
42128.95833,344.7572289,
42129.95833,345.5446305,
42130.95833,345.8727145,
42131.95833,346.0039481,
42132.95833,345.8399061,
42133.95833,345.0525045,
42134.95833,344.9212709,
42135.95833,344.8228457,
42136.95833,344.3963365,
42137.95833,344.3635281,
42138.95833,345.2821633,
42139.95833,345.3805885,
42140.95833,345.4462053,
42141.95833,346.3320321,
42142.95833,346.4960741,
42143.95833,345.6102473,
42144.95833,346.0039481,
42145.95833,346.0367565,
42146.95833,345.8070977,
42147.95833,345.4133969,
42148.95833,346.4960741,
42149.95833,346.2007985,
42150.95833,346.1351817,
42151.95833,346.1351817,
42152.95833,345.8399061,
42153.95833,345.8727145,
42154.95833,345.1837381,
42155.95833,345.1509297,
42156.95833,345.7742893,
42157.95833,346.1351817,
42158.95833,345.8727145,
42159.95833,346.0367565,
42160.95833,345.2493549,
42161.95833,344.6259953,
42162.95833,344.5931869,
42163.95833,344.5931869,
42164.95833,344.7900373,
42165.95833,344.8884625,
42166.95833,344.3307197,
42167.95833,344.3635281,
42168.95833,343.8714021,
42169.95833,343.3464677,
42170.95833,342.8215333,
42171.95833,343.1824257,
42172.95833,343.4777013,
42173.95833,343.1824257,
42174.95833,342.3950241,
42175.95833,342.4934493,
42176.95833,342.3950241,
42177.95833,342.4278325,
42178.95833,342.3950241,
42179.95833,343.1824257,
42180.95833,343.4777013,
42181.95833,343.4448929,
42182.95833,343.5105097,
42183.95833,343.9042105,
42184.95833,343.5433181,
42185.95833,342.6246829,
42186.95833,343.1168089,
42187.95833,343.2152341,
42188.95833,342.6902997,
42189.95833,342.5590661,
42190.95833,342.5262577,
42191.95833,343.1496173,
42192.95833,342.9527669,
42193.95833,342.8543417,
42194.95833,342.5918745,
42195.95833,342.9855753,
42196.95833,343.4120845,
42197.95833,343.1496173,
42198.95833,343.0183837,
42199.95833,342.7559165,
42200.95833,342.2637905,
42201.95833,342.1981737,
42202.95833,342.7231081,
42203.95833,343.0511921,
42204.95833,343.1496173,
42205.95833,342.9855753,
42206.95833,342.8543417,
42207.95833,343.0840005,
42208.95833,343.4120845,
42209.95833,343.0183837,
42210.95833,343.0840005,
42211.95833,343.2480425,
42212.95833,343.0840005,
42213.95833,342.7559165,
42214.95833,342.8215333,
42215.95833,343.1168089,
42216.95833,342.8543417,
42217.95833,343.0511921,
42218.95833,342.6574913,
42219.95833,342.5918745,
42220.95833,342.5590661,
42221.95833,342.4606409,
42222.95833,342.4606409,
42223.95833,342.8543417,
42224.95833,342.6246829,
42225.95833,342.3622157,
42226.95833,342.3294073,
42227.95833,342.4278325,
42228.95833,342.5918745,
42229.95833,342.5262577,
42230.95833,342.4278325,
42231.95833,342.5918745,
42232.95833,342.3950241,
42233.95833,342.2637905,
42234.95833,342.5918745,
42235.95833,342.7231081,
42236.95833,342.5590661,
42237.95833,342.7559165,
42238.95833,342.8215333,
42239.95833,343.0840005,
42240.95833,343.1496173,
42241.95833,342.7887249,
42242.95833,342.4606409,
42243.95833,342.4606409,
42244.95833,342.2965989,
42245.95833,342.6902997,
42246.95833,342.6902997,
42247.95833,342.5590661,
42248.95833,342.7231081,
42249.95833,342.9527669,
42250.95833,342.9855753,
42251.95833,342.5918745,
42252.95833,342.8215333,
42253.95833,343.0183837,
42254.95833,343.0511921,
42255.95833,343.3792761,
42256.95833,343.3464677,
42257.95833,343.0840005,
42258.95833,342.9527669,
42259.95833,342.9527669,
42260.95833,343.1824257,
42261.95833,343.3136593,
42262.95833,343.4777013,
42263.95833,343.7073601,
42264.95833,343.2480425,
42265.95833,343.4448929,
42266.95833,343.5105097,
42267.95833,342.8215333,
42268.95833,342.6574913,
42269.95833,342.9855753,
42270.95833,343.0840005,
42271.95833,343.2480425,
42272.95833,342.8215333,
42273.95833,342.8543417,
42274.95833,342.3294073,
42275.95833,342.6574913,
42276.95833,343.0511921,
42277.95833,342.8215333,
42278.95833,342.8871501,
42279.95833,342.7231081,
42280.95833,342.8215333,
42281.95833,342.9199585,
42282.95833,342.6902997,
42283.95833,342.9527669,
42284.95833,343.1168089,
42285.95833,342.9527669,
42286.95833,342.9527669,
42287.95833,342.9527669,
42288.95833,342.3622157,
42289.95833,342.1325569,
42290.95833,342.5262577,
42291.95833,343.2808509,
42292.95833,342.7231081,
42293.95833,342.8215333,
42294.95833,342.9855753,
42295.95833,343.0183837,
42296.95833,342.6902997,
42297.95833,342.7887249,
42298.95833,342.6902997,
42299.95833,342.9527669,
42300.95833,342.9855753,
42301.95833,343.0840005,
42302.95833,342.9527669,
42303.95833,343.2480425,
42304.95833,342.8543417,
42305.95833,342.6902997,
42306.95833,342.4934493,
42307.95833,343.2152341,
42308.95833,343.2152341,
42310,343.3464677,
42311,343.2808509,
42312,343.5105097,
42313,343.3464677,
42314,343.4777013,
42315,343.2480425,
42316,342.8543417,
42317,342.7559165,
42318,343.1824257,
42319,342.4278325,
42320,343.2152341,
42321,342.8871501,
42322,342.2309821,
42323,343.5433181,
42324,342.8215333,
42325,343.2480425,
42326,343.0511921,
42327,343.1824257,
42328,343.1168089,
42329,343.1168089,
42330,342.9855753,
42331,342.5918745,
42332,343.1168089,
42333,342.5918745,
42334,342.3622157,
42335,342.4278325,
42336,342.5590661,
42337,342.8215333,
42338,343.2152341,
42339,342.7887249,
42340,342.0669401,
42341,342.2637905,
42342,342.4278325,
42343,342.5262577,
42344,342.6246829,
42345,343.0511921,
42346,343.0183837,
42347,342.9527669,
42348,343.4120845,
42349,344.2979113,
42350,344.1010609,
42351,344.1338693,
42352,342.9855753,
42353,343.6089349,
42354,343.0511921,
42355,342.9199585,
42356,342.9855753,
42357,342.7887249,
42358,342.6246829,
42359,342.9855753,
42360,343.9370189,
42361,343.9370189,
42362,343.3136593,
42363,342.9527669,
42364,343.5105097,
42365,343.1496173,
42366,343.1824257,
42367,343.3464677,
42368,343.1496173,
42369,343.1496173,
42370,343.3464677,
