$ MCNARY_OUTFLOW.npt based on $//MCNARY_OUT/FLOW//1DAY/F0UMFE_EO40/ ; Units in metric!,
# From Crosswalk12_6_2017.DSS ; Julian Day 1 is 1899-12-31,
JDAY,FLOW
1496.000000,5644.941
1497.000000,6191.789
1498.000000,5845.803
1499.000000,6196.928
1500.000000,6209.074
1501.000000,6308.618
1502.000000,6226.361
1503.000000,7003.294
1504.000000,6633.737
1505.000000,7237.26
1506.000000,6338.785
1507.000000,6350.248
1508.000000,6531.597
1509.000000,6300.339
1510.000000,6814.794
1511.000000,7054.341
1512.000000,6554.699
1513.000000,6434.353
1514.000000,6345.834
1515.000000,6240.704
1516.000000,6029.867
1517.000000,6220.7
1518.000000,5192.037
1519.000000,5763.681
1520.000000,5163.215
1521.000000,5361.556
1522.000000,5136.845
1523.000000,5206.646
1524.000000,4796.753
1525.000000,4944.977
1526.000000,5518.609
1527.000000,5537.323
1528.000000,5773.96
1529.000000,4940.646
1530.000000,5084.064
1531.000000,4423.512
1532.000000,4636.899
1533.000000,4516.246
1534.000000,4117.956
1535.000000,3732.202
1536.000000,4864.373
1537.000000,5232.543
1538.000000,5132.622
1539.000000,5387.791
1540.000000,4971.081
1541.000000,4684.716
1542.000000,5588.25
1543.000000,5524.082
1544.000000,5878.113
1545.000000,5872.88
1546.000000,5672.359
1547.000000,5128.025
1548.000000,5609.234
1549.000000,5949.111
1550.000000,6720.805
1551.000000,6427.904
1552.000000,5687.055
1553.000000,7454.143
1554.000000,5094.464
1555.000000,5994.91
1556.000000,6461.103
1557.000000,6135.742
1558.000000,5917.972
1559.000000,5665.114
1560.000000,4928.126
1561.000000,5321.188
1562.000000,4985.919
1563.000000,4849.044
1564.000000,5316.82
1565.000000,5206.686
1566.000000,4586.81
1567.000000,4402.029
1568.000000,4582.684
1569.000000,4242.492
1570.000000,4205.479
1571.000000,4660.388
1572.000000,4611.474
1573.000000,4574.915
1574.000000,4791.375
1575.000000,4613.507
1576.000000,4693.188
1577.000000,4662.659
1578.000000,5078.966
1579.000000,5170.129
1580.000000,4695.235
1581.000000,4237.946
1582.000000,4608.166
1583.000000,5221.099
1584.000000,5275.278
1585.000000,5517.104
1586.000000,5072.706
1587.000000,5328.027
1588.000000,5305.102
1589.000000,5352.366
1590.000000,5026.062
1591.000000,4754.166
1592.000000,4463.189
1593.000000,4817.208
1594.000000,5394.794
1595.000000,5698.373
1596.000000,5581.494
1597.000000,5608.811
1598.000000,5413.955
1599.000000,5785.276
1600.000000,5730.079
1601.000000,6012.021
1602.000000,6428.332
1603.000000,6056.344
1604.000000,6078.282
1605.000000,6505.049
1606.000000,6407.213
1607.000000,6209.603
1608.000000,6467.103
1609.000000,5982.867
1610.000000,6110.374
1611.000000,5870.158
1612.000000,6118.494
1613.000000,5989.974
1614.000000,5711.06
1615.000000,5538.188
1616.000000,5875.881
1617.000000,5439.695
1618.000000,5342.298
1619.000000,5233.229
1620.000000,5021.628
1621.000000,5901.733
1622.000000,5098.755
1623.000000,5000.489
1624.000000,6047.19
1625.000000,6542
1626.000000,7148.232
1627.000000,7811.899
1628.000000,8081.188
1629.000000,6711.793
1630.000000,5143.385
1631.000000,4028.492
1632.000000,3867.427
1633.000000,3704.352
1634.000000,3800.846
1635.000000,3486.513
1636.000000,4535.812
1637.000000,4188.396
1638.000000,4562.613
1639.000000,4724.199
1640.000000,4669.681
1641.000000,4608.466
1642.000000,4914.845
1643.000000,4860.377
1644.000000,4844.981
1645.000000,4719.518
1646.000000,4470.304
1647.000000,4584.181
1648.000000,4636.609
1649.000000,4554.832
1650.000000,4443.519
1651.000000,4707.919
1652.000000,3998.572
1653.000000,3518.161
1654.000000,3578.258
1655.000000,4012.081
1656.000000,4557.427
1657.000000,4245.641
1658.000000,4397.299
1659.000000,4217.691
1660.000000,4218.942
1661.000000,4460.846
1662.000000,4371.155
1663.000000,4511.333
1664.000000,4273.653
1665.000000,4069.433
1666.000000,3881.704
1667.000000,4121.845
1668.000000,4138.925
1669.000000,4080.804
1670.000000,4026.794
1671.000000,4362.025
1672.000000,4519.575
1673.000000,4331.325
1674.000000,4690.525
1675.000000,3886.451
1676.000000,3935.717
1677.000000,4035.673
1678.000000,4134.078
1679.000000,4178.294
1680.000000,4444.219
1681.000000,4629.867
1682.000000,3940.057
1683.000000,4287.887
1684.000000,4108.043
1685.000000,4297.493
1686.000000,4023.698
1687.000000,4072.877
1688.000000,3915.172
1689.000000,4192.245
1690.000000,4256.263
1691.000000,4338.217
1692.000000,4545.024
1693.000000,4550.354
1694.000000,4199.56
1695.000000,4390.86
1696.000000,4604.811
1697.000000,4412.241
1698.000000,4569.345
1699.000000,4139.288
1700.000000,4444.283
1701.000000,4088.351
1702.000000,3378.772
1703.000000,3103.472
1704.000000,3368.54
1705.000000,3410.177
1706.000000,2766.065
1707.000000,2942.949
1708.000000,3038.186
1709.000000,2726.355
1710.000000,2360.781
1711.000000,2090.929
1712.000000,2672.789
1713.000000,2651.433
1714.000000,2817.985
1715.000000,2816.641
1716.000000,2943.771
1717.000000,2408.662
1718.000000,2705.37
1719.000000,2866.539
1720.000000,3297.763
1721.000000,2892.298
1722.000000,2745.718
1723.000000,2730.992
1724.000000,2130.431
1725.000000,2506.632
1726.000000,2586.918
1727.000000,2855.29
1728.000000,3406.136
1729.000000,3238.989
1730.000000,2868.789
1731.000000,2588.571
1732.000000,2740.48
1733.000000,3080.323
1734.000000,3130.416
1735.000000,3113.317
1736.000000,3154.59
1737.000000,2698.111
1738.000000,2798.837
1739.000000,2947.031
1740.000000,3381.653
1741.000000,3573.265
1742.000000,3305.689
1743.000000,3085.581
1744.000000,2845.005
1745.000000,2267.875
1746.000000,2093.193
1747.000000,2338.221
1748.000000,2608.285
1749.000000,3018.983
1750.000000,2947.063
1751.000000,3296.127
1752.000000,2458.827
1753.000000,2534.725
1754.000000,2676.405
1755.000000,2521.12
1756.000000,2790.085
1757.000000,2834.899
1758.000000,2939.327
1759.000000,3074.449
1760.000000,2817.601
1761.000000,3030.098
1762.000000,3060.978
1763.000000,3050.962
1764.000000,2650.229
1765.000000,2802.34
1766.000000,2675.694
1767.000000,2884.375
1768.000000,3036.801
1769.000000,3285.161
1770.000000,2752.549
1771.000000,3018.683
1772.000000,3496.008
1773.000000,2969.221
1774.000000,3047.004
1775.000000,3506.568
1776.000000,3121.087
1777.000000,3166.177
1778.000000,3232.685
1779.000000,3342.105
1780.000000,3276.292
1781.000000,3298.01
1782.000000,3675.596
1783.000000,3760.034
1784.000000,4057.88
1785.000000,3439.478
1786.000000,3778.254
1787.000000,3882.933
1788.000000,3878.438
1789.000000,3456.792
1790.000000,3515.321
1791.000000,3301.635
1792.000000,3494.562
1793.000000,3607.977
1794.000000,4015.895
1795.000000,3906.617
1796.000000,3788.427
1797.000000,3184.477
1798.000000,3448.286
1799.000000,3224.56
1800.000000,3077.601
1801.000000,3382.058
1802.000000,3370.414
1803.000000,3174.75
1804.000000,3530.14
1805.000000,4121.349
1806.000000,4308.935
1807.000000,4404.506
1808.000000,3185.584
1809.000000,3351.293
1810.000000,3473.279
1811.000000,3122.621
1812.000000,3897.613
1813.000000,3199.304
1814.000000,4018.448
1815.000000,3524.151
1816.000000,3792.565
1817.000000,3291.411
1818.000000,3105.623
1819.000000,2950.015
1820.000000,3189.196
1821.000000,3060.387
1822.000000,3155.087
1823.000000,3099.185
1824.000000,3632.67
1825.000000,3947.667
1826.000000,3918.539
1827.000000,3497.382
