$ HERO 2011 2017-11-15 by 1_CWMS_weather_station_read_plot_v3.py<6 hours of missing data was deleted, >=6 hours missing data filled with PSCW_2011_2015_met.csv,,,,,
CWMS paths:, HERO.Temp-Air.Inst.0.0.MIXED-REV, HERO.Temp-DewPoint.Inst.0.0.MIXED-REV, HERO.Speed-Wind.Ave.15Minutes.15Minutes.MIXED-REV, HERO.Dir-Wind.Inst.0.0.MIXED-REV, PSCW.%-CloudCover.Inst.1Hour.0.METAR-COMPUTED-REV,JDY.Pres-Air.Inst.1Hour.0.GOES-REV; fill with linTrend of JHAW
JDAY, TAIR_C, TDEW_C, WIND_ms, PHI_rad, CLOUD_0_10,BP_mmHg
1.000000,-9.7,-10.97,0.37,2.64,0,761.178769
1.041670,-10.78,-12.1,1.32,2.18,0,761.178769
1.083330,-11.12,-12.36,1.85,2.21,0,761.178769
1.125000,-10.58,-12.08,0.81,2.44,0,761.178769
1.166670,-10.65,-12.33,0.97,2.26,0,762.141869
1.208330,-10.98,-12.38,0.97,2.27,0,762.141869
1.250000,-10.92,-12.32,0.63,2.48,0,763.104969
1.291670,-10.91,-12.56,0.7,2.46,0,763.104969
1.333330,-10.16,-12.1,0.82,2.11,0,764.068069
1.375000,-8.11,-10.7,1.51,2.46,0,764.068069
1.416670,-7.16,-10.02,2.46,2.31,0,764.068069
1.458330,-5.94,-9.3,1.86,2.53,0,764.068069
1.500000,-5.05,-9.1,1.14,1.47,0,764.068069
1.541670,-4.52,-9.1,1.78,0.93,0,763.104969
1.583330,-4.04,-8.95,1.56,1.54,0,763.104969
1.625000,-4.25,-8.65,2.25,2.14,0,763.104969
1.666670,-5.07,-9,2.39,2.27,0,763.104969
1.708330,-6.65,-9.17,1.52,2.12,0,763.104969
1.750000,-6.91,-9.36,0.97,2.33,0,763.104969
1.791670,-6.57,-9.14,0.98,1.97,0,764.068069
1.833330,-5.95,-9.55,1.28,1.72,0,764.068069
1.875000,-5.95,-9.78,1.25,1.9,0,764.068069
1.916670,-6.08,-9.15,0.65,1.61,0,764.068069
1.958330,-7.79,-9.2,0.64,0.71,0,764.068069
2.000000,-8.4,-9.45,0,0,0,764.068069
2.041670,-8.95,-9.86,0.11,3.89,0,764.068069
2.083330,-8.6,-9.58,0,0,2,764.068069
2.125000,-8.06,-10.02,1.51,1.5,7.5,764.068069
2.166670,-8.33,-9.83,0.62,2.81,0,764.068069
2.208330,-7.98,-9.25,1.13,2.35,0,764.068069
2.250000,-8.19,-9.4,0.81,2.79,0,765.031169
2.291670,-9.01,-10.21,0,1.57,10,765.031169
2.333330,-9.28,-10.64,0.38,1.09,10,765.031169
2.375000,-7.71,-9.22,0.8,2.55,10,765.031169
2.416670,-6.41,-9.27,2.62,2.17,2,765.994269
2.458330,-5.05,-9.05,1.52,2.35,0,765.031169
2.500000,-4.37,-9.18,1.24,1,0,765.031169
2.541670,-3.29,-8.77,1.38,2.03,0,764.068069
2.583330,-3.43,-8.56,1.68,2.07,0,764.068069
2.625000,-3.51,-8.66,1.39,1.83,0,764.068069
2.666670,-3.92,-8.16,2.04,2.1,0,764.068069
2.708330,-5.62,-8.55,2.08,2.24,0,764.068069
2.750000,-6.57,-8.92,1.51,2.21,0,764.068069
2.791670,-7.8,-9.45,1.06,2.07,0,764.068069
2.833330,-8.75,-10.17,0.89,2.01,0,764.068069
2.875000,-8.88,-10.72,0.63,0.9,0,765.031169
2.916670,-10.17,-11.44,0.79,2.29,0,765.031169
2.958330,-10.45,-11.93,1.46,2.23,0,765.031169
3.000000,-11.2,-12.55,1.13,2.22,0,765.031169
3.041670,-11.53,-12.82,1.6,2.26,0,765.031169
3.083330,-11.67,-12.77,1.55,2.13,0,765.031169
3.125000,-11.87,-13.17,1.69,2.28,0,765.031169
3.166670,-12.21,-13.56,0.28,2.27,2,765.031169
3.208330,-12.89,-14.37,1.44,2.25,0,765.031169
3.250000,-12.62,-14.02,1.56,2.21,0,765.031169
3.291670,-12.82,-14.28,1.26,2.28,0,765.994269
3.333330,-12.68,-14.27,1.02,2.26,7.5,765.994269
3.375000,-10.22,-12.11,1.2,2.45,10,766.957369
3.416670,-7.7,-10.08,0.69,6.02,0,766.957369
3.458330,-6.61,-9.09,0.68,5.63,0,766.957369
3.500000,-4.57,-7.96,0.53,6.2,0,765.994269
3.541670,-3.97,-8.11,0.78,0.35,0,765.031169
3.583330,-3.36,-8.26,0.58,0.11,0,764.068069
3.625000,-3.37,-8.19,1.1,0.62,0,764.068069
3.666670,-3.85,-7.88,2.07,1.09,0,764.068069
3.708330,-6.51,-9.1,1.62,2.16,0,765.031169
3.750000,-6.85,-9.35,1.13,2.09,0,765.031169
3.791670,-8,-9.84,1,2.46,0,765.031169
3.833330,-7.38,-9.6,0.94,1.81,0,765.994269
3.875000,-9.28,-10.36,0.84,2.56,0,765.994269
3.916670,-10.1,-10.99,0.21,2.81,0,765.994269
3.958330,-10.44,-11.71,1.7,2.23,0,765.994269
4.000000,-11.26,-12.46,1.53,2.16,0,765.031169
4.041670,-11.46,-12.69,1.23,2.21,0,765.031169
4.083330,-11.32,-12.7,1.84,2.22,0,765.031169
4.125000,-10.85,-12.15,1.25,2.51,0,765.994269
4.166670,-11.8,-13.16,1.08,2.29,0,765.031169
4.208330,-10.64,-11.92,0.16,0.72,0,765.031169
4.250000,-9.96,-11.32,0,0,0,765.031169
4.291670,-10.02,-11.38,0.26,2.4,0,765.031169
4.333330,-10.77,-11.87,1.5,2.32,2,765.031169
4.375000,-8.05,-9.81,1.58,2.53,7.5,765.031169
4.416670,-5.79,-8.15,0.83,2.97,7.5,765.031169
4.458330,-5.32,-7.63,1.89,6.26,4.4,764.068069
4.500000,-4.1,-7.78,0.36,6.2,4.4,764.068069
4.541670,-2.61,-7.6,0.83,2.04,0,763.104969
4.583330,-2.41,-7.41,0.81,2.03,0,763.104969
4.625000,-2.14,-7.64,0.17,0.51,0,763.104969
4.666670,-3.37,-6.34,1.43,0.33,0,763.104969
4.708330,-3.98,-6.9,0.11,2.39,4.4,763.104969
4.750000,-3.98,-7.28,0.37,2.55,10,763.104969
4.791670,-4.05,-7.6,0.87,2.86,10,763.104969
4.833330,-4.38,-6.36,0,0,10,763.104969
4.875000,-4.38,-7.81,0,0,10,763.104969
4.916670,-4.04,-6.61,0,0,10,763.104969
4.958330,-3.77,-6.13,0,0,10,763.104969
5.000000,-4.04,-6.38,0.67,2.44,10,763.104969
5.041670,-3.83,-5.71,0.35,2.36,10,763.104969
5.083330,-3.91,-5.52,0.76,2.61,10,763.104969
5.125000,-3.77,-5.1,0.9,0.81,10,763.104969
5.166670,-3.84,-5.36,0,0.71,10,763.104969
5.208330,-3.98,-5.27,0.76,2.32,10,763.104969
5.250000,-3.77,-5.5,0.99,2.39,10,764.068069
5.291670,-3.5,-5.81,0.73,2.52,10,764.068069
5.333330,-3.23,-5.64,0.03,4.6,10,764.068069
5.375000,-2.48,-6.4,0.44,3.38,7.5,764.068069
5.416670,-1.38,-6.38,0.17,2.03,10,765.031169
5.458330,-0.64,-6.16,0.09,2.57,2,765.031169
5.500000,-0.37,-5.86,0.84,3.91,7.5,764.068069
5.541670,0.57,-5.06,0.88,3.51,0,764.068069
5.583330,1.52,-4.47,1,2.98,2,764.068069
5.625000,1.72,-3.81,1.18,2.2,2,763.104969
5.666670,1.71,-2.82,1.12,2.29,7.5,763.104969
5.708330,1.23,-1.96,1.44,2.11,7.5,763.104969
5.750000,1.03,-1.52,1.29,2.39,2,764.068069
5.791670,0.28,-1.05,0.85,0.34,2,764.068069
5.833330,0.63,-0.75,0.41,2.8,7.5,764.068069
5.875000,0.42,-0.88,0.27,1.49,10,764.068069
5.916670,0.56,-0.45,0.68,2.12,10,764.068069
5.958330,0.7,0.15,0.93,2.82,2,764.068069
6.000000,0.02,-0.59,0.75,5.43,0,764.068069
6.041670,0.83,-0.43,1.35,0.89,7.5,763.104969
6.083330,0.08,-0.55,1.25,2.83,7.5,763.104969
6.125000,-0.25,-0.52,1.4,2,10,763.104969
6.166670,-0.05,-0.25,1.51,1.8,2,763.104969
6.208330,-0.93,-1.05,1.14,2.08,0,763.104969
6.250000,-1.2,-1.2,1.39,2.24,0,763.104969
6.291670,-0.72,-1.03,0.81,2.11,7.5,762.141869
6.333330,0.09,-0.07,1.98,1.98,10,762.141869
6.375000,1.45,1.17,0.96,2.03,2,762.141869
6.416670,4.52,2.53,0.95,1.75,7.5,763.104969
6.458330,8.33,1.94,1.14,4.76,7.5,762.141869
6.500000,7.91,2.96,0.43,6.19,4.4,762.141869
6.541670,7.22,3.18,2.14,0.7,7.5,761.178769
6.583330,7.42,3.22,1.65,1.16,4.4,761.178769
6.625000,6.8,2.59,1.37,1.51,7.5,761.178769
6.666670,5.65,3.14,1.4,1.86,7.5,760.215669
6.708330,4.21,3.03,1.9,2.18,10,760.215669
6.750000,3.4,3.08,2.59,2.46,0,760.215669
6.791670,2.51,2.51,1.13,2.07,0,760.215669
6.833330,2.04,2.04,1.54,0.4,7.5,759.252569
6.875000,2.31,2.31,0.21,4.41,4.4,759.252569
6.916670,0.96,0.96,1.21,2.41,7.5,760.215669
6.958330,0.21,0.21,0.48,4.23,4.4,760.215669
7.000000,-0.2,-0.2,0.49,1.74,10,759.252569
7.041670,-0.19,-0.19,0.97,2.45,2,759.252569
7.083330,-0.32,-0.32,0.19,2.36,10,759.252569
7.125000,-0.93,-0.93,0.72,3.15,7.5,759.252569
7.166670,-1.13,-1.13,0.82,3.64,0,758.289469
7.208330,-1,-1,0.78,2.6,0,758.289469
7.250000,-1.41,-1.41,0.65,2.07,0,758.289469
7.291670,-1,-1,0.72,2.01,0,758.289469
7.333330,-1.75,-1.75,0.92,1.74,4.4,758.289469
7.375000,-0.52,-0.52,1.98,2.3,2,758.289469
7.416670,1.45,1.45,2.25,2.52,2,758.289469
7.458330,4.58,2.88,0.41,0.33,2,757.326369
7.500000,5.73,3.65,2.28,5.61,2,756.363269
7.541670,7.57,2.34,2.96,4.67,7.5,755.400169
7.583330,7.97,4,3.51,4.22,2,755.400169
7.625000,8.37,3.45,3.7,4.48,4.4,755.400169
7.666670,8.1,2.02,2.72,4.2,10,755.400169
7.708330,8.1,1.74,3.54,4.01,10,755.400169
7.750000,7.96,3.01,3.94,4.11,10,754.437069
7.791670,8.23,4.18,6.59,4.5,10,754.437069
7.833330,8.3,4.25,7.61,4.62,10,754.437069
7.875000,7.95,3.98,8.09,4.78,4.4,754.437069
7.916670,7.2,2.92,8,4.55,0,755.400169
7.958330,5.84,1.85,7.57,4.63,0,755.400169
8.000000,4.96,0.13,8.13,4.9,0,755.400169
8.041670,3.94,-0.41,8.12,5.09,0,756.363269
8.083330,3.67,-0.69,7.84,4.97,0,757.326369
8.125000,3.53,-0.93,6.85,4.92,0,758.289469
8.166670,3.13,-1.34,5.85,4.93,0,758.289469
8.208330,3.06,-1.6,5.99,4.72,0,758.289469
8.250000,2.52,-1.47,6.5,4.76,0,758.289469
8.291670,2.59,-1.66,6.79,4.79,0,758.289469
8.333330,2.73,-1.48,6.2,4.58,0,757.326369
8.375000,3.48,-2.38,3.58,3.93,0,758.289469
8.416670,4.98,-2.07,4.72,4.33,0,758.289469
8.458330,5.72,-1.85,5.35,4.91,0,757.326369
8.500000,6.4,-1.61,7.29,5.03,0,756.363269
8.541670,6.6,-1.17,7.39,5.23,0,756.363269
8.583330,6.87,-1.07,7.47,5.1,0,756.363269
8.625000,6.73,-1.11,4.74,4.97,0,756.363269
8.666670,5.3,-1.41,5.15,5.12,0,756.363269
8.708330,4.41,-1.55,4.59,4.81,0,756.363269
8.750000,3.93,-2.02,6.09,4.84,0,756.363269
8.791670,2.92,-1.81,5.44,4.8,0,757.326369
8.833330,2.78,-1.52,5.49,4.75,0,757.326369
8.875000,2.79,-1.5,5.37,4.72,0,756.363269
8.916670,1.97,-1.62,4.23,4.53,7.5,757.326369
8.958330,2.05,-1.5,4.35,4.35,0,757.326369
9.000000,1.84,-1.8,4.31,4.34,0,757.326369
9.041670,2.12,-2,3.86,4.35,0,757.326369
9.083330,2.25,-2.02,3.35,4.5,0,757.326369
9.125000,1.91,-2.37,3.83,4.79,10,757.326369
9.166670,1.5,-2.4,2.16,4.49,0,757.326369
9.208330,0.07,-2.53,0.59,0.38,7.5,757.326369
9.250000,-0.87,-2.08,0.67,2.69,7.5,757.326369
9.291670,-0.8,-1.69,0.59,1.89,10,757.326369
9.333330,-0.6,-0.83,1.18,2.04,7.5,758.289469
9.375000,-0.12,-0.12,1.64,1.89,10,758.289469
9.416670,0.96,0.96,1.62,1.48,7.5,758.289469
9.458330,0.15,0.15,2.34,1.76,7.5,758.289469
9.500000,0.15,0.15,1.74,1.85,7.5,758.289469
9.541670,0.48,0.48,2.66,1.77,7.5,758.289469
9.583330,0.55,0.55,1.07,1.67,10,758.289469
9.625000,0.35,0.05,1.69,1.36,10,759.252569
9.666670,-0.26,-0.26,0.99,1.47,10,759.252569
9.708330,-0.66,-0.66,0,0,10,760.215669
9.750000,-0.93,-0.93,0,0,10,760.215669
9.791670,-0.87,-0.87,0,0,10,761.178769
9.833330,-0.87,-0.87,0,0,10,761.178769
9.875000,-0.72,-0.72,0,0,10,762.141869
9.916670,-1.13,-1.13,0,0,10,763.104969
9.958330,-1.34,-1.34,0,0,10,763.104969
10.000000,-1.47,-1.47,0,0,10,763.104969
10.041670,-1.47,-2.04,0,0,10,764.068069
10.083330,-1.82,-2.88,0,0,10,764.068069
10.125000,-2.63,-3.4,0.75,0.09,10,764.068069
10.166670,-2.77,-2.81,1.07,5.71,10,765.031169
10.208330,-2.83,-4.53,0.84,0.62,10,765.031169
10.250000,-3.24,-4.56,0.89,0.95,10,765.031169
10.291670,-3.45,-4.75,1.29,1.17,10,765.994269
10.333330,-3.65,-5.03,1.13,0.96,10,765.994269
10.375000,-3.51,-5.43,2.02,0.89,10,766.957369
10.416670,-2.83,-5.56,2.17,1.01,10,766.957369
10.458330,-2.22,-6.13,1.67,1.35,10,766.957369
10.500000,-2.22,-6.56,1.75,1.08,10,766.957369
10.541670,-1.53,-6.66,2.24,1.46,10,765.994269
10.583330,-1.68,-7.4,1.94,1.56,10,765.994269
10.625000,-2.22,-7.32,2.58,1.54,10,766.957369
10.666670,-3.05,-6.32,1.64,1.65,10,765.994269
10.708330,-3.93,-6.75,2,1.29,10,765.994269
10.750000,-4.33,-7.05,1.67,1.4,10,765.994269
10.791670,-3.78,-8.07,1.89,1.04,10,765.994269
10.833330,-4.26,-7.2,0.49,0.27,10,766.957369
10.875000,-3.85,-8.88,0,0.05,10,765.994269
10.916670,-3.92,-8.87,0.19,2.75,10,765.994269
10.958330,-4.4,-8.82,1.9,1.34,10,765.994269
11.000000,-4.6,-7.97,0.26,1.52,10,765.994269
11.041670,-4.6,-9.08,0.2,0.67,10,765.994269
11.083330,-5.48,-9.69,0.42,3.31,7.5,765.994269
11.125000,-6.57,-10.31,0.46,2.6,2,765.994269
11.166670,-7.73,-10.68,0.8,2.41,0,765.994269
11.208330,-8.61,-11.2,0.27,2.53,0,765.994269
11.250000,-9.02,-11.77,0.94,2.35,0,765.994269
11.291670,-9.29,-11.99,0.57,2.46,0,765.994269
11.333330,-8.54,-10.48,0.51,2.55,0,765.031169
11.375000,-7.37,-9.13,0.93,2.32,0,765.994269
11.416670,-4.99,-8.11,1.01,1.74,0,765.994269
11.458330,-4.45,-8.87,1.65,2.17,0,765.031169
11.500000,-3.43,-8.48,1.01,2.53,0,764.068069
11.541670,-2.75,-8.68,1.25,1.43,0,764.068069
11.583330,-3.37,-7.55,1.51,2.64,0,763.104969
11.625000,-3.3,-8.09,1.65,2.59,7.5,763.104969
11.666670,-3.65,-7.07,1.81,2.47,10,763.104969
11.708330,-3.58,-7.59,1.54,2.77,10,762.141869
11.750000,-3.51,-7.33,0,1.44,10,762.141869
11.791670,-3.64,-6.58,0,0,10,762.141869
11.833330,-3.37,-6.17,0.32,2.24,10,762.141869
11.875000,-3.43,-6.61,0.24,2.19,10,762.141869
11.916670,-3.3,-7.35,0,0,10,761.178769
11.958330,-3.3,-6.01,0,5.52,10,761.178769
12.000000,-3.71,-4.73,2.35,0.03,10,760.215669
12.041670,-3.57,-4.67,2.44,6.15,10,760.215669
12.083330,-3.91,-4.08,1.8,6.27,10,759.252569
12.125000,-3.98,-3.99,2.31,0.24,10,759.252569
12.166670,-3.85,-4.29,2.14,0.01,10,758.289469
12.208330,-3.91,-4.68,0.85,5.8,10,758.289469
12.250000,-3.64,-5.01,0.13,3.8,10,758.289469
12.291670,-3.5,-5.32,1.18,5.77,10,757.326369
12.333330,-3.5,-4.57,1.79,5.38,10,757.326369
12.375000,-3.16,-4.27,0.8,5.62,10,757.326369
12.416670,-2.55,-4.13,0.43,4.84,10,757.326369
12.458330,-2.42,-4.17,0.56,1.09,7.5,757.326369
12.500000,-2.07,-3.58,0.9,2.03,10,757.326369
12.541670,-1.53,-3.72,0.89,1.55,7.5,757.326369
12.583330,-1.4,-3.02,1.13,1.83,4.4,757.326369
12.625000,-1.06,-2.41,1.73,2.45,2,757.326369
12.666670,-0.72,-2,0.76,1.94,10,758.289469
12.708330,-0.38,-1.36,0.99,1.8,10,758.289469
12.750000,-0.25,-1.09,1.01,0.74,10,758.289469
12.791670,-0.25,-1.01,0.24,3.99,10,758.289469
12.833330,-0.25,-0.78,0.45,1.04,10,758.289469
12.875000,-0.18,-0.36,0.27,5.8,10,758.289469
12.916670,0.08,-0.45,0.18,2.74,10,758.289469
12.958330,0.08,0.08,0.99,5.71,10,757.326369
13.000000,0.02,-0.36,0.73,5.5,10,757.326369
13.041670,-0.18,-0.18,0.27,4.45,7.5,756.363269
13.083330,0.02,0.01,1.09,2.18,10,756.363269
13.125000,0.22,0.22,0.69,0.75,10,756.363269
13.166670,0.08,0.08,2.49,5.66,10,756.363269
13.208330,0.7,0.7,2.19,2.73,10,755.400169
13.250000,0.83,0.83,2.04,2.1,2,754.437069
13.291670,0.42,0.42,1.6,0.72,10,754.437069
13.333330,0.7,0.7,0.76,3.75,10,754.437069
13.375000,0.7,0.7,1.39,5.9,10,754.437069
13.416670,1.04,1.04,1.04,6.02,4.4,755.400169
13.458330,2.12,2.12,1.24,6.25,10,755.400169
13.500000,5.87,4.92,1.52,6.08,7.5,753.473969
13.541670,8.52,6.17,0.87,0.62,0,754.437069
13.583330,9.8,7.09,0.5,2.54,4.4,754.437069
13.625000,8.5,6.91,1.85,1.77,2,754.437069
13.666670,7.2,5.94,1.94,2.33,10,754.437069
13.708330,5.02,4.93,1.39,2.52,10,755.400169
13.750000,7.61,6.13,2.13,3.17,7.5,755.400169
13.791670,9.18,5.78,1.51,3.04,2,756.363269
13.833330,12.66,5.76,4.66,4.06,0,756.363269
13.875000,13.74,6.12,4.16,4.23,0,757.326369
13.916670,13.67,6.35,4.34,4.18,0,757.326369
13.958330,11.68,6.06,3.98,4.28,0,758.289469
14.000000,11.21,6.05,2.67,4.66,0,758.289469
14.041670,6.71,4.85,0.97,2.4,0,759.252569
14.083330,8.83,5.37,1.99,5.26,0,759.252569
14.125000,8.08,5.47,2.26,5.24,0,760.215669
14.166670,10.12,6.07,4.29,5.06,0,760.215669
14.208330,11.15,5.39,3.77,4.34,0,760.215669
14.250000,12.17,5.17,3.82,4.37,10,760.215669
14.291670,11.35,5.38,2.41,4.05,7.5,761.178769
14.333330,10.39,5.2,1.77,3.52,10,761.178769
14.375000,9.5,5.51,1.12,2.68,10,761.178769
14.416670,9.5,5.71,0.82,0.77,7.5,761.178769
14.458330,10.8,6.61,0.1,1.63,7.5,761.178769
14.500000,11.07,7.35,1.48,1.1,2,760.215669
14.541670,11.48,8.3,1.13,5.54,0,760.215669
14.583330,11.13,8.7,0.89,1.63,0,760.215669
14.625000,11.54,8.4,0.61,0.7,0,761.178769
14.666670,13.58,9.06,3.53,4.98,0,761.178769
14.708330,11.67,8.12,1.53,1.07,0,761.178769
14.750000,8.54,7.12,0.88,2.32,0,761.178769
14.791670,8.88,6.95,0.13,1.57,0,762.141869
14.833330,10.18,8.08,1.19,4.89,0,763.104969
14.875000,11.07,8.31,4.26,5.01,0,763.104969
14.916670,11.75,8.42,3.8,5.12,0,764.068069
14.958330,10.93,7.7,2.75,5.32,0,764.068069
15.000000,11.75,6.37,5.21,4.25,0,764.068069
15.041670,12.09,6.08,4.83,4.59,0,764.068069
15.083330,10.25,5.61,2.84,3.78,0,764.068069
15.125000,8.55,4.94,1.14,5.08,0,764.068069
15.166670,6.23,4.54,2.11,1.84,0,763.104969
15.208330,6.51,4.22,1.43,3.33,0,763.104969
15.250000,6.17,4.12,1.25,2.31,0,763.104969
15.291670,9.51,5.25,2.24,4.52,0,762.141869
15.333330,6.86,4.6,1.35,2.21,0,762.141869
15.375000,7.2,5.18,1.33,1.84,4.4,762.141869
15.416670,10.33,5.78,1.71,0.07,0,762.141869
15.458330,11.42,5.91,1.64,3.92,0,761.178769
15.500000,12.02,5.67,3.46,4.02,0,760.215669
15.541670,11.41,7.02,2.8,3.78,0,760.215669
15.583330,10.05,8.73,2.03,3.8,2,759.252569
15.625000,9.16,9.16,0.96,2.14,7.5,758.289469
15.666670,8.55,8.55,1,2.52,10,757.326369
15.708330,8.68,8.68,2.27,1.93,10,756.363269
15.750000,8.07,8.07,0.93,2.24,10,757.326369
15.791670,8.21,8.21,1.16,3.2,10,756.363269
15.833330,7.73,7.73,1.93,2.21,10,754.437069
15.875000,6.85,6.85,2.35,5.69,10,753.473969
15.916670,7.2,7.2,1,3.59,10,753.473969
15.958330,6.58,6.58,1.14,2.43,0,753.473969
16.000000,7.67,7.67,1.15,5.05,10,753.473969
16.041670,9.92,9.31,1.87,3.99,10,753.473969
16.083330,11.15,9.98,4.25,4.33,10,753.473969
16.125000,11.68,9.75,4.4,4.02,0,752.510869
16.166670,12.09,9.58,2.5,3.86,2,752.510869
16.208330,11.41,9.78,1.6,3.61,7.5,751.547769
16.250000,13.72,10.15,4.92,4.55,7.5,754.437069
16.291670,12.62,10.61,4.7,4.83,2,755.400169
16.333330,12.28,10.71,3.44,5.18,4.4,758.289469
16.375000,13.23,10.72,3.21,4.37,10,751.547769
16.416670,13.64,11.08,3.95,5.07,7.5,753.473969
16.458330,14.32,11.46,4.64,4.95,2,757.326369
16.500000,14.38,12.06,3.06,5.27,4.4,751.547769
16.541670,15.95,12.32,4.73,4.56,2,751.547769
16.583330,15.67,12.65,5.06,4.88,0,752.510869
16.625000,16.62,12.42,7.05,4.86,0,753.473969
16.666670,15.59,12.23,4.73,4.61,0,753.473969
16.708330,14.5,11.62,6.16,5.07,0,754.437069
16.750000,14.37,11.48,3.45,4.78,0,753.473969
16.791670,15.32,10.86,4.36,4.42,0,753.473969
16.833330,13.49,10.52,2.83,4.81,0,753.473969
16.875000,12.81,9.69,3.91,5.14,0,754.437069
16.916670,14.18,8.64,6.94,5.15,0,754.437069
16.958330,13.64,8.08,8.3,4.76,0,755.400169
17.000000,13.37,7.23,10.93,4.76,0,754.437069
17.041670,12.48,7.18,11.21,4.99,0,754.437069
17.083330,12.62,6.99,8.49,4.89,0,754.437069
17.125000,12.75,7.25,8.38,4.85,0,754.437069
17.166670,12.68,7.07,11.96,4.8,2,754.437069
17.208330,12.21,6.78,9.34,4.57,0,755.400169
17.250000,11.66,6.48,5.45,5.08,0,755.400169
17.291670,11.12,6,2.47,5.42,4.4,756.363269
17.333330,10.91,5.63,4.51,5.01,10,756.363269
17.375000,12,5.15,1.86,2.12,0,756.363269
17.416670,12.75,5.7,7.6,4.95,0,758.289469
17.458330,13.3,6.02,6.51,5.13,0,757.326369
17.500000,13.1,4.76,11.18,5.02,0,758.289469
17.541670,13.22,4.47,10.5,5.1,0,758.289469
17.583330,12.88,4.24,10.48,4.99,0,758.289469
17.625000,11.99,4.5,11.39,5.02,0,759.252569
17.666670,11.38,4.29,8.95,4.97,0,758.289469
17.708330,10.5,4.02,7.7,4.67,2,760.215669
17.750000,9.62,3.8,7.67,4.78,0,760.215669
17.791670,9.21,3.16,7.73,4.86,0,761.178769
17.833330,8.87,3.04,7.77,4.65,0,761.178769
17.875000,8.27,3.5,5.57,4.47,0,761.178769
17.916670,8,3.42,6.36,4.07,0,761.178769
17.958330,7.66,3.08,7.61,4.48,0,761.178769
18.000000,6.91,2.94,6.79,4.24,0,761.178769
18.041670,6.51,2.17,6.49,4.29,0,761.178769
18.083330,6.98,2.33,6.75,4.45,0,761.178769
18.125000,7.12,2.1,6.96,4.88,0,761.178769
18.166670,6.78,2.18,5.55,4.73,0,761.178769
18.208330,6.72,2.13,4.65,4.34,2,761.178769
18.250000,6.78,2.31,4.7,4.43,2,760.215669
18.291670,6.65,2.23,4.79,4.36,4.4,760.215669
18.333330,6.86,2.22,4.71,4.35,0,760.215669
18.375000,6.92,2.48,4.46,4.38,0,759.252569
18.416670,7.6,2.76,4.92,4.91,0,759.252569
18.458330,7.87,3.16,5,4.57,4.4,759.252569
18.500000,7.67,3.41,5.44,4.67,10,758.289469
18.541670,6.86,4.66,3.16,4.24,10,757.326369
18.583330,6.58,5.53,2.51,3.81,4.4,757.326369
18.625000,6.31,5.68,2.06,3.9,2,757.326369
18.666670,6.24,5.36,1.81,3.79,2,757.326369
18.708330,6.11,5.32,1.4,3.79,10,757.326369
18.750000,5.63,5.44,1.1,1.44,10,756.363269
18.791670,4.67,4.38,2.98,1.56,10,756.363269
18.833330,4.27,3.79,1.81,1.87,7.5,757.326369
18.875000,3.52,3.45,0.6,1.97,2,758.289469
18.916670,3.86,2.28,0.08,2.31,7.5,758.289469
18.958330,2.3,1.54,0.6,0.88,10,759.252569
19.000000,1.96,1.38,0.67,5.95,0,760.215669
19.041670,1.22,1.22,0.81,2.62,0,761.178769
19.083330,0.33,0.33,0.92,3.03,0,762.141869
19.125000,-0.33,-0.33,0.58,2.71,0,763.104969
19.166670,-1.42,-1.42,0.99,2.25,0,763.104969
19.208330,-1.56,-1.56,0.68,2.39,0,764.068069
19.250000,-1.49,-1.49,0.53,2.55,0,764.068069
19.291670,-2.51,-2.51,1.03,2.33,0,765.031169
19.333330,-2.78,-2.78,1.11,2.32,0,765.031169
19.375000,-0.93,-0.93,1.67,2.1,0,765.994269
19.416670,1.51,1.27,2.03,2.19,0,765.994269
19.458330,4.03,1.87,1.53,2.59,0,765.994269
19.500000,5.59,2.43,0.76,4.83,0,765.994269
19.541670,5.31,2.36,0.64,5.99,0,765.994269
19.583330,5.92,3,1.04,0.71,0,765.994269
19.625000,7.01,3.16,0.65,0.5,0,765.031169
19.666670,6.8,2.53,1.1,2.03,0,765.994269
19.708330,2.97,1.7,1.28,1.74,0,766.957369
19.750000,1.75,0.87,1.93,2.23,0,766.957369
19.791670,0.67,0.33,1.41,2.18,0,766.957369
19.833330,0.06,-0.41,1.52,2.46,0,767.920469
19.875000,-0.54,-0.54,0.99,2.3,0,767.920469
19.916670,-1.56,-1.56,0.77,2.28,0,767.920469
19.958330,-0.67,-1.14,0.39,4.58,0,767.920469
20.000000,-1.82,-1.82,0.65,2.58,0,767.920469
20.041670,-2.3,-2.33,0.69,2.19,0,766.957369
20.083330,-3.32,-3.36,1.39,2.09,0,766.957369
20.125000,-2.63,-2.7,1.16,2.53,0,766.957369
20.166670,-2.84,-2.99,1.37,2.3,0,765.994269
20.208330,-2.7,-2.77,1.1,2.23,0,765.994269
20.250000,-2.91,-3.15,1.47,2.18,0,765.994269
20.291670,-0.86,-1.14,0.46,3.52,0,765.031169
20.333330,-0.18,-0.22,0.4,2.66,0,765.031169
20.375000,0.7,0.5,0.77,2.83,4.4,765.031169
20.416670,2,1.31,1.16,3.29,4.4,765.031169
20.458330,2.95,1.2,2.68,3.64,7.5,764.068069
20.500000,3.96,0.57,1.68,4,10,763.104969
