$JDA Elev-Tailwater CBT-REV [m => ft NAVD88],,
CY 2011-2015,,12/31/2010
JDAY,ElevFT,
41927,163.4645714,
41928,163.5531541,
41929,163.4252013,
41930,162.9461987,
41931,162.9363562,
41932,163.1857,
41933,163.494099,
41934,163.3038102,
41935,163.3956738,
41936,163.2152276,
41937,163.2545976,
41938,163.3333378,
41939,163.1561724,
41940,163.2447551,
41941,163.6942302,
41942,163.4842564,
41943,163.4055163,
41944,163.3956738,
41945,163.5433116,
41946,163.4744139,
41947,163.2939677,
41948,163.7762512,
41949,163.3563037,
41950,163.6056475,
41951,163.5531541,
41952,163.6843877,
41953,163.7959362,
41954,163.5859625,
41955,163.8451488,
41956,163.8254638,
41957,163.6450176,
41958,163.595805,
41959,163.8746764,
41960,164.2060412,
41961,163.9632591,
41962,163.5662774,
41963,163.4350438,
41964,163.2742827,
41965,163.3234953,
41966,163.5433116,
41967,163.6253326,
41968,163.4448864,
41969,163.4547289,
41970,163.6351751,
41971,163.61549,
41972,163.904204,
41973,164.1535478,
41974,164.1437053,
41975,164.1437053,
41976,163.7434428,
41977,163.923889,
41978,163.9632591,
41979,163.7336003,
41980,163.6647026,
41981,163.7860937,
41982,163.8353063,
41983,164.1338628,
41984,163.8746764,
41985,163.7860937,
41986,163.8057788,
41987,163.8451488,
41988,163.8943614,
41989,164.1338628,
41990,163.7631278,
41991,164.1961987,
41992,164.0452801,
41993,164.4357,
41994,164.2749389,
41995,164.5734953,
41996,163.9763824,
41997,164.1437053,
41998,164.0649651,
41999,164.2257263,
42000,164.2650964,
42001,164.314309,
42002,164.0846502,
42003,164.4947552,
42004,164.7736266,
42005,164.5242827,
42006,164.4258575,
42007,164.3832066,
42008,164.8556476,
42009,164.3832066,
42010,164.1437053,
42011,164.4553851,
42012,164.4750701,
42013,164.6456738,
42014,164.7736266,
42015,164.9442302,
42016,164.6653588,
42017,164.6358313,
42018,164.4455426,
42019,164.5538103,
42020,164.6456738,
42021,164.9442302,
42022,164.1863562,
42023,164.6456738,
42024,165.0262512,
42025,165.2460675,
42026,165.1640465,
42027,164.9245452,
42028,164.5833378,
42029,164.5931804,
42030,164.845805,
42031,164.8753326,
42032,164.9048602,
42033,165.0656213,
42034,164.7736266,
42035,164.9147027,
42036,165.0262512,
42037,165.2132591,
42038,165.3444927,
42039,165.2263825,
42040,165.6955426,
42041,165.3346502,
42042,165.5544665,
42043,165.7152276,
42044,165.0951489,
42045,165.7742828,
42046,166.0236266,
42047,166.4238891,
42048,166.1253326,
42049,165.9842565,
42050,166.0859626,
42051,166.4435741,
42052,165.8563038,
42053,165.8234954,
42054,165.4757263,
42055,165.9645715,
42056,165.3740203,
42057,165.4954114,
42058,165.7939678,
42059,165.6561725,
42060,165.5052539,
42061,165.173889,
42062,165.3937053,
42063,164.9245452,
42064,164.7736266,
42065,164.8031541,
42066,164.4553851,
42067,164.9245452,
42068,165.0557788,
42069,165.1640465,
42070,164.5734953,
42071,164.5341252,
42072,163.8549914,
42073,164.025595,
42074,164.6555163,
42075,164.4455426,
42076,164.2257263,
42077,163.9337315,
42078,163.8353063,
42079,164.7834691,
42080,164.4455426,
42081,164.6850439,
42082,165.2263825,
42083,164.7047289,
42084,164.763784,
42085,165.2263825,
42086,165.0131279,
42087,164.9245452,
42088,165.3641778,
42089,165.1935741,
42090,165.544624,
42091,165.4232329,
42092,165.7053851,
42093,165.4461988,
42094,165.4560413,
42095,164.4061725,
42096,165.3838628,
42097,165.5544665,
42098,165.3937053,
42099,165.236225,
42100,165.1640465,
42101,165.0853064,
42102,164.9836003,
42103,164.5636528,
42104,163.9763824,
42105,163.7959362,
42106,164.2158838,
42107,164.4357,
42108,164.1732328,
42109,163.4842564,
42110,163.8943614,
42111,163.6942302,
42112,163.494099,
42113,164.1863562,
42114,163.904204,
42115,163.8353063,
42116,163.943574,
42117,164.1633903,
42118,163.9632591,
42119,164.0157525,
42120,164.0846502,
42121,164.353679,
42122,163.9534166,
42123,163.9763824,
42124,163.4842564,
42125,163.7860937,
42126,164.2749389,
42127,163.9632591,
42128,164.2060412,
42129,164.0157525,
42130,164.4258575,
42131,164.0649651,
42132,164.0748076,
42133,163.8353063,
42134,163.6056475,
42135,163.6253326,
42136,164.1141777,
42137,164.3733641,
42138,164.5931804,
42139,164.4750701,
42140,164.2650964,
42141,164.1437053,
42142,164.8654901,
42143,164.5538103,
42144,164.3241515,
42145,164.6752014,
42146,164.6948864,
42147,165.0262512,
42148,165.2854376,
42149,164.7736266,
42150,164.9540728,
42151,164.8851751,
42152,164.6456738,
42153,164.39633,
42154,164.1535478,
42155,164.9442302,
42156,164.8031541,
42157,164.6752014,
42158,164.5931804,
42159,164.7539415,
42160,164.5931804,
42161,164.2847814,
42162,164.3832066,
42163,164.3438365,
42164,164.4455426,
42165,164.0748076,
42166,164.2847814,
42167,163.8549914,
42168,163.5039415,
42169,163.6253326,
42170,163.9763824,
42171,163.986225,
42172,163.4350438,
42173,163.0150963,
42174,163.595805,
42175,163.6056475,
42176,163.6942302,
42177,163.6942302,
42178,163.4744139,
42179,163.9763824,
42180,163.8845189,
42181,163.7434428,
42182,163.923889,
42183,163.4744139,
42184,163.9763824,
42185,163.7434428,
42186,163.6253326,
42187,163.8943614,
42188,163.923889,
42189,163.8648339,
42190,163.6351751,
42191,163.7860937,
42192,164.025595,
42193,163.4350438,
42194,163.8746764,
42195,163.7040727,
42196,163.2841252,
42197,163.3136528,
42198,163.5039415,
42199,163.57612,
42200,163.3759887,
42201,163.2644402,
42202,163.5236265,
42203,163.6745452,
42204,163.5433116,
42205,163.9534166,
42206,163.8549914,
42207,163.3431803,
42208,163.7434428,
42209,163.61549,
42210,163.61549,
42211,163.8549914,
42212,163.5039415,
42213,163.513784,
42214,163.7434428,
42215,163.5859625,
42216,163.7860937,
42217,163.3333378,
42218,163.5859625,
42219,163.7139152,
42220,163.4448864,
42221,163.494099,
42222,164.1043352,
42223,163.8549914,
42224,163.3956738,
42225,163.5531541,
42226,163.1758575,
42227,163.7040727,
42228,163.7040727,
42229,163.6056475,
42230,163.533469,
42231,163.8648339,
42232,163.9632591,
42233,163.4055163,
42234,163.7139152,
42235,163.6450176,
42236,163.8845189,
42237,163.8353063,
42238,163.7040727,
42239,163.9534166,
42240,164.025595,
42241,163.8353063,
42242,163.6351751,
42243,163.57612,
42244,163.4744139,
42245,162.9461987,
42246,163.61549,
42247,163.7959362,
42248,163.7532853,
42249,163.8648339,
42250,163.6548601,
42251,163.5236265,
42252,163.205385,
42253,163.3431803,
42254,163.5531541,
42255,163.5236265,
42256,163.3956738,
42257,163.3661462,
42258,163.3858312,
42259,163.2349126,
42260,163.1758575,
42261,163.494099,
42262,163.3136528,
42263,163.513784,
42264,163.5662774,
42265,163.513784,
42266,163.2742827,
42267,163.4350438,
42268,163.7139152,
42269,163.6548601,
42270,163.6942302,
42271,163.57612,
42272,163.4153588,
42273,163.1758575,
42274,163.4547289,
42275,163.7532853,
42276,163.3956738,
42277,163.3858312,
42278,163.2152276,
42279,163.2742827,
42280,162.8937052,
42281,163.0249388,
42282,163.4645714,
42283,163.3759887,
42284,163.2349126,
42285,163.4350438,
42286,163.3563037,
42287,163.123364,
42288,162.9232328,
42289,163.4744139,
42290,163.5039415,
42291,163.6450176,
42292,163.2841252,
42293,163.2349126,
42294,163.0347814,
42295,163.0544664,
42296,163.2349126,
42297,163.4252013,
42298,163.2545976,
42299,163.3858312,
42300,163.3234953,
42301,163.3431803,
42302,163.166015,
42303,163.3234953,
42304,163.0938365,
42305,162.9855688,
42306,163.2644402,
42307,163.4645714,
42308,163.123364,
42309,163.1857,
42310,163.1857,
42311,163.3563037,
42312,163.3333378,
42313,163.7762512,
42314,163.8746764,
42315,163.6253326,
42316,163.5433116,
42317,163.6745452,
42318,163.4055163,
42319,163.5859625,
42320,163.205385,
42321,163.4055163,
42322,163.5236265,
42323,164.0157525,
42324,163.7631278,
42325,164.1141777,
42326,163.9960675,
42327,163.5531541,
42328,163.5531541,
42329,163.4252013,
42330,163.904204,
42331,164.1141777,
42332,163.595805,
42333,163.2152276,
42334,163.4645714,
42335,163.923889,
42336,163.8254638,
42337,164.1141777,
42338,163.57612,
42339,163.8057788,
42340,163.6745452,
42341,163.4645714,
42342,163.3759887,
42343,163.5531541,
42344,163.7040727,
42345,163.4153588,
42346,163.5859625,
42347,163.8943614,
42348,164.3044664,
42349,164.5734953,
42350,163.8451488,
42351,164.0551226,
42352,163.6647026,
42353,163.6942302,
42354,164.0846502,
42355,163.8845189,
42356,163.6647026,
42357,163.6056475,
42358,164.2355688,
42359,164.2257263,
42360,163.3431803,
42361,163.5531541,
42362,163.5236265,
42363,163.5039415,
42364,163.6056475,
42365,163.7860937,
42366,163.57612,
42367,163.6351751,
42368,164.0452801,
42369,164.0452801,
