$Lake Roosevelt Model year 2011-2015,,,
Constituent input file for Columbia River (usbc of branch 1),,,
jday,N2,DO,
1241,21.81,13.34,
1242,22,13.49,
1243,21.9,13.35,
1244,21.92,13.34,
1245,21.66,13.23,
1246,22.01,13.45,
1247,22.27,13.59,
1248,22.36,13.65,
1249,22.31,13.64,
1250,21.91,13.37,
1251,21.86,13.36,
1252,21.8,13.23,
1253,21.62,13.12,
1254,21.55,13.08,
1255,21.41,13.02,
1256,21.04,12.77,
1257,20.81,12.64,
1258,20.55,12.47,
1259,20.51,12.48,
1260,20.18,12.31,
1261,20.24,12.34,
1262,20.26,12.38,
1263,20.19,12.31,
1264,20.5,12.47,
1265,20.58,12.58,
1266,20.91,12.79,
1267,20.9,12.75,
1268,20.92,12.71,
1269,20.61,12.55,
1270,20.51,12.48,
1271,20.11,12.25,
1272,20.12,12.27,
1273,19.88,12.09,
1274,19.46,11.89,
1275,19.51,11.9,
1276,19.73,12.02,
1277,19.88,12.1,
1278,19.83,12.08,
1279,19.54,11.91,
1280,19.31,11.8,
1281,19.25,11.66,
1282,19.18,11.66,
1283,19.09,11.58,
1284,18.74,11.4,
1285,18.15,11.02,
1286,17.84,10.85,
1287,18.09,10.96,
1288,17.43,10.54,
1289,17.11,10.35,
1290,17.62,10.67,
1291,17.62,10.7,
1292,17.49,10.65,
1293,17.34,10.53,
1294,17.31,10.48,
1295,17.3,10.49,
1296,16.98,10.29,
1297,16.52,10.02,
1298,16.49,9.951,
1299,16.39,9.914,
1300,16.56,10.05,
1301,16.43,9.969,
1302,17.09,10.38,
1303,17.14,10.43,
1304,16.65,10.1,
1305,16.57,10.05,
1306,16.53,10.03,
1307,16.51,10.01,
1308,16.52,9.999,
1309,16.53,10.01,
1310,16.68,10.1,
1311,16.55,10.06,
1312,16.66,10.12,
1313,16.75,10.21,
1314,16.66,10.1,
1315,16.68,10.1,
1316,16.7,10.13,
1317,16.87,10.22,
1318,16.3,9.857,
1319,16.21,9.788,
1320,16.13,9.758,
1321,16.21,9.889,
1322,16.19,9.827,
1323,16.56,10.1,
1324,16.53,10.08,
1325,16.53,10.11,
1326,16.27,9.91,
1327,16.07,9.762,
1328,15.95,9.701,
1329,15.76,9.554,
1330,15.78,9.547,
1331,15.98,9.702,
1332,15.56,9.416,
1333,15.71,9.511,
1334,15.91,9.64,
1335,15.96,9.675,
1336,16.23,9.842,
1337,16.21,9.831,
1338,15.83,9.564,
1339,15.68,9.455,
1340,15.81,9.563,
1341,15.79,9.526,
1342,15.75,9.545,
1343,15.79,9.551,
1344,15.68,9.477,
1345,15.78,9.533,
1346,15.89,9.613,
1347,15.86,9.564,
1348,15.74,9.503,
1349,15.45,9.308,
1350,15.77,9.494,
1351,15.86,9.541,
1352,15.98,9.626,
1353,16,9.649,
1354,16.11,9.717,
1355,16.12,9.735,
1356,16.15,9.787,
1357,16.1,9.766,
1358,16,9.73,
1359,15.9,9.633,
1360,16.13,9.758,
1361,16.21,9.819,
1362,16.07,9.768,
1363,15.98,9.748,
1364,16.3,9.933,
1365,16.4,9.963,
1366,16.48,10.01,
1367,16.55,10.05,
1368,16.56,10.04,
1369,16.55,10.03,
1370,16.4,9.91,
1371,16.34,9.876,
1372,16.22,9.779,
1373,16.29,9.848,
1374,16.44,9.954,
1375,16.5,10,
1376,16.55,10.06,
1377,16.56,10.05,
1378,16.56,10.05,
1379,16.62,10.07,
1380,16.66,10.1,
1381,16.65,10.08,
1382,16.75,10.14,
1383,16.77,10.15,
1384,16.71,10.15,
1385,16.75,10.17,
1386,16.77,10.16,
1387,16.78,10.2,
1388,16.93,10.3,
1389,17.11,10.4,
1390,17.13,10.44,
1391,17.89,10.87,
1392,17.14,10.45,
1393,17.22,10.46,
1394,17.56,10.68,
1395,17.46,10.66,
1396,17.37,10.57,
1397,17.46,10.6,
1398,17.49,10.65,
1399,17.63,10.75,
1400,17.88,10.91,
1401,17.78,10.88,
1402,17.7,10.77,
1403,17.63,10.74,
1404,17.6,10.75,
1405,17.46,10.66,
1406,17.6,10.76,
1407,17.5,10.69,
1408,17.68,10.78,
1409,17.89,10.92,
1410,17.82,10.86,
1411,17.69,10.78,
1412,17.98,10.94,
1413,18.22,11.1,
1414,18.32,11.17,
1415,18.28,11.16,
1416,18.21,11.11,
1417,18.29,11.17,
1418,18.4,11.24,
1419,18.59,11.38,
1420,18.65,11.42,
1421,18.71,11.47,
1422,18.86,11.58,
1423,18.77,11.53,
1424,18.72,11.51,
1425,18.76,11.53,
1426,19.4,11.97,
1427,19.94,12.32,
1428,19.63,12.1,
1429,19.48,11.99,
1430,19.43,11.96,
1431,20.16,12.44,
1432,19.81,12.21,
1433,19.88,12.26,
1434,19.91,12.29,
1435,20.31,12.56,
1436,20.22,12.5,
1437,19.27,11.91,
1438,19.5,12.08,
1439,19.69,12.2,
1440,19.93,12.36,
1441,20.11,12.49,
1442,20.07,12.47,
1443,19.97,12.4,
1444,19.79,12.25,
1445,19.92,12.32,
1446,20.12,12.45,
1447,20.04,12.4,
1448,20.03,12.41,
1449,20.08,12.45,
1450,20.25,12.55,
1451,20.17,12.5,
1452,20.03,12.42,
1453,20.1,12.46,
1454,20.33,12.61,
1455,20.21,12.53,
1456,20.09,12.45,
1457,20.34,12.62,
1458,20.33,12.62,
1459,20.01,12.42,
1460,20.04,12.41,
1461,20.06,12.44,
1462,20.25,12.57,
1463,20.42,12.7,
1464,20.42,12.71,
1465,20.32,12.65,
1466,20.49,12.79,
1467,20.48,12.81,
1468,20.59,12.9,
1469,20.67,12.95,
1470,20.82,13.04,
1471,20.62,12.87,
1472,20.35,12.68,
1473,20.23,12.59,
1474,20.4,12.72,
1475,20.4,12.72,
1476,20.65,12.87,
1477,20.82,12.99,
1478,20.82,13,
1479,20.93,13.07,
1480,20.62,12.85,
1481,20.48,12.77,
1482,20.41,12.72,
1483,20.31,12.63,
1484,20.47,12.78,
1485,20.8,13,
1486,20.69,12.92,
1487,20.58,12.84,
1488,20.59,12.84,
1489,20.33,12.67,
1490,20.47,12.76,
1491,20.52,12.77,
1492,20.45,12.73,
1493,20.51,12.76,
1494,20.63,12.85,
1495,20.58,12.82,
1496,20.59,12.82,
1497,20.69,12.89,
1498,20.78,12.97,
1499,20.78,12.99,
1500,20.7,12.93,
1501,20.84,13.02,
1502,21.34,13.33,
1503,21.92,13.68,
1504,22.5,14.02,
1505,22.09,13.76,
1506,22.58,14.06,
1507,22.69,14.09,
1508,22.82,14.17,
1509,22.36,13.87,
1510,22,13.65,
1511,21.74,13.51,
1512,22.01,13.68,
1513,21.84,13.57,
1514,21.58,13.39,
1515,21.54,13.38,
1516,21.92,13.62,
1517,21.43,13.32,
1518,22.08,13.73,
1519,21.88,13.61,
1520,21.52,13.38,
1521,21.22,13.18,
1522,21.01,13.05,
1523,20.77,12.91,
1524,20.7,12.85,
1525,20.68,12.85,
1526,20.64,12.83,
1527,20.65,12.85,
1528,20.76,12.92,
1529,20.73,12.9,
1530,20.76,12.91,
1531,20.77,12.91,
1532,20.55,12.8,
1533,20.56,12.76,
1534,20.59,12.79,
1535,20.47,12.71,
1536,20.31,12.62,
1537,20.48,12.71,
1538,20.4,12.68,
1539,20.25,12.55,
1540,20.66,12.83,
1541,20.69,12.86,
1542,20.85,12.92,
1543,21.2,13.15,
1544,20.95,12.98,
1545,20.76,12.85,
1546,20.79,12.88,
1547,21.27,13.19,
1548,21.37,13.28,
1549,21.33,13.19,
1550,21.28,13.18,
1551,21.21,13.11,
1552,21.32,13.13,
1553,20.86,12.86,
1554,20.85,12.83,
1555,20.38,12.56,
1556,20.53,12.65,
1557,20.37,12.54,
1558,20.35,12.56,
1559,20.69,12.76,
1560,20.75,12.77,
1561,20.92,12.88,
1562,20.42,12.57,
1563,20.07,12.33,
1564,20.28,12.46,
1565,20.22,12.45,
1566,20.32,12.49,
1567,20.35,12.5,
1568,20.42,12.56,
1569,20.3,12.46,
1570,20.43,12.53,
1571,20.3,12.46,
1572,20.02,12.3,
1573,19.68,12.07,
1574,19.5,11.92,
1575,19.45,11.92,
1576,19.28,11.8,
1577,19.16,11.74,
1578,19.05,11.66,
1579,19.17,11.75,
1580,19.09,11.7,
1581,19.2,11.73,
1582,19.33,11.85,
1583,19.38,11.83,
1584,19.14,11.68,
1585,19.18,11.71,
1586,19.07,11.65,
1587,18.78,11.46,
1588,19.01,11.6,
1589,18.84,11.48,
1590,18.79,11.45,
1591,18.73,11.42,
1592,18.66,11.37,
1593,18.94,11.55,
1594,19.05,11.67,
1595,19.01,11.66,
1596,19.13,11.71,
1597,19.02,11.63,
1598,18.63,11.43,
1599,18.69,11.43,
1600,18.64,11.36,
1601,18.68,11.38,
1602,18.88,11.51,
1603,19.01,11.58,
1604,18.42,11.24,
1605,18.36,11.16,
1606,18.31,11.2,
1607,17.96,10.94,
1608,18.13,11.06,
1609,17.97,10.95,
1610,18.13,11.07,
1611,18.09,11.05,
1612,18.4,11.26,
1613,18.11,11.06,
1614,18.16,11.11,
1615,18.3,11.19,
1616,18.56,11.35,
1617,18.64,11.38,
1618,18.11,11.04,
1619,18.02,10.99,
1620,17.99,10.98,
1621,18.11,11.01,
1622,18.14,11.03,
1623,17.71,10.75,
1624,17.47,10.56,
1625,17.25,10.39,
1626,17.34,10.47,
1627,17.3,10.46,
1628,17.38,10.51,
1629,17.39,10.55,
1630,17.64,10.67,
1631,17.7,10.74,
1632,17.47,10.54,
1633,17.28,10.43,
1634,17.28,10.45,
1635,17.15,10.38,
1636,17.48,10.6,
1637,17.47,10.61,
1638,17.39,10.55,
1639,17.44,10.59,
1640,17.54,10.67,
1641,17.29,10.52,
1642,17.22,10.48,
1643,17.3,10.49,
1644,17.38,10.51,
1645,17.24,10.45,
1646,17.15,10.38,
1647,17.34,10.41,
1648,17.02,10.26,
1649,17.31,10.49,
1650,17.44,10.58,
1651,17.62,10.66,
1652,17.35,10.52,
1653,17.28,10.51,
1654,17.02,10.34,
1655,17.28,10.49,
1656,17.3,10.51,
1657,17.23,10.42,
1658,17,10.26,
1659,16.73,10.07,
1660,16.64,10.03,
1661,16.68,10.08,
1662,17.01,10.29,
1663,17.15,10.36,
1664,17.4,10.49,
1665,16.8,10.14,
1666,16.4,9.892,
1667,16.44,9.951,
1668,16.2,9.803,
1669,16.03,9.694,
1670,16.13,9.734,
1671,16.15,9.764,
1672,16.2,9.773,
1673,16.33,9.843,
1674,16.43,9.903,
1675,16.57,9.988,
1676,16.4,9.91,
1677,16.41,9.975,
1678,16.58,10.03,
1679,16.55,9.996,
1680,16.12,9.714,
1681,16.38,9.875,
1682,16.48,9.952,
1683,16.64,10.1,
1684,16.74,10.22,
1685,16.71,10.11,
1686,16.71,10.11,
1687,16.61,10.05,
1688,16.43,9.948,
1689,16.64,10.12,
1690,16.2,9.776,
1691,16.23,9.783,
1692,16.37,9.883,
1693,16.46,9.936,
1694,16.35,9.885,
1695,16.46,9.95,
1696,16.41,9.878,
1697,16.49,9.941,
1698,16.62,10.05,
1699,16.58,10.01,
1700,16.44,9.939,
1701,16.46,9.953,
1702,16.61,10.07,
1703,16.5,10.01,
1704,16.59,10.06,
1705,16.93,10.3,
1706,17.19,10.45,
1707,17.32,10.48,
1708,16.83,10.18,
1709,16.54,10.02,
1710,16.35,9.92,
1711,16.33,9.877,
1712,16.3,9.871,
1713,16.69,10.15,
1714,16.74,10.17,
1715,16.66,10.12,
1716,16.62,10.09,
1717,16.69,10.12,
1718,16.64,10.05,
1719,16.62,10.08,
1720,16.6,10.05,
1721,16.69,10.09,
1722,17.05,10.35,
1723,17.13,10.4,
1724,17.38,10.59,
1725,17.25,10.52,
1726,17.29,10.48,
1727,16.98,10.28,
1728,16.73,10.11,
1729,16.94,10.25,
1730,16.87,10.25,
1731,16.87,10.19,
1732,16.58,10.02,
1733,16.65,10.06,
1734,16.66,10.07,
1735,16.48,9.966,
1736,16.46,9.97,
1737,16.46,10.03,
1738,16.64,10.09,
1739,16.64,10.08,
1740,16.51,10,
1741,16.51,10.02,
1742,16.4,9.997,
1743,16.43,10.01,
1744,16.75,10.21,
1745,16.8,10.2,
1746,16.54,10.01,
1747,16.56,10.03,
1748,16.69,10.12,
1749,16.77,10.16,
1750,16.77,10.16,
1751,16.73,10.14,
1752,16.86,10.23,
1753,16.89,10.31,
1754,16.77,10.24,
1755,16.85,10.22,
1756,17.07,10.36,
1757,17.14,10.4,
1758,17.03,10.32,
1759,17,10.32,
1760,17.15,10.42,
1761,17.04,10.38,
1762,17.15,10.43,
1763,17.12,10.43,
1764,17.27,10.52,
1765,17.25,10.53,
1766,17.36,10.59,
1767,17.3,10.53,
1768,17.39,10.59,
1769,17.43,10.59,
1770,17.31,10.53,
1771,17.3,10.53,
1772,17.48,10.65,
1773,17.64,10.78,
1774,18.14,11.12,
1775,17.75,10.82,
1776,17.71,10.81,
1777,17.62,10.74,
1778,17.9,10.96,
1779,18,11.04,
1780,18.25,11.2,
1781,17.89,10.93,
1782,18.21,11.15,
1783,18.1,11.04,
1784,18.22,11.15,
1785,18.06,11.04,
1786,18.2,11.13,
1787,18.38,11.24,
1788,18.57,11.37,
1789,18.53,11.37,
1790,18.44,11.31,
1791,18.34,11.24,
1792,18.47,11.33,
1793,18.54,11.37,
1794,18.61,11.42,
1795,18.75,11.52,
1796,18.81,11.55,
1797,18.98,11.68,
1798,19.09,11.76,
1799,19.01,11.71,
1800,18.93,11.68,
1801,19.28,11.91,
1802,19.22,11.85,
1803,19.17,11.82,
1804,19.62,12.14,
1805,19.85,12.26,
1806,19.61,12.14,
1807,19.82,12.27,
1808,19.98,12.37,
1809,19.63,12.14,
1810,19.44,11.98,
1811,19.44,11.99,
1812,19.55,12.04,
1813,19.76,12.2,
1814,19.61,12.12,
1815,19.82,12.26,
1816,20.06,12.42,
1817,19.82,12.25,
1818,19.85,12.26,
1819,19.7,12.18,
1820,19.5,12.05,
1821,19.45,12.02,
1822,19.54,12.1,
1823,19.61,12.16,
1824,19.51,12.07,
1825,19.41,11.99,
1826,19.32,11.95,
1827,19.44,12.01,
