$USGS 12399500 - Columbia River at International Boundary   1/1/2011-12/31/2015,,
,,
JDAY,QIN,
370.375,2474.89005994671,
370.385416666664,2503.20687985456,
370.395833333336,2531.52369976242,
370.40625,2562.67220166106,
370.416666666664,2590.98902156892,
370.427083333336,2616.47415948599,
370.4375,2641.95929740306,
370.447916666664,2661.78107133856,
370.458333333336,2678.77116328328,
370.46875,2695.76125522799,
370.479166666664,2707.08798319114,
370.489583333336,2721.24639314506,
370.5,2732.57312110821,
370.510416666664,2738.23648508978,
370.520833333336,2746.73153106214,
370.53125,2749.56321305292,
370.541666666664,2755.22657703449,
370.552083333336,2755.22657703449,
370.5625,2755.22657703449,
370.572916666664,2755.22657703449,
370.583333333336,2755.22657703449,
370.59375,2755.22657703449,
370.604166666664,2755.22657703449,
370.614583333336,2755.22657703449,
370.625,2755.22657703449,
370.635416666664,2755.22657703449,
370.645833333336,2755.22657703449,
370.65625,2755.22657703449,
370.666666666664,2755.22657703449,
370.677083333336,2766.55330499764,
370.6875,2789.20676092392,
370.697916666664,2809.02853485942,
370.708333333336,2811.86021685021,
370.71875,2809.02853485942,
370.729166666664,2803.36517087785,
370.739583333336,2797.70180689628,
370.75,2797.70180689628,
370.760416666664,2792.03844291471,
370.770833333336,2792.03844291471,
370.78125,2789.20676092392,
370.791666666664,2792.03844291471,
370.802083333336,2792.03844291471,
370.8125,2783.54339694235,
370.822916666664,2777.88003296078,
370.833333333336,2769.38498698842,
370.84375,2766.55330499764,
370.854166666664,2763.72162300685,
370.864583333336,2760.88994101606,
370.875,2758.05825902528,
370.885416666664,2755.22657703449,
370.895833333336,2752.39489504371,
370.90625,2752.39489504371,
370.916666666664,2752.39489504371,
370.927083333336,2752.39489504371,
370.9375,2752.39489504371,
370.947916666664,2752.39489504371,
370.958333333336,2752.39489504371,
370.96875,2732.57312110821,
370.979166666664,2687.26620925564,
370.989583333336,2627.80088744914,
371,2568.33556564264,
371.010416666664,2506.03856184535,
371.020833333336,2452.23660402042,
371.03125,2401.26632818628,
371.041666666664,2355.95941633371,
371.052083333336,2316.31586846271,
371.0625,2282.33568457328,
371.072916666664,2254.01886466542,
371.083333333336,2228.53372674835,
371.09375,2211.54363480364,
