$Branch 8 water balance flow
 
JDAY,QDT,
 182.000,  -6.193,
 183.000,  -6.193,
 184.000,  -5.856,
 185.000,  -6.962,
 186.000,  -6.145,
 187.000,  -6.915,
 188.000,  -7.683,
 189.000,  -5.132,
 190.000,  -0.600,
 191.000,  -2.097,
 192.000,  -4.726,
 193.000,  -6.366,
 194.000,  -6.948,
 195.000,  -4.682,
 196.000,  -1.285,
 197.000,  -0.582,
 198.000,   0.000,
 199.000,   0.000,
 200.000,   0.000,
 201.000,   0.000,
 202.000,   0.000,
 203.000,  -0.839,
 204.000,  -0.839,
 205.000,  -0.839,
 206.000,  -0.717,
 207.000,   0.122,
 208.000,   1.286,
 209.000,   1.286,
 210.000,   1.164,
 211.000,   1.164,
 212.000,   0.000,
 213.000,  -0.151,
 214.000,  -0.151,
 215.000,  -0.151,
 216.000,   1.987,
 217.000,   2.043,
 218.000,   2.043,
 219.000,  -3.959,
 220.000,  -9.061,
 221.000,  -8.966,
 222.000, -10.496,
 223.000,  -4.494,
 224.000,  -1.530,
 225.000,  -1.013,
 226.000,   0.517,
 227.000,  -2.056,
 228.000,  -2.056,
 229.000,  -4.639,
 230.000,  -4.639,
 231.000,  -2.946,
 232.000,  -4.793,
 233.000,  -4.968,
 234.000,  -8.547,
 235.000,  -8.255,
 236.000,  -5.667,
 237.000,  -3.427,
 238.000,   0.153,
 239.000,   2.566,
 240.000,   3.490,
 241.000,   3.436,
 242.000,   3.436,
 243.000,   1.610,
 244.000,  -0.054,
 245.000,   3.577,
 246.000,   5.016,
 247.000,   6.654,
 248.000,   6.479,
 249.000,  -1.851,
 250.000,  -3.291,
 251.000,  -4.929,
 252.000,  -1.093,
 253.000,   3.661,
 254.000,   3.215,
 255.000,   3.412,
 256.000,  -0.385,
 257.000,  -0.287,
 258.000,   0.159,
 259.000,  -0.038,
 260.000,   1.459,
 261.000,   1.362,
 262.000,   1.362,
 263.000,  -0.989,
 264.000,  -2.351,
 265.000,  -3.857,
 266.000,  -3.857,
 267.000,   1.941,
 268.000,   1.941,
 269.000,   3.446,
 270.000,   3.446,
 271.000,   0.000,
 272.000,   0.000,
 273.000,   0.231,
 274.000,   5.562,
 275.000,   4.985,
 276.000,   4.985,
 277.000,   4.753,
 278.000,  -2.328,
 279.000,  -3.420,
 280.000,  -3.801,
 281.000,  -3.517,
 282.000,  -1.766,
 283.000,  -1.894,
 284.000,  -3.789,
 285.000,  -4.074,
 286.000,  -3.984,
 287.000,  -0.509,
 288.000,   1.767,
 289.000,   1.767,
 290.000,   1.677,
 291.000,   0.000,
 292.000,   0.000,
 293.000,   2.549,
 294.000,   2.711,
 295.000,   2.711,
 296.000,   2.711,
 297.000,  -6.684,
 298.000,  -6.847,
 299.000,  -5.394,
 300.000,  -5.394,
 301.000,   3.130,
 302.000,   8.163,
 303.000,   6.711,
 304.000,  -0.265,
 305.000,  -1.943,
 306.000,  -6.976,
 307.000,  -5.180,
 308.000,   1.692,
 309.000,   1.692,
 310.000,   1.590,
 311.000,  -0.205,
 312.000,  -4.835,
 313.000,  -4.835,
 314.000,  -5.399,
 315.000,  -4.178,
 316.000,   2.125,
 317.000,   2.125,
 318.000,   0.505,
 319.000,  -0.716,
 320.000,  -2.286,
 321.000,  -2.425,
 322.000,  -0.780,
 323.000,  -2.771,
 324.000,  -1.987,
 325.000,  -0.969,
 326.000,   2.469,
 327.000,   4.460,
 328.000,   1.238,
 329.000,  -2.053,
 330.000, -10.591,
 331.000, -14.197,
 332.000, -14.156,
 333.000, -11.253,
 334.000,  -5.513,
 335.000,  -1.907,
 336.000,   0.490,
 337.000,  -0.479,
 338.000,  -2.251,
 339.000,  -4.673,
 340.000,  -4.570,
 341.000,  -4.091,
 342.000,  -1.686,
 343.000,   0.736,
 344.000,   0.634,
 345.000,   0.634,
 346.000,   0.000,
 347.000,   0.815,
 348.000,   3.242,
 349.000,   3.242,
 350.000,   2.424,
 351.000,   1.610,
 352.000,  -0.818,
 353.000,  -2.001,
 354.000,  -3.907,
 355.000,  -7.048,
 356.000,  -7.861,
 357.000,  -6.678,
 358.000,  -3.954,
 359.000,   0.110,
 360.000,   0.593,
 361.000,   0.593,
 362.000,   0.593,
 363.000,   0.364,
 364.000,   0.695,
 365.000,   2.893,
 366.000,   2.893,
 367.000,   2.198,
 368.000,  -0.869,
 369.000,  -4.451,
 370.000,  -7.426,
 371.000,  -7.426,
 372.000,  -2.586,
 373.000,  -1.202,
 374.000,   1.773,
 375.000,  -0.681,
 376.000,  -5.416,
 377.000,  -5.416,
 378.000,  -4.845,
 379.000,  -2.390,
 380.000,   0.572,
 381.000,   0.572,
 382.000,   0.134,
 383.000,   0.134,
 384.000,   0.932,
 385.000,   1.954,
 386.000,   1.820,
 387.000,   0.754,
 388.000,  -0.044,
 389.000,  -1.066,
 390.000,  -3.115,
 391.000,  -6.030,
 392.000,  -6.030,
 393.000,  -6.030,
 394.000,  -3.981,
 395.000,   0.000,
 396.000,   0.000,
 397.000,   0.618,
 398.000,   2.104,
 399.000,   4.542,
 400.000,   4.542,
 401.000,   3.924,
 402.000,  -5.054,
 403.000,  -7.492,
 404.000,  -8.712,
 405.000, -10.422,
 406.000,  -1.253,
 407.000,   1.829,
 408.000,   3.049,
 409.000,   4.759,
 410.000,   2.660,
 411.000,  -0.422,
 412.000,  -3.799,
 413.000,  -3.557,
 414.000,   0.726,
 415.000,   0.726,
 416.000,  -0.735,
 417.000,  -0.977,
 418.000,  -1.559,
 419.000,  -1.559,
 420.000,   3.544,
 421.000,   8.272,
 422.000,   4.814,
 423.000,   4.814,
 424.000,   0.028,
 425.000,  -4.701,
 426.000,  -6.970,
 427.000,  -6.970,
 428.000,   1.238,
 429.000,   1.238,
 430.000,  -1.975,
 431.000,  -5.263,
 432.000,  -9.287,
 433.000,  -8.937,
 434.000,  -2.132,
 435.000,   1.156,
 436.000,   1.493,
 437.000,   1.143,
 438.000,   0.000,
 439.000,   0.000,
 440.000,   0.000,
 441.000,   0.000,
 442.000,   0.000,
 443.000,   0.000,
 444.000,  -4.969,
 445.000,  -9.210,
 446.000,  -9.210,
 447.000,  -9.210,
 448.000,  -5.619,
 449.000,  -2.191,
 450.000,  -2.309,
 451.000,  -2.697,
 452.000,  -2.470,
 453.000,  -1.532,
 454.000,  -1.883,
 455.000,  -1.495,
 456.000,   0.630,
 457.000,   0.504,
 458.000,   0.974,
 459.000,   0.974,
 460.000,   0.000,
 461.000,  -2.143,
 462.000,  -2.628,
 463.000,  -4.053,
 464.000,  -6.974,
 465.000,  -8.951,
 466.000,  -8.680,
 467.000,  -6.884,
 468.000,  -4.469,
 469.000,  -0.320,
 470.000,  -0.107,
 471.000,  -0.478,
 472.000,   0.028,
 473.000,   0.000,
 474.000,   1.271,
 475.000,   1.271,
 476.000,   1.271,
 477.000,   1.271,
 478.000,   0.000,
 479.000,   0.000,
 480.000,   5.412,
 481.000,  13.858,
 482.000,  21.489,
 483.000,  27.693,
 484.000,  21.677,
 485.000,   2.643,
 486.000,  -4.988,
 487.000, -10.931,
 488.000, -11.582,
 489.000,  -0.995,
 490.000,  -0.995,
 491.000,  -2.001,
 492.000,  -1.406,
 493.000,  -1.977,
 494.000,  -2.438,
 495.000,  -1.694,
 496.000,  -1.032,
 497.000,   1.454,
 498.000,   1.916,
 499.000,   1.916,
 500.000,   2.462,
 501.000,   4.434,
 502.000,   4.434,
 503.000,   6.730,
 504.000,   5.871,
 505.000,   1.201,
 506.000,   1.201,
 507.000,  -1.096,
 508.000,   6.006,
 509.000,   6.788,
 510.000,   2.528,
 511.000,   2.859,
 512.000,  -3.187,
 513.000,  -3.187,
 514.000,   6.021,
 515.000,   5.690,
 516.000,   4.041,
 517.000,   4.041,
 518.000,   0.547,
 519.000,   0.547,
 520.000,   6.510,
 521.000,   8.986,
 522.000,   7.532,
 523.000,   6.424,
 524.000,  -2.425,
 525.000,  -5.932,
 526.000,  -4.677,
 527.000,  -4.615,
 528.000,  -2.788,
 529.000,  -3.707,
 530.000,  -4.963,
 531.000,  -3.917,
 532.000,  -3.037,
 533.000,  -1.086,
 534.000,  -1.086,
 535.000,  -2.549,
 536.000,  -3.026,
 537.000,  -9.859,
 538.000, -12.418,
 539.000, -10.955,
 540.000, -13.409,
 541.000,  -8.636,
 542.000, -19.774,
 543.000, -19.774,
 544.000, -18.040,
 545.000, -20.708,
 546.000,  -9.001,
 547.000,  -9.001,
 548.000, -10.419,
 549.000, -11.008,
 550.000, -15.462,
 551.000, -16.462,
 552.000, -17.756,
 553.000, -13.142,
 554.000,  -8.027,
 555.000, -11.952,
 556.000, -10.008,
 557.000, -11.700,
 558.000, -10.838,
 559.000, -13.524,
 560.000, -13.715,
 561.000, -11.461,
 562.000, -15.417,
 563.000,  -7.806,
 564.000,  -7.792,
 565.000, -10.659,
 566.000,  -8.953,
 567.000, -14.453,
 568.000, -13.232,
 569.000, -16.580,
 570.000, -15.178,
 571.000, -12.778,
 572.000, -12.900,
 573.000,  -6.886,
 574.000, -10.591,
 575.000,  -9.400,
 576.000, -12.776,
 577.000, -17.160,
 578.000, -14.285,
 579.000, -15.407,
 580.000, -11.905,
 581.000, -11.027,
 582.000, -11.959,
 583.000, -11.528,
 584.000, -12.417,
 585.000,  -9.167,
 586.000,  -7.736,
 587.000,  -6.269,
 588.000,  -5.436,
 589.000,  -4.837,
 590.000,  -5.976,
 591.000,  -5.033,
 592.000,  -3.207,
 593.000,  -3.539,
 594.000,  -4.893,
 595.000,  -6.962,
 596.000,  -7.412,
 597.000,  -7.081,
 598.000,  -7.975,
 599.000, -10.314,
 600.000, -10.736,
 601.000,  -8.762,
 602.000,  -3.727,
 603.000,   1.210,
 604.000,   1.816,
 605.000,  -1.851,
 606.000,  -3.753,
 607.000,  -7.481,
 608.000,  -6.984,
 609.000,   1.948,
 610.000,   3.850,
 611.000,   5.943,
 612.000,  -3.949,
 613.000, -11.188,
 614.000,  -8.538,
 615.000,  -7.242,
 616.000,   2.650,
 617.000,   2.650,
 618.000,  -2.362,
 619.000,  -5.387,
 620.000,  -5.387,
 621.000, -10.715,
 622.000,  -8.353,
 623.000,  -8.134,
 624.000,  -7.212,
 625.000,  -1.884,
 626.000,  -9.108,
 627.000,  -8.986,
 628.000, -10.561,
 629.000, -11.551,
 630.000,  -4.327,
 631.000,  -0.555,
 632.000,  -0.052,
 633.000,   0.938,
 634.000,  -2.163,
 635.000,  -8.445,
 636.000,  -8.295,
 637.000,  -5.110,
 638.000,  -2.008,
 639.000,  -2.114,
 640.000,  -2.114,
 641.000,  -5.299,
 642.000,  -3.756,
 643.000,   1.664,
 644.000,   1.664,
 645.000,   3.529,
 646.000,   2.602,
 647.000,   2.480,
 648.000,   2.938,
 649.000,   1.074,
 650.000,   0.458,
 651.000,   1.996,
 652.000,   1.538,
 653.000,   0.659,
 654.000,   1.216,
 655.000,  -0.322,
 656.000,   0.555,
 657.000,   3.884,
 658.000,   7.493,
 659.000,   7.493,
 660.000,   5.472,
 661.000,   3.023,
 662.000,  -7.721,
 663.000,  -7.721,
 664.000,  -6.577,
 665.000,  -6.577,
 666.000,   2.661,
 667.000,   2.661,
 668.000,  -0.121,
 669.000,  -0.121,
 670.000,  -2.782,
 671.000,  -4.093,
 672.000,  -1.311,
 673.000,  -1.311,
 674.000,  -2.751,
 675.000,  -4.212,
 676.000,  -4.212,
 677.000,  -5.353,
 678.000,  -6.699,
 679.000,  -6.421,
 680.000,  -4.427,
 681.000,  -3.285,
 682.000,   0.632,
 683.000,   3.125,
 684.000,  -0.860,
 685.000,  -5.821,
 686.000,  -6.952,
 687.000,  -6.952,
 688.000,  -3.238,
 689.000,   4.751,
 690.000,   4.751,
 691.000,   4.751,
 692.000,   3.296,
 693.000,  -0.412,
 694.000,  -0.412,
 695.000,  -0.412,
 696.000,  -2.904,
 697.000,  -3.528,
 698.000,  -3.528,
 699.000,  -3.528,
 700.000,  -3.291,
 701.000,  -0.842,
 702.000,   2.471,
 703.000,   4.249,
 704.000,   6.237,
 705.000,   5.091,
 706.000,  -1.734,
 707.000,  -4.452,
 708.000,  -5.807,
 709.000,  -6.465,
 710.000,  -4.623,
 711.000,  -6.570,
 712.000,  -7.503,
 713.000,  -6.845,
 714.000,  -6.204,
 715.000,  -3.316,
 716.000,  -1.029,
 717.000,  -1.029,
 718.000,   1.090,
 719.000,   1.019,
 720.000,   1.019,
 721.000,   1.019,
 722.000,  -0.071,
 723.000,   2.743,
 724.000,   2.482,
 725.000,  -2.702,
 726.000,  -2.702,
 727.000,  -6.131,
 728.000,  -5.870,
 729.000,  -7.165,
 730.000,  -7.277,
 731.000, -10.215,
 732.000, -15.281,
 733.000, -14.631,
 734.000, -16.139,
 735.000, -11.728,
 736.000,  -4.515,
 737.000,   3.403,
 738.000,   5.023,
 739.000,   7.272,
 740.000,   4.739,
 741.000,   2.650,
 742.000,  -0.507,
 743.000,  -3.543,
 744.000,  -5.334,
 745.000,  -5.334,
 746.000,  -2.177,
 747.000,  -4.603,
 748.000,  -3.377,
 749.000,  -4.722,
 750.000,  -4.500,
 751.000,  -2.432,
 752.000,  -1.481,
 753.000,  -1.863,
 754.000,  -2.085,
 755.000,   1.503,
 756.000,   4.276,
 757.000,   8.894,
 758.000,   8.894,
 759.000,   5.731,
 760.000,   5.178,
 761.000,   4.940,
 762.000,   4.367,
 763.000,   4.451,
 764.000,   4.448,
 765.000,   1.795,
 766.000,   0.346,
 767.000,  -3.252,
 768.000,  -6.609,
 769.000,  -8.283,
 770.000,  -6.262,
 771.000,  -4.309,
 772.000,  -3.723,
 773.000,  -2.941,
 774.000,  -3.035,
 775.000,  -7.719,
 776.000, -21.124,
 777.000, -33.586,
 778.000, -43.526,
 779.000, -47.766,
 780.000, -43.881,
 781.000, -41.170,
 782.000, -29.865,
 783.000, -14.816,
 784.000,  -3.113,
 785.000,  13.103,
 786.000,  11.832,
 787.000,   4.220,
 788.000,   0.343,
 789.000,  -4.775,
 790.000,  -3.232,
 791.000,   2.829,
 792.000,   7.098,
 793.000,   6.643,
 794.000,   1.752,
 795.000,  -1.327,
 796.000,  -3.348,
 797.000,  -3.348,
 798.000,   3.335,
 799.000,  11.097,
 800.000,  11.097,
 801.000,  11.097,
 802.000,   3.192,
 803.000,  -4.569,
 804.000,  -4.319,
 805.000,  -2.042,
 806.000,   6.932,
 807.000,   6.932,
 808.000,   4.921,
 809.000,   2.643,
 810.000,  -1.762,
 811.000,  -0.106,
 812.000,   3.026,
 813.000,   7.167,
 814.000,   7.167,
 815.000,   0.494,
 816.000,  -6.025,
 817.000, -13.371,
 818.000, -13.284,
 819.000,  -6.772,
 820.000,  -1.624,
 821.000,   1.581,
 822.000,   1.493,
 823.000,  -0.609,
 824.000,  -0.609,
 825.000,  -0.609,
 826.000,  -0.609,
 827.000,   8.310,
 828.000,   8.310,
 829.000,   3.495,
 830.000,  -1.080,
 831.000, -11.620,
 832.000, -13.778,
 833.000,  -8.740,
 834.000,  -4.165,
 835.000,  -1.934,
 836.000,  -1.838,
 837.000,  -3.524,
 838.000,  -4.159,
 839.000,  -2.645,
 840.000,   2.569,
 841.000,   3.487,
 842.000,   1.844,
 843.000,  -3.871,
 844.000,  -6.646,
 845.000,  -5.008,
 846.000,  -2.867,
 847.000,   1.889,
 848.000,   1.512,
 849.000,   0.419,
 850.000,   0.555,
 851.000,   0.000,
 852.000,   0.109,
 853.000,   0.334,
 854.000,   0.398,
 855.000,   0.398,
 856.000,   0.289,
 857.000,   0.782,
 858.000,   3.700,
 859.000,   3.158,
 860.000,   3.158,
 861.000,   3.088,
 862.000,   8.536,
 863.000,  13.029,
 864.000,  16.361,
 865.000,  20.254,
 866.000,  11.340,
 867.000,   6.732,
 868.000,   3.400,
 869.000,  -1.140,
 870.000,  -0.656,
 871.000,  -0.032,
 872.000,  -0.032,
 873.000,  -0.032,
 874.000,  -0.032,
 875.000,  -1.552,
 876.000,  -2.645,
 877.000,  -4.425,
 878.000,  -3.746,
 879.000,  -0.275,
 880.000,   8.895,
 881.000,  10.675,
 882.000,   8.180,
 883.000,   4.599,
 884.000,  -3.478,
 885.000,  -5.101,
 886.000,  -3.285,
 887.000,  -1.623,
 888.000,   0.534,
 889.000,   5.039,
 890.000,   5.504,
 891.000,   5.491,
 892.000,  -3.925,
 893.000, -11.422,
 894.000, -16.431,
 895.000, -16.445,
 896.000, -10.881,
 897.000,  -5.255,
 898.000,  -1.839,
 899.000,  -1.812,
 900.000,  -0.116,
 901.000,   0.461,
 902.000,   1.589,
 903.000,  -1.775,
 904.000,  -3.494,
 905.000,  -4.283,
 906.000,  -4.283,
 907.000,  -2.350,
 908.000,  -5.238,
 909.000,  -8.848,
 910.000, -10.466,
 911.000,  -8.852,
 912.000,  -4.245,
 913.000,  -1.884,
 914.000,  -2.550,
 915.000,  -2.732,
 916.000,  -2.732,
 917.000,  -3.220,
 918.000,  -0.936,
 919.000,  -0.936,
 920.000,   1.054,
 921.000,   1.990,
 922.000,  -1.626,
 923.000,  -3.324,
 924.000,  -5.915,
 925.000, -11.748,
 926.000,  -9.024,
 927.000,  -6.924,
 928.000,  -7.813,
 929.000,  -4.223,
 930.000,  -3.519,
 931.000,  -3.922,
 932.000,  -2.099,
 933.000,   0.031,
 934.000,  -3.669,
 935.000,  -8.508,
 936.000, -10.205,
 937.000, -10.092,
 938.000,  -4.311,
 939.000,   0.528,
 940.000,   1.892,
 941.000,  -0.712,
 942.000,  -6.593,
 943.000,  -6.593,
 944.000,  -6.828,
 945.000,  -4.224,
 946.000,  -2.652,
 947.000,  -2.901,
 948.000,  -2.471,
 949.000,  -2.471,
 950.000,  -1.568,
 951.000,  -1.319,
 952.000,  -0.917,
 953.000,  -0.917,
 954.000,   0.597,
 955.000,  -0.449,
 956.000,  -4.329,
 957.000,  -5.190,
 958.000,  -7.706,
 959.000,  -6.501,
 960.000,  -0.061,
 961.000,   0.800,
 962.000,   1.814,
 963.000,   1.718,
 964.000,  -2.151,
 965.000,  -1.373,
 966.000,   0.828,
 967.000,   0.765,
 968.000,   1.477,
 969.000,  -2.907,
 970.000,  -3.606,
 971.000,  -5.857,
 972.000,  -5.857,
 973.000,  -2.251,
 974.000,  -0.658,
 975.000,   1.592,
 976.000,   1.592,
 977.000,   1.592,
 978.000,  -2.175,
 979.000,  -2.033,
 980.000,  -2.033,
 981.000,  -2.033,
 982.000,   0.141,
 983.000,   0.145,
 984.000,  -0.175,
 985.000,  -0.788,
 986.000,  -0.788,
 987.000,  -0.932,
 988.000,  -1.640,
 989.000,  -1.027,
 990.000,  -0.780,
 991.000,  -0.780,
 992.000,   2.511,
 993.000,   3.102,
 994.000,   2.854,
 995.000,  -3.457,
 996.000,  -5.720,
 997.000,  -6.030,
 998.000,  -6.286,
 999.000,  -0.829,
1000.000,  -2.848,
1001.000,  -1.392,
1002.000,  -1.136,
1003.000,  -0.357,
1004.000,   1.663,
1005.000,  -0.075,
1006.000,  -0.075,
1007.000,  -0.678,
1008.000,   0.244,
1009.000,  -0.210,
1010.000,  -0.210,
1011.000,   0.713,
1012.000,  -2.587,
1013.000,  -1.133,
1014.000,  -1.133,
1015.000,   1.191,
1016.000,   3.323,
1017.000,   1.551,
1018.000,  -2.264,
1019.000,  -6.475,
1020.000,  -6.293,
1021.000,  -8.113,
1022.000,  -4.156,
1023.000,  -2.148,
1024.000,  -0.305,
1025.000,   2.287,
1026.000,   2.598,
1027.000,   1.631,
1028.000,  -0.148,
1029.000,  -0.045,
1030.000,  -0.729,
1031.000,  -0.209,
1032.000,  -3.744,
1033.000,  -6.537,
1034.000,  -4.857,
1035.000,  -5.137,
1036.000,  -1.603,
1037.000,   1.088,
1038.000,  -1.521,
1039.000,  -3.490,
1040.000,  -7.343,
1041.000,  -6.458,
1042.000,  -3.976,
1043.000,  -2.292,
1044.000,  -0.129,
1045.000,  -1.721,
1046.000,  -3.044,
1047.000,  -2.397,
1048.000,  -4.897,
1049.000,  -4.751,
1050.000,  -6.325,
1051.000,  -5.482,
1052.000,  -1.292,
1053.000,   1.058,
1054.000,   2.632,
1055.000,   1.690,
1056.000,   1.738,
1057.000,  -0.561,
1058.000,  -0.548,
1059.000,  -1.658,
1060.000,  -1.706,
1061.000,  -1.196,
1062.000,  -3.322,
1063.000,  -2.112,
1064.000,  -1.947,
1065.000,  -0.199,
1066.000,   1.914,
1067.000,   6.218,
1068.000,   7.017,
1069.000,   4.815,
1070.000,   4.815,
1071.000,  -1.224,
1072.000,  -6.720,
1073.000,  -6.267,
1074.000,  -6.267,
1075.000,  -9.444,
1076.000,  -4.912,
1077.000,  -4.912,
1078.000,  -4.912,
1079.000,   3.074,
1080.000,   3.074,
1081.000,   3.074,
1082.000,   1.189,
1083.000,  -5.351,
1084.000,  -5.351,
1085.000,  -5.939,
1086.000,  -3.719,
1087.000,  -0.252,
1088.000,  -0.994,
1089.000,  -0.407,
1090.000,  -1.736,
1091.000,  -1.736,
1092.000,  -4.635,
1093.000,  -4.635,
1094.000,  -3.641,
1095.000,  -3.641,
1096.000,   1.481,
1097.000,   1.481,
1098.000,  -2.202,
1099.000,  -6.713,
1100.000,  -6.975,
1101.000,  -6.975,
1102.000,  -3.291,
1103.000,   0.344,
1104.000,  -0.876,
1105.000,  -0.876,
1106.000,   1.043,
1107.000,   2.814,
1108.000,   2.814,
1109.000,   2.814,
1110.000,   0.895,
1111.000,   0.000,
1112.000,  -3.889,
1113.000,  -3.889,
1114.000,  -3.467,
1115.000,  -3.644,
1116.000,  -2.554,
1117.000,  -2.554,
1118.000,  -3.568,
1119.000,  -3.391,
1120.000,   1.540,
1121.000,   1.540,
1122.000,   2.132,
1123.000,   2.132,
1124.000,   0.000,
1125.000,  -1.294,
1126.000,  -1.294,
1127.000,   0.290,
1128.000,   0.290,
1129.000,   1.584,
1130.000,  -1.740,
1131.000,  -7.133,
1132.000, -12.771,
1133.000, -12.771,
1134.000,  -9.446,
1135.000,  -5.638,
1136.000,   2.796,
1137.000,   4.488,
1138.000,   4.488,
1139.000,   6.942,
1140.000,   6.950,
1141.000,   5.258,
1142.000,   5.258,
1143.000,   8.702,
1144.000,   5.899,
1145.000,   0.521,
1146.000,   0.521,
1147.000,  -7.193,
1148.000,  -4.977,
1149.000,   9.094,
1150.000,   9.094,
1151.000,  10.910,
1152.000,   8.695,
1153.000,  -2.548,
1154.000,  -2.548,
1155.000,  -2.548,
1156.000,  -1.533,
1157.000,   2.823,
1158.000,   2.823,
1159.000,  -0.320,
1160.000,  -1.335,
1161.000,  -4.382,
1162.000,  -6.080,
1163.000,  -2.937,
1164.000,   2.814,
1165.000,   4.054,
1166.000,   5.751,
1167.000,   4.305,
1168.000,  -1.446,
1169.000,  -1.446,
1170.000,  -3.058,
1171.000,  -2.895,
1172.000,  -4.083,
1173.000,  -5.529,
1174.000,  -4.687,
1175.000,  -3.405,
1176.000,  -3.404,
1177.000,  -3.848,
1178.000,  -3.077,
1179.000,  -3.077,
1180.000,  -1.890,
1181.000,  -3.867,
1182.000,  -4.911,
1183.000,  -4.911,
1184.000,  -4.911,
1185.000,  -1.044,
1186.000,  -2.289,
1187.000,  -2.289,
1188.000,  -4.118,
1189.000,  -3.550,
1190.000,  -1.785,
1191.000,  -3.279,
1192.000,  -1.428,
1193.000,  -1.910,
1194.000,  -0.971,
1195.000,   3.340,
1196.000,   3.318,
1197.000,   1.833,
1198.000,  -0.212,
1199.000,  -3.028,
1200.000,  -3.028,
1201.000,  -4.870,
1202.000,  -3.607,
1203.000,  -3.607,
1204.000,  -4.270,
1205.000,  -3.544,
1206.000,  -2.769,
1207.000,  -4.125,
