$Spokane River at Long Lake (USGS 12433000)   1/1/2011 - 12/31/2015,,
,,
JDAY,QIN,
1057,100.807878871971,
1058,94.295010293164,
1059,110.152429441564,
1060,101.940551668285,
1061,99.6752060756569,
1062,102.223719867364,
1063,94.0118420940855,
1064,105.338570057228,
1065,93.1623374968497,
1066,107.887083848935,
1067,103.639560862757,
1068,124.027671196414,
1069,126.8593531872,
1070,147.247463520857,
1071,127.992025983514,
1072,148.66330451625,
1073,139.318753946657,
1074,146.114790724542,
1075,151.494986507035,
1076,143.283108733757,
1077,148.946472715328,
1078,147.530631719935,
1079,142.999940534678,
1080,138.7524175485,
1081,146.6811271227,
1082,148.946472715328,
1083,146.6811271227,
1084,138.7524175485,
1085,143.849445131914,
1086,140.451426742971,
1087,137.053408354028,
1088,137.336576553107,
1089,134.221726363242,
1090,137.619744752185,
1091,141.017763141128,
1092,127.992025983514,
1093,129.691035177985,
1094,121.195989205628,
1095,119.213811812078,
1096,126.293016789043,
1097,127.42,
1098,107.6,
1099,99.1,
1100,110.43,
1101,121.76,
1102,101.94,
1103,138.75,
1104,147.24,
1105,155.74,
1106,147.24,
1107,150.07,
1108,150.07,
1109,172.73,
1110,172.73,
1111,172.73,
1112,172.73,
1113,172.73,
1114,172.73,
1115,172.73,
1116,169.9,
1117,169.9,
1118,169.9,
1119,169.9,
1120,169.9,
1121,169.9,
1122,141.58,
1123,130.25,
1124,121.76,
1125,116.09,
1126,124.59,
1127,116.09,
1128,101.94,
1129,110.43,
1130,101.94,
1131,101.94,
1132,104.77,
1133,101.94,
1134,93.44,
1135,116.09,
1136,99.1,
1137,87.78,
1138,87.78,
1139,124.59,
1140,101.94,
1141,127.42,
1142,169.9,
1143,152.91,
1144,147.24,
1145,169.9,
1146,169.9,
1147,141.58,
1148,169.9,
1149,169.9,
1150,169.9,
1151,169.9,
1152,169.9,
1153,169.9,
1154,158.57,
1155,133.08,
1156,110.43,
1157,169.9,
1158,152.91,
1159,133.08,
1160,169.9,
1161,181.22,
1162,311.48,
1163,331.3,
1164,385.1,
1164.95833333,402.09,
1165.95833333,504.04,
1166.95833333,518.19,
1167.95833333,538.02,
1168.95833333,543.68,
1169.95833333,690.93,
1170.95833333,744.73,
1171.95833333,710.75,
1172.95833333,702.25,
1173.95833333,673.94,
1174.95833333,665.44,
1175.95833333,631.46,
1176.95833333,603.14,
1177.95833333,566.33,
1178.95833333,555.01,
1179.95833333,523.86,
1180.95833333,484.21,
1181.95833333,472.89,
1182.95833333,441.74,
1183.95833333,447.4,
1184.95833333,427.58,
1185.95833333,450.23,
1186.95833333,450.23,
1187.95833333,455.9,
1188.95833333,470.06,
1189.95833333,461.56,
1190.95833333,450.23,
1191.95833333,450.23,
1192.95833333,438.91,
1193.95833333,438.91,
1194.95833333,464.39,
1195.95833333,464.39,
1196.9583333,444.57,
1197.9583333,509.7,
1198.9583333,504.04,
1199.9583333,509.7,
1200.9583333,518.19,
1201.9583333,515.36,
1202.9583333,509.7,
1203.9583333,492.71,
1204.9583333,487.05,
1205.9583333,492.71,
1206.9583333,498.37,
1207.9583333,535.18,
1208.9583333,501.2,
1209.9583333,506.87,
1210.9583333,523.86,
1211.9583333,529.52,
1212.9583333,538.02,
1213.9583333,555.01,
1214.9583333,557.84,
1215.9583333,580.49,
1216.9583333,628.63,
1217.9583333,458.73,
1218.9583333,543.68,
1219.9583333,526.69,
1220.9583333,540.85,
1221.9583333,569.16,
1222.9583333,588.99,
1223.9583333,605.98,
1224.9583333,597.48,
1225.9583333,594.65,
1226.9583333,560.67,
1227.9583333,569.16,
1228.9583333,572,
1229.9583333,549.34,
1230.9583333,543.68,
1231.9583333,535.18,
1232.9583333,526.69,
1233.9583333,526.69,
1234.9583333,535.18,
1235.9583333,543.68,
1236.9583333,535.18,
1237.9583333,535.18,
1238.9583333,535.18,
1239.9583333,523.86,
1240.9583333,526.69,
1241.9583333,526.69,
1242.9583333,526.69,
1243.9583333,518.19,
1244.9583333,506.87,
1245.9583333,515.36,
1246.9583333,495.54,
1247.9583333,447.4,
1248.9583333,359.62,
1249.9583333,362.45,
1250.9583333,351.12,
1251.9583333,348.29,
1252.9583333,331.3,
1253.9583333,334.13,
1254.9583333,288.83,
1255.9583333,260.51,
1256.9583333,237.86,
1257.9583333,218.04,
1258.9583333,218.04,
1259.9583333,226.53,
1260.9583333,215.2,
1261.9583333,212.37,
1262.9583333,218.04,
1263.9583333,209.54,
1264.9583333,209.54,
1265.9583333,243.52,
1266.9583333,229.36,
1267.9583333,192.55,
1268.9583333,189.72,
1269.9583333,189.72,
1270.9583333,172.73,
1271.9583333,150.07,
1272.9583333,152.91,
1273.9583333,152.91,
1274.9583333,184.06,
1275.9583333,175.56,
1276.9583333,178.39,
1277.9583333,184.06,
1278.9583333,158.57,
1279.9583333,144.41,
1280.9583333,138.75,
1281.9583333,133.08,
1282.9583333,130.25,
1283.9583333,130.25,
1284.9583333,116.09,
1285.9583333,107.6,
1286.9583333,110.43,
1287.9583333,101.94,
1288.9583333,96.27,
1289.9583333,93.44,
1290.9583333,90.61,
1291.9583333,93.44,
1292.9583333,90.61,
1293.9583333,82.11,
1294.9583333,82.11,
1295.9583333,90.61,
1296.9583333,82.11,
1297.9583333,73.62,
1298.9583333,70.79,
1299.9583333,79.28,
1300.9583333,65.12,
1302.9583333,73.62,
1303.9583333,53.8,
1304.9583333,70.79,
1305.9583333,67.96,
1306.9583333,59.46,
1307.9583333,50.97,
1308.9583333,59.46,
1309.9583333,59.46,
1310.9583333,45.3,
1311.9583333,56.63,
1312.9583333,53.8,
1313.9583333,56.63,
1314.9583333,70.79,
1315.9583333,48.13,
1316.9583333,50.97,
1317.9583333,48.13,
1318.9583333,50.97,
1319.9583333,62.29,
1320.9583333,42.47,
1321.9583333,42.47,
1322.9583333,56.63,
1323.9583333,70.79,
1324.9583333,50.97,
1325.9583333,50.97,
1326.9583333,59.46,
1327.9583333,50.97,
1328.9583333,45.3,
1329.9583333,45.3,
1330.9583333,59.46,
1331.9583333,53.8,
1332.9583333,45.3,
1333.9583333,53.8,
1334.9583333,48.13,
1335.9583333,53.8,
1336.9583333,45.3,
1337.9583333,45.3,
1338.9583333,42.47,
1339.9583333,42.47,
1340.9583333,45.3,
1341.9583333,48.13,
1342.9583333,53.8,
1343.9583333,62.29,
1344.9583333,53.8,
1345.9583333,56.63,
1346.9583333,53.8,
1347.9583333,56.63,
1348.9583333,53.8,
1349.9583333,56.63,
1350.9583333,56.63,
1351.9583333,48.13,
1352.9583333,48.13,
1353.9583333,59.46,
1354.9583333,59.46,
1355.9583333,53.8,
1356.9583333,56.63,
1357.9583333,53.8,
1358.9583333,65.12,
1359.9583333,56.63,
1360.9583333,56.63,
1361.9583333,50.97,
1362.9583333,53.8,
1363.9583333,59.46,
1364.9583333,73.62,
1365.9583333,62.29,
1366.9583333,59.46,
1367.9583333,62.29,
1368.9583333,70.79,
1369.9583333,70.79,
1370.9583333,82.11,
1371.9583333,70.79,
1372.9583333,67.96,
1373.9583333,70.79,
1374.9583333,67.96,
1375.9583333,73.62,
1376.9583333,82.11,
1378.9583333,65.12,
1379.9583333,73.62,
1380.9583333,82.11,
1381.9583333,76.45,
1382.9583333,79.28,
1383.9583333,73.62,
1384.9583333,84.95,
1385.9583333,70.79,
1386.9583333,70.79,
1387.9583333,76.45,
1388.9583333,70.79,
1389.9583333,82.11,
1390.9583333,82.11,
1391.9583333,70.79,
