$Columbia River At International Boundary (CIBW) water temperature, degrees C (1/1/2011-12/31/2015)
,
JDAY,TIN
1585.90625,9.5
1585.916667,9.5
1585.927083,9.5
1585.9375,9.5
1585.947917,9.5
1585.958333,9.5
1585.96875,9.4
1585.979167,9.3
1585.989583,9.2
1586,9.2
1586.010417,9.2
1586.020833,9.2
1586.03125,9.1
1586.041667,8.9
1586.052083,8.8
1586.0625,8.7
1586.072917,8.7
1586.083333,8.6
1586.09375,8.5
1586.104167,8.5
1586.114583,8.4
1586.125,8.4
1586.135417,8.4
1586.145833,8.4
1586.15625,8.3
1586.166667,8.3
1586.177083,8.3
1586.1875,8.3
1586.197917,8.3
1586.208333,8.3
1586.21875,8.2
1586.229167,8.2
1586.239583,8.2
1586.25,8.3
1586.260417,8.4
1586.270833,8.8
1586.28125,9.1
1586.291667,9.2
1586.302083,9.4
1586.3125,9.5
1586.322917,9.5
1586.333333,9.5
1586.34375,9.5
1586.354167,9.5
1586.364583,9.5
1586.375,9.6
1586.385417,9.5
1586.395833,9.6
1586.40625,9.6
1586.416667,9.6
1586.427083,9.6
1586.4375,9.6
1586.447917,9.6
1586.458333,9.7
1586.46875,9.7
1586.479167,9.7
1586.489583,9.7
1586.5,9.8
1586.510417,9.8
1586.520833,9.7
1586.53125,9.7
1586.541667,9.7
1586.552083,9.8
1586.5625,9.7
1586.572917,9.8
1586.583333,9.8
1586.59375,9.8
1586.604167,9.8
1586.614583,9.8
1586.625,9.8
1586.635417,9.8
1586.645833,9.8
1586.65625,9.9
1586.666667,9.9
1586.677083,9.9
1586.6875,9.9
1586.697917,9.9
1586.708333,9.9
1586.71875,10
1586.729167,10.1
1586.739583,10.1
1586.75,10
1586.760417,10.1
1586.770833,10
1586.78125,10
1586.791667,10
1586.802083,10
1586.8125,10
1586.822917,10
1586.833333,9.9
1586.84375,9.9
1586.854167,9.9
1586.864583,9.9
1586.875,9.9
1586.885417,9.8
1586.895833,9.9
1586.90625,9.8
1586.916667,9.8
1586.927083,9.8
1586.9375,9.8
1586.947917,9.8
1586.958333,9.8
1586.96875,9.7
1586.979167,9.6
1586.989583,9.6
1587,9.6
1587.010417,9.5
1587.020833,9.3
1587.03125,9.1
1587.041667,9
1587.052083,9
1587.0625,9
1587.072917,9
1587.083333,9
1587.09375,8.9
1587.104167,9
1587.114583,8.9
1587.125,8.9
1587.135417,8.9
1587.145833,8.9
1587.15625,8.9
1587.166667,8.9
1587.177083,8.9
1587.1875,8.9
1587.197917,8.9
1587.208333,8.9
1587.21875,8.9
1587.229167,8.9
1587.239583,8.8
1587.25,8.9
1587.260417,9.1
1587.270833,9.5
1587.28125,9.6
1587.291667,9.7
1587.302083,9.7
1587.3125,9.7
1587.322917,9.7
1587.333333,9.7
1587.34375,9.7
1587.354167,9.7
1587.364583,9.7
1587.375,9.7
1587.385417,9.7
1587.395833,9.7
1587.40625,9.8
1587.416667,9.8
1587.427083,9.8
1587.4375,9.8
1587.447917,9.8
1587.458333,9.9
1587.46875,9.9
1587.479167,9.9
1587.489583,10
1587.5,9.9
1587.510417,10
1587.520833,10
1587.53125,10
1587.541667,10.1
1587.552083,10
1587.5625,10.1
1587.572917,10.1
1587.583333,10
1587.59375,9.9
1587.604167,9.9
1587.614583,9.9
1587.625,9.9
1587.635417,9.9
1587.645833,9.9
1587.65625,9.9
1587.666667,9.9
1587.677083,9.9
1587.6875,9.9
1587.697917,9.9
1587.708333,9.9
1587.71875,10
1587.729167,10
1587.739583,10
1587.75,10
1587.760417,10
1587.770833,10
1587.78125,10
1587.791667,10
1587.802083,10
1587.8125,10
1587.822917,10
1587.833333,10
1587.84375,10
1587.854167,10
1587.864583,10
1587.875,10
1587.885417,10
1587.895833,9.9
1587.90625,9.9
1587.916667,9.9
1587.927083,9.9
1587.9375,9.8
1587.947917,9.7
1587.958333,9.7
1587.96875,9.6
1587.979167,9.4
1587.989583,9.3
1588,9.3
1588.010417,9.3
1588.020833,9
1588.03125,9
1588.041667,8.9
1588.052083,8.9
1588.0625,8.9
1588.072917,8.9
1588.083333,8.9
1588.09375,8.8
1588.104167,8.8
1588.114583,8.8
1588.125,8.8
1588.135417,8.8
1588.145833,8.8
1588.15625,8.8
1588.166667,8.8
1588.177083,8.7
1588.1875,8.7
1588.197917,8.7
1588.208333,8.7
1588.21875,8.9
1588.229167,9
1588.239583,9
1588.25,9
1588.260417,9.2
1588.270833,9.4
1588.28125,9.6
1588.291667,9.6
1588.302083,9.7
1588.3125,9.7
1588.322917,9.7
1588.333333,9.7
1588.34375,9.7
1588.354167,9.7
1588.364583,9.7
1588.375,9.8
1588.385417,9.8
1588.395833,9.8
1588.40625,9.8
1588.416667,9.9
1588.427083,9.9
1588.4375,9.9
1588.447917,9.9
1588.458333,9.9
1588.46875,10
1588.479167,10
1588.489583,10
1588.5,10
1588.510417,10
1588.520833,10.1
1588.53125,10.1
1588.541667,10.1
1588.552083,10.2
1588.5625,10.2
1588.572917,10.2
1588.583333,10.2
1588.59375,10.2
1588.604167,10.3
1588.614583,10.3
1588.625,10.2
1588.635417,10.3
1588.645833,10.3
1588.65625,10.3
1588.666667,10.3
1588.677083,10.3
1588.6875,10.3
1588.697917,10.3
1588.708333,10.3
1588.71875,10.4
1588.729167,10.3
1588.739583,10.3
1588.75,10.3
1588.760417,10.3
1588.770833,10.3
1588.78125,10.3
1588.791667,10.3
1588.802083,10.3
1588.8125,10.3
1588.822917,10.3
1588.833333,10.3
1588.84375,10.3
1588.854167,10.3
1588.864583,10.2
1588.875,10.2
1588.885417,10.2
1588.895833,10.2
1588.90625,10.2
1588.916667,10.2
1588.927083,10.1
1588.9375,10
1588.947917,9.9
1588.958333,9.9
1588.96875,9.9
1588.979167,9.9
1588.989583,9.9
1589,9.9
1589.010417,9.8
1589.020833,9.6
1589.03125,9.5
1589.041667,9.5
1589.052083,9.4
1589.0625,9.3
1589.072917,9.2
1589.083333,9.1
1589.09375,9.1
1589.104167,9.1
1589.114583,9.1
1589.125,9
1589.135417,9.1
1589.145833,9
1589.15625,9
1589.166667,9
1589.177083,9
1589.1875,9
1589.197917,9
1589.208333,9
1589.21875,9
1589.229167,9
1589.239583,9
1589.25,9
1589.260417,9
1589.270833,9.3
1589.28125,9.4
1589.291667,9.4
1589.302083,9.7
1589.3125,9.9
1589.322917,9.9
1589.333333,10
1589.34375,10
1589.354167,10
1589.364583,10
1589.375,10.1
1589.385417,10.1
1589.395833,10.1
1589.40625,10.1
1589.416667,10.1
1589.427083,10.1
1589.4375,10.2
1589.447917,10.2
1589.458333,10.2
1589.46875,10.2
1589.479167,10.3
1589.489583,10.2
1589.5,10.3
1589.510417,10.3
1589.520833,10.3
1589.53125,10.4
1589.541667,10.3
1589.552083,10.4
1589.5625,10.4
1589.572917,10.4
1589.583333,10.4
1589.59375,10.4
1589.604167,10.4
1589.614583,10.5
1589.625,10.5
1589.635417,10.4
1589.645833,10.4
1589.65625,10.4
1589.666667,10.4
1589.677083,10.4
1589.6875,10.4
1589.697917,10.4
1589.708333,10.4
1589.71875,10.4
1589.729167,10.4
1589.739583,10.4
1589.75,10.4
1589.760417,10.4
1589.770833,10.4
1589.78125,10.3
1589.791667,10.3
1589.802083,10.3
1589.8125,10.3
1589.822917,10.3
1589.833333,10.3
1589.84375,10.3
1589.854167,10.3
1589.864583,10.3
1589.875,10.3
1589.885417,10.3
1589.895833,10.3
1589.90625,10.2
1589.916667,10.3
1589.927083,10.2
1589.9375,10.2
1589.947917,10.2
1589.958333,10.1
1589.96875,10.1
1589.979167,9.9
1589.989583,9.8
1590,9.8
1590.010417,9.8
1590.020833,9.8
1590.03125,9.8
1590.041667,9.8
1590.052083,9.7
1590.0625,9.5
1590.072917,9.4
1590.083333,9.3
1590.09375,9.3
1590.104167,9.4
1590.114583,9.3
1590.125,9.3
1590.135417,9.3
1590.145833,9.3
1590.15625,9.2
1590.166667,9.2
1590.177083,9.2
1590.1875,9.3
1590.197917,9.2
1590.208333,9.2
1590.21875,9.2
1590.229167,9.5
1590.239583,9.8
1590.25,9.8
1590.260417,9.8
1590.270833,9.8
1590.28125,9.8
1590.291667,9.9
1590.302083,9.9
1590.3125,9.9
1590.322917,9.9
1590.333333,10
1590.34375,10.1
1590.354167,10.1
1590.364583,10.1
1590.375,10.1
1590.385417,10.2
1590.395833,10.2
1590.40625,10.2
1590.416667,10.3
1590.427083,10.3
1590.4375,10.3
1590.447917,10.3
1590.458333,10.3
1590.46875,10.4
1590.479167,10.4
1590.489583,10.4
1590.5,10.4
1590.510417,10.4
1590.520833,10.5
1590.53125,10.5
1590.541667,10.5
1590.552083,10.5
1590.5625,10.5
1590.572917,10.5
1590.583333,10.6
1590.59375,10.6
1590.604167,10.6
1590.614583,10.7
1590.625,10.6
1590.635417,10.7
1590.645833,10.7
1590.65625,10.7
1590.666667,10.7
1590.677083,10.7
1590.6875,10.7
1590.697917,10.7
1590.708333,10.7
1590.71875,10.7
1590.729167,10.7
1590.739583,10.7
1590.75,10.7
1590.760417,10.7
1590.770833,10.7
1590.78125,10.7
1590.791667,10.7
1590.802083,10.6
1590.8125,10.6
1590.822917,10.5
1590.833333,10.5
1590.84375,10.5
1590.854167,10.5
1590.864583,10.5
1590.875,10.5
1590.885417,10.5
1590.895833,10.5
1590.90625,10.4
1590.916667,10.4
1590.927083,10.3
1590.9375,10.2
1590.947917,10.2
1590.958333,10.1
1590.96875,10.1
1590.979167,10.1
1590.989583,10.1
1591,10
1591.010417,10
1591.020833,9.9
1591.03125,9.7
1591.041667,9.7
1591.052083,9.6
1591.0625,9.6
1591.072917,9.6
1591.083333,9.6
1591.09375,9.6
1591.104167,9.6
1591.114583,9.5
1591.125,9.5
1591.135417,9.5
1591.145833,9.5
1591.15625,9.5
1591.166667,9.5
1591.177083,9.5
1591.1875,9.5
1591.197917,9.5
1591.208333,9.5
1591.21875,9.4
1591.229167,9.4
1591.239583,9.4
1591.25,9.4
1591.260417,9.4
1591.270833,9.4
1591.28125,9.4
1591.291667,9.5
1591.302083,9.5
1591.3125,9.5
1591.322917,9.5
1591.333333,9.5
1591.34375,9.6
1591.354167,9.7
1591.364583,9.8
1591.375,9.9
1591.385417,9.9
1591.395833,10
1591.40625,10
1591.416667,10
1591.427083,10.2
1591.4375,10.3
1591.447917,10.3
1591.458333,10.3
1591.46875,10.4
1591.479167,10.4
1591.489583,10.4
1591.5,10.4
1591.510417,10.4
1591.520833,10.5
1591.53125,10.5
1591.541667,10.5
1591.552083,10.5
1591.5625,10.5
1591.572917,10.5
1591.583333,10.6
1591.59375,10.6
1591.604167,10.6
1591.614583,10.6
1591.625,10.6
1591.635417,10.6
1591.645833,10.6
1591.65625,10.6
1591.666667,10.6
1591.677083,10.6
1591.6875,10.6
1591.697917,10.6
1591.708333,10.6
1591.71875,10.6
1591.729167,10.6
1591.739583,10.6
1591.75,10.6
1591.760417,10.6
1591.770833,10.6
1591.78125,10.6
1591.791667,10.6
1591.802083,10.6
1591.8125,10.6
1591.822917,10.7
1591.833333,10.7
1591.84375,10.7
1591.854167,10.8
1591.864583,10.7
1591.875,10.7
1591.885417,10.7
1591.895833,10.7
1591.90625,10.7
1591.916667,10.7
1591.927083,10.6
1591.9375,10.5
1591.947917,10.5
1591.958333,10.4
1591.96875,10.4
1591.979167,10.4
1591.989583,10.4
1592,10.4
1592.010417,10.3
1592.020833,10.2
1592.03125,9.9
1592.041667,9.8
1592.052083,9.7
1592.0625,9.7
1592.072917,9.7
1592.083333,9.7
1592.09375,9.7
1592.104167,9.6
1592.114583,9.6
1592.125,9.6
1592.135417,9.6
1592.145833,9.6
1592.15625,9.6
1592.166667,9.6
1592.177083,9.6
1592.1875,9.6
1592.197917,9.5
1592.208333,9.6
1592.21875,9.7
1592.229167,9.9
1592.239583,10
1592.25,10
1592.260417,10
1592.270833,10
1592.28125,10.1
1592.291667,10.1
1592.302083,10.1
1592.3125,10.2
1592.322917,10.3
1592.333333,10.3
1592.34375,10.4
1592.354167,10.4
1592.364583,10.4
1592.375,10.4
1592.385417,10.4
1592.395833,10.5
1592.40625,10.5
1592.416667,10.5
1592.427083,10.6
1592.4375,10.6
1592.447917,10.7
1592.458333,10.7
1592.46875,10.7
1592.479167,10.7
1592.489583,10.7
1592.5,10.7
1592.510417,10.7
1592.520833,10.8
1592.53125,10.8
1592.541667,10.8
1592.552083,10.8
1592.5625,10.9
1592.572917,10.9
1592.583333,10.9
1592.59375,10.9
1592.604167,10.9
1592.614583,11
1592.625,11
1592.635417,11
1592.645833,11
1592.65625,11
1592.666667,11
1592.677083,11
1592.6875,11
1592.697917,11
1592.708333,11
1592.71875,11
1592.729167,11
1592.739583,11
1592.75,11
1592.760417,11
1592.770833,11
1592.78125,11
1592.791667,10.9
1592.802083,10.9
1592.8125,10.9
1592.822917,10.9
1592.833333,10.9
1592.84375,10.8
1592.854167,10.8
1592.864583,10.8
1592.875,10.8
1592.885417,10.7
1592.895833,10.7
1592.90625,10.6
1592.916667,10.6
1592.927083,10.5
1592.9375,10.4
1592.947917,10.3
1592.958333,10.3
1592.96875,10.3
1592.979167,10.3
1592.989583,10.3
1593,10.3
1593.010417,10.3
1593.020833,10.2
1593.03125,10.1
1593.041667,10
1593.052083,9.9
1593.0625,9.8
1593.072917,9.7
1593.083333,9.7
1593.09375,9.6
1593.104167,9.6
1593.114583,9.6
1593.125,9.6
1593.135417,9.5
1593.145833,9.6
1593.15625,9.5
1593.166667,9.5
1593.177083,9.5
1593.1875,9.5
1593.197917,9.5
1593.208333,9.5
1593.21875,9.5
1593.229167,9.5
1593.239583,9.6
1593.25,9.6
1593.260417,9.6
1593.270833,9.7
1593.28125,9.7
1593.291667,9.7
1593.302083,9.9
1593.3125,10.2
1593.322917,10.4
1593.333333,10.4
1593.34375,10.4
1593.354167,10.5
1593.364583,10.4
1593.375,10.5
1593.385417,10.4
1593.395833,10.4
1593.40625,10.5
1593.416667,10.5
1593.427083,10.5
1593.4375,10.5
1593.447917,11
1593.458333,11.5
1593.46875,11.6
1593.479167,11.4
1593.489583,11.2
1593.5,11.2
1593.510417,10.9
1593.520833,10.7
1593.53125,10.6
1593.541667,10.6
1593.552083,10.6
1593.5625,10.6
1593.572917,10.6
1593.583333,10.6
1593.59375,10.6
1593.604167,10.7
1593.614583,10.7
1593.625,10.7
1593.635417,10.5
1593.645833,10.5
1593.65625,10.4
1593.666667,10.4
1593.677083,10.4
1593.6875,10.4
1593.697917,10.4
1593.708333,10.4
1593.71875,10.4
1593.729167,10.4
1593.739583,10.4
1593.75,10.4
1593.760417,10.3
1593.770833,10.4
1593.78125,10.4
1593.791667,10.4
1593.802083,10.4
1593.8125,10.3
1593.822917,10.3
1593.833333,10.3
1593.84375,10.3
1593.854167,10.3
1593.864583,10.3
1593.875,10.2
1593.885417,10.2
1593.895833,10.2
1593.90625,10.2
1593.916667,10.1
1593.927083,10.1
1593.9375,10
1593.947917,9.8
1593.958333,9.8
1593.96875,9.8
1593.979167,9.7
1593.989583,9.6
1594,9.6
1594.010417,9.6
1594.020833,9.5
1594.03125,9.6
1594.041667,9.5
1594.052083,9.5
1594.0625,9.5
1594.072917,9.5
1594.083333,9.4
1594.09375,9.4
1594.104167,9.4
1594.114583,9.4
1594.125,9.4
1594.135417,9.4
1594.145833,9.4
1594.15625,9.4
1594.166667,9.3
1594.177083,9.4
1594.1875,9.3
1594.197917,9.3
1594.208333,9.3
1594.21875,9.3
1594.229167,9.3
1594.239583,9.3
1594.25,9.3
1594.260417,9.3
1594.270833,9.3
1594.28125,9.3
1594.291667,9.3
1594.302083,9.4
1594.3125,9.5
1594.322917,9.5
1594.333333,9.5
1594.34375,9.5
1594.354167,9.7
1594.364583,9.8
1594.375,9.9
1594.385417,10
1594.395833,10.2
1594.40625,10.3
1594.416667,10.4
1594.427083,10.4
1594.4375,10.4
1594.447917,10.4
1594.458333,10.4
1594.46875,10.4
1594.479167,10.3
1594.489583,10.3
1594.5,10.2
1594.510417,10.2
1594.520833,10.2
1594.53125,10.2
1594.541667,10.2
1594.552083,10.2
1594.5625,10.2
1594.572917,10.2
1594.583333,10.2
1594.59375,10.1
1594.604167,10.1
1594.614583,10
1594.625,10
1594.635417,10
1594.645833,10
1594.65625,9.9
1594.666667,10
1594.677083,10
1594.6875,10
1594.697917,9.9
1594.708333,10
1594.71875,10.1
1594.729167,10.2
1594.739583,10.2
1594.75,10.2
1594.760417,10.2
1594.770833,10.4
1594.78125,10.3
1594.791667,10.4
1594.802083,10.3
1594.8125,10.3
1594.822917,10.3
1594.833333,10.3
1594.84375,10.3
1594.854167,10.3
1594.864583,10.3
1594.875,10.2
1594.885417,10.2
1594.895833,10.1
1594.90625,10.1
1594.916667,9.9
1594.927083,9.8
1594.9375,9.8
1594.947917,9.7
1594.958333,9.7
1594.96875,9.6
1594.979167,9.4
1594.989583,9.4
1595,9.3
1595.010417,9.3
1595.020833,9.2
1595.03125,9.2
1595.041667,9.1
1595.052083,9.1
1595.0625,9.1
1595.072917,9
1595.083333,9.1
1595.09375,9
1595.104167,9
1595.114583,9
1595.125,9
1595.135417,9
1595.145833,9
1595.15625,9
1595.166667,9
1595.177083,9
1595.1875,9
1595.197917,9
1595.208333,9
1595.21875,9
1595.229167,9.2
1595.239583,9.5
1595.25,9.6
1595.260417,9.6
1595.270833,9.6
1595.28125,9.6
1595.291667,9.6
1595.302083,9.8
1595.3125,9.9
1595.322917,9.9
1595.333333,10
1595.34375,10.1
1595.354167,10.2
1595.364583,10.2
1595.375,10.2
1595.385417,10.3
1595.395833,10.3
1595.40625,10.4
1595.416667,10.4
1595.427083,10.4
1595.4375,10.4
1595.447917,10.4
1595.458333,10.4
1595.46875,10.4
1595.479167,10.5
1595.489583,10.5
1595.5,10.4
1595.510417,10.4
1595.520833,10.3
1595.53125,10.4
1595.541667,10.4
1595.552083,10.6
1595.5625,10.4
1595.572917,10.4
1595.583333,10.4
1595.59375,10.5
1595.604167,10.4
1595.614583,10.5
1595.625,10.5
1595.635417,10.5
1595.645833,10.4
1595.65625,10.5
1595.666667,10.4
1595.677083,10.5
1595.6875,10.5
1595.697917,10.5
1595.708333,10.5
1595.71875,10.5
1595.729167,10.5
1595.739583,10.5
1595.75,10.4
1595.760417,10.5
1595.770833,10.5
1595.78125,10.4
1595.791667,10.4
1595.802083,10.5
1595.8125,10.4
1595.822917,10.4
1595.833333,10.4
1595.84375,10.4
1595.854167,10.4
1595.864583,10.3
1595.875,10.3
1595.885417,10.3
1595.895833,10.3
1595.90625,10.3
1595.916667,10.3
1595.927083,10.3
1595.9375,10.1
1595.947917,9.9
1595.958333,9.8
1595.96875,9.8
1595.979167,9.8
1595.989583,9.7
1596,9.5
1596.010417,9.4
1596.020833,9.3
1596.03125,9.3
1596.041667,9.3
1596.052083,9.3
1596.0625,9.3
1596.072917,9.3
1596.083333,9.2
1596.09375,9.2
1596.104167,9.2
1596.114583,9.1
1596.125,9.1
1596.135417,9.1
1596.145833,9.1
1596.15625,9.1
1596.166667,9
1596.177083,9
1596.1875,9
1596.197917,9
1596.208333,9
1596.21875,9
1596.229167,9
1596.239583,9
1596.25,9
1596.260417,9.2
1596.270833,9.2
1596.28125,9.3
1596.291667,9.3
1596.302083,9.5
1596.3125,9.6
1596.322917,9.6
1596.333333,9.7
1596.34375,9.9
1596.354167,10.1
1596.364583,10.1
1596.375,10.2
1596.385417,10.2
1596.395833,10.2
1596.40625,10.3
1596.416667,10.2
1596.427083,10.2
1596.4375,10.3
1596.447917,10.3
1596.458333,10.3
1596.46875,10.3
1596.479167,10.4
1596.489583,10.4
1596.5,10.4
1596.510417,10.4
1596.520833,10.5
1596.53125,10.4
1596.541667,10.5
1596.552083,10.5
1596.5625,10.5
1596.572917,10.5
1596.583333,10.5
1596.59375,10.6
1596.604167,10.6
1596.614583,10.6
1596.625,10.6
1596.635417,10.6
1596.645833,10.7
1596.65625,10.6
1596.666667,10.7
1596.677083,10.7
1596.6875,10.7
1596.697917,10.7
1596.708333,10.6
1596.71875,10.4
1596.729167,10.3
1596.739583,10.3
1596.75,10.3
1596.760417,10.3
1596.770833,10.2
1596.78125,10.2
1596.791667,10.2
1596.802083,10.2
1596.8125,10.2
1596.822917,10.2
1596.833333,10.2
1596.84375,10.1
1596.854167,10.1
1596.864583,10.1
1596.875,10.1
1596.885417,10.1
1596.895833,10.1
1596.90625,10.1
1596.916667,10.1
1596.927083,10
1596.9375,10
1596.947917,10
1596.958333,10
1596.96875,10
1596.979167,10
1596.989583,9.9
1597,10
1597.010417,9.9
1597.020833,9.9
1597.03125,9.9
1597.041667,9.9
1597.052083,9.7
1597.0625,9.7
1597.072917,9.6
1597.083333,9.6
1597.09375,9.6
1597.104167,9.6
1597.114583,9.6
1597.125,9.6
1597.135417,9.6
1597.145833,9.6
1597.15625,9.6
1597.166667,9.6
1597.177083,9.5
1597.1875,9.5
1597.197917,9.6
1597.208333,9.6
1597.21875,9.6
1597.229167,9.6
1597.239583,9.6
1597.25,9.6
1597.260417,9.6
1597.270833,9.8
1597.28125,9.9
1597.291667,10
1597.302083,10
1597.3125,10.1
1597.322917,10.1
1597.333333,10.1
1597.34375,10.1
1597.354167,10.1
1597.364583,10.1
1597.375,10.2
1597.385417,10.4
1597.395833,10.5
1597.40625,10.5
1597.416667,10.5
1597.427083,10.5
1597.4375,10.6
1597.447917,10.6
1597.458333,10.6
1597.46875,10.7
1597.479167,10.6
1597.489583,10.6
1597.5,10.7
1597.510417,10.7
1597.520833,10.7
1597.53125,10.8
1597.541667,10.7
1597.552083,10.8
1597.5625,10.8
1597.572917,10.8
1597.583333,10.9
1597.59375,10.8
1597.604167,10.9
1597.614583,10.9
1597.625,10.9
1597.635417,10.9
1597.645833,10.8
1597.65625,10.9
1597.666667,10.9
1597.677083,10.9
1597.6875,10.9
1597.697917,10.9
1597.708333,10.9
1597.71875,10.9
1597.729167,10.9
1597.739583,10.9
1597.75,10.9
1597.760417,10.8
1597.770833,10.8
1597.78125,10.8
1597.791667,10.7
1597.802083,10.7
1597.8125,10.7
1597.822917,10.7
1597.833333,10.7
1597.84375,10.7
1597.854167,10.7
1597.864583,10.6
1597.875,10.6
1597.885417,10.6
1597.895833,10.6
1597.90625,10.6
1597.916667,10.6
1597.927083,10.6
1597.9375,10.6
1597.947917,10.6
1597.958333,10.6
1597.96875,10.5
1597.979167,10.5
1597.989583,10.5
1598,10.5
1598.010417,10.5
1598.020833,10.5
1598.03125,10.5
1598.041667,10.4
1598.052083,10.3
1598.0625,10.2
1598.072917,10.2
1598.083333,10.2
1598.09375,10.2
1598.104167,10.2
1598.114583,10.2
1598.125,10.1
1598.135417,10.1
1598.145833,10.1
1598.15625,10.1
1598.166667,10.1
1598.177083,10.1
1598.1875,10.1
1598.197917,10.1
1598.208333,10.2
1598.21875,10.3
1598.229167,10.4
1598.239583,10.4
1598.25,10.4
1598.260417,10.4
1598.270833,10.4
1598.28125,10.4
1598.291667,10.5
1598.302083,10.5
1598.3125,10.5
1598.322917,10.5
1598.333333,10.5
1598.34375,10.5
1598.354167,10.5
1598.364583,10.5
1598.375,10.5
1598.385417,10.5
1598.395833,10.5
1598.40625,10.6
1598.416667,10.6
1598.427083,10.7
1598.4375,10.8
1598.447917,10.8
1598.458333,10.9
1598.46875,10.9
1598.479167,10.9
1598.489583,10.9
1598.5,11
1598.510417,10.9
1598.520833,10.9
1598.53125,11
1598.541667,10.9
1598.552083,10.9
1598.5625,10.9
1598.572917,10.9
1598.583333,10.9
1598.59375,10.9
1598.604167,10.9
1598.614583,10.9
1598.625,10.9
1598.635417,10.9
1598.645833,10.9
1598.65625,10.9
1598.666667,10.9
1598.677083,10.9
1598.6875,10.9
1598.697917,10.9
1598.708333,10.9
1598.71875,10.9
1598.729167,10.9
1598.739583,10.9
1598.75,10.9
1598.760417,10.9
1598.770833,10.9
1598.78125,10.8
1598.791667,10.9
1598.802083,10.9
1598.8125,10.9
1598.822917,10.8
1598.833333,10.8
1598.84375,10.8
1598.854167,10.8
1598.864583,10.8
1598.875,10.8
1598.885417,10.7
1598.895833,10.7
1598.90625,10.7
1598.916667,10.7
1598.927083,10.7
1598.9375,10.6
1598.947917,10.6
1598.958333,10.6
1598.96875,10.6
1598.979167,10.6
1598.989583,10.6
1599,10.6
1599.010417,10.5
1599.020833,10.5
1599.03125,10.5
1599.041667,10.5
1599.052083,10.5
1599.0625,10.5
1599.072917,10.5
1599.083333,10.5
1599.09375,10.4
1599.104167,10.3
1599.114583,10.3
1599.125,10.2
1599.135417,10.2
1599.145833,10.2
1599.15625,10.2
1599.166667,10.2
1599.177083,10.2
1599.1875,10.2
1599.197917,10.3
1599.208333,10.2
1599.21875,10.2
1599.229167,10.2
1599.239583,10.2
1599.25,10.2
1599.260417,10.2
1599.270833,10.3
1599.28125,10.2
1599.291667,10.3
1599.302083,10.3
1599.3125,10.3
1599.322917,10.3
1599.333333,10.3
1599.34375,10.4
1599.354167,10.4
1599.364583,10.4
1599.375,10.4
1599.385417,10.6
1599.395833,10.7
1599.40625,10.8
1599.416667,10.8
1599.427083,10.8
1599.4375,10.8
1599.447917,10.9
1599.458333,10.9
1599.46875,10.9
1599.479167,10.9
1599.489583,11
1599.5,11
1599.510417,11
1599.520833,11.1
1599.53125,11.1
1599.541667,11.1
1599.552083,11.1
1599.5625,11.2
1599.572917,11.2
1599.583333,11.2
1599.59375,11.2
1599.604167,11.3
1599.614583,11.2
1599.625,11.3
1599.635417,11.3
1599.645833,11.3
1599.65625,11.3
1599.666667,11.3
1599.677083,11.4
1599.6875,11.4
1599.697917,11.4
1599.708333,11.4
1599.71875,11.5
1599.729167,11.5
1599.739583,11.5
1599.75,11.5
1599.760417,11.5
1599.770833,11.5
1599.78125,11.5
1599.791667,11.5
1599.802083,11.5
1599.8125,11.5
1599.822917,11.5
1599.833333,11.5
1599.84375,11.4
1599.854167,11.4
1599.864583,11.4
1599.875,11.4
1599.885417,11.3
1599.895833,11.3
1599.90625,11.3
1599.916667,11.2
1599.927083,11.2
1599.9375,11.2
1599.947917,11.2
1599.958333,11.2
1599.96875,11.2
1599.979167,11.2
1599.989583,11.2
1600,11.1
1600.010417,10.9
1600.020833,10.9
1600.03125,10.9
1600.041667,10.9
1600.052083,10.9
1600.0625,10.9
1600.072917,10.9
1600.083333,10.9
1600.09375,10.8
1600.104167,10.9
1600.114583,10.9
1600.125,10.8
1600.135417,10.8
1600.145833,10.9
1600.15625,10.9
1600.166667,10.9
1600.177083,10.8
1600.1875,10.8
1600.197917,10.8
1600.208333,10.8
1600.21875,10.8
1600.229167,10.8
1600.239583,10.8
1600.25,10.8
1600.260417,10.8
1600.270833,10.8
1600.28125,10.8
1600.291667,10.9
1600.302083,10.9
1600.3125,11
1600.322917,11.1
1600.333333,11.1
1600.34375,11.1
1600.354167,11.1
1600.364583,11.1
1600.375,11.2
1600.385417,11.3
1600.395833,11.4
1600.40625,11.4
1600.416667,11.4
1600.427083,11.4
1600.4375,11.5
1600.447917,11.5
1600.458333,11.5
1600.46875,11.5
1600.479167,11.4
1600.489583,11.4
1600.5,11.4
1600.510417,11.5
1600.520833,11.5
1600.53125,11.5
1600.541667,11.6
1600.552083,11.5
1600.5625,11.6
1600.572917,11.6
1600.583333,11.6
1600.59375,11.6
1600.604167,11.6
1600.614583,11.7
1600.625,11.7
1600.635417,11.7
1600.645833,11.7
1600.65625,11.7
1600.666667,11.8
1600.677083,11.7
1600.6875,11.7
1600.697917,11.8
1600.708333,11.8
1600.71875,11.7
1600.729167,11.8
1600.739583,11.7
1600.75,11.8
1600.760417,11.7
1600.770833,11.7
1600.78125,11.7
1600.791667,11.7
1600.802083,11.7
1600.8125,11.7
1600.822917,11.7
1600.833333,11.7
1600.84375,11.7
1600.854167,11.6
1600.864583,11.6
1600.875,11.6
