$Columbia River At International Boundary (CIBW) water temperature, degrees C (1/1/2011-12/31/2015)
,
JDAY,TIN
225.375,18.5
225.385,18.5
225.396,18.5
225.406,18.5
225.417,18.5
225.427,18.6
225.438,18.6
225.448,18.6
225.458,18.6
225.469,18.6
225.479,18.6
225.49,18.6
225.5,18.6
225.51,18.6
225.521,18.6
225.531,18.6
225.542,18.6
225.552,18.6
225.563,18.7
225.573,18.6
225.583,18.4
225.594,18.4
225.604,18.4
225.615,18.4
225.625,18.5
225.635,18.4
225.646,18.4
225.656,18.5
225.667,18.4
225.677,18.4
225.688,18.4
225.698,18.5
225.708,18.4
225.719,18.4
225.729,18.4
225.74,18.4
225.75,18.3
225.76,18.3
225.771,18.3
225.781,18.3
225.792,18.3
225.802,18.2
225.813,18.2
225.823,18.2
225.833,18.1
225.844,18.2
225.854,18.2
225.865,18.1
225.875,18.1
225.885,18.2
225.896,18
225.906,18.1
225.917,18
225.927,18
225.938,18
225.948,17.8
225.958,17.7
225.969,17.7
225.979,17.6
225.99,17.6
226,17.6
226.01,17.5
226.021,17.3
226.031,17.2
226.042,17.2
226.052,17.1
226.063,17
226.073,16.9
226.083,16.9
226.094,16.8
226.104,16.8
226.115,16.8
226.125,16.8
226.135,16.7
226.146,16.7
226.156,16.7
226.167,16.7
226.177,16.7
226.188,16.7
226.198,16.7
226.208,16.7
226.219,16.7
226.229,16.7
226.24,16.7
226.25,16.7
226.26,16.7
226.271,16.7
226.281,16.7
226.292,16.7
226.302,16.7
226.313,16.6
226.323,16.7
226.333,16.7
226.344,16.9
226.354,17
226.365,17.2
226.375,17.4
226.385,17.6
226.396,17.6
226.406,17.6
226.417,17.6
226.427,17.7
226.438,17.7
226.448,17.7
226.458,17.9
226.469,18
226.479,18
226.49,18.1
226.5,18.1
226.51,18
226.521,18.1
226.531,18.1
226.542,18.1
226.552,18.1
226.563,18.1
226.573,18.1
226.583,18.1
226.594,18.2
226.604,18.2
226.615,18.2
226.625,18.2
226.635,18.2
226.646,18.2
226.656,18.2
226.667,18.3
226.677,18.2
226.688,18.2
226.698,18.2
226.708,18.2
226.719,18.2
226.729,18.2
226.74,18.2
226.75,18.2
226.76,18.2
226.771,18.1
226.781,18.1
226.792,18.1
226.802,18.1
226.813,18.1
226.823,18
226.833,17.8
226.844,17.7
226.854,17.7
226.865,17.6
226.875,17.6
226.885,17.6
226.896,17.6
226.906,17.6
226.917,17.5
226.927,17.5
226.938,17.4
226.948,17.4
226.958,17.2
226.969,17
226.979,16.8
226.99,16.8
227,16.8
227.01,16.6
227.021,16.5
227.031,16.5
227.042,16.4
227.052,16.4
227.063,16.4
227.073,16.3
227.083,16.3
227.094,16.3
227.104,16.3
227.115,16.3
227.125,16.3
227.135,16.2
227.146,16.2
227.156,16.2
227.167,16.2
227.177,16.2
227.188,16.2
227.198,16.2
227.208,16.3
227.219,16.2
227.229,16.3
227.24,16.2
227.25,16.3
227.26,16.3
227.271,16.3
227.281,16.4
227.292,16.6
227.302,16.9
227.313,17.1
227.323,17.2
227.333,17.3
227.344,17.3
227.354,17.3
227.365,17.3
227.375,17.3
227.385,17.3
227.396,17.4
227.406,17.4
227.417,17.4
227.427,17.4
227.438,17.5
227.448,17.6
227.458,17.6
227.469,17.7
227.479,17.8
227.49,17.8
227.5,17.8
227.51,17.9
227.521,17.9
227.531,18
227.542,18.2
227.552,18.3
227.563,18.3
227.573,18.3
227.583,18.4
227.594,18.4
227.604,18.4
227.615,18.4
227.625,18.4
227.635,18.4
227.646,18.4
227.656,18.4
227.667,18.4
227.677,18.4
227.688,18.4
227.698,18.4
227.708,18.4
227.719,18.4
227.729,18.4
227.74,18.4
227.75,18.4
227.76,18.5
227.771,18.5
227.781,18.5
227.792,18.5
227.802,18.5
227.813,18.5
227.823,18.6
227.833,18.6
227.844,18.6
227.854,18.6
227.865,18.6
227.875,18.6
227.885,18.4
227.896,18.3
227.906,18.3
227.917,18.3
227.927,18.3
227.938,18.3
227.948,18.3
227.958,18.2
227.969,18.3
227.979,18.2
227.99,18.2
228,17.9
228.01,17.7
228.021,17.6
228.031,17.6
228.042,17.5
228.052,17.4
228.063,17.4
228.073,17.4
228.083,17.4
228.094,17.4
228.104,17.3
228.115,17.3
228.125,17.3
228.135,17.3
228.146,17.3
228.156,17.3
228.167,17.3
228.177,17.3
228.188,17.4
228.198,17.3
228.208,17.3
228.219,17.4
228.229,17.4
228.24,17.4
228.25,17.4
228.26,17.4
228.271,17.4
228.281,17.4
228.292,17.6
228.302,17.9
228.313,18.1
228.323,18.1
228.333,18.3
228.344,18.4
228.354,18.4
228.365,18.4
228.375,18.4
228.385,18.5
228.396,18.5
228.406,18.5
228.417,18.5
228.427,18.5
228.438,18.5
228.448,18.6
228.458,18.6
228.469,18.6
228.479,18.7
228.49,18.7
228.5,18.7
228.51,18.8
228.521,18.8
228.531,18.8
228.542,18.8
228.552,18.8
228.563,18.8
228.573,18.9
228.583,18.9
228.594,18.9
228.604,19
228.615,19
228.625,19
228.635,19
228.646,19
228.656,19
228.667,19
228.677,19
228.688,19.1
228.698,19.1
228.708,19.1
228.719,19.1
228.729,19.1
228.74,19.1
228.75,19.1
228.76,19.1
228.771,19.1
228.781,19
228.792,19.1
228.802,19
228.813,19
228.823,19
228.833,19
228.844,19
228.854,18.9
228.865,18.9
228.875,18.9
228.885,18.9
228.896,18.9
228.906,18.8
228.917,18.8
228.927,18.8
228.938,18.8
228.948,18.8
228.958,18.8
228.969,18.8
228.979,18.8
228.99,18.8
229,18.5
229.01,18.3
229.021,18.2
229.031,18.2
229.042,18.1
229.052,18
229.063,18
229.073,17.9
229.083,17.9
229.094,17.8
229.104,17.8
229.115,17.8
229.125,17.8
229.135,17.8
229.146,17.8
229.156,17.8
229.167,17.8
229.177,17.8
229.188,17.8
229.198,17.8
229.208,17.8
229.219,17.8
229.229,17.8
229.24,17.8
229.25,17.8
229.26,17.9
229.271,18
229.281,18.2
229.292,18.5
229.302,18.6
229.313,18.6
229.323,18.6
229.333,18.6
229.344,18.6
229.354,18.6
229.365,18.6
229.375,18.6
229.385,18.6
229.396,18.6
229.406,18.6
229.417,18.6
229.427,18.6
229.438,18.6
229.448,18.6
229.458,18.7
229.469,18.7
229.479,18.7
229.49,18.7
229.5,18.7
229.51,18.7
229.521,18.7
229.531,18.7
229.542,18.7
229.552,18.7
229.563,18.7
229.573,18.7
229.583,18.8
229.594,18.7
229.604,18.8
229.615,18.8
229.625,18.8
229.635,18.8
229.646,18.8
229.656,18.8
229.667,18.8
229.677,18.8
229.688,18.8
229.698,18.8
229.708,18.8
229.719,18.8
229.729,18.8
229.74,18.8
229.75,18.8
229.76,18.8
229.771,18.8
229.781,18.7
229.792,18.7
229.802,18.7
229.813,18.6
229.823,18.6
229.833,18.6
229.844,18.6
229.854,18.5
229.865,18.5
229.875,18.5
229.885,18.5
229.896,18.5
229.906,18.4
229.917,18.4
229.927,18.4
229.938,18.4
229.948,18.4
229.958,18.3
229.969,18
229.979,17.8
229.99,17.5
230,17.5
230.01,17.4
230.021,17.3
230.031,17.3
230.042,17.3
230.052,17.2
230.063,17.2
230.073,17.2
230.083,17.2
230.094,17.2
230.104,17.1
230.115,17.1
230.125,17.1
230.135,17
230.146,17
230.156,17
230.167,17
230.177,17
230.188,16.9
230.198,16.9
230.208,16.9
230.219,16.9
230.229,16.8
230.24,16.9
230.25,16.8
230.26,16.8
230.271,16.8
230.281,16.8
230.292,16.9
230.302,17
230.313,17.2
230.323,17.3
230.333,17.7
230.344,17.8
230.354,17.9
230.365,17.9
230.375,17.8
230.385,17.9
230.396,17.8
230.406,17.9
230.417,17.9
230.427,17.9
230.438,17.9
230.448,17.9
230.458,17.9
230.469,17.9
230.479,18
230.49,18
230.5,18
230.51,18
230.521,18
230.531,18
230.542,18.1
230.552,18.1
230.563,18.1
230.573,18.1
230.583,18.2
230.594,18.2
230.604,18.2
230.615,18.2
230.625,18.2
230.635,18.3
230.646,18.2
230.656,18.2
230.667,18.3
230.677,18.3
230.688,18.3
230.698,18.3
230.708,18.3
230.719,18.3
230.729,18.3
230.74,18.3
230.75,18.4
230.76,18.3
230.771,18.3
230.781,18.4
230.792,18.3
230.802,18.3
230.813,18.3
230.823,18.3
230.833,18.3
230.844,18.3
230.854,18.2
230.865,18.2
230.875,18.1
230.885,18
230.896,17.9
230.906,17.9
230.917,17.9
230.927,17.9
230.938,17.9
230.948,17.8
230.958,17.8
230.969,17.9
230.979,17.8
230.99,17.7
231,17.4
231.01,17.3
231.021,17.3
231.031,17.2
231.042,17.2
231.052,17.2
231.063,17.1
231.073,17.1
231.083,17.1
231.094,17.1
231.104,17.1
231.115,17.1
231.125,17.1
231.135,17.1
231.146,17.1
231.156,17.1
231.167,17.1
231.177,17.1
231.188,17.1
231.198,17.1
231.208,17.1
231.219,17.2
231.229,17.2
231.24,17.2
231.25,17.1
231.26,17.2
231.271,17.2
231.281,17.2
231.292,17.2
231.302,17.2
231.313,17.3
231.323,17.4
231.333,17.8
231.344,17.9
231.354,18
231.365,18
231.375,18.1
231.385,18.3
231.396,18.3
231.406,18.3
231.417,18.3
231.427,18.4
231.438,18.4
231.448,18.4
231.458,18.4
231.469,18.4
231.479,18.5
231.49,18.5
231.5,18.5
231.51,18.6
231.521,18.5
231.531,18.6
231.542,18.6
231.552,18.6
231.563,18.7
231.573,18.7
231.583,18.7
231.594,18.7
231.604,18.8
231.615,18.8
231.625,18.9
231.635,18.9
231.646,18.9
231.656,18.9
231.667,18.9
231.677,18.9
231.688,19
231.698,19
231.708,19
231.719,19
231.729,19
231.74,19
231.75,19
231.76,19
231.771,19.1
231.781,19.1
231.792,19.1
231.802,19.1
231.813,19.1
231.823,19.1
231.833,19.1
231.844,19
231.854,19
231.865,19
231.875,18.8
231.885,18.8
231.896,18.8
231.906,18.7
231.917,18.6
231.927,18.5
231.938,18.5
231.948,18.4
231.958,18.3
231.969,18.2
231.979,18.1
231.99,18.2
232,18.1
232.01,18
232.021,18
232.031,17.9
232.042,17.9
232.052,17.9
232.063,17.9
232.073,17.9
232.083,17.8
232.094,17.8
232.104,17.8
232.115,17.8
232.125,17.8
232.135,17.8
232.146,17.8
232.156,17.8
232.167,17.8
232.177,17.8
232.188,17.8
232.198,17.8
232.208,17.8
232.219,17.8
232.229,17.7
232.24,17.8
232.25,17.7
232.26,17.7
232.271,17.7
232.281,17.7
232.292,17.7
232.302,17.8
232.313,17.8
232.323,17.9
232.333,17.9
232.344,17.9
232.354,18
232.365,18.4
232.375,18.5
232.385,18.7
232.396,18.7
232.406,18.7
232.417,18.7
232.427,18.7
232.438,18.7
232.448,18.7
232.458,18.8
232.469,18.8
232.479,18.8
232.49,18.8
232.5,18.8
232.51,18.9
232.521,18.8
232.531,18.8
232.542,18.9
232.552,18.9
232.563,18.9
232.573,18.9
232.583,18.9
232.594,18.9
232.604,19
232.615,19
232.625,19
232.635,19
232.646,19.1
232.656,19
232.667,18.9
232.677,18.9
232.688,18.9
232.698,18.9
232.708,18.9
232.719,18.9
232.729,18.9
232.74,18.9
232.75,18.9
232.76,18.9
232.771,18.9
232.781,18.9
232.792,18.9
232.802,18.9
232.813,18.8
232.823,18.8
232.833,18.8
232.844,18.8
232.854,18.8
232.865,18.8
232.875,18.8
232.885,18.8
232.896,18.8
232.906,18.7
232.917,18.7
232.927,18.7
232.938,18.7
232.948,18.6
232.958,18.6
232.969,18.3
232.979,18.1
232.99,18.1
233,18
233.01,18
233.021,17.9
233.031,17.9
233.042,17.9
233.052,17.8
233.063,17.8
233.073,17.8
233.083,17.8
233.094,17.8
233.104,17.7
233.115,17.7
233.125,17.7
233.135,17.7
233.146,17.7
233.156,17.7
233.167,17.6
233.177,17.6
233.188,17.6
233.198,17.6
233.208,17.6
233.219,17.6
233.229,17.6
233.24,17.6
233.25,17.6
233.26,17.5
233.271,17.6
233.281,17.5
233.292,17.5
233.302,17.5
233.313,17.5
233.323,17.5
233.333,17.6
233.344,17.8
233.354,18.1
233.365,18.2
233.375,18.2
233.385,18.2
233.396,18.3
233.406,18.3
233.417,18.3
233.427,18.3
233.438,18.3
233.448,18.3
233.458,18.3
233.469,18.4
233.479,18.4
233.49,18.4
233.5,18.4
233.51,18.4
233.521,18.4
233.531,18.4
233.542,18.4
233.552,18.4
233.563,18.4
233.573,18.4
233.583,18.4
233.594,18.4
233.604,18.4
233.615,18.4
233.625,18.4
233.635,18.4
233.646,18.4
233.656,18.4
233.667,18.5
233.677,18.5
233.688,18.5
233.698,18.5
233.708,18.5
233.719,18.5
233.729,18.5
233.74,18.4
233.75,18.5
233.76,18.5
233.771,18.4
233.781,18.4
233.792,18.4
233.802,18.4
233.813,18.4
233.823,18.4
233.833,18.3
233.844,18.3
233.854,18.3
233.865,18.3
233.875,18.2
233.885,18.2
233.896,18.2
233.906,18.2
233.917,18.2
233.927,18.2
233.938,18.1
233.948,18
233.958,17.9
233.969,17.8
233.979,17.8
233.99,17.8
234,17.7
234.01,17.6
234.021,17.5
234.031,17.4
234.042,17.3
234.052,17.3
234.063,17.2
234.073,17.2
234.083,17.1
234.094,17.1
234.104,17
234.115,17
234.125,17
234.135,17
234.146,16.9
234.156,16.9
234.167,16.9
234.177,16.9
234.188,16.9
234.198,16.9
234.208,16.9
234.219,16.8
234.229,16.8
234.24,16.8
234.25,16.8
234.26,16.8
234.271,16.8
234.281,16.8
234.292,16.8
234.302,16.8
234.313,16.9
234.323,16.9
234.333,16.9
234.344,16.9
234.354,16.9
234.365,17
234.375,17.3
234.385,17.3
234.396,17.3
234.406,17.4
234.417,17.5
234.427,17.6
234.438,17.7
234.448,17.7
234.458,17.7
234.469,17.8
234.479,17.7
234.49,17.8
234.5,17.8
234.51,17.8
234.521,17.8
234.531,17.8
234.542,17.8
234.552,17.8
234.563,17.8
234.573,17.8
234.583,17.8
234.594,17.8
234.604,17.8
234.615,17.8
234.625,17.8
234.635,17.8
234.646,17.8
234.656,17.9
234.667,17.9
234.677,17.8
234.688,17.9
234.698,17.9
234.708,17.8
234.719,17.9
234.729,17.9
234.74,17.9
234.75,17.9
234.76,17.9
234.771,17.8
234.781,17.8
234.792,17.8
234.802,17.9
234.813,17.8
234.823,17.8
234.833,17.8
234.844,17.8
234.854,17.8
234.865,17.8
234.875,17.8
234.885,17.8
234.896,17.8
234.906,17.8
234.917,17.7
234.927,17.8
234.938,17.8
234.948,17.7
234.958,17.5
234.969,17.4
234.979,17.4
234.99,17.4
235,17.2
235.01,17.2
235.021,17.2
235.031,17.2
235.042,17.1
235.052,17.1
235.063,17.1
235.073,17.1
235.083,17
235.094,17
235.104,16.9
235.115,16.9
235.125,16.9
235.135,16.8
235.146,16.8
235.156,16.8
235.167,16.8
235.177,16.8
235.188,16.8
235.198,16.8
235.208,16.8
235.219,16.8
235.229,16.8
235.24,16.8
235.25,16.8
235.26,16.9
235.271,16.9
235.281,17
235.292,17
235.302,17.3
235.313,17.3
235.323,17.3
235.333,17.5
235.344,17.6
235.354,17.7
235.365,17.7
235.375,17.7
235.385,17.7
235.396,17.7
235.406,17.8
235.417,17.8
235.427,17.8
235.438,17.8
235.448,17.8
235.458,17.9
235.469,17.9
235.479,18
235.49,18
235.5,18
235.51,18.1
235.521,18.1
235.531,18.1
235.542,18.2
235.552,18.2
235.563,18.3
235.573,18.3
235.583,18.3
235.594,18.3
235.604,18.4
235.615,18.3
235.625,18.4
235.635,18.4
235.646,18.4
235.656,18.4
235.667,18.4
235.677,18.5
235.688,18.5
235.698,18.5
235.708,18.5
235.719,18.5
235.729,18.5
235.74,18.5
235.75,18.6
235.76,18.5
235.771,18.6
235.781,18.6
235.792,18.6
235.802,18.5
235.813,18.5
235.823,18.5
235.833,18.5
235.844,18.5
235.854,18.5
235.865,18.5
235.875,18.5
235.885,18.5
235.896,18.5
235.906,18.5
235.917,18.5
235.927,18.5
235.938,18.5
235.948,18.4
235.958,18.3
235.969,18.3
235.979,18.2
235.99,18.2
236,18.1
236.01,18
236.021,18
236.031,17.9
236.042,18
236.052,17.8
236.063,17.8
236.073,17.8
236.083,17.8
236.094,17.8
236.104,17.7
236.115,17.7
236.125,17.7
236.135,17.7
236.146,17.7
236.156,17.6
236.167,17.6
236.177,17.6
236.188,17.6
236.198,17.6
236.208,17.6
236.219,17.6
236.229,17.6
236.24,17.5
236.25,17.5
236.26,17.5
236.271,17.5
236.281,17.5
236.292,17.6
236.302,17.8
236.313,17.8
236.323,17.9
236.333,18
236.344,18.1
236.354,18.1
236.365,18.2
236.375,18.2
236.385,18.2
236.396,18.2
236.406,18.3
236.417,18.3
236.427,18.3
236.438,18.3
236.448,18.3
236.458,18.3
236.469,18.3
236.479,18.4
236.49,18.4
236.5,18.4
236.51,18.4
236.521,18.4
236.531,18.4
236.542,18.5
236.552,18.5
236.563,18.5
236.573,18.5
236.583,18.5
236.594,18.5
236.604,18.6
236.615,18.6
236.625,18.6
236.635,18.6
236.646,18.6
236.656,18.6
236.667,18.6
236.677,18.6
236.688,18.6
236.698,18.7
236.708,18.7
236.719,18.6
236.729,18.7
236.74,18.7
236.75,18.7
236.76,18.6
236.771,18.6
236.781,18.6
236.792,18.6
236.802,18.6
236.813,18.6
236.823,18.6
236.833,18.6
236.844,18.6
236.854,18.6
236.865,18.6
236.875,18.7
236.885,18.7
236.896,18.7
236.906,18.7
236.917,18.7
236.927,18.6
236.938,18.6
236.948,18.6
236.958,18.3
236.969,18.1
236.979,18
236.99,17.9
237,17.9
237.01,17.9
237.021,17.9
237.031,17.8
237.042,17.7
237.052,17.6
237.063,17.6
237.073,17.6
237.083,17.6
237.094,17.5
237.104,17.5
237.115,17.5
237.125,17.5
237.135,17.4
237.146,17.4
237.156,17.4
237.167,17.4
237.177,17.4
237.188,17.4
237.198,17.4
237.208,17.4
237.219,17.3
237.229,17.4
237.24,17.3
237.25,17.3
237.26,17.3
237.271,17.3
237.281,17.3
237.292,17.3
237.302,17.3
237.313,17.3
237.323,17.3
237.333,17.4
237.344,17.6
237.354,17.7
237.365,17.7
237.375,17.9
237.385,18
237.396,18
237.406,18
237.417,18
237.427,18
237.438,18.1
237.448,18.1
237.458,18.1
237.469,18.1
237.479,18.1
237.49,18.1
237.5,18.1
237.51,18.2
237.521,18.1
237.531,18.1
237.542,18.2
237.552,18.2
237.563,18.1
237.573,18.2
237.583,18.3
237.594,18.4
237.604,18.4
237.615,18.4
237.625,18.4
237.635,18.4
237.646,18.4
237.656,18.4
237.667,18.4
237.677,18.4
237.688,18.4
237.698,18.4
237.708,18.2
237.719,18.2
237.729,18.2
237.74,18.2
237.75,18.2
237.76,18.1
237.771,18.2
237.781,18.1
237.792,18.1
237.802,18.1
237.813,18.1
237.823,18.1
237.833,18.1
237.844,18
237.854,18
237.865,18
237.875,18
237.885,18
237.896,17.9
237.906,17.9
237.917,17.9
237.927,17.9
237.938,17.9
237.948,17.8
237.958,17.7
237.969,17.4
237.979,17.3
237.99,17.3
238,17.3
238.01,17.3
238.021,17.3
238.031,17.2
238.042,17.2
238.052,17.2
238.063,17.2
238.073,17.1
238.083,17.1
238.094,17.1
238.104,17.1
238.115,17
238.125,17
238.135,17
238.146,17
238.156,17
238.167,17
238.177,17
238.188,17
238.198,17
238.208,17
238.219,17
238.229,17
238.24,16.9
238.25,17
238.26,16.9
238.271,17
238.281,16.9
238.292,16.9
238.302,17
238.313,17.1
238.323,17.2
238.333,17.3
238.344,17.4
238.354,17.4
238.365,17.5
238.375,17.5
238.385,17.5
238.396,17.5
238.406,17.5
238.417,17.6
238.427,17.7
238.438,17.8
238.448,17.9
238.458,17.9
238.469,17.9
238.479,18
238.49,17.9
238.5,18
238.51,18
238.521,18
238.531,18
238.542,18
238.552,18
238.563,18
238.573,18.1
238.583,18.1
238.594,18.1
238.604,18.1
238.615,18.2
238.625,18.2
238.635,18.2
238.646,18.2
238.656,18.2
238.667,18.2
238.677,18.2
238.688,18.3
238.698,18.3
238.708,18.3
238.719,18.3
238.729,18.3
238.74,18.3
238.75,18.3
238.76,18.3
238.771,18.3
238.781,18.3
238.792,18.3
238.802,18.3
238.813,18.3
238.823,18.2
238.833,18.3
238.844,18.2
238.854,18.3
238.865,18.2
238.875,18.2
238.885,18.2
238.896,18.2
238.906,18.2
238.917,18.1
238.927,18.1
238.938,18
238.948,18
238.958,17.9
238.969,17.8
238.979,17.8
238.99,17.7
239,17.7
239.01,17.7
239.021,17.7
239.031,17.6
239.042,17.6
239.052,17.6
239.063,17.6
239.073,17.6
239.083,17.5
239.094,17.5
239.104,17.5
239.115,17.5
239.125,17.5
239.135,17.5
239.146,17.5
239.156,17.5
239.167,17.5
239.177,17.5
239.188,17.5
239.198,17.5
239.208,17.5
239.219,17.5
239.229,17.6
239.24,17.5
239.25,17.5
239.26,17.6
239.271,17.6
239.281,17.6
239.292,17.7
239.302,17.7
239.313,17.7
239.323,17.8
239.333,18.2
239.344,18.2
239.354,18.3
239.365,18.3
239.375,18.3
239.385,18.3
239.396,18.3
239.406,18.4
239.417,18.4
239.427,18.4
239.438,18.4
239.448,18.4
239.458,18.5
239.469,18.5
239.479,18.5
239.49,18.5
239.5,18.6
239.51,18.6
239.521,18.7
239.531,18.6
239.542,18.6
239.552,18.7
239.563,18.7
239.573,18.7
239.583,18.7
239.594,18.8
239.604,18.8
239.615,18.8
239.625,18.8
239.635,18.8
239.646,18.8
239.656,18.8
239.667,18.8
239.677,18.8
239.688,18.8
239.698,18.8
239.708,18.8
239.719,18.9
239.729,18.9
239.74,18.8
239.75,18.8
239.76,18.8
239.771,18.8
239.781,18.8
239.792,18.8
239.802,18.8
239.813,18.8
239.823,18.8
239.833,18.8
239.844,18.8
239.854,18.8
239.865,18.7
239.875,18.7
239.885,18.7
239.896,18.7
239.906,18.7
239.917,18.7
239.927,18.7
239.938,18.7
239.948,18.6
239.958,18.5
239.969,18.3
239.979,18.1
239.99,18.1
240,18
240.01,18
240.021,18
240.031,17.9
240.042,17.9
240.052,17.9
240.063,17.9
240.073,17.8
240.083,17.8
240.094,17.8
240.104,17.8
240.115,17.8
240.125,17.7
240.135,17.8
240.146,17.7
240.156,17.7
240.167,17.7
240.177,17.7
240.188,17.7
240.198,17.6
240.208,17.6
240.219,17.6
240.229,17.6
240.24,17.6
240.25,17.6
240.26,17.6
240.271,17.6
240.281,17.6
240.292,17.6
240.302,17.6
240.313,17.6
240.323,17.6
240.333,17.6
240.344,17.6
240.354,17.6
240.365,17.6
240.375,17.7
240.385,18
240.396,18.2
240.406,18.3
240.417,18.3
240.427,18.3
240.438,18.4
240.448,18.4
240.458,18.4
240.469,18.4
240.479,18.5
240.49,18.5
240.5,18.5
240.51,18.5
240.521,18.5
240.531,18.5
240.542,18.5
240.552,18.5
240.563,18.6
240.573,18.6
240.583,18.5
240.594,18.6
240.604,18.6
240.615,18.6
240.625,18.7
240.635,18.6
240.646,18.6
240.656,18.6
240.667,18.5
240.677,18.4
240.688,18.4
240.698,18.4
240.708,18.5
240.719,18.5
240.729,18.5
240.74,18.5
240.75,18.5
240.76,18.5
240.771,18.4
240.781,18.4
240.792,18.4
240.802,18.4
240.813,18.4
240.823,18.4
240.833,18.4
240.844,18.3
240.854,18.2
240.865,18.1
240.875,18.1
240.885,18.1
240.896,18.1
240.906,18
240.917,18
240.927,18.2
240.938,18.2
240.948,18.2
240.958,18.2
240.969,18.2
240.979,18.2
240.99,18.1
241,18.1
241.01,18
241.021,17.9
241.031,17.8
241.042,17.8
241.052,17.7
241.063,17.7
241.073,17.6
241.083,17.6
241.094,17.6
241.104,17.6
241.115,17.6
241.125,17.6
241.135,17.6
241.146,17.6
241.156,17.6
241.167,17.6
241.177,17.5
241.188,17.5
241.198,17.5
241.208,17.5
241.219,17.5
241.229,17.5
241.24,17.5
241.25,17.5
241.26,17.5
241.271,17.5
241.281,17.5
241.292,17.6
241.302,17.5
241.313,17.6
241.323,17.7
241.333,17.8
241.344,17.9
241.354,17.9
241.365,18
241.375,18.1
241.385,18.2
241.396,18.2
241.406,18.2
241.417,18.2
241.427,18.2
241.438,18.2
241.448,18.3
241.458,18.2
241.469,18.3
241.479,18.3
241.49,18.3
241.5,18.3
241.51,18.3
241.521,18.3
241.531,18.3
241.542,18.3
241.552,18.4
241.563,18.4
241.573,18.3
241.583,18.4
241.594,18.4
241.604,18.4
241.615,18.4
241.625,18.4
241.635,18.4
241.646,18.4
241.656,18.4
241.667,18.4
241.677,18.4
241.688,18.4
241.698,18.5
241.708,18.5
241.719,18.4
241.729,18.4
241.74,18.4
241.75,18.4
241.76,18.4
241.771,18.4
241.781,18.4
241.792,18.5
241.802,18.4
241.813,18.5
241.823,18.4
241.833,18.4
241.844,18.4
241.854,18.5
241.865,18.5
241.875,18.4
241.885,18.3
241.896,18.2
241.906,18.2
241.917,18.2
241.927,18.2
241.938,18.1
241.948,18.2
241.958,18.1
241.969,18
241.979,17.8
241.99,17.8
242,17.8
242.01,17.7
242.021,17.6
242.031,17.6
242.042,17.6
242.052,17.6
242.063,17.5
242.073,17.5
242.083,17.5
242.094,17.5
242.104,17.4
242.115,17.4
242.125,17.4
242.135,17.4
242.146,17.4
242.156,17.3
242.167,17.3
242.177,17.3
242.188,17.3
242.198,17.3
242.208,17.3
242.219,17.3
242.229,17.3
242.24,17.2
242.25,17.2
242.26,17.2
242.271,17.2
242.281,17.2
242.292,17.2
242.302,17.2
242.313,17.2
242.323,17.2
242.333,17.2
242.344,17.2
242.354,17.2
242.365,17.3
242.375,17.7
242.385,17.9
242.396,18
242.406,18.1
242.417,18.1
242.427,18.1
242.438,18.1
242.448,18.2
242.458,18.1
242.469,18.1
242.479,18.2
242.49,18.2
242.5,18.2
242.51,18.2
242.521,18.2
242.531,18.3
242.542,18.3
242.552,18.4
242.563,18.4
242.573,18.4
242.583,18.4
242.594,18.4
242.604,18.4
242.615,18.4
242.625,18.5
242.635,18.5
242.646,18.5
242.656,18.5
242.667,18.5
242.677,18.5
242.688,18.5
242.698,18.5
242.708,18.6
242.719,18.6
242.729,18.6
242.74,18.6
242.75,18.6
242.76,18.6
242.771,18.6
242.781,18.6
242.792,18.5
242.802,18.5
242.813,18.5
242.823,18.5
242.833,18.6
242.844,18.6
242.854,18.6
242.865,18.5
242.875,18.5
242.885,18.5
242.896,18.5
242.906,18.5
242.917,18.2
242.927,18
242.938,17.9
242.948,17.9
242.958,17.9
242.969,17.8
242.979,17.7
242.99,17.8
243,17.7
243.01,17.7
243.021,17.7
243.031,17.7
243.042,17.6
243.052,17.6
243.063,17.7
243.073,17.7
243.083,17.6
243.094,17.6
243.104,17.6
243.115,17.6
243.125,17.6
243.135,17.6
243.146,17.6
243.156,17.6
243.167,17.7
243.177,17.6
243.188,17.6
243.198,17.6
243.208,17.6
243.219,17.7
243.229,17.6
243.24,17.7
243.25,17.7
243.26,17.7
243.271,17.7
243.281,17.7
243.292,17.7
243.302,17.7
243.313,17.7
243.323,17.7
243.333,17.7
243.344,17.9
243.354,18.2
243.365,18.3
243.375,18.4
243.385,18.5
243.396,18.6
243.406,18.6
243.417,18.6
243.427,18.6
243.438,18.7
243.448,18.7
243.458,18.7
243.469,18.7
243.479,18.7
243.49,18.7
243.5,18.7
243.51,18.7
243.521,18.7
243.531,18.7
243.542,18.7
243.552,18.7
243.563,18.8
243.573,18.7
243.583,18.7
243.594,18.8
243.604,18.8
243.615,18.8
243.625,18.9
243.635,18.8
243.646,18.9
243.656,18.9
243.667,18.9
243.677,18.9
243.688,19
243.698,18.9
243.708,18.9
243.719,18.9
243.729,19
243.74,18.9
243.75,18.9
243.76,18.9
243.771,18.9
243.781,18.9
243.792,18.9
243.802,18.9
243.813,18.9
243.823,18.9
243.833,18.9
243.844,18.9
243.854,18.9
243.865,18.9
243.875,18.9
243.885,18.8
243.896,18.9
243.906,18.8
