$Grand Coulee Dam Flows
 
JDAY,QWO,
  1066.400,   2126.19,
  1066.450,   2417.64,
  1066.500,   2196.46,
  1066.550,   1932.25,
  1066.600,   1843.89,
  1066.650,   2116.23,
  1066.700,   2584.53,
  1066.750,   2706.37,
  1066.800,   2707.01,
  1066.850,   2522.43,
  1066.900,   1508.23,
  1066.950,   1446.81,
  1067.000,   1854.57,
  1067.050,   2032.68,
  1067.100,   1639.18,
  1067.150,   1870.42,
  1067.200,   2219.49,
  1067.250,   2886.71,
  1067.300,   3415.86,
  1067.350,   3216.14,
  1067.400,   3043.57,
  1067.450,   2649.96,
  1067.500,   2397.53,
  1067.550,   2046.11,
  1067.600,   1918.35,
  1067.650,   1993.56,
  1067.700,   2587.57,
  1067.750,   3070.74,
  1067.800,   2895.73,
  1067.850,   2854.98,
  1067.900,   2388.37,
  1067.950,   1919.33,
  1068.000,   1443.41,
  1068.050,   1533.18,
  1068.100,   1652.35,
  1068.150,   1872.55,
  1068.200,   2451.61,
  1068.250,   2826.22,
  1068.300,   2914.24,
  1068.350,   2927.08,
  1068.400,   2220.48,
  1068.450,   1315.00,
  1068.500,    875.34,
  1068.550,    925.62,
  1068.600,    906.78,
  1068.650,   1390.63,
  1068.700,   2384.27,
  1068.750,   2563.00,
  1068.800,   2300.06,
  1068.850,   2103.12,
  1068.900,   1920.49,
  1068.950,   1768.35,
  1069.000,   1610.37,
  1069.050,   1462.18,
  1069.100,   1680.96,
  1069.150,   1932.72,
  1069.200,   2574.75,
  1069.250,   3095.17,
  1069.300,   3273.15,
  1069.350,   2973.89,
  1069.400,   2850.21,
  1069.450,   2360.33,
  1069.500,   2141.43,
  1069.550,   1773.55,
  1069.600,   1712.18,
  1069.650,   1862.85,
  1069.700,   2437.80,
  1069.750,   2507.62,
  1069.800,   2359.43,
  1069.850,   2175.68,
  1069.900,   2103.06,
  1069.950,   1599.34,
  1070.000,   1487.94,
  1070.050,   1490.80,
  1070.100,   1704.28,
  1070.150,   2061.98,
  1070.200,   2689.05,
  1070.250,   3042.10,
  1070.300,   3140.14,
  1070.350,   3157.63,
  1070.400,   3181.32,
  1070.450,   3190.44,
  1070.500,   3183.38,
  1070.550,   3174.89,
  1070.600,   3549.08,
  1070.650,   3585.64,
  1070.700,   3576.01,
  1070.750,   3565.56,
  1070.800,   3311.62,
  1070.850,   3218.23,
  1070.900,   3286.81,
  1070.950,   3230.93,
  1071.000,   2769.64,
  1071.050,   2197.70,
  1071.100,   2305.92,
  1071.150,   2655.54,
  1071.200,   3016.42,
  1071.250,   3533.48,
  1071.300,   3587.03,
  1071.350,   3558.53,
  1071.400,   3030.05,
  1071.450,   3076.61,
  1071.500,   2818.72,
  1071.550,   2627.24,
  1071.600,   2504.88,
  1071.650,   2941.28,
  1071.700,   3294.35,
  1071.750,   2614.38,
  1071.800,   2818.20,
  1071.850,   2804.39,
  1071.900,   2808.88,
  1071.950,   2144.48,
  1072.000,   1532.78,
  1072.050,   1331.05,
  1072.100,   1697.85,
  1072.150,   1841.35,
  1072.200,   2453.33,
  1072.250,   2905.12,
  1072.300,   3472.22,
  1072.350,   3366.59,
  1072.400,   3182.05,
  1072.450,   3051.45,
  1072.500,   2927.50,
  1072.550,   2730.01,
  1072.600,   2579.56,
  1072.650,   2761.62,
  1072.700,   3542.32,
  1072.750,   3569.89,
  1072.800,   3569.42,
  1072.850,   3561.10,
  1072.900,   3551.21,
  1072.950,   3280.91,
  1073.000,   3061.53,
  1073.050,   3062.98,
  1073.100,   3041.07,
  1073.150,   2881.16,
  1073.200,   2899.08,
  1073.250,   3008.66,
  1073.300,   3203.13,
  1073.350,   3236.11,
  1073.400,   3233.38,
  1073.450,   3177.13,
  1073.500,   3320.79,
  1073.550,   3260.45,
  1073.600,   3104.87,
  1073.650,   3318.63,
  1073.700,   3422.51,
  1073.750,   3391.61,
  1073.800,   3460.11,
  1073.850,   3303.10,
  1073.900,   3198.06,
  1073.950,   2880.52,
  1074.000,   2278.62,
  1074.050,   2046.98,
  1074.100,   1753.04,
  1074.150,   2055.20,
  1074.200,   2802.15,
  1074.250,   3148.37,
  1074.300,   3292.49,
  1074.350,   3342.78,
  1074.400,   3403.75,
  1074.450,   3334.96,
  1074.500,   3207.62,
  1074.550,   3098.64,
  1074.600,   3048.45,
  1074.650,   3335.22,
  1074.700,   3436.16,
  1074.750,   3217.31,
  1074.800,   3133.93,
  1074.850,   3144.48,
  1074.900,   3014.06,
  1074.950,   2505.98,
  1075.000,   2150.66,
  1075.050,   2079.06,
  1075.100,   2106.15,
  1075.150,   2348.06,
  1075.200,   2816.35,
  1075.250,   3116.12,
  1075.300,   3239.37,
  1075.350,   3404.57,
  1075.400,   3578.92,
  1075.450,   3557.83,
  1075.500,   3558.62,
  1075.550,   3564.54,
  1075.600,   3566.61,
  1075.650,   3581.01,
  1075.700,   3583.65,
  1075.750,   3561.54,
  1075.800,   3552.83,
  1075.850,   3552.23,
  1075.900,   3545.00,
  1075.950,   3307.02,
  1076.000,   2970.93,
  1076.050,   2946.83,
  1076.100,   2937.82,
  1076.150,   3063.12,
  1076.200,   3300.19,
  1076.250,   3523.12,
  1076.300,   3567.99,
  1076.350,   3542.50,
  1076.400,   3555.26,
  1076.450,   3374.78,
  1076.500,   3238.33,
  1076.550,   3177.30,
  1076.600,   3013.68,
  1076.650,   3032.95,
  1076.700,   3179.72,
  1076.750,   3134.64,
  1076.800,   3148.60,
  1076.850,   3064.98,
  1076.900,   3021.78,
  1076.950,   2844.33,
  1077.000,   2718.22,
  1077.050,   2703.89,
  1077.100,   2897.80,
  1077.150,   3090.43,
  1077.200,   3286.54,
  1077.250,   3519.66,
  1077.300,   3387.75,
  1077.350,   3322.13,
  1077.400,   3201.16,
  1077.450,   3164.53,
  1077.500,   2951.34,
  1077.550,   3006.06,
  1077.600,   2894.11,
  1077.650,   2869.54,
  1077.700,   3331.02,
  1077.750,   3313.40,
  1077.800,   3200.65,
  1077.850,   3056.42,
  1077.900,   3006.38,
  1077.950,   2458.31,
  1078.000,   2435.58,
  1078.050,   2372.63,
  1078.100,   1908.99,
  1078.150,   1744.55,
  1078.200,   2120.27,
  1078.250,   2662.45,
  1078.300,   3191.18,
  1078.350,   2956.29,
  1078.400,   2874.29,
  1078.450,   2561.10,
  1078.500,   2290.70,
  1078.550,   2114.07,
  1078.600,   2053.20,
  1078.650,   2797.24,
  1078.700,   3180.65,
  1078.750,   3224.64,
  1078.800,   3312.66,
  1078.850,   2974.35,
  1078.900,   2846.12,
  1078.950,   2509.27,
  1079.000,   1973.18,
  1079.050,   1577.18,
  1079.100,   1504.78,
  1079.150,   1503.02,
  1079.200,   1448.35,
  1079.250,   1592.72,
  1079.300,   2302.29,
  1079.350,   3041.68,
  1079.400,   2932.39,
  1079.450,   3083.77,
  1079.500,   3194.18,
  1079.550,   2669.04,
  1079.600,   2298.07,
  1079.650,   2482.14,
  1079.700,   3016.58,
  1079.750,   3240.78,
  1079.800,   2700.79,
  1079.850,   2390.09,
  1079.900,   2338.53,
  1079.950,   1683.30,
  1080.000,   1456.84,
  1080.050,   1347.32,
  1080.100,   1279.37,
  1080.150,   1224.46,
  1080.200,   1436.68,
  1080.250,   1836.22,
  1080.300,   1806.27,
  1080.350,   2187.33,
  1080.400,   2419.13,
  1080.450,   2355.64,
  1080.500,   2209.87,
  1080.550,   2000.18,
  1080.600,   2014.15,
  1080.650,   1997.52,
  1080.700,   2898.29,
  1080.750,   3277.12,
  1080.800,   3121.84,
  1080.850,   2919.04,
  1080.900,   2750.49,
  1080.950,   2082.40,
  1081.000,   1536.15,
  1081.050,   1456.35,
  1081.100,   1458.97,
  1081.150,   1758.92,
  1081.200,   2147.77,
  1081.250,   2958.12,
  1081.300,   3231.79,
  1081.350,   3022.99,
  1081.400,   2640.44,
  1081.450,   2430.94,
  1081.500,   2224.10,
  1081.550,   2047.85,
  1081.600,   2279.57,
  1081.650,   2373.98,
  1081.700,   3179.15,
  1081.750,   3509.97,
  1081.800,   3299.88,
  1081.850,   3242.72,
  1081.900,   2862.79,
  1081.950,   2806.60,
  1082.000,   2144.13,
  1082.050,   1791.60,
  1082.100,   1707.47,
  1082.150,   1853.79,
  1082.200,   2374.04,
  1082.250,   3149.63,
  1082.300,   3205.03,
  1082.350,   3247.45,
  1082.400,   2963.35,
  1082.450,   2826.50,
  1082.500,   2471.06,
  1082.550,   2279.57,
  1082.600,   2284.60,
  1082.650,   2307.75,
  1082.700,   3275.39,
  1082.750,   3188.61,
  1082.800,   3247.22,
  1082.850,   2774.60,
  1082.900,   2605.06,
  1082.950,   1820.38,
  1083.000,   1317.18,
  1083.050,   1354.06,
  1083.100,   1172.08,
  1083.150,   1259.33,
  1083.200,   2276.36,
  1083.250,   3057.68,
  1083.300,   3108.90,
  1083.350,   3444.71,
  1083.400,   3300.66,
  1083.450,   3224.23,
  1083.500,   2882.38,
  1083.550,   2868.82,
  1083.600,   2770.91,
  1083.650,   3137.47,
  1083.700,   3512.14,
  1083.750,   3264.79,
  1083.800,   3236.88,
  1083.850,   3312.60,
  1083.900,   2826.41,
  1083.950,   2036.35,
  1084.000,   2205.57,
  1084.050,   2213.32,
  1084.100,   2241.76,
  1084.150,   2370.80,
  1084.200,   2895.66,
  1084.250,   3445.94,
  1084.300,   3566.15,
  1084.350,   3568.17,
  1084.400,   3552.73,
  1084.450,   3333.11,
  1084.500,   2809.41,
  1084.550,   2846.90,
  1084.600,   2516.78,
  1084.650,   2785.85,
  1084.700,   3193.30,
  1084.750,   3220.90,
  1084.800,   3186.83,
  1084.850,   2977.38,
  1084.900,   2817.38,
  1084.950,   2380.68,
  1085.000,   2070.23,
  1085.050,   1711.81,
  1085.100,   1792.05,
  1085.150,   2081.37,
  1085.200,   2818.54,
  1085.250,   3100.32,
  1085.300,   3306.51,
  1085.350,   3228.46,
  1085.400,   3164.66,
  1085.450,   3253.53,
  1085.500,   3235.71,
  1085.550,   2988.94,
  1085.600,   2893.33,
  1085.650,   2657.30,
  1085.700,   3283.16,
  1085.750,   3063.32,
  1085.800,   3188.67,
  1085.850,   3151.24,
  1085.900,   2959.70,
  1085.950,   2521.09,
  1086.000,   1829.00,
  1086.050,   1707.95,
  1086.100,   1753.95,
  1086.150,   1981.87,
  1086.200,   1955.12,
  1086.250,   2240.85,
  1086.300,   2687.21,
  1086.350,   2804.47,
  1086.400,   3018.84,
  1086.450,   2784.65,
  1086.500,   2432.26,
  1086.550,   2117.96,
  1086.600,   2144.40,
  1086.650,   2315.27,
  1086.700,   2756.36,
  1086.750,   2925.86,
  1086.800,   2715.16,
  1086.850,   2313.68,
  1086.900,   1853.21,
  1086.950,   1908.27,
  1087.000,   1927.10,
  1087.050,   1658.49,
  1087.100,   1602.23,
  1087.150,   1481.72,
  1087.200,   1647.88,
  1087.250,   2063.33,
  1087.300,   2334.39,
  1087.350,   2580.78,
  1087.400,   2945.61,
  1087.450,   2721.39,
  1087.500,   2353.54,
  1087.550,   2022.87,
  1087.600,   2028.27,
  1087.650,   2257.86,
  1087.700,   2936.25,
  1087.750,   2994.07,
  1087.800,   2977.62,
  1087.850,   2968.94,
  1087.900,   2342.08,
  1087.950,   1722.18,
  1088.000,   1206.17,
  1088.050,   1428.53,
  1088.100,   2065.02,
  1088.150,   1915.88,
  1088.200,   1939.59,
  1088.250,   2639.25,
  1088.300,   2817.56,
  1088.350,   2707.61,
  1088.400,   2779.89,
  1088.450,   2207.82,
  1088.500,   1596.07,
  1088.550,   1592.20,
  1088.600,   1703.12,
  1088.650,   1808.83,
  1088.700,   2363.43,
  1088.750,   2373.81,
  1088.800,   2584.44,
  1088.850,   2233.15,
  1088.900,   1822.36,
  1088.950,   1941.19,
  1089.000,   2290.47,
  1089.050,   2216.72,
  1089.100,   2398.94,
  1089.150,   2282.72,
  1089.200,   2276.39,
  1089.250,   2283.85,
  1089.300,   2481.09,
  1089.350,   2730.02,
  1089.400,   2873.57,
  1089.450,   2534.99,
  1089.500,   2460.90,
  1089.550,   2379.05,
  1089.600,   2249.97,
  1089.650,   2431.68,
  1089.700,   3197.68,
  1089.750,   3367.14,
  1089.800,   2329.99,
  1089.850,   2222.99,
  1089.900,   2153.31,
  1089.950,   2113.51,
  1090.000,   2023.04,
  1090.050,   2015.05,
  1090.100,   1957.81,
  1090.150,   1999.24,
  1090.200,   2135.26,
  1090.250,   2420.04,
  1090.300,   2677.09,
  1090.350,   2760.87,
  1090.400,   3124.15,
  1090.450,   2902.30,
  1090.500,   2517.98,
  1090.550,   1875.60,
  1090.600,   1800.25,
  1090.650,   1728.47,
  1090.700,   2293.41,
  1090.750,   2977.14,
  1090.800,   2628.72,
  1090.850,   2668.19,
  1090.900,   2421.11,
  1090.950,   1986.29,
  1091.000,   1790.95,
  1091.050,   1730.71,
  1091.100,   1770.27,
  1091.150,   1874.14,
  1091.200,   2426.48,
  1091.250,   3030.30,
  1091.300,   3321.41,
  1091.350,   3494.73,
  1091.400,   3462.01,
  1091.450,   3441.77,
  1091.500,   3276.78,
  1091.550,   3159.49,
  1091.600,   2780.03,
  1091.650,   3029.66,
  1091.700,   3706.43,
  1091.750,   3926.35,
  1091.800,   3603.02,
  1091.850,   3261.35,
  1091.900,   2940.34,
  1091.950,   2539.22,
  1092.000,   2053.96,
  1092.050,   1674.08,
  1092.100,   1584.37,
  1092.150,   1725.00,
  1092.200,   2435.75,
  1092.250,   3110.25,
  1092.300,   3155.55,
  1092.350,   3154.49,
  1092.400,   3447.91,
  1092.450,   3143.26,
  1092.500,   2372.54,
  1092.550,   2046.60,
  1092.600,   1877.72,
  1092.650,   1870.59,
  1092.700,   3017.01,
  1092.750,   3707.63,
  1092.800,   3512.38,
  1092.850,   2496.40,
  1092.900,   2160.59,
  1092.950,   1880.93,
  1093.000,   1204.35,
  1093.050,   1516.58,
  1093.100,   1267.31,
  1093.150,   1195.66,
  1093.200,   1743.71,
  1093.250,   2095.52,
  1093.300,   2230.57,
  1093.350,   2891.50,
  1093.400,   3036.71,
  1093.450,   2862.71,
  1093.500,   2405.19,
  1093.550,   2160.21,
  1093.600,   2071.67,
  1093.650,   2217.64,
  1093.700,   3204.24,
  1093.750,   3557.49,
  1093.800,   3225.18,
  1093.850,   2621.93,
  1093.900,   2357.82,
  1093.950,   2216.02,
  1094.000,   2050.27,
  1094.050,   1991.02,
  1094.100,   1744.74,
  1094.150,   1735.70,
  1094.200,   1742.83,
  1094.250,   1916.47,
  1094.300,   2109.64,
  1094.350,   2348.94,
  1094.400,   2663.66,
  1094.450,   2673.52,
  1094.500,   2374.14,
  1094.550,   2022.45,
  1094.600,   1724.48,
  1094.650,   2420.89,
  1094.700,   3073.86,
  1094.750,   3558.63,
  1094.800,   3495.36,
  1094.850,   3152.76,
  1094.900,   2565.90,
  1094.950,   2184.70,
  1095.000,   1691.58,
  1095.050,   1525.82,
  1095.100,   1543.89,
  1095.150,   1665.54,
  1095.200,   2209.60,
  1095.250,   2946.45,
  1095.300,   3337.51,
  1095.350,   3627.29,
  1095.400,   3543.58,
  1095.450,   3314.66,
  1095.500,   2895.83,
  1095.550,   2618.32,
  1095.600,   2768.67,
  1095.650,   3098.49,
  1095.700,   3584.50,
  1095.750,   3305.89,
  1095.800,   3127.25,
  1095.850,   2880.40,
  1095.900,   2191.14,
  1095.950,   1616.06,
  1096.000,    996.86,
  1096.050,    905.81,
  1096.100,    812.80,
  1096.150,   1129.58,
  1096.200,   1800.16,
  1096.250,   2212.68,
  1096.300,   2587.50,
  1096.350,   3067.35,
  1096.400,   3062.00,
  1096.450,   2234.59,
  1096.500,   1931.61,
  1096.550,   1929.32,
  1096.600,   1921.72,
  1096.650,   1936.23,
  1096.700,   3057.50,
  1096.750,   3379.11,
  1096.800,   2736.49,
  1096.850,   2751.24,
  1096.900,   2539.17,
  1096.950,   1982.51,
  1097.000,   1664.96,
  1097.050,   1299.48,
  1097.100,   1316.49,
  1097.150,   1412.30,
  1097.200,   1652.01,
  1097.250,   1837.07,
  1097.300,   1986.18,
  1097.350,   2196.53,
  1097.400,   2227.17,
  1097.450,   2269.83,
  1097.500,   2174.32,
  1097.550,   2078.00,
  1097.600,   1916.25,
  1097.650,   1927.97,
  1097.700,   2439.62,
  1097.750,   2736.44,
  1097.800,   2642.56,
  1097.850,   2362.28,
  1097.900,   1891.00,
  1097.950,   1729.99,
  1098.000,   1574.62,
  1098.050,   1389.61,
  1098.100,   1229.26,
  1098.150,   1199.96,
  1098.200,   1864.73,
  1098.250,   2770.25,
  1098.300,   3529.61,
  1098.350,   3608.90,
  1098.400,   3169.98,
  1098.450,   3090.18,
  1098.500,   2959.98,
  1098.550,   2921.90,
  1098.600,   2566.38,
  1098.650,   2297.34,
  1098.700,   2316.33,
  1098.750,   2587.69,
  1098.800,   1910.40,
  1098.850,   1892.67,
  1098.900,   1331.15,
  1098.950,   1110.62,
  1099.000,    939.07,
  1099.050,    668.52,
  1099.100,   1206.94,
  1099.150,   1281.30,
  1099.200,   1795.29,
  1099.250,   2755.77,
  1099.300,   3323.39,
  1099.350,   3347.70,
  1099.400,   3456.99,
  1099.450,   2826.98,
  1099.500,   2497.65,
  1099.550,   2471.15,
  1099.600,   1939.27,
  1099.650,   2184.95,
  1099.700,   3408.04,
  1099.750,   3992.26,
  1099.800,   3613.57,
  1099.850,   3355.30,
  1099.900,   2869.61,
  1099.950,   2493.50,
  1100.000,   2142.00,
  1100.050,   2072.39,
  1100.100,   2072.75,
  1100.150,   2098.95,
  1100.200,   2384.56,
  1100.250,   2931.86,
  1100.300,   3521.10,
  1100.350,   3760.30,
  1100.400,   3850.70,
  1100.450,   3520.13,
  1100.500,   3097.15,
  1100.550,   2342.24,
  1100.600,   1668.99,
  1100.650,   1724.35,
  1100.700,   2847.95,
  1100.750,   3723.34,
  1100.800,   3621.85,
  1100.850,   3363.97,
  1100.900,   2924.50,
  1100.950,   2433.96,
  1101.000,   1867.48,
  1101.050,   1962.19,
  1101.100,   2017.80,
  1101.150,   2071.81,
  1101.200,   2475.75,
  1101.250,   2814.84,
  1101.300,   3060.90,
  1101.350,   3213.01,
  1101.400,   3283.20,
  1101.450,   2977.58,
  1101.500,   2483.11,
  1101.550,   2332.32,
  1101.600,   2059.18,
  1101.650,   2350.24,
  1101.700,   3472.53,
  1101.750,   3761.39,
  1101.800,   3569.86,
  1101.850,   3201.50,
  1101.900,   2212.22,
  1101.950,   1927.01,
  1102.000,   1715.60,
  1102.050,   1803.87,
  1102.100,   1798.89,
  1102.150,   1828.82,
  1102.200,   2360.04,
  1102.250,   3301.60,
  1102.300,   3910.35,
  1102.350,   4043.80,
  1102.400,   3889.06,
  1102.450,   3661.73,
  1102.500,   3406.56,
  1102.550,   3008.76,
  1102.600,   2809.66,
  1102.650,   3361.53,
  1102.700,   3991.90,
  1102.750,   4212.25,
  1102.800,   4183.54,
  1102.850,   4146.39,
  1102.900,   3271.25,
  1102.950,   2395.95,
  1103.000,   2145.31,
  1103.050,   2035.94,
  1103.100,   1985.14,
  1103.150,   2002.01,
  1103.200,   2305.48,
  1103.250,   3247.37,
  1103.300,   3728.91,
  1103.350,   3865.59,
  1103.400,   3876.51,
  1103.450,   3846.66,
  1103.500,   3676.68,
  1103.550,   3937.26,
  1103.600,   3899.93,
  1103.650,   3891.84,
  1103.700,   4050.48,
  1103.750,   3964.52,
  1103.800,   3748.95,
  1103.850,   3463.59,
  1103.900,   2709.55,
  1103.950,   2070.24,
  1104.000,   1649.75,
  1104.050,   1543.35,
  1104.100,   1227.78,
  1104.150,   1550.97,
  1104.200,   1861.62,
  1104.250,   3818.37,
  1104.300,   4408.51,
  1104.350,   4333.42,
  1104.400,   4189.50,
  1104.450,   3507.69,
  1104.500,   3488.28,
  1104.550,   3552.44,
  1104.600,   3667.25,
  1104.650,   3900.11,
  1104.700,   4594.71,
  1104.750,   4009.43,
  1104.800,   3636.87,
  1104.850,   3193.54,
  1104.900,   2085.17,
  1104.950,   1561.96,
  1105.000,   1483.38,
  1105.050,   1455.48,
  1105.100,   1251.59,
  1105.150,   1305.36,
  1105.200,   1869.28,
  1105.250,   3626.99,
  1105.300,   3906.75,
  1105.350,   3723.71,
  1105.400,   3371.83,
  1105.450,   2658.35,
  1105.500,   2787.15,
  1105.550,   2674.98,
  1105.600,   2467.38,
  1105.650,   2601.41,
  1105.700,   3931.29,
  1105.750,   4283.51,
  1105.800,   3774.47,
  1105.850,   2633.10,
  1105.900,   1916.52,
  1105.950,   1599.25,
  1106.000,   1538.84,
  1106.050,   1394.48,
  1106.100,   1461.31,
  1106.150,   1684.92,
  1106.200,   2365.05,
  1106.250,   3325.27,
  1106.300,   3866.90,
  1106.350,   4413.27,
  1106.400,   4113.13,
  1106.450,   2914.13,
  1106.500,   2020.16,
  1106.550,   2077.59,
  1106.600,   2454.04,
  1106.650,   3454.10,
  1106.700,   4034.91,
  1106.750,   4051.36,
  1106.800,   4038.43,
  1106.850,   3855.57,
  1106.900,   3108.92,
  1106.950,   2349.99,
  1107.000,   1723.99,
  1107.050,   1294.68,
  1107.100,   1189.27,
  1107.150,   1125.94,
  1107.200,   1269.65,
  1107.250,   1673.71,
  1107.300,   2942.62,
  1107.350,   2714.70,
  1107.400,   2892.23,
  1107.450,   2882.08,
  1107.500,   3213.69,
  1107.550,   3372.13,
  1107.600,   3079.56,
  1107.650,   2964.72,
  1107.700,   3457.13,
  1107.750,   4095.87,
  1107.800,   4011.86,
  1107.850,   3751.67,
  1107.900,   2983.00,
  1107.950,   2195.28,
  1108.000,   1402.61,
  1108.050,   1273.59,
  1108.100,   1333.06,
  1108.150,   1530.19,
  1108.200,   1665.81,
  1108.250,   1779.83,
  1108.300,   1924.05,
  1108.350,   2486.87,
  1108.400,   2325.59,
  1108.450,   1868.67,
  1108.500,   1459.48,
  1108.550,   1182.86,
  1108.600,    911.77,
  1108.650,   1431.72,
  1108.700,   1977.09,
  1108.750,   2541.98,
  1108.800,   2061.74,
  1108.850,   1703.04,
  1108.900,   1494.11,
  1108.950,   1287.81,
  1109.000,   1155.51,
  1109.050,   1040.78,
  1109.100,   1244.94,
  1109.150,   1384.52,
  1109.200,   1853.42,
  1109.250,   2722.27,
  1109.300,   3560.01,
  1109.350,   3792.63,
  1109.400,   3570.26,
  1109.450,   2482.63,
  1109.500,   1832.48,
  1109.550,   2010.53,
  1109.600,   2309.24,
  1109.650,   2113.64,
  1109.700,   2729.20,
  1109.750,   2730.51,
  1109.800,   2754.06,
  1109.850,   3115.29,
  1109.900,   1851.90,
  1109.950,   1459.30,
  1110.000,   1353.87,
  1110.050,   1123.51,
  1110.100,   1406.19,
  1110.150,   1298.36,
  1110.200,   2197.95,
  1110.250,   3469.53,
  1110.300,   4028.13,
  1110.350,   3788.19,
  1110.400,   3354.72,
  1110.450,   3158.90,
  1110.500,   2949.33,
  1110.550,   2514.41,
  1110.600,   2403.25,
  1110.650,   2159.56,
  1110.700,   3475.53,
  1110.750,   4167.03,
  1110.800,   3685.07,
  1110.850,   2715.89,
  1110.900,   2047.28,
  1110.950,   1289.09,
  1111.000,    814.93,
  1111.050,    888.78,
  1111.100,   1001.11,
  1111.150,   1047.73,
  1111.200,   1582.50,
  1111.250,   2944.18,
  1111.300,   3547.89,
  1111.350,   3074.04,
  1111.400,   2539.76,
  1111.450,   1795.93,
  1111.500,   1331.59,
  1111.550,   1695.88,
  1111.600,   1567.43,
  1111.650,   2039.43,
  1111.700,   2365.88,
  1111.750,   2984.29,
  1111.800,   3121.60,
  1111.850,   2755.64,
  1111.900,   1990.80,
  1111.950,   1640.54,
  1112.000,   1748.45,
  1112.050,   1933.03,
  1112.100,   2011.05,
  1112.150,   2150.22,
  1112.200,   2583.30,
  1112.250,   3320.69,
  1112.300,   3943.72,
  1112.350,   3697.19,
  1112.400,   3277.97,
  1112.450,   2623.26,
  1112.500,   2258.02,
  1112.550,   2092.57,
  1112.600,   2003.14,
  1112.650,   1979.27,
  1112.700,   2789.61,
  1112.750,   3239.02,
  1112.800,   3186.28,
  1112.850,   2786.61,
  1112.900,   2054.57,
  1112.950,   1782.17,
  1113.000,   1734.90,
  1113.050,   1885.44,
  1113.100,   1914.49,
  1113.150,   2271.42,
  1113.200,   2917.98,
  1113.250,   4052.60,
  1113.300,   4411.10,
  1113.350,   4106.58,
  1113.400,   3649.75,
  1113.450,   3193.09,
  1113.500,   3110.86,
  1113.550,   2899.32,
  1113.600,   2626.04,
  1113.650,   2492.02,
  1113.700,   2829.02,
  1113.750,   3587.08,
  1113.800,   3393.73,
  1113.850,   3175.41,
  1113.900,   2484.41,
  1113.950,   2199.70,
  1114.000,   1716.52,
  1114.050,   1634.73,
  1114.100,   1624.59,
  1114.150,   1479.10,
  1114.200,   1809.72,
  1114.250,   2558.85,
  1114.300,   3018.33,
  1114.350,   3325.13,
  1114.400,   3469.22,
  1114.450,   3109.97,
  1114.500,   2643.08,
  1114.550,   2397.69,
  1114.600,   2066.33,
  1114.650,   2041.28,
  1114.700,   2892.47,
  1114.750,   3428.19,
  1114.800,   3551.35,
  1114.850,   3348.03,
  1114.900,   2984.80,
  1114.950,   2162.15,
  1115.000,   1847.29,
  1115.050,   1701.23,
  1115.100,   1739.69,
  1115.150,   1655.84,
  1115.200,   2059.45,
  1115.250,   2374.01,
  1115.300,   2558.72,
  1115.350,   3065.98,
  1115.400,   3433.47,
  1115.450,   2853.53,
  1115.500,   2478.06,
  1115.550,   2326.97,
  1115.600,   2222.90,
  1115.650,   2371.07,
  1115.700,   3103.40,
  1115.750,   3733.37,
  1115.800,   3750.13,
  1115.850,   2901.05,
  1115.900,   2575.77,
  1115.950,   1810.48,
  1116.000,   1479.09,
  1116.050,   1406.67,
  1116.100,   1288.13,
  1116.150,   1306.34,
  1116.200,   1899.00,
  1116.250,   3157.16,
  1116.300,   3679.07,
  1116.350,   3779.79,
  1116.400,   4070.39,
  1116.450,   3901.57,
  1116.500,   3611.45,
  1116.550,   3154.39,
  1116.600,   2963.06,
  1116.650,   3178.59,
  1116.700,   3855.41,
  1116.750,   4123.06,
  1116.800,   3619.10,
  1116.850,   3078.06,
  1116.900,   2458.30,
  1116.950,   1774.94,
  1117.000,   1130.66,
  1117.050,   1528.62,
  1117.100,   1667.03,
  1117.150,   2091.09,
  1117.200,   2289.67,
  1117.250,   3317.44,
  1117.300,   3828.62,
  1117.350,   4023.16,
  1117.400,   3936.25,
  1117.450,   3633.26,
  1117.500,   3433.51,
  1117.550,   3304.14,
  1117.600,   3232.90,
  1117.650,   3426.57,
  1117.700,   3978.14,
  1117.750,   4084.13,
  1117.800,   3496.02,
  1117.850,   2963.54,
  1117.900,   2659.02,
  1117.950,   1754.49,
  1118.000,   1197.77,
  1118.050,    954.71,
  1118.100,   1036.37,
  1118.150,   1375.38,
  1118.200,   2068.07,
  1118.250,   3684.08,
  1118.300,   4166.73,
  1118.350,   4211.81,
  1118.400,   3719.64,
  1118.450,   3086.01,
  1118.500,   2823.71,
  1118.550,   2815.34,
  1118.600,   2454.86,
  1118.650,   2615.75,
  1118.700,   3423.91,
  1118.750,   3749.27,
  1118.800,   3637.26,
  1118.850,   3228.29,
  1118.900,   2026.98,
  1118.950,   1616.42,
  1119.000,    851.82,
  1119.050,    773.58,
  1119.100,    918.67,
  1119.150,   1560.99,
  1119.200,   2743.42,
  1119.250,   4110.52,
  1119.300,   4070.71,
  1119.350,   4076.85,
  1119.400,   3882.17,
  1119.450,   3233.51,
  1119.500,   2809.25,
  1119.550,   2498.60,
  1119.600,   2202.76,
  1119.650,   2564.14,
  1119.700,   3243.91,
  1119.750,   3640.91,
  1119.800,   3590.97,
  1119.850,   3416.55,
  1119.900,   2886.96,
  1119.950,   2104.41,
  1120.000,   1358.74,
  1120.050,    749.74,
  1120.100,    650.35,
  1120.150,    799.29,
