$Grand Coulee Dam Flows
 
JDAY,QWO,
   510.350,   5495.15,
   510.400,   5534.58,
   510.450,   5669.27,
   510.500,   5431.29,
   510.550,   5277.43,
   510.600,   5203.93,
   510.650,   5292.70,
   510.700,   5582.06,
   510.750,   5362.09,
   510.800,   5237.39,
   510.850,   5088.47,
   510.900,   5264.48,
   510.950,   5348.46,
   511.000,   5582.98,
   511.050,   5733.10,
   511.100,   5436.36,
   511.150,   5299.22,
   511.200,   5250.43,
   511.250,   5084.65,
   511.300,   5418.49,
   511.350,   5545.90,
   511.400,   5464.88,
   511.450,   5456.19,
   511.500,   5420.88,
   511.550,   5343.71,
   511.600,   5283.92,
   511.650,   5332.10,
   511.700,   5186.45,
   511.750,   4990.71,
   511.800,   4863.89,
   511.850,   5457.69,
   511.900,   5363.94,
   511.950,   5723.42,
   512.000,   5691.61,
   512.050,   5677.87,
   512.100,   5571.83,
   512.150,   5649.96,
   512.200,   5731.24,
   512.250,   5274.20,
   512.300,   5409.98,
   512.350,   5607.56,
   512.400,   5556.55,
   512.450,   5525.28,
   512.500,   5633.22,
   512.550,   5688.51,
   512.600,   5695.49,
   512.650,   5828.74,
   512.700,   5854.20,
   512.750,   5445.40,
   512.800,   4997.30,
   512.850,   5203.82,
   512.900,   5324.17,
   512.950,   5211.57,
   513.000,   5003.19,
   513.050,   4653.73,
   513.100,   4567.12,
   513.150,   4346.04,
   513.200,   4367.55,
   513.250,   4130.30,
   513.300,   4132.46,
   513.350,   4551.38,
   513.400,   4656.37,
   513.450,   4973.09,
   513.500,   5035.69,
   513.550,   4741.30,
   513.600,   4315.69,
   513.650,   3921.53,
   513.700,   3571.39,
   513.750,   3992.70,
   513.800,   4208.95,
   513.850,   4182.83,
   513.900,   4221.21,
   513.950,   4595.07,
   514.000,   3879.23,
   514.050,   3817.95,
   514.100,   3882.22,
   514.150,   3905.97,
   514.200,   4105.24,
   514.250,   3996.44,
   514.300,   4510.20,
   514.350,   4776.36,
   514.400,   5742.87,
   514.450,   5189.87,
   514.500,   4990.65,
   514.550,   5219.50,
   514.600,   4669.42,
   514.650,   4611.99,
   514.700,   4801.92,
   514.750,   5307.40,
   514.800,   5469.07,
   514.850,   5397.41,
   514.900,   5326.39,
   514.950,   4945.01,
   515.000,   4683.06,
   515.050,   4932.28,
   515.100,   4584.73,
   515.150,   4934.44,
   515.200,   5089.78,
   515.250,   4880.97,
   515.300,   5259.41,
   515.350,   4645.29,
   515.400,   4383.39,
   515.450,   4802.44,
   515.500,   4996.29,
   515.550,   4999.64,
   515.600,   5140.42,
   515.650,   5229.55,
   515.700,   5000.30,
   515.750,   5491.81,
   515.800,   5294.47,
   515.850,   5264.15,
   515.900,   5114.63,
   515.950,   5055.42,
   516.000,   4024.91,
   516.050,   3033.11,
   516.100,   3439.54,
   516.150,   3952.42,
   516.200,   4948.84,
   516.250,   4928.26,
   516.300,   4844.98,
   516.350,   4426.99,
   516.400,   4703.26,
   516.450,   4975.46,
   516.500,   5180.20,
   516.550,   5221.33,
   516.600,   4982.04,
   516.650,   4974.43,
   516.700,   5260.93,
   516.750,   5149.21,
   516.800,   4974.67,
   516.850,   5298.30,
   516.900,   5323.76,
   516.950,   5147.89,
   517.000,   4073.31,
   517.050,   3453.69,
   517.100,   3274.42,
   517.150,   2990.00,
   517.200,   4097.92,
   517.250,   4454.57,
   517.300,   5186.56,
   517.350,   4946.33,
   517.400,   4794.01,
   517.450,   5108.16,
   517.500,   5065.86,
   517.550,   4577.95,
   517.600,   4639.21,
   517.650,   4822.32,
   517.700,   4845.54,
   517.750,   4973.45,
   517.800,   5260.57,
   517.850,   5000.94,
   517.900,   4907.12,
   517.950,   4520.36,
   518.000,   3658.80,
   518.050,   3376.41,
   518.100,   3216.66,
   518.150,   3351.13,
   518.200,   3828.32,
   518.250,   4567.07,
   518.300,   4895.61,
   518.350,   4693.71,
   518.400,   4536.19,
   518.450,   4415.01,
   518.500,   4583.47,
   518.550,   5217.76,
   518.600,   5304.07,
   518.650,   4246.72,
   518.700,   4870.00,
   518.750,   4428.45,
   518.800,   4035.18,
   518.850,   4384.51,
   518.900,   4340.05,
   518.950,   4006.32,
   519.000,   3367.43,
   519.050,   2368.71,
   519.100,   2492.82,
   519.150,   2515.62,
   519.200,   2390.95,
   519.250,   2214.66,
   519.300,   2418.07,
   519.350,   3007.17,
   519.400,   3264.04,
   519.450,   3502.44,
   519.500,   3011.56,
   519.550,   2857.24,
   519.600,   2640.63,
   519.650,   2382.83,
   519.700,   2409.94,
   519.750,   2492.25,
   519.800,   2516.12,
   519.850,   3229.92,
   519.900,   3154.73,
   519.950,   3122.29,
   520.000,   3006.63,
   520.050,   2761.87,
   520.100,   2485.72,
   520.150,   2545.68,
   520.200,   2813.65,
   520.250,   2958.73,
   520.300,   3301.23,
   520.350,   4503.78,
   520.400,   4973.92,
   520.450,   4661.08,
   520.500,   5263.48,
   520.550,   5159.33,
   520.600,   4945.78,
   520.650,   4911.02,
   520.700,   5280.06,
   520.750,   4829.26,
   520.800,   4599.52,
   520.850,   4616.58,
   520.900,   5068.41,
   520.950,   4531.08,
   521.000,   4112.91,
   521.050,   3642.89,
   521.100,   3726.17,
   521.150,   3828.22,
   521.200,   4087.88,
   521.250,   3687.28,
   521.300,   4033.74,
   521.350,   4376.37,
   521.400,   3879.93,
   521.450,   3883.89,
   521.500,   3884.27,
   521.550,   3975.10,
   521.600,   3719.63,
   521.650,   3458.06,
   521.700,   3953.13,
   521.750,   4981.02,
   521.800,   4521.82,
   521.850,   4038.61,
   521.900,   3388.47,
   521.950,   3235.78,
   522.000,   2236.44,
   522.050,   1595.41,
   522.100,   1119.06,
   522.150,   1107.06,
   522.200,   1410.46,
   522.250,   2148.97,
   522.300,   2804.26,
   522.350,   3081.51,
   522.400,   3093.40,
   522.450,   2904.67,
   522.500,   2835.99,
   522.550,   2767.26,
   522.600,   3616.25,
   522.650,   3744.77,
   522.700,   3694.63,
   522.750,   4355.49,
   522.800,   4636.75,
   522.850,   4410.81,
   522.900,   4393.61,
   522.950,   3980.02,
   523.000,   4585.67,
   523.050,   5356.25,
   523.100,   4957.03,
   523.150,   5327.21,
   523.200,   5835.96,
   523.250,   5863.47,
   523.300,   5877.87,
   523.350,   5895.65,
   523.400,   5777.41,
   523.450,   5072.30,
   523.500,   4570.97,
   523.550,   4795.03,
   523.600,   4919.93,
   523.650,   4890.96,
   523.700,   5097.63,
   523.750,   5561.66,
   523.800,   5819.69,
   523.850,   5839.98,
   523.900,   5853.72,
   523.950,   5820.42,
   524.000,   5863.53,
   524.050,   5834.32,
   524.100,   5866.82,
   524.150,   5884.99,
   524.200,   5926.10,
   524.250,   5928.84,
   524.300,   5927.57,
   524.350,   5911.67,
   524.400,   5899.53,
   524.450,   5904.42,
   524.500,   5907.70,
   524.550,   5902.62,
   524.600,   5898.71,
   524.650,   5911.82,
   524.700,   5968.46,
   524.750,   5980.12,
   524.800,   5999.47,
   524.850,   5994.68,
   524.900,   5994.69,
   524.950,   6003.81,
   525.000,   6014.11,
   525.050,   5992.63,
   525.100,   5977.75,
   525.150,   6002.89,
   525.200,   5991.12,
   525.250,   5989.91,
   525.300,   5987.63,
   525.350,   5983.99,
   525.400,   5977.71,
   525.450,   5985.33,
   525.500,   5977.70,
   525.550,   5985.04,
   525.600,   5898.91,
   525.650,   5263.34,
   525.700,   5312.49,
   525.750,   5457.40,
   525.800,   5402.80,
   525.850,   5706.06,
   525.900,   5755.22,
   525.950,   5726.05,
   526.000,   5724.47,
   526.050,   5590.00,
   526.100,   5542.06,
   526.150,   5680.69,
   526.200,   5860.05,
   526.250,   5350.32,
   526.300,   5516.41,
   526.350,   5977.29,
   526.400,   6047.49,
   526.450,   6171.77,
   526.500,   5989.37,
   526.550,   5391.39,
   526.600,   5227.13,
   526.650,   5556.66,
   526.700,   5698.03,
   526.750,   5662.88,
   526.800,   5523.13,
   526.850,   5562.31,
   526.900,   5482.45,
   526.950,   5599.20,
   527.000,   5579.15,
   527.050,   5269.57,
   527.100,   5340.54,
   527.150,   5490.29,
   527.200,   5647.54,
   527.250,   5668.66,
   527.300,   5721.41,
   527.350,   5713.46,
   527.400,   5879.26,
   527.450,   5663.19,
   527.500,   5657.29,
   527.550,   5617.68,
   527.600,   5843.20,
   527.650,   5795.94,
   527.700,   5757.54,
   527.750,   5828.26,
   527.800,   5861.45,
   527.850,   5951.01,
   527.900,   5727.80,
   527.950,   5666.84,
   528.000,   5429.70,
   528.050,   5589.93,
   528.100,   5732.96,
   528.150,   5742.55,
   528.200,   5743.12,
   528.250,   5571.74,
   528.300,   5713.21,
   528.350,   5826.95,
   528.400,   5850.58,
   528.450,   5864.24,
   528.500,   5851.46,
   528.550,   5865.18,
   528.600,   5869.96,
   528.650,   5860.91,
   528.700,   5879.43,
   528.750,   5874.55,
   528.800,   5820.16,
   528.850,   5858.86,
   528.900,   5857.10,
   528.950,   5999.17,
   529.000,   5891.87,
   529.050,   5815.55,
   529.100,   5866.11,
   529.150,   5795.71,
   529.200,   5641.64,
   529.250,   5434.47,
   529.300,   5701.89,
   529.350,   5903.64,
   529.400,   5857.30,
   529.450,   5880.54,
   529.500,   5895.49,
   529.550,   5930.76,
   529.600,   5902.54,
   529.650,   5756.73,
   529.700,   5418.55,
   529.750,   5789.55,
   529.800,   5796.44,
   529.850,   5572.52,
   529.900,   5732.52,
   529.950,   5863.55,
   530.000,   5605.55,
   530.050,   5780.37,
   530.100,   5883.10,
   530.150,   5716.15,
   530.200,   5853.83,
   530.250,   5783.15,
   530.300,   5851.45,
   530.350,   5935.82,
   530.400,   6051.34,
   530.450,   6192.22,
   530.500,   6136.60,
   530.550,   6156.50,
   530.600,   6172.10,
   530.650,   6178.80,
   530.700,   5949.45,
   530.750,   4594.94,
   530.800,   5052.17,
   530.850,   5083.97,
   530.900,   4883.52,
   530.950,   5560.43,
   531.000,   5320.99,
   531.050,   5399.62,
   531.100,   5661.53,
   531.150,   5809.52,
   531.200,   5894.68,
   531.250,   5620.72,
   531.300,   5629.98,
   531.350,   5123.17,
   531.400,   5375.59,
   531.450,   5425.23,
   531.500,   5361.48,
   531.550,   5231.76,
   531.600,   5294.80,
   531.650,   5391.17,
   531.700,   5308.17,
   531.750,   5211.06,
   531.800,   4688.80,
   531.850,   5578.31,
   531.900,   5554.42,
   531.950,   5782.25,
   532.000,   6139.90,
   532.050,   6048.63,
   532.100,   6156.64,
   532.150,   6337.77,
   532.200,   6166.99,
   532.250,   6249.06,
   532.300,   5414.67,
   532.350,   5053.95,
   532.400,   4642.06,
   532.450,   5115.14,
   532.500,   5509.93,
   532.550,   5481.79,
   532.600,   5187.34,
   532.650,   5340.29,
   532.700,   5494.14,
   532.750,   5401.94,
   532.800,   5423.48,
   532.850,   5132.89,
   532.900,   5192.24,
   532.950,   4815.66,
   533.000,   3760.35,
   533.050,   5558.21,
   533.100,   5708.45,
   533.150,   5511.68,
   533.200,   5494.08,
   533.250,   5327.83,
   533.300,   5436.14,
   533.350,   5306.48,
   533.400,   5729.32,
   533.450,   6021.79,
   533.500,   5859.09,
   533.550,   6063.23,
   533.600,   6104.63,
   533.650,   6243.67,
   533.700,   5804.95,
   533.750,   6045.75,
   533.800,   6209.95,
   533.850,   5554.25,
   533.900,   5778.48,
   533.950,   5331.19,
   534.000,   5723.49,
   534.050,   5597.61,
   534.100,   5160.14,
   534.150,   5091.48,
   534.200,   4234.04,
   534.250,   4319.17,
   534.300,   4715.56,
   534.350,   5177.85,
   534.400,   5390.61,
   534.450,   5674.47,
   534.500,   5837.40,
   534.550,   5877.27,
   534.600,   5691.76,
   534.650,   5637.73,
   534.700,   5733.67,
   534.750,   5743.98,
   534.800,   5710.11,
   534.850,   5551.30,
   534.900,   5362.78,
   534.950,   5133.25,
   535.000,   4973.47,
   535.050,   5189.13,
   535.100,   5693.10,
   535.150,   5627.59,
   535.200,   5750.45,
   535.250,   5618.28,
   535.300,   5584.76,
   535.350,   5159.33,
   535.400,   5201.18,
   535.450,   5065.97,
   535.500,   5087.61,
   535.550,   5242.21,
   535.600,   5101.74,
   535.650,   5183.34,
   535.700,   4879.27,
   535.750,   5047.45,
   535.800,   5118.81,
   535.850,   5088.46,
   535.900,   5084.38,
   535.950,   5473.78,
   536.000,   5140.60,
   536.050,   4933.84,
   536.100,   4800.53,
   536.150,   4803.46,
   536.200,   4883.12,
   536.250,   4872.15,
   536.300,   4945.06,
   536.350,   5214.70,
   536.400,   6008.88,
   536.450,   5841.53,
   536.500,   5897.48,
   536.550,   5835.99,
   536.600,   5712.06,
   536.650,   5701.00,
   536.700,   5543.85,
   536.750,   6385.97,
   536.800,   6509.23,
   536.850,   6331.94,
   536.900,   6408.78,
   536.950,   6563.57,
   537.000,   6572.94,
   537.050,   6579.66,
   537.100,   6570.13,
   537.150,   6593.81,
   537.200,   6586.07,
   537.250,   6524.27,
   537.300,   6581.46,
   537.350,   6438.11,
   537.400,   6365.79,
   537.450,   6379.72,
   537.500,   6403.50,
   537.550,   6418.28,
   537.600,   6444.29,
   537.650,   6425.17,
   537.700,   6387.28,
   537.750,   6432.58,
   537.800,   6405.61,
   537.850,   6412.99,
   537.900,   6441.96,
   537.950,   6430.57,
   538.000,   6466.49,
   538.050,   6414.88,
   538.100,   6415.51,
   538.150,   6428.74,
   538.200,   6415.35,
   538.250,   6408.28,
   538.300,   6390.32,
   538.350,   6356.83,
   538.400,   6378.92,
   538.450,   6306.67,
   538.500,   6316.18,
   538.550,   6315.09,
   538.600,   6301.08,
   538.650,   6309.71,
   538.700,   6311.29,
   538.750,   6319.92,
   538.800,   6362.25,
   538.850,   6342.88,
   538.900,   6331.06,
   538.950,   6362.10,
   539.000,   6127.69,
   539.050,   6275.19,
   539.100,   6353.69,
   539.150,   6410.86,
   539.200,   6321.28,
   539.250,   6243.99,
   539.300,   6473.69,
   539.350,   6372.58,
   539.400,   6393.57,
   539.450,   6436.02,
   539.500,   6135.53,
   539.550,   6330.36,
   539.600,   6407.45,
   539.650,   6279.16,
   539.700,   6487.67,
   539.750,   6548.62,
   539.800,   6339.32,
   539.850,   6355.26,
   539.900,   6166.86,
   539.950,   6492.49,
   540.000,   6315.78,
   540.050,   6199.27,
   540.100,   6134.51,
   540.150,   6237.59,
   540.200,   6342.11,
   540.250,   5823.48,
   540.300,   6239.49,
   540.350,   6518.02,
   540.400,   6481.96,
   540.450,   6169.45,
   540.500,   6311.30,
   540.550,   6485.80,
   540.600,   6482.50,
   540.650,   6235.10,
   540.700,   6506.62,
   540.750,   6551.28,
   540.800,   6496.34,
   540.850,   6507.43,
   540.900,   6646.65,
   540.950,   6760.06,
   541.000,   6756.86,
   541.050,   6778.08,
   541.100,   6789.16,
   541.150,   6775.64,
   541.200,   6822.78,
   541.250,   6830.08,
   541.300,   6785.98,
   541.350,   6787.20,
   541.400,   6794.86,
   541.450,   6785.10,
   541.500,   6746.09,
   541.550,   6813.04,
   541.600,   6842.41,
   541.650,   6915.62,
   541.700,   7089.12,
   541.750,   7123.98,
   541.800,   7137.88,
   541.850,   7183.01,
   541.900,   7321.93,
   541.950,   7351.73,
   542.000,   7340.71,
   542.050,   7381.68,
   542.100,   7378.99,
   542.150,   7376.51,
   542.200,   7367.99,
   542.250,   7358.56,
   542.300,   7345.68,
   542.350,   7570.25,
   542.400,   7904.60,
   542.450,   8023.11,
   542.500,   8024.14,
   542.550,   7967.42,
   542.600,   7916.21,
   542.650,   8031.41,
   542.700,   8176.17,
   542.750,   8221.80,
   542.800,   8210.96,
   542.850,   8225.68,
   542.900,   8210.88,
   542.950,   8212.96,
   543.000,   8216.66,
   543.050,   8204.45,
   543.100,   8206.16,
   543.150,   8226.03,
   543.200,   8253.33,
   543.250,   8240.71,
   543.300,   8209.42,
   543.350,   8080.95,
   543.400,   7994.38,
   543.450,   8004.07,
   543.500,   8007.87,
   543.550,   7990.34,
   543.600,   7888.17,
   543.650,   7842.46,
   543.700,   7852.53,
   543.750,   7813.34,
   543.800,   7840.33,
   543.850,   7820.56,
   543.900,   7799.38,
   543.950,   7870.79,
   544.000,   7859.23,
   544.050,   7512.55,
   544.100,   7685.39,
   544.150,   7732.29,
   544.200,   7738.10,
   544.250,   7742.38,
   544.300,   7740.87,
   544.350,   7708.63,
   544.400,   7792.01,
   544.450,   7852.97,
   544.500,   7874.81,
   544.550,   7883.56,
   544.600,   7948.84,
   544.650,   8025.56,
   544.700,   8010.80,
   544.750,   8269.47,
   544.800,   8186.78,
   544.850,   8055.67,
   544.900,   8125.86,
   544.950,   8118.89,
   545.000,   8129.46,
   545.050,   8129.85,
   545.100,   8125.51,
   545.150,   8136.28,
   545.200,   8129.49,
   545.250,   8125.58,
   545.300,   8127.38,
   545.350,   8122.28,
   545.400,   8139.81,
   545.450,   8129.17,
   545.500,   8140.23,
   545.550,   8125.89,
   545.600,   8227.58,
   545.650,   8234.50,
   545.700,   8222.90,
   545.750,   7942.81,
   545.800,   7939.93,
   545.850,   7956.56,
   545.900,   7940.80,
   545.950,   7940.02,
   546.000,   7967.46,
   546.050,   7956.97,
   546.100,   7945.03,
   546.150,   7958.14,
   546.200,   7958.58,
   546.250,   7952.42,
   546.300,   7961.18,
   546.350,   7963.42,
   546.400,   7947.59,
   546.450,   7716.66,
   546.500,   7666.05,
   546.550,   7719.51,
   546.600,   7713.78,
   546.650,   7731.95,
   546.700,   7734.99,
   546.750,   7718.79,
   546.800,   7723.48,
   546.850,   7721.87,
   546.900,   7702.88,
   546.950,   7709.59,
   547.000,   7674.50,
   547.050,   7717.04,
   547.100,   7717.29,
   547.150,   7713.75,
   547.200,   7718.52,
   547.250,   7713.26,
   547.300,   7717.99,
   547.350,   7708.25,
   547.400,   7704.67,
   547.450,   7705.82,
   547.500,   7690.40,
   547.550,   7704.01,
   547.600,   7704.90,
   547.650,   7696.55,
   547.700,   7701.19,
   547.750,   7707.54,
   547.800,   7495.73,
   547.850,   7382.16,
   547.900,   7378.74,
   547.950,   7410.48,
   548.000,   7411.90,
   548.050,   7401.79,
   548.100,   7397.21,
   548.150,   7411.75,
   548.200,   7412.96,
   548.250,   7168.72,
   548.300,   7120.20,
   548.350,   7113.65,
   548.400,   7118.84,
   548.450,   7082.29,
   548.500,   7038.97,
   548.550,   6798.60,
   548.600,   6800.99,
   548.650,   6806.97,
   548.700,   6794.78,
   548.750,   6786.87,
   548.800,   6799.77,
   548.850,   6804.60,
   548.900,   6799.19,
   548.950,   6799.24,
   549.000,   7152.71,
   549.050,   7386.89,
   549.100,   7396.16,
   549.150,   7398.50,
   549.200,   7401.81,
   549.250,   7393.54,
   549.300,   7404.07,
   549.350,   7394.16,
   549.400,   7370.30,
   549.450,   7240.93,
   549.500,   7219.15,
   549.550,   7274.77,
   549.600,   7383.19,
   549.650,   7376.82,
   549.700,   7419.41,
   549.750,   7712.61,
   549.800,   7703.12,
   549.850,   7690.18,
   549.900,   7573.66,
   549.950,   7709.89,
   550.000,   7696.67,
   550.050,   7681.38,
   550.100,   7693.64,
   550.150,   7688.90,
   550.200,   7695.23,
   550.250,   7700.24,
   550.300,   7656.89,
   550.350,   7560.43,
   550.400,   7516.13,
   550.450,   7530.76,
   550.500,   7523.20,
   550.550,   7406.44,
   550.600,   7390.34,
   550.650,   7381.40,
   550.700,   7394.95,
   550.750,   7376.82,
   550.800,   7390.48,
   550.850,   7404.21,
   550.900,   7405.66,
   550.950,   7330.71,
   551.000,   7405.41,
   551.050,   7387.95,
   551.100,   7392.51,
   551.150,   7400.16,
   551.200,   7398.99,
   551.250,   7363.91,
   551.300,   7266.80,
   551.350,   7256.61,
   551.400,   7248.73,
   551.450,   7238.75,
   551.500,   7233.00,
   551.550,   7222.40,
   551.600,   7242.07,
   551.650,   7249.87,
   551.700,   7241.00,
   551.750,   7253.72,
   551.800,   7245.19,
   551.850,   7243.48,
   551.900,   7234.77,
   551.950,   7245.54,
   552.000,   7218.46,
   552.050,   7235.98,
   552.100,   7233.85,
   552.150,   7230.13,
   552.200,   7139.08,
   552.250,   7099.61,
   552.300,   7102.39,
   552.350,   7123.70,
   552.400,   7239.04,
   552.450,   7236.95,
   552.500,   7232.41,
   552.550,   7241.56,
   552.600,   7262.24,
   552.650,   7324.81,
   552.700,   7355.37,
   552.750,   7339.96,
   552.800,   7352.73,
   552.850,   7366.78,
   552.900,   7373.83,
   552.950,   7378.17,
   553.000,   7422.73,
   553.050,   7401.54,
   553.100,   7397.09,
   553.150,   7380.08,
   553.200,   7097.54,
   553.250,   7038.90,
   553.300,   7040.47,
   553.350,   7022.46,
   553.400,   6847.54,
   553.450,   6777.38,
   553.500,   6769.05,
   553.550,   6778.72,
   553.600,   6762.14,
   553.650,   6772.53,
   553.700,   6765.29,
   553.750,   6781.84,
   553.800,   6713.14,
   553.850,   6793.67,
   553.900,   6802.24,
   553.950,   6803.23,
   554.000,   6686.82,
   554.050,   6658.68,
   554.100,   6642.55,
   554.150,   6655.08,
   554.200,   6641.72,
   554.250,   6647.24,
   554.300,   6650.36,
   554.350,   6643.18,
   554.400,   6660.86,
   554.450,   6653.02,
   554.500,   6636.41,
   554.550,   6643.78,
   554.600,   6652.34,
   554.650,   6639.21,
   554.700,   6646.27,
   554.750,   6650.47,
   554.800,   6656.08,
   554.850,   6708.25,
   554.900,   6706.08,
   554.950,   6778.75,
   555.000,   6693.02,
   555.050,   6639.78,
   555.100,   6619.22,
   555.150,   6612.42,
   555.200,   6652.39,
   555.250,   6592.88,
   555.300,   6579.29,
   555.350,   6777.55,
   555.400,   6793.11,
   555.450,   6916.40,
   555.500,   7072.16,
   555.550,   7074.95,
   555.600,   7082.64,
   555.650,   7081.88,
   555.700,   7074.97,
   555.750,   7077.17,
   555.800,   7093.60,
   555.850,   7108.34,
   555.900,   7117.33,
   555.950,   7060.23,
   556.000,   7138.23,
   556.050,   7131.21,
   556.100,   7132.38,
   556.150,   7113.83,
   556.200,   7002.56,
   556.250,   6999.32,
   556.300,   7001.67,
   556.350,   6969.65,
   556.400,   6977.89,
   556.450,   6942.45,
   556.500,   6975.83,
   556.550,   6957.56,
   556.600,   6952.44,
   556.650,   6942.61,
   556.700,   6961.95,
   556.750,   6956.42,
   556.800,   6970.39,
   556.850,   6962.96,
   556.900,   6955.52,
   556.950,   6984.47,
   557.000,   6989.90,
   557.050,   6961.80,
   557.100,   6979.06,
   557.150,   6719.81,
   557.200,   6992.55,
   557.250,   6999.47,
   557.300,   6986.40,
   557.350,   7005.07,
   557.400,   6929.16,
   557.450,   6967.36,
   557.500,   6914.77,
   557.550,   6839.54,
   557.600,   6817.49,
   557.650,   6837.15,
   557.700,   6822.17,
   557.750,   6817.61,
   557.800,   6819.02,
   557.850,   6816.46,
   557.900,   6824.80,
   557.950,   6812.72,
   558.000,   6809.75,
   558.050,   6328.63,
   558.100,   6290.10,
   558.150,   6272.28,
   558.200,   6281.33,
   558.250,   6275.78,
   558.300,   6283.56,
   558.350,   6349.48,
   558.400,   6505.12,
   558.450,   6567.48,
   558.500,   6572.81,
   558.550,   6572.24,
   558.600,   6680.70,
   558.650,   6838.72,
   558.700,   6845.07,
   558.750,   6848.50,
   558.800,   6887.50,
   558.850,   6868.59,
   558.900,   7109.18,
   558.950,   6950.23,
   559.000,   6876.67,
   559.050,   6956.90,
   559.100,   6972.52,
   559.150,   6973.09,
   559.200,   6803.26,
   559.250,   6696.14,
   559.300,   6695.00,
   559.350,   6686.23,
   559.400,   6708.98,
   559.450,   6697.68,
   559.500,   6707.82,
   559.550,   6703.36,
   559.600,   6625.56,
   559.650,   6612.11,
   559.700,   7122.32,
   559.750,   7295.57,
   559.800,   7305.65,
   559.850,   7283.34,
   559.900,   7292.77,
   559.950,   7301.97,
   560.000,   7310.54,
   560.050,   7312.02,
   560.100,   7294.81,
   560.150,   7300.27,
   560.200,   7304.82,
   560.250,   7293.21,
   560.300,   7281.09,
   560.350,   7283.60,
   560.400,   7288.50,
   560.450,   7304.27,
   560.500,   7314.22,
   560.550,   7320.01,
   560.600,   7306.54,
   560.650,   7058.17,
   560.700,   6853.03,
   560.750,   6867.11,
   560.800,   6866.82,
   560.850,   6874.98,
   560.900,   6849.58,
   560.950,   6828.59,
   561.000,   6880.11,
   561.050,   6819.96,
   561.100,   6855.15,
   561.150,   6857.65,
   561.200,   6868.46,
   561.250,   6865.00,
   561.300,   6867.39,
   561.350,   6851.58,
   561.400,   6859.55,
   561.450,   6862.05,
   561.500,   6853.11,
   561.550,   6859.87,
   561.600,   6867.52,
   561.650,   6857.10,
   561.700,   6863.93,
   561.750,   6872.89,
   561.800,   6860.57,
   561.850,   6842.33,
   561.900,   6846.88,
   561.950,   6804.75,
   562.000,   6869.90,
   562.050,   6849.71,
   562.100,   6839.88,
   562.150,   6841.52,
   562.200,   6861.34,
   562.250,   6851.62,
   562.300,   6877.33,
   562.350,   6861.07,
   562.400,   6854.25,
   562.450,   6858.37,
   562.500,   6856.76,
   562.550,   6851.59,
   562.600,   6831.79,
   562.650,   6844.84,
   562.700,   6847.57,
   562.750,   6844.96,
   562.800,   6852.93,
   562.850,   6854.33,
   562.900,   6854.19,
   562.950,   6849.09,
   563.000,   6853.09,
   563.050,   6849.99,
   563.100,   6843.80,
   563.150,   6839.72,
   563.200,   6852.00,
   563.250,   6841.67,
   563.300,   6859.52,
   563.350,   6865.79,
   563.400,   6835.25,
   563.450,   6846.14,
   563.500,   6831.81,
   563.550,   6837.07,
   563.600,   6851.62,
   563.650,   6843.55,
   563.700,   6853.46,
   563.750,   6869.08,
   563.800,   6857.02,
   563.850,   6713.60,
   563.900,   6559.15,
   563.950,   6566.93,
   564.000,   6563.42,
   564.050,   6558.19,
   564.100,   6567.71,
   564.150,   6560.67,
   564.200,   6574.93,
   564.250,   6572.06,
   564.300,   6572.64,
   564.350,   6559.08,
   564.400,   6549.98,
   564.450,   6538.04,
   564.500,   6519.74,
   564.550,   6541.43,
   564.600,   6525.47,
   564.650,   6548.51,
   564.700,   6554.49,
   564.750,   6564.46,
   564.800,   6534.17,
   564.850,   6564.15,
   564.900,   6560.89,
   564.950,   6561.40,
   565.000,   6553.48,
   565.050,   6551.04,
   565.100,   6561.15,
   565.150,   6552.33,
   565.200,   6567.71,
   565.250,   6573.59,
   565.300,   6563.03,
   565.350,   6571.61,
   565.400,   6498.06,
   565.450,   6371.24,
   565.500,   6382.79,
   565.550,   6405.01,
   565.600,   6634.19,
   565.650,   6643.91,
   565.700,   6646.06,
   565.750,   6673.59,
   565.800,   6693.80,
   565.850,   6702.31,
   565.900,   6690.12,
   565.950,   6669.89,
   566.000,   6722.98,
   566.050,   6714.72,
   566.100,   6719.08,
   566.150,   6724.37,
   566.200,   6711.95,
   566.250,   6690.33,
   566.300,   6718.14,
   566.350,   6717.71,
   566.400,   6746.52,
   566.450,   6810.04,
   566.500,   6810.67,
   566.550,   6799.65,
   566.600,   6807.59,
   566.650,   6800.09,
   566.700,   6918.21,
   566.750,   6945.95,
   566.800,   6923.40,
   566.850,   6958.50,
   566.900,   6984.70,
   566.950,   7030.45,
   567.000,   7050.19,
   567.050,   7035.89,
   567.100,   7011.48,
   567.150,   7009.46,
   567.200,   7023.55,
   567.250,   7015.07,
   567.300,   7018.50,
   567.350,   7024.88,
   567.400,   7015.01,
   567.450,   7025.31,
   567.500,   7013.79,
   567.550,   7025.35,
   567.600,   7014.95,
   567.650,   7016.32,
   567.700,   7017.20,
   567.750,   7026.33,
   567.800,   7037.27,
   567.850,   7025.47,
   567.900,   7023.34,
   567.950,   7027.04,
   568.000,   7033.25,
   568.050,   7020.19,
   568.100,   7015.56,
   568.150,   7021.36,
   568.200,   7024.62,
   568.250,   7020.12,
   568.300,   7019.03,
   568.350,   7025.43,
   568.400,   7029.04,
   568.450,   7011.80,
   568.500,   7032.28,
