$Branch 13 water balance flow
 
JDAY,QDT,
   1.000,   0.000,
   2.000, -79.748,
   3.000,-137.086,
   4.000,-102.815,
   5.000, -81.636,
   6.000, -19.405,
   7.000,  50.964,
   8.000,  50.964,
   9.000,  29.786,
  10.000, -36.828,
  11.000, -44.256,
  12.000, -44.256,
  13.000,   7.042,
  14.000, 152.735,
  15.000, 162.667,
  16.000, 162.667,
  17.000, 111.370,
  18.000, -51.684,
  19.000,-119.257,
  20.000,-169.981,
  21.000,-169.981,
  22.000,-108.365,
  23.000, -85.799,
  24.000,-120.310,
  25.000,-134.405,
  26.000,-191.597,
  27.000,-132.569,
  28.000, -47.333,
  29.000, -33.239,
  30.000,  15.357,
  31.000, -42.451,
  32.000, -58.455,
  33.000, -58.455,
  34.000, -20.876,
  35.000,  12.978,
  36.000,  28.982,
  37.000,  28.982,
  38.000,   0.000,
  39.000, -58.069,
  40.000,-114.228,
  41.000,-128.761,
  42.000,-140.644,
  43.000, -82.575,
  44.000, -13.010,
  45.000,  14.543,
  46.000,  45.789,
  47.000,  45.789,
  48.000,  41.428,
  49.000,  28.408,
  50.000, -21.585,
  51.000, -49.159,
  52.000, -66.436,
  53.000, -66.436,
  54.000, -40.396,
  55.000, -22.399,
  56.000, -28.920,
  57.000, -28.920,
  58.000, -24.329,
  59.000,   0.052,
  60.000,  14.804,
  61.000,  14.804,
  62.000,  14.804,
  63.000,   0.000,
  64.000,   0.000,
  65.000,   0.000,
  66.000, -11.591,
  67.000, -51.569,
  68.000, -83.232,
  69.000, -83.232,
  70.000, -71.642,
  71.000, -31.663,
  72.000,  11.862,
  73.000,  15.274,
  74.000,  57.182,
  75.000, 120.102,
  76.000, 108.240,
  77.000, 166.517,
  78.000, 140.978,
  79.000,  78.058,
  80.000,  -2.139,
  81.000,-106.331,
  82.000,-122.700,
  83.000,-122.700,
  84.000, -38.591,
  85.000,  51.559,
  86.000,  51.559,
  87.000,  13.104,
  88.000, -57.474,
  89.000,-105.120,
  90.000,-120.457,
  91.000,-103.503,
  92.000, -24.110,
  93.000, -24.110,
  94.000,   0.428,
  95.000,  21.252,
  96.000,   8.524,
  97.000, -25.915,
  98.000, -72.382,
  99.000, -77.046,
 100.000, -77.046,
 101.000, -42.607,
 102.000,  -5.342,
 103.000,  14.209,
 104.000,  14.209,
 105.000,  14.209,
 106.000,  67.302,
 107.000,  53.092,
 108.000,  53.092,
 109.000, -14.721,
 110.000, -67.813,
 111.000, -73.374,
 112.000, -73.374,
 113.000,  -5.561,
 114.000,  -5.561,
 115.000,   0.000,
 116.000,   0.000,
 117.000,   0.000,
 118.000,   0.000,
 119.000,  18.132,
 120.000,  18.132,
 121.000,  18.132,
 122.000,  18.132,
 123.000,   0.000,
 124.000,   3.265,
 125.000,   3.265,
 126.000,   3.265,
 127.000,  25.352,
 128.000,  22.086,
 129.000, -18.122,
 130.000, -66.102,
 131.000, -88.188,
 132.000, -88.188,
 133.000, -35.680,
 134.000,  52.748,
 135.000, 103.232,
 136.000, 103.232,
 137.000,  90.932,
 138.000,  42.983,
 139.000, -19.374,
 140.000, -57.401,
 141.000, -96.148,
 142.000, -88.647,
 143.000,  31.225,
 144.000, 117.608,
 145.000, 156.356,
 146.000, 156.356,
 147.000, -37.401,
 148.000,-155.573,
 149.000,-136.846,
 150.000,-141.499,
 151.000, -55.742,
 152.000,  14.074,
 153.000,  -4.653,
 154.000,  -2.921,
 155.000, -10.673,
 156.000, -10.673,
 157.000,  20.678,
 158.000, 123.753,
 159.000, 216.824,
 160.000, 216.824,
 161.000, 143.137,
 162.000,  46.165,
 163.000,  13.834,
 164.000,   0.522,
 165.000,  42.858,
 166.000,  54.355,
 167.000,   0.563,
 168.000,  13.876,
 169.000,  13.876,
 170.000,  -0.803,
 171.000,  33.239,
 172.000,  26.562,
 173.000,  17.934,
 174.000,  17.934,
 175.000,  20.073,
 176.000,  26.750,
 177.000,  29.347,
 178.000,  -8.263,
 179.000, -43.640,
 180.000, -48.950,
 181.000, -50.933,
 182.000, -97.776,
 183.000, -97.776,
 184.000, -92.465,
 185.000,-109.919,
 186.000, -97.025,
 187.000,-109.179,
 188.000,-121.302,
 189.000, -81.031,
 190.000,  -9.473,
 191.000, -33.103,
 192.000, -74.615,
 193.000,-100.520,
 194.000,-109.711,
 195.000, -73.926,
 196.000, -20.292,
 197.000,  -9.191,
 198.000,   0.000,
 199.000,   0.000,
 200.000,   0.000,
 201.000,   0.000,
 202.000,   0.000,
 203.000, -13.250,
 204.000, -13.250,
 205.000, -13.250,
 206.000, -11.320,
 207.000,   1.930,
 208.000,  20.313,
 209.000,  20.313,
 210.000,  18.383,
 211.000,  18.383,
 212.000,   0.000,
 213.000,  -2.389,
 214.000,  -2.389,
 215.000,  -2.389,
 216.000,  31.371,
 217.000,  32.258,
 218.000,  32.258,
 219.000, -62.503,
 220.000,-143.064,
 221.000,-141.562,
 222.000,-165.724,
 223.000, -70.964,
 224.000, -24.162,
 225.000, -15.993,
 226.000,   8.169,
 227.000, -32.456,
 228.000, -32.456,
 229.000, -73.248,
 230.000, -73.248,
 231.000, -46.509,
 232.000, -75.679,
 233.000, -78.433,
 234.000,-134.958,
 235.000,-130.336,
 236.000, -89.482,
 237.000, -54.104,
 238.000,   2.420,
 239.000,  40.510,
 240.000,  55.106,
 241.000,  54.250,
 242.000,  54.250,
 243.000,  25.425,
 244.000,  -0.855,
 245.000,  56.472,
 246.000,  79.205,
 247.000, 105.058,
 248.000, 102.304,
 249.000, -29.233,
 250.000, -51.966,
 251.000, -77.818,
 252.000, -17.256,
 253.000,  57.808,
 254.000,  50.755,
 255.000,  53.875,
 256.000,  -6.072,
 257.000,  -4.538,
 258.000,   2.514,
 259.000,  -0.605,
 260.000,  23.036,
 261.000,  21.502,
 262.000,  21.502,
 263.000, -15.618,
 264.000, -37.120,
 265.000, -60.896,
 266.000, -60.896,
 267.000,  30.641,
 268.000,  30.641,
 269.000,  54.417,
 270.000,  54.417,
 271.000,   0.000,
 272.000,   0.000,
 273.000,   3.651,
 274.000,  87.812,
 275.000,  78.705,
 276.000,  78.705,
 277.000,  75.053,
 278.000, -36.755,
 279.000, -54.000,
 280.000, -60.020,
 281.000, -55.523,
 282.000, -27.876,
 283.000, -29.911,
 284.000, -59.821,
 285.000, -64.318,
 286.000, -62.899,
 287.000,  -8.033,
 288.000,  27.897,
 289.000,  27.897,
 290.000,  26.478,
 291.000,   0.000,
 292.000,   0.000,
 293.000,  40.239,
 294.000,  42.806,
 295.000,  42.806,
 296.000,  42.806,
 297.000,-105.538,
 298.000,-108.104,
 299.000, -85.173,
 300.000, -85.173,
 301.000,  49.420,
 302.000, 128.886,
 303.000, 105.955,
 304.000,  -4.184,
 305.000, -30.672,
 306.000,-110.139,
 307.000, -81.793,
 308.000,  26.718,
 309.000,  26.718,
 310.000,  25.112,
 311.000,  -3.234,
 312.000, -76.336,
 313.000, -76.336,
 314.000, -85.246,
 315.000, -65.966,
 316.000,  33.552,
 317.000,  33.552,
 318.000,   7.981,
 319.000, -11.299,
 320.000, -36.087,
 321.000, -38.288,
 322.000, -12.311,
 323.000, -43.755,
 324.000, -31.371,
 325.000, -15.305,
 326.000,  38.977,
 327.000,  70.421,
 328.000,  19.541,
 329.000, -32.415,
 330.000,-167.216,
 331.000,-224.158,
 332.000,-223.511,
 333.000,-177.680,
 334.000, -87.051,
 335.000, -30.109,
 336.000,   7.741,
 337.000,  -7.564,
 338.000, -35.534,
 339.000, -73.780,
 340.000, -72.163,
 341.000, -64.600,
 342.000, -26.624,
 343.000,  11.622,
 344.000,  10.005,
 345.000,  10.005,
 346.000,   0.000,
 347.000,  12.864,
 348.000,  51.194,
 349.000,  51.194,
 350.000,  38.278,
 351.000,  25.414,
 352.000, -12.916,
 353.000, -31.590,
 354.000, -61.689,
 355.000,-111.276,
 356.000,-124.118,
 357.000,-105.444,
 358.000, -62.430,
 359.000,   1.742,
 360.000,   9.358,
 361.000,   9.358,
 362.000,   9.358,
 363.000,   5.748,
 364.000,  10.975,
 365.000,  45.685,
 366.000,  45.685,
 367.000,  34.710,
 368.000, -13.719,
 369.000, -70.275,
 370.000,-117.254,
 371.000,-117.254,
 372.000, -40.823,
 373.000, -18.977,
 374.000,  28.002,
 375.000, -10.756,
 376.000, -85.517,
 377.000, -85.517,
 378.000, -76.493,
 379.000, -37.735,
 380.000,   9.024,
 381.000,   9.024,
 382.000,   2.118,
 383.000,   2.118,
 384.000,  14.721,
 385.000,  30.850,
 386.000,  28.732,
 387.000,  11.904,
 388.000,  -0.699,
 389.000, -16.828,
 390.000, -49.180,
 391.000, -95.209,
 392.000, -95.209,
 393.000, -95.209,
 394.000, -62.857,
 395.000,   0.000,
 396.000,   0.000,
 397.000,   9.765,
 398.000,  33.228,
 399.000,  71.715,
 400.000,  71.715,
 401.000,  61.950,
 402.000, -79.800,
 403.000,-118.287,
 404.000,-137.556,
 405.000,-164.556,
 406.000, -19.791,
 407.000,  28.878,
 408.000,  48.147,
 409.000,  75.147,
 410.000,  42.002,
 411.000,  -6.667,
 412.000, -59.978,
 413.000, -56.170,
 414.000,  11.455,
 415.000,  11.455,
 416.000, -11.612,
 417.000, -15.420,
 418.000, -24.621,
 419.000, -24.621,
 420.000,  55.951,
 421.000, 130.608,
 422.000,  76.013,
 423.000,  76.013,
 424.000,   0.438,
 425.000, -74.219,
 426.000,-110.045,
 427.000,-110.045,
 428.000,  19.551,
 429.000,  19.551,
 430.000, -31.183,
 431.000, -83.097,
 432.000,-146.632,
 433.000,-141.113,
 434.000, -33.666,
 435.000,  18.247,
 436.000,  23.568,
 437.000,  18.049,
 438.000,   0.000,
 439.000,   0.000,
 440.000,   0.000,
 441.000,   0.000,
 442.000,   0.000,
 443.000,   0.000,
 444.000, -78.454,
 445.000,-145.412,
 446.000,-145.412,
 447.000,-145.412,
 448.000, -88.720,
 449.000, -34.595,
 450.000, -36.462,
 451.000, -42.586,
 452.000, -38.998,
 453.000, -24.183,
 454.000, -29.733,
 455.000, -23.609,
 456.000,   9.942,
 457.000,   7.960,
 458.000,  15.378,
 459.000,  15.378,
 460.000,   0.000,
 461.000, -33.844,
 462.000, -41.491,
 463.000, -63.994,
 464.000,-110.107,
 465.000,-141.332,
 466.000,-137.055,
 467.000,-108.688,
 468.000, -70.567,
 469.000,  -5.060,
 470.000,  -1.690,
 471.000,  -7.553,
 472.000,   0.438,
 473.000,   0.000,
 474.000,  20.062,
 475.000,  20.062,
 476.000,  20.062,
 477.000,  20.062,
 478.000,   0.000,
