$LGS.Elev-Tailwater.Ave.~1Day.1Day.CBT-REV [ft NAVD88],,
CY2011-2015,,12/31/2010
JDAY,TWElev,
42051,542.472887,
42052,542.142887,
42053,542.082887,
42054,542.192887,
42055,542.202887,
42056,541.222887,
42057,541.292887,
42058,541.642887,
42059,542.552887,
42060,542.642887,
42061,542.352887,
42062,542.652887,
42063,542.362887,
42064,541.922887,
42065,542.002887,
42066,542.232887,
42067,542.522887,
42068,542.272887,
42069,542.082887,
42070,542.392887,
42071,541.542887,
42072,541.252887,
42073,541.722887,
42074,541.792887,
42075,541.752887,
42076,541.742887,
42077,541.862887,
42078,542.072887,
42079,542.042887,
42080,541.952887,
42081,542.402887,
42082,542.722887,
42083,542.582887,
42084,542.822887,
42085,542.912887,
42086,542.472887,
42087,542.492887,
42088,542.592887,
42089,543.002887,
42090,542.892887,
42091,542.682887,
42092,542.412887,
42093,542.772887,
42094,543.032887,
42095,542.502887,
42096,541.932887,
42097,541.802887,
42098,540.552887,
42099,540.472887,
42100,540.352887,
42101,540.222887,
42102,540.392887,
42103,540.312887,
42104,540.322887,
42105,540.292887,
42106,540.552887,
42107,540.632887,
42108,540.262887,
42109,540.502887,
42110,540.192887,
42111,540.152887,
42112,540.432887,
42113,540.432887,
42114,540.372887,
42115,540.512887,
42116,540.372887,
42117,540.662887,
42118,540.462887,
42119,540.412887,
42120,540.422887,
42121,540.442887,
42122,540.402887,
42123,540.472887,
42124,540.402887,
42125,540.392887,
42126,540.252887,
42127,540.482887,
42128,540.412887,
42129,540.322887,
42130,540.642887,
42131,540.442887,
42132,540.462887,
42133,540.382887,
42134,540.442887,
42135,540.332887,
42136,540.292887,
42137,540.112887,
42138,540.352887,
42139,540.432887,
42140,540.462887,
42141,540.472887,
42142,540.672887,
42143,540.572887,
42144,540.492887,
42145,540.582887,
42146,540.452887,
42147,540.462887,
42148,540.552887,
42149,540.452887,
42150,540.372887,
42151,540.652887,
42152,540.412887,
42153,540.402887,
42154,540.432887,
42155,540.452887,
42156,540.532887,
42157,540.602887,
42158,540.472887,
42159,540.562887,
42160,540.402887,
42161,540.222887,
42162,540.192887,
42163,540.242887,
42164,540.422887,
42165,540.362887,
42166,540.322887,
42167,540.262887,
42168,540.192887,
42169,540.362887,
42170,540.402887,
42171,540.392887,
42172,540.312887,
42173,540.162887,
42174,540.352887,
42175,540.482887,
42176,540.252887,
42177,540.382887,
42178,540.262887,
42179,540.352887,
42180,540.292887,
42181,540.392887,
42182,540.332887,
42183,540.272887,
42184,540.252887,
42185,540.482887,
42186,540.432887,
42187,540.372887,
42188,540.272887,
42189,540.112887,
42190,540.102887,
42191,540.432887,
42192,540.332887,
42193,540.382887,
42194,540.182887,
42195,540.412887,
42196,540.542887,
42197,540.222887,
42198,540.312887,
42199,540.402887,
42200,540.282887,
42201,540.282887,
42202,540.392887,
42203,540.412887,
42204,540.452887,
42205,540.382887,
42206,540.122887,
42207,540.442887,
42208,540.542887,
42209,540.562887,
42210,540.472887,
42211,540.522887,
42212,540.252887,
42213,540.342887,
42214,540.542887,
42215,540.442887,
42216,540.352887,
42217,540.262887,
42218,540.202887,
42219,540.152887,
42220,540.232887,
42221,540.052887,
42222,540.372887,
42223,540.332887,
42224,540.082887,
42225,540.402887,
42226,540.262887,
42227,540.232887,
42228,540.372887,
42229,540.622887,
42230,540.432887,
42231,540.562887,
42232,540.372887,
42233,540.632887,
42234,540.432887,
42235,540.242887,
42236,540.132887,
42237,540.572887,
42238,540.442887,
42239,540.372887,
42240,540.282887,
42241,540.612887,
42242,540.552887,
42243,540.492887,
42244,540.572887,
42245,540.612887,
42246,540.702887,
42247,540.522887,
42248,540.532887,
42249,540.642887,
42250,540.492887,
42251,540.482887,
42252,540.862887,
42253,541.712887,
42254,542.252887,
42255,542.182887,
42256,542.152887,
42257,542.032887,
42258,541.862887,
42259,541.822887,
42260,541.882887,
42261,541.932887,
42262,541.912887,
42263,541.982887,
42264,541.962887,
42265,541.422887,
42266,540.892887,
42267,540.572887,
42268,540.662887,
42269,540.992887,
42270,541.712887,
42271,541.842887,
42272,542.092887,
42273,542.412887,
42274,542.502887,
42275,542.482887,
42276,542.352887,
42277,542.372887,
42278,542.192887,
42279,542.132887,
42280,542.112887,
42281,542.112887,
42282,542.302887,
42283,542.412887,
42284,542.142887,
42285,542.172887,
42286,542.162887,
42287,542.052887,
42288,541.952887,
42289,542.032887,
42290,542.322887,
42291,542.462887,
42292,542.432887,
42293,542.222887,
42294,542.272887,
42295,542.302887,
42296,542.412887,
42297,542.622887,
42298,542.492887,
42299,542.272887,
42300,542.312887,
42301,542.312887,
42302,542.242887,
42303,542.132887,
42304,542.172887,
42305,542.102887,
42306,542.162887,
42307,542.202887,
42308,542.422887,
42309,542.612887,
42310,541.852887,
42311,542.082887,
42312,542.232887,
42313,542.312887,
42314,542.082887,
42315,541.952887,
42316,541.932887,
42317,542.072887,
42318,542.252887,
42319,542.412887,
42320,542.582887,
42321,542.262887,
42322,542.282887,
42323,542.422887,
42324,542.462887,
42325,542.432887,
42326,542.552887,
42327,542.522887,
42328,542.332887,
42329,542.222887,
42330,542.402887,
42331,542.462887,
42332,542.442887,
42333,542.552887,
42334,542.402887,
42335,542.442887,
42336,542.382887,
42337,542.602887,
42338,542.112887,
42339,541.692887,
42340,541.612887,
42341,541.922887,
42342,542.032887,
42343,542.132887,
42344,542.212887,
42345,542.102887,
42346,542.232887,
42347,542.362887,
42348,542.652887,
42349,542.562887,
42350,542.292887,
42351,542.112887,
42352,542.052887,
42353,542.222887,
42354,542.372887,
42355,542.382887,
42356,542.092887,
42357,542.452887,
42358,542.272887,
42359,542.392887,
42360,542.442887,
42361,542.302887,
42362,542.412887,
42363,542.352887,
42364,542.292887,
42365,542.272887,
42366,542.472887,
42367,542.472887,
42368,542.552887,
42369,542.332887,
42370,542.442887,
