$ LOWER GRANITE_OUTFLOW.npt based on $//LOWER GRANITE_OUT/FLOW//1DAY/F0UMFE_EO40/ ; Units in metric!,
# From Crosswalk12_6_2017.DSS ; Julian Day 1 is 1899-12-31,
JDAY,FLOW
1385.000000,490.31
1386.000000,503.784
1387.000000,462.55
1388.000000,491.622
1389.000000,481.283
1390.000000,472.151
1391.000000,505.449
1392.000000,505.804
1393.000000,501.313
1394.000000,508.9
1395.000000,587.668
1396.000000,612.332
1397.000000,598.874
1398.000000,575.158
1399.000000,581.028
1400.000000,606.558
1401.000000,618.817
1402.000000,527.48
1403.000000,598.701
1404.000000,616.682
1405.000000,609.99
1406.000000,645.942
1407.000000,629.242
1408.000000,580.257
1409.000000,616.423
1410.000000,639.423
1411.000000,640.783
1412.000000,693.448
1413.000000,619.927
1414.000000,605.229
1415.000000,551.102
1416.000000,567.163
1417.000000,531.422
1418.000000,521.708
1419.000000,480.616
1420.000000,565.243
1421.000000,592.18
1422.000000,512.801
1423.000000,501.742
1424.000000,588.572
1425.000000,650.922
1426.000000,695.959
1427.000000,728.827
1428.000000,875.664
1429.000000,775.116
1430.000000,943.261
1431.000000,947.966
1432.000000,839.464
1433.000000,717.195
1434.000000,686.218
1435.000000,661.784
1436.000000,678.879
1437.000000,706.09
1438.000000,700.43
1439.000000,790.634
1440.000000,767.774
1441.000000,811.526
1442.000000,829.622
1443.000000,760.339
1444.000000,878.425
1445.000000,765.502
1446.000000,771.683
1447.000000,754.428
1448.000000,808.266
1449.000000,809.987
1450.000000,795.923
1451.000000,776.06
1452.000000,881.97
1453.000000,1156.174
1454.000000,1085.192
1455.000000,988.473
1456.000000,976.206
1457.000000,992.591
1458.000000,981.516
1459.000000,926.071
1460.000000,872.453
1461.000000,787.169
1462.000000,809.735
1463.000000,742.208
1464.000000,681.283
1465.000000,738.96
1466.000000,763.793
1467.000000,778.395
1468.000000,942.834
1469.000000,1007.908
1470.000000,1070.402
1471.000000,1034.674
1472.000000,992.062
1473.000000,902.953
1474.000000,874.999
1475.000000,853.374
1476.000000,843.608
1477.000000,858.507
1478.000000,842.267
1479.000000,855.894
1480.000000,947.001
1481.000000,1085.712
1482.000000,1194.336
1483.000000,1130.034
1484.000000,1049.678
1485.000000,977.501
1486.000000,978.112
1487.000000,1013.79
1488.000000,1075.281
1489.000000,1034.425
1490.000000,1069.484
1491.000000,1084.054
1492.000000,1124.602
1493.000000,1075.792
1494.000000,1083.522
1495.000000,1087.286
1496.000000,1039.173
1497.000000,1131.104
1498.000000,1107.476
1499.000000,1161.818
1500.000000,1389.635
1501.000000,1798.183
1502.000000,2063.262
1503.000000,2299.109
1504.000000,2390.696
1505.000000,2192.657
1506.000000,1900.898
1507.000000,1781.91
1508.000000,1799.846
1509.000000,1816.6
1510.000000,1773.42
1511.000000,1731.593
1512.000000,1519.741
1513.000000,1483.463
1514.000000,1454.731
1515.000000,1407.151
1516.000000,1278.566
1517.000000,1317.253
1518.000000,1218.882
1519.000000,1119.728
1520.000000,1078.693
1521.000000,1198.103
1522.000000,1019.18
1523.000000,1036.284
1524.000000,999.213
1525.000000,943.806
1526.000000,1019.465
1527.000000,950.692
1528.000000,872.16
1529.000000,704.036
1530.000000,751.141
1531.000000,733.495
1532.000000,769.341
1533.000000,832.177
1534.000000,836.214
1535.000000,876.2
1536.000000,962.165
1537.000000,1242.468
1538.000000,1433.859
1539.000000,1269.574
1540.000000,1399.359
1541.000000,1384.677
1542.000000,1400.551
1543.000000,1374.565
1544.000000,1311.139
1545.000000,1564.059
1546.000000,1412.228
1547.000000,1392.775
1548.000000,1624.92
1549.000000,1764.497
1550.000000,1729.442
1551.000000,1763.82
1552.000000,1809.648
1553.000000,1779.32
1554.000000,1606.182
1555.000000,2013.478
1556.000000,1650.866
1557.000000,1584.429
1558.000000,1520.557
1559.000000,1418.353
1560.000000,1332.02
1561.000000,1334.492
1562.000000,1284.633
1563.000000,1290.978
1564.000000,1293.703
1565.000000,1224.109
1566.000000,1204.528
1567.000000,1208.967
1568.000000,1200.466
1569.000000,1171.243
1570.000000,1147.939
1571.000000,1264.97
1572.000000,1304.969
1573.000000,1341.231
1574.000000,1438.637
1575.000000,1504.752
1576.000000,1587.798
1577.000000,1602.999
1578.000000,1525.817
1579.000000,1485.235
1580.000000,1374.242
1581.000000,1382.379
1582.000000,1439.739
1583.000000,1446.96
1584.000000,1540.016
1585.000000,1602.462
1586.000000,1577.635
1587.000000,1642.741
1588.000000,1769.113
1589.000000,1859.158
1590.000000,1839.863
1591.000000,1760.482
1592.000000,1667.998
1593.000000,1550.051
1594.000000,1459.073
1595.000000,1503.493
1596.000000,1595.755
1597.000000,1587.47
1598.000000,1642.606
1599.000000,1829.663
1600.000000,1991.24
1601.000000,1970.3
1602.000000,1854.358
1603.000000,1805.11
1604.000000,1861.24
1605.000000,1840.214
1606.000000,1869.566
1607.000000,1863.632
1608.000000,1833.444
1609.000000,1805.428
1610.000000,1880.769
1611.000000,1794.264
1612.000000,1743.138
1613.000000,1712.224
1614.000000,1767.01
1615.000000,1831.142
1616.000000,1832.238
1617.000000,1749.086
1618.000000,1665.1
1619.000000,1521.451
1620.000000,1442.3
1621.000000,1460.85
1622.000000,1466.927
1623.000000,1439.234
1624.000000,1364.822
1625.000000,1286.905
1626.000000,1207.87
1627.000000,1128.836
1628.000000,1043.49
1629.000000,960.993
1630.000000,936.838
1631.000000,898.722
1632.000000,918.855
1633.000000,943.974
1634.000000,897.449
1635.000000,866.223
1636.000000,847.689
1637.000000,837.638
1638.000000,850.701
1639.000000,854.208
1640.000000,885.003
1641.000000,888.98
1642.000000,955.495
1643.000000,980.779
1644.000000,936.267
1645.000000,859.498
1646.000000,809.092
1647.000000,690.838
1648.000000,680.65
1649.000000,625.163
1650.000000,669.605
1651.000000,748.334
1652.000000,759.106
1653.000000,768.244
1654.000000,820.783
1655.000000,897.928
1656.000000,920.331
1657.000000,861.508
1658.000000,830.635
1659.000000,763.126
1660.000000,734.581
1661.000000,826.903
1662.000000,893.612
1663.000000,851.267
1664.000000,837.977
1665.000000,864.918
1666.000000,887.024
1667.000000,933.584
1668.000000,792.958
1669.000000,816.299
1670.000000,730.047
1671.000000,750.042
1672.000000,835.88
1673.000000,846.255
1674.000000,879.223
1675.000000,836.475
1676.000000,887.491
1677.000000,896.519
1678.000000,843.425
1679.000000,750.685
1680.000000,700.922
1681.000000,677.655
1682.000000,625.314
1683.000000,586.144
1684.000000,526.889
1685.000000,563.449
1686.000000,543.064
1687.000000,595.065
1688.000000,589.173
1689.000000,611.897
1690.000000,613.906
1691.000000,612.098
1692.000000,546.091
1693.000000,561.059
1694.000000,538.843
1695.000000,537.213
1696.000000,537.68
1697.000000,510.236
1698.000000,516.609
1699.000000,555.637
1700.000000,529.56
1701.000000,497.437
1702.000000,510.906
1703.000000,562.382
1704.000000,560.618
1705.000000,540.764
1706.000000,538.761
1707.000000,525.453
1708.000000,534.129
1709.000000,431.02
1710.000000,522.146
1711.000000,572.16
1712.000000,743.906
1713.000000,562.736
1714.000000,564.523
1715.000000,569.154
1716.000000,594.908
1717.000000,510.377
1718.000000,554.768
1719.000000,539.89
1720.000000,597.304
1721.000000,588.95
1722.000000,658.747
1723.000000,624.904
1724.000000,564.771
1725.000000,608.935
1726.000000,520.312
1727.000000,523.897
1728.000000,565.752
1729.000000,555.875
1730.000000,484.94
1731.000000,526.691
1732.000000,449.144
1733.000000,486.752
1734.000000,482.584
1735.000000,441.583
1736.000000,471.478
1737.000000,478.802
1738.000000,439.946
1739.000000,406.259
1740.000000,412.603
1741.000000,456.01
1742.000000,476.265
1743.000000,495.908
1744.000000,548.828
1745.000000,519.318
1746.000000,479.133
1747.000000,442.549
1748.000000,427.081
1749.000000,425.485
1750.000000,499.416
1751.000000,541.79
1752.000000,399.961
1753.000000,413.232
1754.000000,397.637
1755.000000,395.991
1756.000000,472.584
1757.000000,538.916
1758.000000,451.249
1759.000000,484.416
1760.000000,474.1
1761.000000,505.287
1762.000000,490.101
1763.000000,509.766
1764.000000,503.021
1765.000000,448.41
1766.000000,505.537
1767.000000,616.696
1768.000000,648.541
1769.000000,591.396
1770.000000,538.807
1771.000000,572.229
1772.000000,560.933
1773.000000,546.567
1774.000000,503.156
1775.000000,494.533
1776.000000,500.205
1777.000000,585.221
1778.000000,533.817
1779.000000,521.21
1780.000000,519.767
1781.000000,529.432
1782.000000,626.698
1783.000000,505.217
1784.000000,473.044
1785.000000,518.153
1786.000000,555.386
1787.000000,506.099
1788.000000,512.361
1789.000000,494.174
1790.000000,486.295
1791.000000,532.161
1792.000000,514.745
1793.000000,477.879
1794.000000,421.652
1795.000000,400.597
1796.000000,489.056
1797.000000,466.04
1798.000000,421.631
1799.000000,423.528
1800.000000,401.829
1801.000000,439.711
1802.000000,493.738
1803.000000,568.966
1804.000000,697.082
1805.000000,813.456
1806.000000,910.705
1807.000000,805.888
1808.000000,763.804
1809.000000,806.755
1810.000000,702.451
1811.000000,690.431
1812.000000,857.248
1813.000000,644.398
1814.000000,667.599
1815.000000,646.619
1816.000000,646.226
1817.000000,681.306
1818.000000,726.664
1819.000000,733.055
1820.000000,683.41
1821.000000,647.757
1822.000000,620.023
1823.000000,572.666
1824.000000,626.451
1825.000000,652.74
1826.000000,677.517
1827.000000,619.538
